-2.688295702982358648e+00,1.828335904654247113e+00,3.521945482256329529e-01,-2.364856856793061402e-01,-3.748244861318148491e-01,9.596311891829987228e-01,2.819737808364965570e+00,-5.132626487676512916e-02,-6.081306903947885090e-01,-1.953539452886921268e-01,4.663098621132326094e-01,1.761688201485603067e-01,-6.563760600707313486e-02
-9.653487251999379737e-01,-9.524099365574080212e-01,7.616999907452453034e-01,-7.394160125411483042e-01,3.353291807023594528e-01,-8.000967013174038467e-01,-1.371373231387147396e-01,-6.178582035470053802e-01,-5.653019502879523817e-01,-9.745488135821206779e-03,-6.915462440204138694e-01,-3.973463876956751517e-01,2.641459087076326595e-01
1.837660265818772176e+00,-7.625012145762340987e-01,-9.011142485831764581e-01,-4.637154517139792376e-02,6.590808318709716340e-02,-5.956028101592876212e-01,-3.794596516403133668e-01,1.958839874110022694e-01,-8.663740167135283166e-01,5.052273525469601623e-01,1.574381902390989407e-01,-1.664868923421028435e-01,2.290537042282230970e-02
2.354192921211577250e-01,-8.736667396181524436e-01,-2.036979029158438426e+00,4.350695142999074227e-01,4.206985712521699172e-01,-1.127194518029204673e+00,2.613689717725336745e-02,2.453273332581788480e-01,6.425772880721610791e-01,-1.461542149175411309e-02,-2.892594751756953353e-01,3.086555421125017178e-04,-8.501412089950269313e-02
4.570504883573250909e-01,-2.613500000397028789e+00,-1.024993573887344134e+00,-4.227713293554346413e-02,1.172263977678952331e-02,-4.748679991658656396e-01,4.658490284317716446e-02,3.040970954317369079e-01,-9.307225434886626236e-02,1.619305379408109702e-01,-1.573885096078135037e-01,-1.212613261009555382e-01,1.409606988596617816e-01
9.838340651110296653e-01,-1.592092248986829439e+00,-2.716523515424695140e-02,-3.624307624012736428e-01,-1.123178232917513508e+00,1.541452029142827085e+00,-1.528732331085442819e+00,2.551857702794576022e-01,-1.179203791954918756e+00,1.001113343449150095e-01,5.899467985008578497e-01,-2.787941583743419605e-01,-1.776232293281569952e-01
2.278295016874524848e+00,5.710817770901107648e-01,-2.024534416018392236e+00,5.441852774142273974e-01,2.679095580001171206e-01,-9.236420187384937197e-01,-2.027375416543813480e-01,3.506011852882811586e-01,2.527484003625921766e-02,5.527258527963815338e-01,-4.397875193344676081e-02,-1.484115188694198617e-01,-1.528532853806619483e-02
2.861102110824340627e+00,8.358970412480563050e-01,3.074890118853910170e-01,-8.368536051150177180e-02,-1.395766249040661655e-01,1.849405083923181745e-02,1.285178180293952588e+00,-5.420099750702327412e-01,-5.645403294323437793e-01,-1.680059564599961364e-01,4.210745777293240510e-01,-9.926235178981465679e-02,-3.909520533774537426e-02
1.094186009672784010e+00,-8.386939530323704595e-02,-1.419056854991980865e+00,5.089742618435281196e-01,2.176765621191600331e-01,-7.541303790779482208e-01,-3.671587718425997071e-01,1.058311377692528268e-02,1.858097345287963329e-03,5.159937774808299737e-01,2.398446030856390410e-01,-3.010013199341892154e-01,1.073181349480532287e-01
1.470534549911989286e+00,2.495366953793021481e-01,-6.035725210293318987e-01,1.695756391591966838e-01,-9.841152191146410599e-01,1.513847728904970547e+00,5.865899320759031532e-01,8.416940739768302704e-02,-3.967069321936407822e-01,-3.399001370279387535e-01,3.352082495715452692e-01,7.586542695558198823e-02,5.092624050015923803e-02
7.832364567059819926e-02,-1.290193245791376064e+00,-2.468928202786826898e+00,5.853626223071797252e-01,-5.426146982558857079e-01,4.767240824625984530e-01,-1.154680492844391448e+00,6.826457109687175118e-01,-3.068412757164576954e-01,-2.876335619709030622e-01,2.127803638204252001e-01,-3.591083071185937059e-01,1.097549091362372969e-01
7.616350319098169619e-01,2.190063731375362088e-02,-8.520950301307645969e-01,4.384036924929350376e-01,-8.416196132652257189e-01,1.282193734400036034e+00,5.569686456258744062e-02,-8.357643256102750828e-02,2.275954231490609214e-01,4.482913032137233328e-02,-1.554567700071533831e-01,4.555535749432159109e-01,3.577478391788214279e-02
-6.196465629901581895e-01,-1.544728221912642363e-01,3.759303775196295994e-01,-2.184765040305003680e-01,-2.535796363182345470e-01,3.577855565786051684e-01,4.512741355539288124e-01,-3.941720792636623782e-01,6.925641390492962568e-01,1.275633068511035882e-02,-2.717619551336263387e-02,8.528666571195436807e-01,-3.361133678452337369e-03
-2.540341453662938065e+00,-7.550978710733215193e-02,5.788435727926385388e-01,9.898176603413052499e-01,4.156159164274269568e-01,-3.840366130531506772e-01,1.886841948434640148e+00,-2.011546771350969931e-01,-6.167388015278771896e-01,-1.181054708277429893e-01,-1.757498737492465823e-01,-3.499414247592617655e-01,3.144486500485486197e-02
-1.285578996438248911e+00,-1.297671084120581575e-01,-1.077571094267370411e+00,2.354296719530424575e-01,-4.576306968718285573e-01,6.447529734640470300e-01,-1.585302400937330936e-01,-6.908120303769609005e-02,3.411171297114830581e-01,-5.832922969177892769e-01,-1.416045168813939714e-01,-2.963047138846122697e-01,-5.206810289728167063e-02
