-5.433009977602758916e-02,-9.010784311416142334e-01,-1.131727986196280122e+00,1.560751199913448239e+00,7.068941585906777236e-01,-1.212773916165719834e+00,-1.424793727141256738e+00,-1.416687339357590059e+00,-1.558865340918492493e+00,-5.786064339667158080e-02,5.441123529966298555e-01,-8.021636843465933531e-01,-9.310560427790955940e-01,-8.113912491951409400e-01,-5.676265136661814426e-01,-5.782311488484803697e-01,-1.055931588765176787e+00,2.477688220122467033e+00,1.145821991112781824e+00,6.839917004021836555e-02,2.900451645702770698e+00,4.024002343054546293e-01,-8.998827927797449222e-01,-3.855713392465671685e-01,1.651277257535576304e+00,5.112435105319360851e+00,-1.001512401068300750e+00
-5.433009977602758916e-02,-6.171393678983426723e-01,-8.062242103471152221e-01,1.014278994206532086e-01,-2.851755155805245634e-01,4.751279774713325632e-01,8.783394185683927047e-01,2.741481750440442067e-01,7.112003806588881316e-01,1.702288201279429369e+00,1.649472032203247451e+00,8.152744182449919719e-02,4.021687257417351224e-01,-1.941888803049495460e-01,1.350363564897532065e-01,7.903611925882855771e-02,3.575015680177001109e-01,-3.755204107237293254e-01,4.709207724165365150e-01,-1.176143687177934744e-01,1.089837821757767999e+00,1.989301510250079119e-01,6.404427778364728541e-01,-3.237873287757156437e-02,-1.014282211530302069e+00,-6.582224201794423246e-01,7.243004554334653289e-01
-5.433009977602758916e-02,2.848624004512128050e-01,2.361628813603297294e-01,4.556699670864504670e-01,8.126065009203959910e-01,-8.699188440206935269e-01,-6.536553971045437894e-01,-8.964302580032410539e-01,-3.234857635571279921e-01,-2.178741747308627352e-01,5.441123529966298555e-01,-1.063883224500145497e+00,-1.073358189572949373e+00,-1.117919210577617894e+00,-9.824337629983964648e-01,-2.846393378279518313e-02,3.278994944453151317e-01,-3.239904918244296272e-01,5.647812068047560752e-01,4.688011941464466092e-01,1.615083386030289059e-01,2.069769904767762014e-01,-1.161348050488726802e+00,-7.080515450617369533e-01,-5.035658450356239602e-01,-3.535317028331055322e-01,8.126526494523270694e-01
-4.399579774005643595e-02,3.878728513022602908e-01,3.265805968739861065e-01,1.114098158073964617e+00,6.114487054687804957e+00,-8.875011554127462121e-01,-8.695741295148233796e-01,-9.036560507998290248e-01,-8.319091275253429618e-01,2.214612227042399642e-02,-2.454302750080968043e-01,-7.840786400043936455e-01,-7.884172641702981155e-01,-7.743855052435827391e-01,-5.955991188191690489e-01,1.017191789778649991e+00,4.210276179040385314e-01,-1.163815122128001589e-01,9.506518815118807364e-01,7.336340289883616084e-01,4.957069525387349795e-01,-5.582391231033586587e-01,-8.345164783524995356e-01,-5.544895422926083839e-01,-1.014356714282526051e+00,2.558497318595678860e-01,1.213182595671166819e+00
-5.339061777275748433e-02,-9.020129239106215724e-02,1.399363752677237720e-02,-7.456726971714709995e-01,-3.502292647065050613e-01,-1.309476628822009436e+00,-1.440216493741991011e+00,-9.036560507998290248e-01,-8.631281060146194228e-01,-3.778877060650536746e-01,3.862038273956843737e-01,-1.561436723266849125e+00,-1.674475175377647451e+00,-1.424683253261221250e+00,-1.420286665758857980e+00,-4.470482111130119063e-01,2.167969919134394019e-01,-3.731375243006403442e-01,-7.090389741782237021e-01,-4.281623952883719664e-01,-8.269768950601373847e-01,-2.325337167222299439e-01,2.148588704633854762e-01,2.440328721068600326e-01,2.307273990866815172e+00,5.620252967563254209e+00,1.342765813565497401e+00
-5.339061777275748433e-02,1.481368406490301215e+00,1.345717418877919291e+00,1.325873307221995923e+00,-1.062777054840782637e-01,-4.215699035233514969e-01,-2.269588544842291999e-01,-6.218501317328902767e-01,-2.744273687882654023e-01,-3.778877060650536746e-01,-5.612473262099878513e-01,1.085256879612622877e-01,1.671228861173396640e-01,-2.669641606676224077e-01,-1.428927990034121742e-01,2.260065105543754616e+00,1.287314539755743503e+00,1.138648884181748255e-01,1.390157090155131225e+00,1.619562916971433397e+00,-2.558685970233418594e-01,-4.984626014616460044e-01,-3.200203260864390997e-01,-4.773493315448409241e-02,-9.356818079341115979e-01,-6.582224201794423246e-01,4.104348835426779168e-02
-5.412132599752312451e-02,5.529537020250926416e-01,5.087077095514955793e-01,1.795629092604901222e+00,1.666436958198889595e+00,-9.666215566769831291e-01,-1.044365484323145132e+00,-1.199913555459944492e+00,-1.331412783353764784e+00,7.422070132742832893e-01,-2.454302750080968043e-01,-6.294935329265426427e-01,-5.888948712149740805e-01,-1.111615839837543751e+00,-9.359361096079051867e-01,1.724760212419535366e+00,5.211891940435603443e-01,-1.807194456362032353e-01,1.415484508958301690e+00,1.078862545835857389e+00,8.625827642814877239e-01,-3.494044801883992024e-01,-7.491185514394856915e-01,-2.473655367543516892e-01,-7.786300062461785076e-01,-6.582224201794423246e-01,-1.136985765230555501e+00
-5.339061777275748433e-02,-9.327739544803981264e-01,-1.480482031748957317e+00,3.594085356555272726e-01,-3.502292647065050613e-01,-1.050882984664043146e-01,-4.891458866967117181e-01,-5.206890325806556863e-01,-9.032667926436890316e-01,1.702288201279429369e+00,1.649472032203247451e+00,6.758918157308662078e-01,1.550113031583902068e-01,1.396032520671532107e-01,-3.372788222053273999e-01,3.168680950146334774e-01,-8.964422685085307041e-01,-3.779032971468183622e-01,8.016670650226435102e-01,-1.333782279345740451e-01,2.287754186820643021e+00,-4.264242292267610979e-01,-2.024900239589974907e-02,-7.080515450617369533e-01,5.098950934657775491e-01,-6.582224201794423246e-01,1.213182595671166819e+00
-5.370377844051418131e-02,3.957967321369560976e-01,3.808312261821804601e-01,5.942864283469796449e-01,-3.420975460657574851e-01,-1.402529212505095879e-01,2.717105989395119936e-01,-4.050763478352446545e-01,-5.143466529343430210e-02,5.021867162729970469e-01,-5.612473262099878513e-01,6.167911774215319998e-01,1.063380025079593505e+00,4.495189801207934432e-01,1.116849180816755327e+00,3.933402226038078542e-01,4.590169456552652405e-01,-3.761161323295015846e-01,5.454131806611551836e-01,5.255510873268568472e-01,4.063658259984817903e-03,6.706282160310904628e-01,7.950727689546879251e-01,1.211473489552369553e+00,-5.821662486318144314e-01,-3.535317028331055322e-01,-1.136985765230555501e+00
-5.130287998771280306e-02,-1.403858710108030483e-01,-1.087161192417619437e-01,1.245306429640746226e-01,-2.201217664545440655e-01,8.619388280964903615e-01,1.382149794192378378e+00,5.125993373314542412e-01,1.282061701605656134e+00,1.821596536046146964e-01,-2.454302750080968043e-01,1.130227972733869324e+00,1.493659945989636917e+00,7.069066186738168778e-01,1.567833365321752881e+00,4.637750769622577263e-01,-3.350685452818208399e-01,7.826442590714181857e-03,3.264055004219761913e-01,8.889218702203303957e-02,3.798514330410233675e-01,8.687337396770239417e-01,4.847584913242699023e-01,3.668824743221629769e-01,-6.214291990537976762e-01,-3.535317028331055322e-01,8.126526494523270694e-01
