1.572707818108135674e-02,1.084171692222007710e+00,-5.626192830125986526e-03,-6.852304049046679113e-01,3.805099439299626796e-01,1.060831126720999246e-01,6.012882124996633132e-02,5.498295554130717272e-02,-9.254124024414391025e-02
2.046444792969405457e-02,-1.856041629063944098e+00,-2.709223185986640164e-02,1.148521313185324022e+00,-7.287067017252577550e-01,-7.513842553264581114e-02,2.642625621126779012e-01,-1.279138154549842085e-03,-8.927482589773605426e-02
-1.100273769108144062e-01,1.078163107991682468e+00,4.459374749340738048e-02,-1.319696498837896748e+00,8.055900825429268552e-01,1.702812483300794044e-01,-5.331200263120104976e-01,-1.360636290308719746e-04,6.845708636825192928e-02
-1.553238389088801852e-01,1.077131845956720957e+00,9.164265709670671445e-02,7.081959352010914754e-01,-5.146322537201477587e-01,-3.826741807527876682e-02,7.738143177475002854e-02,-1.165347327274409012e-01,9.541296151757663879e-02
-2.838648169047733316e-01,1.071322614180369337e+00,1.205211589993740312e-01,7.696019219632822539e-01,-4.159843176136702736e-01,-4.107146219784057334e-02,-1.715214155899150716e-01,-7.947732318934015716e-02,7.615298321262357895e-02
-2.257337707883771971e-01,1.073669568177588518e+00,1.128454907075212600e-02,-6.975528439517633128e-01,3.901576051395949096e-01,1.157276594871975844e-01,-2.188938475119963922e-01,1.090638506208509440e-01,-7.211573281409366931e-02
-3.737432140449966078e-01,1.053558191065818050e+00,1.366870778776264894e-01,1.000179033931277939e+00,-7.038378198563957078e-01,-1.205569200925267204e-01,-1.078279622789315439e-01,2.294129221382689154e-01,-1.411367707240564207e-01
-2.947294221893500543e-01,1.078545897460070124e+00,-7.228150989666100833e-03,-8.115736271134228463e-01,4.631756302906103184e-01,1.545871926233511884e-01,-8.825875647620190501e-02,2.727424504554813375e-02,-7.958184734729305265e-02
6.066841867235970298e-01,1.099282020285672345e+00,-3.125010735311704868e-02,6.576519373297837756e-01,-4.871894979990256669e-01,-1.052939439196606403e-01,9.193458691882697709e-01,8.827030527477999766e-02,-8.137838758821036578e-02
-5.658167452299904809e-01,1.047835881875322617e+00,1.713442392337981013e-01,6.330563760751775071e-01,-4.692773115921748950e-01,-8.203357048212335523e-02,-7.484900428297381891e-01,3.311197900444498576e-02,-3.268657282762986449e-02
-2.538604304290764668e-01,1.065198293629156856e+00,1.710926509230696058e-01,1.016361551623561787e+00,-7.210755505481890593e-01,-8.819022338688969898e-02,-2.501752209198439547e-01,-1.057821581421793528e-01,1.454108343433672124e-01
-2.700373898871719081e-01,1.058307543586661126e+00,1.873723091410016417e-01,1.024490375870835468e+00,-7.240730998563901233e-01,-9.371410454991972727e-02,-5.878053076354086137e-01,-6.401221877813620398e-02,2.054586230027621307e-01
-2.873731965199282090e-01,1.084429809897826447e+00,1.760267445737052905e-02,-6.700484165925386648e-01,3.721238127452823341e-01,1.500892320886582365e-01,-1.074006502741721159e-01,-1.582537355784172650e-01,9.520560917594288186e-02
-2.407383703397462937e-01,1.070149849246457174e+00,1.227511676488591691e-01,5.794130458636616021e-01,-4.374909579427092021e-01,-2.604367141743898703e-02,-2.667950434784148728e-01,-1.077998008216988768e-01,1.523693950678000897e-01
-7.068376544786111881e-02,-1.860964640053867525e+00,2.535576658885114326e-03,1.154728519657676200e+00,-7.310166237520183685e-01,-7.610043284422308985e-02,4.098563449113738072e-02,-2.003860031948516071e-02,-4.750499486052760928e-02
