1.370999999999999943e+02,0.000000000000000000e+00,1.000000000000000056e-01,2.905999999999999872e+01,3.842000000000000171e+01,3.049999999999999822e+00,0.000000000000000000e+00,2.419999999999999929e+00,5.589999999999999858e+00,3.609999999999999876e+00,7.719999999999999751e+00,1.700000000000000122e-01,4.099999999999999756e-01
7.251000000000000512e+01,3.459999999999999964e+00,1.000000000000000000e+00,2.487000000000000099e+01,3.388000000000000256e+01,5.799999999999999822e+00,0.000000000000000000e+00,1.340000000000000080e+00,2.580000000000000071e+00,3.270000000000000018e+00,5.490000000000000213e+00,2.000000000000000111e-01,4.699999999999999734e-01
1.265600000000000023e+02,1.979999999999999982e+00,1.500000000000000000e+00,1.941000000000000014e+01,2.455999999999999872e+01,1.018999999999999950e+01,9.399999999999999467e-01,2.160000000000000142e+00,4.250000000000000000e+00,3.120000000000000107e+00,5.969999999999999751e+00,3.499999999999999778e-01,4.099999999999999756e-01
6.639000000000000057e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.114000000000000057e+01,3.886999999999999744e+01,8.419999999999999929e+00,0.000000000000000000e+00,1.800000000000000044e+00,3.810000000000000053e+00,2.549999999999999822e+00,4.900000000000000355e+00,1.000000000000000056e-01,4.500000000000000111e-01
1.582000000000000028e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.585999999999999943e+01,2.548000000000000043e+01,1.709999999999999964e+00,0.000000000000000000e+00,1.810000000000000053e+00,3.609999999999999876e+00,2.779999999999999805e+00,4.519999999999999574e+00,1.700000000000000122e-01,3.800000000000000044e-01
9.364500000000000455e+02,3.300000000000000266e+00,1.000000000000000000e+00,8.910000000000000142e+00,1.523000000000000043e+01,4.879999999999999893e+00,4.000000000000000083e-02,4.199999999999999845e-01,5.000000000000000000e-01,2.870000000000000107e+00,4.049999999999999822e+00,5.300000000000000266e-01,5.500000000000000444e-01
1.246400000000000006e+02,1.560000000000000053e+00,1.500000000000000000e+00,8.929999999999999716e+00,1.732999999999999829e+01,1.649999999999999911e+00,0.000000000000000000e+00,2.029999999999999805e+00,3.509999999999999787e+00,2.799999999999999822e+00,4.349999999999999645e+00,3.599999999999999867e-01,4.199999999999999845e-01
6.328999999999999204e+01,6.600000000000000311e-01,1.000000000000000056e-01,2.835999999999999943e+01,3.734000000000000341e+01,6.469999999999999751e+00,1.000000000000000021e-02,2.390000000000000124e+00,5.160000000000000142e+00,3.350000000000000089e+00,6.910000000000000142e+00,2.200000000000000011e-01,3.400000000000000244e-01
8.891000000000001080e+01,0.000000000000000000e+00,1.000000000000000056e-01,1.494999999999999929e+01,2.469999999999999929e+01,2.990000000000000213e+00,0.000000000000000000e+00,2.490000000000000213e+00,5.620000000000000107e+00,3.939999999999999947e+00,7.330000000000000071e+00,2.700000000000000178e-01,3.800000000000000044e-01
2.140500000000000114e+02,2.080000000000000071e+00,1.000000000000000056e-01,2.208999999999999986e+01,3.275999999999999801e+01,7.750000000000000000e+00,2.000000000000000042e-02,7.900000000000000355e-01,1.540000000000000036e+00,1.800000000000000044e+00,3.270000000000000018e+00,3.699999999999999956e-01,3.800000000000000044e-01
