id,dailyacres,discoveryacres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,wind_speed_2m_mean,wind_speed_2m_max_mean,wind_speed_10m_mean,wind_speed_10m_max_mean,humidity_mean,temp_2m_mean,rain_sum,dew_frost_point_2m,wet_bulb_temp_2m,relative_humidity,clear_sky_photosynthetically_active_radiation,all_sky_photosynthetically_active_radiation,all_sky_surface_uv_index,sum_rain,sum_snow,land_cover_class
2077,17.0,3.0,24.46,34.8,5.25,0.0,2.37,4.34,3.63,5.99,0.48,0.52,2.1833333333333336,4.433333333333334,3.28,6.076666666666667,5.29,24.526666666666667,0.0,2.24,13.35,28.31,154.45,153.25,2.75,42.18,0.0,460
2078,48.0,0.1,27.06,35.84,2.99,0.0,2.59,4.21,3.68,6.08,0.16,0.38,2.527142857142857,4.54,3.622857142857143,6.235714285714286,3.565714285714286,31.277142857142856,0.08,-4.06,11.5,15.25,159.16,157.84,2.37,26.37,0.0,472
2086,628.0,2.0,21.34,27.92,9.46,3.25,0.45,0.84,1.58,2.45,0.41,0.49,0.4558536585365854,0.8126829268292683,2.182926829268293,3.4865853658536583,7.952682926829269,23.798292682926828,32.37,9.89,15.62,50.94,163.56,117.11,2.39,58.0,0.66,358
2092,83.0,0.1,20.01,29.08,5.25,0.0,2.16,3.11,3.48,4.73,0.21,0.47,1.9242857142857144,3.1042857142857145,3.008571428571429,4.742857142857143,6.854285714285714,20.01,1.05,3.33,11.68,42.75,163.55,164.23,2.63,36.92,0.0,303
2093,13008.0,11464.0,28.37,35.78,3.05,0.0,2.11,4.32,2.93,5.4,0.12,0.34,2.602,4.984,3.729,6.4345,3.287,27.359,0.0,-5.13,11.62,11.44,155.98,156.44,3.05,0.0,0.66,489
2094,3783.8,60.0,26.96,34.69,8.79,0.31,2.05,6.02,2.95,8.62,0.3,0.38,2.123846153846154,4.194615384615385,3.177692307692308,5.676923076923076,6.657692307692307,23.441538461538464,3.76,9.19,18.08,36.38,122.14,109.74,1.91,131.83999999999995,1.32,489
2097,5.0,0.1,25.02,31.21,5.92,0.0,1.21,1.95,2.21,3.93,0.39,0.46,1.21,1.9125,2.46625,3.89125,7.7675,23.46125,4.54,3.31,14.17,26.56,158.65,158.41,2.93,105.47,1.98,557
2106,16.23,20.0,10.84,15.5,4.09,0.3,4.23,6.8,5.86,8.99,0.07,0.37,3.1300000000000003,5.283333333333333,4.466666666666667,7.233333333333333,3.3966666666666665,7.076666666666667,1.6,-1.08,4.88,46.75,73.66,52.65,0.59,0.0,0.0,472
2107,4.15,1.0,28.85,36.18,10.38,1.77,1.07,2.28,1.78,3.82,0.35,0.48,1.195,2.505,1.935,4.08,10.315,28.93,2.12,12.13,20.49,39.38,128.04,118.26,2.16,31.64,0.0,358
2121,1.5,1.5,26.5,36.48,5.55,0.0,0.85,1.56,2.21,3.91,0.41,0.51,0.898,1.466,2.475,4.137,6.775,26.707,0.42,3.15,14.83,25.62,157.74,157.73,2.48,47.46,0.0,460
2136,18380.0,0.1,20.36,31.22,2.44,0.0,1.7,3.73,2.69,5.23,0.16,0.34,1.756875,4.03,2.666875,5.5875,4.43125,25.0175,2.46,-8.35,6.01,17.44,166.27,166.05,3.25,36.91,0.0,488
2142,92.0,0.1,27.48,37.14,1.83,0.0,2.55,5.2,3.66,6.7,0.09,0.35,2.7,4.991666666666666,3.786666666666666,6.31,3.7083333333333335,30.39333333333333,0.16,-10.53,8.48,8.31,160.73,161.18,3.02,0.0,0.0,470
2148,63.0,0.1,26.21,35.48,7.57,0.01,1.62,4.3,2.66,6.88,0.29,0.38,1.7000000000000002,3.59,2.8150000000000004,5.65,7.875,25.6,0.16,7.16,16.69,33.44,160.5,160.38,2.82,68.55,0.66,490
2150,122.0,0.1,31.05,38.98,6.35,0.02,2.5,5.05,3.62,6.7,0.11,0.34,3.2175,5.54,4.6275,7.465,6.0725,29.9125,0.57,4.33,17.69,20.0,162.35,144.66,2.9,68.55,0.0,187
2153,1226.0,0.1,10.69,22.52,1.59,0.0,2.31,4.39,3.59,6.48,0.27,0.46,2.11375,3.905,3.32875,5.66625,4.31125,7.555,34.32,-12.67,-0.99,22.38,71.89,71.08,0.59,370.39,0.06,358
2154,7.0,0.1,26.44,34.55,5.68,0.03,1.62,2.8,2.5,3.55,0.12,0.34,2.2350000000000003,4.34,3.46,5.785,5.375,26.37,0.04,2.74,14.59,23.5,130.72,120.23,2.17,79.1,0.66,489
2176,25.0,0.1,28.43,37.37,10.5,0.16,0.75,1.56,2.09,4.36,0.35,0.48,0.7933333333333333,1.5766666666666669,2.123333333333333,4.276666666666666,11.863333333333337,26.866666666666664,7.729999999999999,12.37,20.4,41.0,133.7,108.38,2.06,47.46,0.0,460
2177,193812.0,1.0,7.34,15.68,3.3,0.06,0.35,0.57,4.41,7.14,0.33,0.35,0.5633846153846154,0.8738461538461538,2.471538461538461,3.618153846153846,2.504923076923077,-2.726769230769231,83.63,-6.56,0.39,37.06,89.67,69.15,1.02,142.37,4.62,149
2179,3780.0,3.0,23.68,31.99,9.09,0.5,1.89,3.92,2.61,4.88,0.34,0.34,2.0317241379310347,3.94,2.893793103448276,5.031034482758621,4.687241379310345,20.65793103448276,1.34,8.46,16.07,44.44,136.41,125.41,2.34,68.55000000000001,0.0,489
2188,63.0,0.1,23.7,33.32,4.33,0.0,2.0,4.21,2.94,5.81,0.2,0.37,2.2358333333333333,4.506666666666667,3.285,6.2508333333333335,5.255,26.375,0.0,-0.41,11.65,24.62,162.28,162.52,2.86,26.37,0.0,162
2196,2.0,0.1,4.97,14.69,3.36,0.0,3.05,4.77,4.19,6.13,0.45,0.44,2.0475,3.5425,2.9375,4.4225,3.435,5.0275,0.1,-3.99,0.49,56.75,101.52,96.92,0.95,298.24999999999994,2.23,489
2207,415.0,50.0,31.54,39.46,8.18,0.1,2.52,5.12,3.79,6.73,0.27,0.37,2.46375,4.74875,3.64625,6.19,5.905,29.515,0.23,9.04,20.29,26.56,132.05,126.92,2.24,10.54,0.0,183
2214,16.0,1.0,30.12,37.33,6.47,0.0,2.48,5.59,3.51,7.13,0.07,0.39,1.98,3.8733333333333335,2.8466666666666662,4.886666666666667,5.37,29.436666666666667,0.0,6.3,18.22,23.25,112.34,108.84,1.62,0.0,0.0,472
2227,80.0,1.0,33.82,42.54,9.89,0.95,1.88,3.2,2.79,4.15,0.16,0.42,2.06,4.3116666666666665,3.036666666666666,5.738333333333333,9.42,32.30166666666667,7.0,11.98,22.9,30.94,143.56,138.74,2.73,31.64,0.0,474
2230,5.0,5.0,25.62,34.47,8.73,1.9,1.4,3.77,2.3,5.86,0.3,0.36,1.8602083333333332,3.603541666666666,2.9122916666666665,5.275,8.512291666666666,23.96770833333333,50.99,8.32,16.97,38.88,160.34,141.65,2.79,100.19,1.32,158
2232,4519.0,100.0,23.4,31.21,5.68,0.1,2.35,4.87,3.33,6.46,0.17,0.34,3.314761904761905,5.839047619047619,4.770476190476191,7.716190476190476,3.402857142857143,23.31666666666667,0.43,2.4,12.9,27.06,161.54,135.3,2.33,5.27,1.32,183
2242,59.32,0.1,26.5,35.22,4.88,0.0,1.67,2.99,2.52,3.76,0.32,0.4,2.3242857142857143,4.3742857142857146,3.4185714285714286,5.668571428571428,4.812857142857142,27.254285714285714,0.0,2.23,14.37,24.56,149.94,149.68,2.33,31.64,0.0,556
2243,1.3,1.3,28.38,37.74,4.94,0.0,3.44,6.1,4.96,8.25,0.18,0.38,2.4457142857142857,4.268571428571429,3.597142857142857,5.765714285714286,3.391428571428572,25.50857142857143,0.0,2.89,15.64,22.25,159.15,159.89,2.74,26.37,0.0,556
2247,5.75,2.0,23.24,29.81,6.04,0.0,1.47,2.38,4.33,6.73,0.27,0.48,1.18,1.785,3.1425,5.0425,5.7675,24.0675,0.0,4.23,13.74,30.5,163.34,162.94,2.98,47.46,0.0,47
2251,684.0,0.1,22.59,31.94,2.32,0.0,0.41,0.94,1.71,3.35,0.26,0.46,0.39632,0.788,2.39656,3.58696,3.87312,13.22168,63.42,-8.77,6.91,13.0,152.28,153.22,2.57,126.56,3.96,163
2253,41.0,3.0,30.01,39.41,5.55,0.06,1.66,4.13,2.52,5.59,0.14,0.34,2.471578947368421,4.6626315789473685,3.667368421052632,6.292105263157895,5.646842105263159,25.90684210526316,7.760000000000001,2.61,16.3,18.81,137.01,127.42,2.34,10.54,1.32,156
2258,2975.0,0.1,22.84,30.73,5.49,0.0,2.59,4.73,4.67,8.18,0.38,0.41,1.846,3.752,3.298,6.328,4.188000000000001,18.133000000000003,0.23,2.04,12.44,30.12,164.43,144.85,2.47,94.92,1.32,491
2261,2.0,0.1,24.64,34.32,5.98,0.11,0.44,1.19,1.95,2.69,0.37,0.47,0.5683333333333334,1.1366666666666667,2.013888888888889,3.098888888888889,5.6866666666666665,24.626666666666665,0.2,3.06,13.85,29.88,143.59,129.03,2.24,131.82999999999998,1.98,316
2264,25.0,25.0,31.73,40.44,2.99,0.0,2.45,4.64,3.63,5.95,0.11,0.37,2.42,4.63,3.486666666666667,5.916666666666667,3.3166666666666664,31.94333333333333,0.0,-4.21,13.76,10.25,162.96,154.45,2.81,31.64,0.0,472
2265,15.0,15.0,3.49,12.52,2.44,0.0,1.41,2.67,2.09,3.47,0.41,0.41,1.8166666666666669,3.5700000000000003,2.6733333333333333,4.890000000000001,2.563333333333333,5.2700000000000005,0.04,-8.77,-2.64,44.44,105.44,104.38,1.15,142.36999999999998,1.32,557
2266,9.1,5.0,22.77,30.48,7.69,0.45,2.37,4.37,3.45,5.59,0.37,0.41,2.005,3.5250000000000004,2.99,4.685,7.69,23.905,0.47,7.27,15.02,41.0,146.15,113.73,2.09,131.84,1.32,490
2270,2.0,2.0,25.08,33.39,2.87,0.0,1.88,4.55,2.77,6.11,0.13,0.46,1.82,3.6966666666666663,2.7616666666666667,4.95,3.478333333333333,23.24,0.0,-5.7,9.69,12.75,104.58,102.2,1.51,42.18,0.0,460
2274,7.0,8.0,5.86,12.67,3.97,0.36,1.63,2.91,3.18,5.19,0.55,0.52,1.532,2.766,3.032,4.994,3.15,6.898000000000001,0.44,-3.42,1.22,55.94,153.63,122.98,2.23,137.09,3.3000000000000003,148
2277,27.0,2.0,17.86,26.26,5.0,0.1,0.34,0.93,2.21,3.38,0.34,0.38,0.262,0.8540000000000001,1.7719999999999998,2.922,7.175999999999999,15.994,5.5200000000000005,-0.85,8.51,32.88,160.7,145.15,2.95,142.37,4.62,491
2281,11993.0,40.0,31.19,38.28,4.52,0.0,3.37,6.13,4.96,8.06,0.12,0.36,2.427692307692308,4.7215384615384615,3.483846153846154,6.133076923076923,5.996153846153846,30.814615384615383,0.67,0.69,15.94,15.06,160.93,161.55,3.19,10.54,0.0,470
2282,20.0,0.1,29.23,39.21,3.72,0.0,4.05,6.76,5.66,8.73,0.11,0.37,4.485,7.015,6.18,9.0925,3.98,28.7325,0.03,-1.25,13.98,16.0,164.23,165.36,2.84,58.0,0.0,472
2289,2.3,2.3,30.32,41.22,3.97,0.0,1.73,3.19,2.77,4.16,0.29,0.38,2.319333333333333,4.19,3.453333333333333,5.728666666666666,5.191333333333334,27.696,0.33,-0.14,15.09,16.94,154.11,153.41,2.66,26.37,0.0,556
2295,51.0,30.0,18.6,28.3,1.89,0.0,1.6,2.76,2.53,3.5,0.08,0.33,1.88,3.613636363636364,2.84,4.740909090909091,2.611818181818182,17.024545454545457,0.03,-11.24,3.68,12.5,96.66,96.03,1.34,0.0,1.32,489
2296,18.0,0.1,5.15,10.16,4.88,5.99,3.84,7.54,5.66,10.23,0.43,0.35,1.8975,3.4375,2.85,4.645,3.45,2.115,6.0200000000000005,1.06,3.1,76.88,58.83,43.55,0.38,21.09,0.0,489
2298,50.0,0.1,26.76,31.9,15.62,2.57,1.98,3.62,2.68,4.79,0.4,0.46,2.1869565217391305,4.476739130434782,3.266521739130434,6.050869565217391,5.7291304347826095,26.51869565217391,5.93,19.06,22.9,65.06,136.67,129.02,2.47,36.91,0.0,460
2305,632.0,15.7,26.01,35.37,9.09,0.28,3.34,8.27,4.66,11.72,0.25,0.35,2.427049180327869,4.353934426229507,3.6524590163934425,5.92327868852459,5.272295081967213,19.0372131147541,25.47,8.93,17.48,41.12,134.56,130.47,2.27,110.74,0.66,189
2319,70.0,0.1,24.87,32.94,10.44,1.47,1.27,2.59,2.55,4.9,0.38,0.48,1.1938983050847458,2.1698305084745764,2.58271186440678,4.320677966101695,4.725254237288136,20.76779661016949,16.18,11.75,18.31,48.06,133.3,124.43,2.36,58.0,0.0,460
2337,12252.0,75.0,32.69,38.58,8.42,0.08,2.12,4.95,3.17,6.66,0.15,0.38,2.2038709677419352,4.2861290322580645,3.294516129032258,5.758387096774193,7.65483870967742,29.87483870967742,23.8,9.88,21.28,25.69,125.68,105.91,1.88,31.64,0.0,474
2338,22.0,3.0,21.12,25.15,8.85,1.29,1.3,2.05,3.08,4.47,0.24,0.36,0.905,1.5074999999999998,2.1875,3.2375,8.1625,22.72,3.78,8.64,14.88,45.62,159.7,109.49,2.38,116.0,1.32,582
2339,4.65,4.0,26.09,36.26,9.03,0.51,0.3,0.59,1.55,2.82,0.3,0.48,0.3238461538461538,0.6492307692307692,1.5884615384615384,2.766153846153846,9.685384615384615,24.16923076923077,19.37,9.23,17.66,40.12,144.52,131.78,2.7,58.0,0.66,187
2341,2916.8,20.0,17.33,22.18,5.98,0.0,2.57,3.73,3.12,4.59,0.43,0.49,2.483636363636364,4.260909090909091,3.0072727272727278,5.15090909090909,7.119090909090909,20.581818181818186,18.49,4.09,10.71,43.69,164.77,157.66,2.52,94.92,0.66,579
2351,16.0,2.0,27.71,36.49,3.3,0.0,2.02,4.22,2.98,5.42,0.1,0.34,2.7775,5.5425,3.8975,7.32,6.3175,25.7425,1.86,-4.45,11.63,12.94,157.07,146.95,2.71,0.0,1.32,488
2367,3.6,2.0,25.82,34.13,5.07,0.0,2.55,3.6,3.93,5.04,0.23,0.38,1.95,2.98,3.08,4.365,4.3950000000000005,25.78,0.0,0.91,13.37,24.19,163.51,160.23,3.04,36.91,0.66,489
2370,28051.0,0.1,29.71,36.05,9.34,0.09,2.49,4.49,4.09,6.92,0.27,0.48,1.6558064516129032,3.0816129032258064,2.7883870967741933,4.70741935483871,9.688387096774193,26.32193548387097,37.120000000000005,10.13,19.92,31.5,157.79,123.2,2.53,79.1,0.0,460
2372,2867.0,0.1,27.87,36.51,10.25,0.18,1.66,3.36,2.88,5.14,0.34,0.48,1.913333333333333,3.730833333333333,3.285,5.781666666666666,8.91,25.37,11.88,11.54,19.7,40.38,131.52,123.4,2.32,79.1,0.0,461
2374,1390.7,150.0,22.66,31.82,3.48,0.0,2.64,4.41,3.96,5.88,0.21,0.44,2.72,4.903333333333333,4.1000000000000005,6.609999999999999,4.556666666666668,22.76,0.0,-3.49,9.58,18.81,146.84,146.27,2.3,116.01,1.32,490
2381,2.5,0.1,31.21,39.87,9.95,1.4,1.96,4.38,2.96,5.91,0.24,0.47,1.9475,4.415,2.875,6.08,9.46,30.6525,3.72,11.68,21.44,34.44,140.84,125.59,2.5,42.18,0.0,460
2385,29.0,0.1,21.8,30.92,5.25,0.6,1.08,2.62,1.93,4.66,0.22,0.38,1.106666666666667,2.1566666666666667,1.85,3.5066666666666664,5.226666666666667,22.596666666666668,1.82,1.68,11.73,29.25,151.71,140.09,2.45,94.92,1.32,489
2392,2.0,0.1,28.04,35.4,3.97,0.0,3.0,6.04,4.39,8.27,0.25,0.48,2.56,5.192,3.752,7.0200000000000005,4.8,29.106,0.02,-1.36,13.34,15.25,153.33,154.35,2.91,31.64,0.0,158
2394,3.42,0.2,21.28,29.76,2.62,0.0,0.62,1.1,2.19,4.87,0.24,0.45,0.538,0.918,2.116,3.867,4.741,19.735,0.86,-7.54,6.87,15.12,152.98,153.17,2.8,121.29,3.3,163
2398,1.8,1.8,25.42,31.32,8.06,0.03,2.19,4.82,2.98,6.16,0.4,0.48,3.019230769230769,5.238461538461538,4.111538461538462,6.855384615384616,6.630769230769231,19.32,20.88,8.38,16.9,36.12,159.95,131.52,2.43,116.01,0.66,582
2400,14.4,0.1,15.5,24.41,4.82,0.02,1.21,1.84,3.85,5.47,0.4,0.44,1.044,1.634,3.026,4.214,5.336,12.032,7.17,-1.14,7.18,35.5,163.84,156.57,2.77,126.56,5.28,149
2402,4.4,0.1,30.68,38.8,4.76,0.0,2.45,4.84,3.66,6.39,0.18,0.46,2.0900000000000003,4.64,3.075454545454545,6.316363636363636,8.010909090909092,31.29,5.9,1.2,15.94,16.06,150.08,147.95,2.96,42.18,0.0,460
2408,5.3,5.3,24.0,33.47,8.06,0.01,1.55,2.67,2.62,4.19,0.25,0.34,1.3283333333333334,2.431666666666666,2.2716666666666665,4.005,8.88,23.285,4.0,6.58,15.29,40.44,134.69,129.52,2.26,116.01,1.98,158
2421,2.5,0.1,25.48,32.66,4.7,0.0,2.08,4.14,2.89,5.14,0.15,0.34,2.225,5.095,3.09,6.545,5.92,23.925,1.96,-0.0,12.74,19.94,149.46,123.9,2.25,31.64,0.66,183
2425,3.0,1.0,20.33,29.42,4.46,0.0,3.29,5.95,4.98,8.25,0.38,0.43,1.9325,3.6891666666666665,3.0225000000000004,5.12,5.410833333333333,23.59166666666667,0.01,1.44,10.89,32.31,142.52,132.02,1.93,26.37,0.0,472
2430,277.0,1.0,29.69,38.69,10.44,0.48,1.54,3.13,2.41,4.88,0.36,0.48,1.58,3.41,2.4466666666666668,4.946666666666666,11.088333333333331,27.595,12.47,12.18,20.93,37.88,133.15,111.59,2.16,31.64,0.0,460
2437,9.5,0.3,26.02,34.14,10.38,2.48,0.98,1.8,1.75,2.77,0.37,0.4,1.432,2.748,2.224,4.058,9.998,24.904,6.62,11.24,18.63,43.75,131.93,106.05,2.03,52.72,0.0,158
2439,106.0,0.3,22.59,28.75,5.0,0.03,1.98,3.18,4.8,7.2,0.26,0.37,1.3925,2.22125,3.26875,5.115625,4.8625,23.655625,2.44,0.37,11.48,25.25,164.65,145.12,2.72,116.0,1.32,187
2444,187.0,0.1,23.99,32.03,6.9,1.43,1.09,2.56,2.17,5.03,0.25,0.45,1.04,1.988,2.218,3.986,5.642,23.42,1.81,5.53,14.76,34.31,146.45,94.32,1.73,89.63999999999999,0.66,489
2462,2.0,2.0,22.73,33.09,8.85,0.26,0.9,1.28,2.01,3.37,0.3,0.34,0.8049999999999999,1.4325,1.8275,3.295,8.987499999999999,22.6025,1.53,7.87,15.3,47.25,134.15,128.13,2.25,126.56,3.3,572
2470,78.0,0.1,20.68,27.58,5.19,0.0,0.48,1.03,1.93,3.41,0.45,0.5,0.5307692307692308,1.11,2.0446153846153843,3.1246153846153844,6.8538461538461535,22.638461538461534,4.76,1.28,10.98,31.44,160.83,159.29,2.76,131.82999999999998,1.98,583
2475,4.8,0.1,10.96,16.43,5.31,0.04,1.01,1.37,4.34,5.49,0.48,0.51,0.7028571428571428,1.1428571428571428,2.792857142857143,4.007142857142857,5.188571428571429,14.972857142857142,0.05,2.05,6.5,59.19,165.15,152.41,2.35,147.65,2.64,163
2480,9564.0,0.1,24.55,35.12,4.88,0.0,1.1,2.17,2.45,4.45,0.24,0.45,1.0826190476190476,2.0642857142857145,2.278095238095238,4.2057142857142855,5.366904761904761,23.14714285714286,10.65,0.72,12.64,25.5,157.49,156.44,2.75,89.63999999999999,0.66,163
2486,50.0,1.0,25.13,34.73,8.97,0.0,0.41,0.85,2.28,4.42,0.21,0.45,0.5225,0.8362499999999999,2.12625,3.9125,5.2787500000000005,22.20625,0.5199999999999999,9.55,17.33,41.19,132.12,118.48,2.12,131.83,1.32,163
2493,8.5,10.0,24.02,33.08,4.88,0.0,3.27,5.71,4.75,8.28,0.42,0.47,2.361666666666667,4.273333333333333,3.69,5.848333333333333,5.858333333333333,25.38833333333333,0.0,1.77,12.9,26.12,149.66,150.04,2.52,31.64,0.0,474
2502,22.0,7.0,12.51,19.24,4.46,0.98,2.09,4.01,3.0,5.19,0.39,0.41,2.369642857142857,4.635357142857143,3.4635714285714285,6.102142857142858,3.8939285714285714,13.00607142857143,7.48,-0.66,5.93,41.75,134.72,129.72,1.77,21.09,0.66,542
2506,5.8,1.0,25.82,35.17,7.81,0.0,1.59,3.49,2.33,4.8,0.36,0.41,2.2133333333333334,4.0200000000000005,3.186666666666667,5.616666666666667,7.260000000000001,21.596666666666664,0.0,8.65,17.23,37.81,157.55,157.69,2.59,26.37,0.0,302
2513,105.0,1.0,24.75,31.96,5.86,0.0,1.56,2.8,2.26,3.73,0.39,0.44,2.0166666666666666,3.25,2.9966666666666666,4.3500000000000005,5.656666666666666,24.72,0.0,3.11,13.93,27.44,163.23,163.09,3.05,94.92,1.32,183
2518,41.0,0.1,23.87,32.08,5.86,0.0,2.38,4.17,4.02,6.32,0.22,0.42,1.8875,3.5,3.1775,5.2575,7.0175,26.06,2.15,3.52,13.69,27.62,163.46,153.22,2.76,42.18,0.0,358
2528,1786.0,0.1,23.21,31.37,2.75,0.0,3.93,5.37,5.67,7.34,0.25,0.38,2.766875,4.94125,4.0675,6.815,4.875,22.93375,0.09,-7.16,8.02,13.38,147.48,146.87,2.47,68.55,2.64,491
2539,1.25,0.1,11.28,16.9,5.43,0.04,3.24,5.53,5.01,8.11,0.38,0.41,1.87,3.4475,2.9125,5.0675,5.845,12.555,0.1,0.86,6.07,54.19,160.67,137.03,2.67,79.10000000000001,1.32,163
2546,18.0,0.1,25.26,34.03,2.38,0.0,2.34,4.15,3.32,5.5,0.16,0.38,2.4125,4.285,3.495,5.575,2.8975,24.69,0.0,-7.1,9.08,11.94,160.55,159.99,2.6,26.37,0.0,474
2550,278.0,250.0,32.34,41.55,5.86,0.02,1.83,3.22,2.67,4.26,0.23,0.44,2.454375,4.721875,3.520625,6.328749999999999,5.06125,28.981875,0.5,4.39,18.37,18.0,157.3,147.8,2.52,21.09,0.0,460
2560,6.1,0.1,28.12,35.84,5.55,0.0,1.71,4.05,2.3,5.09,0.27,0.34,2.3125,4.7775,3.315,6.215,5.797499999999999,28.4025,0.01,2.38,15.25,21.81,157.62,157.52,3.06,26.36,0.0,187
2570,5.5,0.1,31.05,39.06,10.68,0.7,2.17,4.32,3.19,5.67,0.27,0.47,2.198571428571429,4.645714285714286,3.184285714285714,6.1571428571428575,8.118571428571428,30.642857142857142,1.65,12.9,21.98,35.25,152.38,129.15,2.64,42.18,0.0,460
2576,8.13,0.1,27.31,32.75,11.84,0.77,1.24,2.34,1.73,3.16,0.21,0.47,1.43,2.6633333333333336,2.013333333333333,3.5866666666666664,13.243333333333334,24.596666666666664,7.29,14.45,20.88,47.31,155.4,118.95,2.4,42.18,0.0,444
2588,109.0,0.1,24.34,30.16,10.38,2.3,1.91,3.47,2.79,4.89,0.36,0.35,2.22,4.265,3.14,5.97,10.775,24.23,2.81,11.23,17.79,45.69,159.55,107.7,2.37,147.66,0.66,187
2595,1.6,1.6,6.5,13.4,1.83,0.0,2.14,4.98,3.34,6.84,0.27,0.47,1.8883333333333332,3.598333333333333,3.19,5.056666666666667,1.71,6.096666666666667,0.0,-10.92,-2.21,28.88,68.97,68.99,0.56,369.5100000000001,0.05,472
2601,1.5,0.1,23.78,34.18,4.58,0.0,3.27,5.69,4.66,7.44,0.22,0.38,4.125,7.465,5.785,9.91,4.215,24.04,0.03,-1.02,11.37,25.25,164.82,158.05,3.13,63.28,1.98,489
2604,6.6,0.1,23.71,32.09,4.46,0.0,3.65,5.89,5.56,8.09,0.3,0.38,2.9544444444444444,5.0344444444444445,4.325555555555556,7.0,5.337777777777777,19.558888888888887,20.03,-0.38,11.66,22.38,163.95,158.65,3.04,36.91,0.66,575
2611,3.6,0.3,31.65,39.56,7.51,0.03,1.61,2.67,2.67,4.09,0.23,0.42,1.962121212121212,3.675757575757576,3.295757575757576,5.6012121212121215,6.871212121212121,28.00060606060606,16.040000000000003,7.19,19.42,24.19,157.95,135.28,2.69,42.18,0.0,158
2612,6.0,2.0,26.39,36.65,5.86,0.0,0.51,0.8,2.5,3.53,0.42,0.49,0.5683333333333334,0.9766666666666668,2.5716666666666668,4.008333333333333,6.846666666666667,26.71333333333333,0.78,3.12,14.76,25.44,157.98,155.91,3.06,63.27,0.0,158
2626,2.5,2.5,31.07,39.8,4.03,0.0,2.88,5.54,3.96,7.24,0.07,0.37,2.3266666666666667,4.293333333333333,3.2133333333333334,5.506666666666667,6.41,32.70666666666667,0.14,0.36,15.71,14.75,161.9,162.2,2.77,26.37,0.0,472
2627,1.3,0.1,25.67,34.72,5.62,0.03,1.7,3.05,2.71,4.23,0.17,0.42,2.1333333333333333,3.983333333333333,3.28,5.7,7.0,25.23333333333333,0.97,2.0,13.83,24.88,160.7,138.59,2.73,100.19,1.98,187
2628,19.0,10.0,34.79,42.37,7.81,0.0,2.11,3.8,3.05,4.8,0.08,0.38,2.185,4.01,3.125,5.09,7.385,34.83,0.0,9.09,21.94,22.5,161.27,160.0,3.16,26.37,0.0,472
2632,3.0,0.1,3.53,9.9,1.53,0.0,2.54,6.34,3.84,8.98,0.46,0.48,3.155,6.1675,4.8825,8.7925,2.1375,7.16,0.06,-13.1,-4.78,30.25,106.41,93.38,1.1,369.5100000000001,0.05,460
2639,4.6,0.1,20.22,28.82,3.6,0.0,3.83,7.68,5.67,10.71,0.3,0.4,2.8800000000000003,5.273333333333333,4.326666666666667,7.253333333333334,2.89,21.046666666666667,0.0,-3.09,8.56,22.25,165.62,166.55,3.15,79.1,0.0,474
2642,68.0,1.0,31.9,40.3,8.06,0.64,1.76,2.81,2.79,3.88,0.23,0.48,1.8374285714285716,3.5894285714285714,2.878,5.026285714285714,7.33,26.85257142857143,23.96,8.57,20.23,25.62,138.59,108.45,2.08,31.64,0.0,46
2646,5.0,0.1,25.46,32.2,7.81,0.31,1.91,3.23,2.68,3.95,0.3,0.38,1.7533333333333332,2.6733333333333333,2.4933333333333336,3.563333333333333,7.526666666666666,26.546666666666667,0.41,7.62,16.54,37.06,153.12,140.94,2.49,73.82,0.66,484
2657,6.0,20.0,28.98,36.83,6.1,0.67,3.7,6.47,5.52,8.97,0.16,0.45,3.265,5.885,4.824999999999999,8.05,5.795,28.31,0.77,3.32,16.15,20.88,161.59,136.28,2.8,105.47,0.66,489
2674,102.0,2.0,2.19,9.4,2.87,0.0,0.02,0.03,2.76,3.37,0.77,0.74,0.0775,0.545,2.225,3.08,2.9775,2.34,0.0,-6.06,-1.94,58.0,81.5,79.63,0.7,152.93,3.3000000000000003,490
2679,98.0,16.0,28.85,36.18,10.38,1.77,1.07,2.28,1.78,3.82,0.35,0.48,1.97,3.822857142857143,3.039285714285714,5.378571428571428,7.952142857142857,26.93,13.420000000000002,12.13,20.49,39.38,128.04,118.26,2.16,31.64,0.0,460
2682,47.0,0.1,23.48,31.95,2.99,0.0,1.38,3.51,2.01,4.59,0.11,0.42,1.4433333333333334,3.273333333333333,2.19,4.293333333333334,2.766666666666667,23.27,0.0,-4.94,9.27,14.88,97.27,93.07,1.29,42.19,0.0,474
2686,107.0,5.0,13.96,22.24,3.54,0.0,0.54,1.2,2.59,4.05,0.37,0.4,0.4097727272727273,0.9094318181818182,2.2085227272727272,3.4709090909090907,5.790795454545454,15.034999999999998,106.66,-5.67,4.15,26.62,168.08,164.84,3.24,184.56,7.26,155
2688,1.2,0.1,18.33,26.96,4.27,0.09,1.91,3.63,3.16,4.89,0.21,0.47,2.38,4.275,3.9125,6.1125,3.9975,18.5175,0.62,-0.34,8.99,30.44,81.97,57.1,0.76,31.64,0.0,46
