id,x,y,containmentdatetime,controldatetime,dailyacres,discoveryacres,firecause,firediscoverydatetime,incidenttypecategory,incidenttypekind,initiallatitude,initiallongitude,irwinid,localincidentidentifier,poocounty,poodispatchcenterid,poofips,poostate,uniquefireidentifier,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,wind_speed_2m_mean,wind_speed_2m_max_mean,wind_speed_10m_mean,wind_speed_10m_max_mean,humidity_mean,temp_2m_mean,rain_sum,dew_frost_point_2m,wet_bulb_temp_2m,relative_humidity,clear_sky_photosynthetically_active_radiation,all_sky_photosynthetically_active_radiation,all_sky_surface_uv_index
5937,-106.667810026,35.0790056430001,2020-04-01 18:00:00+00:00,2020-04-01 23:00:00+00:00,1.53,0.1,Human,2020-03-31 15:04:59+00:00,WF,FI,35.079,-106.6678,{6F1C626C-2828-479F-A434-E2690EAE0830},60,Bernalillo,NMSFC,35001,US-NM,2020-NMN6S-000060,11.69,21.52,3.17,0.0,1.72,3.23,2.58,4.91,0.37,0.41,2.47,4.765,3.67,6.74,3.415,13.085,0.0,-5.0,3.34,34.56,132.85,119.09,1.78
5939,-111.603911602,40.191895995,2020-11-06 18:59:59+00:00,2020-11-07 16:30:00+00:00,41.0,50.0,Human,2020-11-01 22:34:00+00:00,WF,FI,40.16278,-111.5718,{D47D754B-3858-4BEF-A8BB-A4991E8A8B6E},1122,Utah,UTNUC,49049,US-UT,2020-UTUWF-001122,11.01,20.24,2.56,0.0,1.43,2.07,2.14,2.69,0.26,0.34,2.2485714285714287,3.5357142857142856,3.3757142857142854,4.8357142857142845,3.494285714285714,12.129999999999999,2.35,-7.48,1.77,28.56,71.86,71.92,0.72
5940,-112.05131119,35.5889954030001,2020-06-14 03:16:00+00:00,2020-06-16 00:59:59+00:00,2.0,2.0,Human,2020-06-13 23:00:59+00:00,WF,FI,35.60687,-112.0565,{33F4FD93-ABCB-411A-92D5-30D7D0000323},850,Coconino,AZWDC,4005,US-AZ,2020-AZA1S-000850,18.36,26.82,3.11,0.0,4.59,8.49,7.15,12.16,0.31,0.41,4.1225000000000005,7.185,6.37,10.14,3.2025,18.365000000000002,0.0,-5.73,6.32,21.56,165.0,155.19,2.97
5942,-113.319911601,37.278125532,2020-07-29 02:39:59+00:00,2020-07-30 21:59:59+00:00,29.0,1.0,Natural,2020-07-27 17:05:00+00:00,WF,FI,37.22769,-113.3487,{9741B982-F01F-4C20-AC31-1611FF0CC899},557,Washington,UTCDC,49053,US-UT,2020-UTCCD-000557,28.37,35.6,7.39,1.44,1.83,3.68,2.69,4.77,0.24,0.34,1.8875000000000002,4.035,2.7024999999999997,5.2875,5.25,29.130000000000003,1.44,6.88,17.62,27.5,155.81,137.38,2.68
5943,-115.199711817,35.9021852480001,2020-07-08 21:24:59+00:00,2020-07-09 01:05:59+00:00,55.0,15.0,Human,2020-07-08 00:36:59+00:00,WF,FI,35.87954,-115.2128,{0BB384DD-C517-43A1-92FF-5F2CCA96071F},500823,Clark,NVLIC,32003,US-NV,2020-NVSND-500823,31.98,41.34,2.14,0.0,3.41,5.59,4.8,7.2,0.07,0.38,3.245,5.465,4.625,7.03,2.075,32.105,0.0,-7.92,12.03,7.56,163.87,164.73,3.14
5946,-108.310010334,34.513735469,2020-08-22 00:00:00+00:00,2020-08-22 17:39:59+00:00,5.6,5.6,Natural,2020-08-19 21:19:00+00:00,WF,FI,34.48943,-108.3092,{08A0110D-2EC4-42FB-B464-7E3EB5A607EA},365,Catron,NMABC,35003,US-NM,2020-NMN3S-000365,24.31,32.6,8.0,1.44,1.86,3.24,2.77,4.12,0.32,0.34,2.2625,3.8525,3.2875,5.3075,7.7075,24.4025,2.39,6.79,15.55,36.31,134.41,116.91,2.22
5948,-110.480110697,33.37747519,2020-12-21 00:59:59+00:00,2020-12-28 16:28:00+00:00,19.3,1.0,Human,2020-12-20 21:49:59+00:00,WF,FI,33.36444,-110.4606,{F22760DD-8411-410D-A774-961394C77A6B},3327,Gila,AZPHC,4007,US-AZ,2020-AZSCA-003327,7.26,19.41,2.2,0.0,2.02,3.41,3.45,5.09,0.41,0.47,2.1300000000000003,4.232222222222223,3.4877777777777776,5.9911111111111115,2.318888888888889,7.220000000000001,0.15000000000000002,-8.67,-0.7,34.31,65.79,65.9,0.59
5949,-105.381610248,40.153616448,2020-11-14 18:33:59+00:00,2020-11-25 18:59:59+00:00,10106.0,1.0,Unknown,2020-10-17 18:17:00+00:00,WF,FI,40.1461,-105.3916,{411FBEE9-954D-4F84-A4F0-DCF304D8FC5B},1036,Boulder,COFTC,8013,US-CO,2020-COBLX-001036,7.13,13.01,3.91,0.37,2.1,3.05,6.68,8.4,0.28,0.34,1.3664999999999998,2.2305,4.045,5.97475,2.86275,0.4325,56.58,-3.97,1.58,46.31,87.05,58.01,0.84
5961,-114.207011622,35.7910352970001,2020-08-02 21:59:59+00:00,2020-08-04 17:55:00+00:00,364.0,20.0,Human,2020-07-31 18:59:00+00:00,WF,FI,35.78954,-114.208,{3B204F98-49FF-42EA-8EB4-1688917B5187},1471,Mohave,AZPDC,4015,US-AZ,2020-AZCRD-001471,37.46,44.69,5.98,0.0,1.85,3.78,2.59,4.71,0.11,0.45,2.894,5.022,4.066,6.248,4.724,34.952,0.0,5.01,21.23,13.81,154.6,150.52,2.76
5967,-106.644010753,41.8311065720001,2020-09-09 18:45:00+00:00,2020-09-28 21:00:00+00:00,14201.0,40.0,Unknown,2020-09-05 17:34:00+00:00,WF,FI,41.86788,-106.5884,{0BFD6964-3A26-4821-8FBA-5D7235ACA4B3},200710,Carbon,WYCPC,56007,US-WY,2020-WYCAX-200710,22.92,33.12,3.48,0.0,3.95,6.39,5.79,8.72,0.18,0.38,3.4945833333333334,5.97,5.15875,8.151666666666667,4.208333333333333,13.365416666666668,19.53,-4.35,9.29,18.69,125.63,126.28,1.97
5973,-110.575210695,33.092595144,2020-09-13 19:30:00+00:00,2020-09-13 19:34:59+00:00,19506.0,0.1,Natural,2020-08-21 20:51:59+00:00,WF,FI,33.16917,-110.4483,{013BE5E0-9AC8-4901-B7B7-E9DE5D0D14E2},2574,Pinal,AZPHC,4021,US-AZ,2020-AZSCA-002574,27.62,33.07,11.84,0.99,2.66,4.75,3.82,6.34,0.27,0.46,2.334166666666667,4.68875,3.3975000000000004,6.333749999999999,9.355416666666667,28.372500000000002,14.19,14.59,21.11,47.44,124.04,117.64,1.98
5979,-108.439056285,33.5111053140001,2020-07-30 00:56:00+00:00,2020-08-07 16:44:59+00:00,52.6,10.0,Natural,2020-07-29 20:15:54+00:00,WF,FI,33.49245,-108.4188,{18F92224-EF48-47A9-90FF-0B75BC204FC8},495,Catron,NMSDC,35003,US-NM,2020-NMGNF-000495,23.32,31.59,9.95,0.5,1.15,1.93,1.94,2.62,0.52,0.51,1.623,2.9579999999999997,2.6420000000000003,4.476999999999999,9.545,22.121000000000002,4.96,9.77,16.55,48.69,157.63,150.06,3.0
6003,-106.227410048,36.451465872,2020-06-11 20:45:00+00:00,2020-06-17 21:30:00+00:00,23.0,10.0,Natural,2020-06-08 23:23:59+00:00,WF,FI,36.45911,-106.234407,{6242304E-7331-49D2-92BE-647B0CA40157},222,Rio Arriba,NMTDC,35039,US-NM,2020-NMCAF-000222,14.26,23.63,2.87,0.0,4.06,6.05,7.32,10.61,0.31,0.34,2.409,3.97,4.3469999999999995,6.770999999999999,4.975,17.038999999999998,2.89,-7.31,3.48,26.31,168.58,169.03,3.27
6005,-113.535611258,32.875174965,2020-08-26 18:52:00+00:00,2020-08-27 17:15:00+00:00,3.0,0.1,Natural,2020-08-25 02:00:00+00:00,WF,FI,32.9254,-113.5054,{8A3A9DCE-59EE-494B-AB2C-4A4A7E432574},1744,Yuma,AZPDC,4027,US-AZ,2020-AZCRD-001744,38.41,45.73,10.86,0.07,2.05,3.42,2.75,4.88,0.07,0.37,2.0466666666666664,3.8733333333333335,2.81,5.273333333333333,9.5,38.06333333333333,0.07,14.67,26.55,27.31,126.88,121.46,2.12
6007,-113.511711415,34.9420552340001,2020-06-14 03:00:00+00:00,2020-06-15 18:59:59+00:00,96.0,10.0,Human,2020-06-11 23:35:59+00:00,WF,FI,34.8681,-113.6437,{D5A343D6-4D5C-45E3-B8E4-2AD204DBBCF3},821,Mohave,AZPDC,4015,US-AZ,2020-AZA5S-000821,27.09,36.03,2.99,0.0,2.83,5.06,4.17,6.41,0.23,0.4,3.322,6.29,4.7700000000000005,8.128,3.138,25.216,0.0,-4.92,11.08,13.56,164.7,162.64,2.91
6022,-112.860011968,41.0332459900001,2020-10-30 23:00:00+00:00,2020-10-31 04:50:00+00:00,2727.0,1.0,Human,2020-10-29 22:01:40+00:00,WF,FI,41.06935,-112.9109,{CE5ECF50-12B5-4E25-BE41-A887EEF8DAC5},1110,Box Elder,UTNUC,49003,US-UT,2020-UTDPYQ-001110,8.5,16.51,3.42,0.0,1.3,2.72,1.9,3.28,0.3,0.37,1.75,3.0833333333333335,2.67,4.09,3.3166666666666664,8.866666666666667,0.0,-3.24,2.63,44.81,71.34,68.97,0.66
6024,-109.895263071,40.2906527370001,2020-04-16 17:00:00+00:00,2020-04-17 17:45:00+00:00,10.7,1.0,Human,2020-04-16 00:56:59+00:00,WF,FI,40.29044,-109.8948,{8B8AFD67-3C5C-4528-8EEB-D10299D1B1A9},100045,Uintah,UTUBC,49047,US-UT,2020-UTUOA-100045,-1.24,3.82,2.62,0.55,1.16,1.91,2.23,3.41,0.38,0.38,1.0899999999999999,1.9649999999999999,2.185,3.64,2.1950000000000003,-0.21000000000000002,0.66,-8.32,-4.78,62.44,139.25,79.84,1.17
6028,-106.355709999,35.5864557360001,2021-03-17 18:00:00+00:00,2021-03-19 00:59:59+00:00,32.59,1.0,Human,2021-03-16 20:10:00+00:00,WF,FI,35.221167,-105.89175,{25F12CA8-471A-4A33-AA2A-115988349503},69,Sandoval,NMABC,35043,US-NM,2021-NMN6S-000069,5.22,15.05,2.32,0.75,5.66,9.21,8.09,12.47,0.27,0.34,3.1675,5.1875,4.6475,7.115,2.5949999999999998,6.0,1.84,-9.24,-2.01,38.44,117.46,101.31,1.55
6036,-120.632413132,39.343485211,2020-06-30 20:44:00+00:00,2020-06-30 23:00:59+00:00,1.07,0.1,Human,2020-06-29 20:19:00+00:00,WF,FI,39.32716,-120.6418,{8EDFF85C-D097-4B66-8FC9-CDB15431F0E3},968,Nevada,CAGVCC,6057,US-CA,2020-CATNF-000968,14.44,23.22,4.21,0.01,0.12,0.68,1.92,3.2,0.48,0.51,0.21,0.775,1.95,3.31,4.425,15.725000000000001,0.03,-1.25,6.59,38.25,163.56,160.82,2.52
6038,-109.050610869,38.5053059740001,2020-07-21 18:00:00+00:00,2020-07-21 19:40:00+00:00,3.7,0.1,Natural,2020-07-20 00:21:18+00:00,WF,FI,38.46745,-108.9805,{B0E01C98-4A8E-48B6-88D8-BBBC10CF87D9},191,Mesa,UTMFC,8077,US-CO,2020-UTMLF-000191,25.43,33.38,4.64,0.13,1.39,2.73,2.27,4.04,0.2,0.38,1.48,2.66,2.41,4.279999999999999,5.279999999999999,25.4,0.2,-0.68,12.37,19.5,160.49,143.34,2.89
6041,-111.578910926,33.5072851510001,2020-06-28 01:59:00+00:00,2020-07-05 18:07:00+00:00,38.0,1.0,Human,2020-06-27 20:45:59+00:00,WF,FI,33.5082,-111.5783,{D87B5AB6-A70F-4444-8501-DF039EE8430D},1745,Maricopa,AZPHC,4013,US-AZ,2020-AZTNF-001745,34.26,42.32,4.58,0.0,2.25,3.74,3.24,4.8,0.09,0.37,2.5,4.373333333333333,3.5688888888888886,5.737777777777778,6.253333333333334,32.73888888888889,0.31,1.74,18.01,13.25,161.15,157.1,2.59
6042,-111.449511047,35.3186454030001,2021-03-08 21:29:00+00:00,2021-03-18 21:45:00+00:00,2.0,1.0,Human,2021-03-03 20:54:03+00:00,WF,FI,35.31864,-111.4495,{5135CDF8-B235-43F9-AF73-0718B5072DC0},56,Coconino,AZFDC,4005,US-AZ,2021-AZCOF-000056,7.93,20.12,2.26,0.18,4.26,8.13,6.14,11.3,0.34,0.36,3.34375,5.8325000000000005,4.925625,7.94875,2.9831250000000002,6.4625,25.64,-9.24,-0.66,32.12,105.46,104.66,1.37
6050,-108.734510666,37.220795825,2020-05-21 23:19:59+00:00,2020-05-26 23:03:00+00:00,15.5,1.5,Unknown,2020-05-20 20:39:59+00:00,WF,FI,37.22821,-108.7311,{C9B2114B-42A8-4F11-8A3D-40035EA92C71},165,Montezuma,CODRC,8083,US-CO,2020-COUMA-000165,14.11,21.04,2.44,0.0,2.71,4.56,3.96,5.89,0.28,0.41,2.8814285714285712,5.105714285714286,4.194285714285714,6.8,2.7028571428571424,15.705714285714285,0.08,-8.64,2.73,22.5,163.71,164.07,2.96
6051,-112.117711081,34.147145209,2020-11-02 23:29:59+00:00,2020-11-09 15:00:00+00:00,1674.0,1.0,Human,2020-10-25 02:32:00+00:00,WF,FI,34.13079,-112.1016,{889D2657-E736-4905-BC7F-9B326B439175},2241,Yavapai,AZPDC,4025,US-AZ,2020-AZPHD-002241,19.01,25.61,6.71,0.14,3.1,6.88,4.73,9.59,0.11,0.42,2.4975,4.7225,3.88875,6.675,3.79875,16.741875,6.62,6.44,12.73,46.06,87.91,79.38,0.99
6053,-106.438010048,35.9368957840001,2020-08-21 23:00:00+00:00,2020-08-23 18:45:00+00:00,9.0,0.1,Natural,2020-08-20 23:29:59+00:00,WF,FI,35.95428,-106.4255,{4CC4063E-24F7-4D25-BBFD-936E806D85DC},540,Sandoval,NMSFC,35043,US-NM,2020-NMVCP-000540,23.16,34.18,7.93,0.24,0.91,1.38,2.09,3.26,0.3,0.34,0.8125,1.2825,1.8699999999999999,2.94,8.4825,23.165,1.4100000000000001,6.38,14.77,41.0,134.2,118.98,2.2
6059,-109.588710542,33.75108529,2020-08-20 01:40:00+00:00,2020-10-05 22:36:00+00:00,37.0,0.1,Natural,2020-08-17 22:38:59+00:00,WF,FI,33.8276,-109.5185,{8FA79290-51FE-491D-8EB0-0D7B681E6C03},808,Apache,AZSDC,4001,US-AZ,2020-AZFTA-000808,22.61,30.93,8.54,0.7,1.95,3.41,3.45,6.02,0.4,0.48,1.493,2.6830000000000003,2.785,4.533,6.452999999999999,18.586,30.55,7.71,15.15,43.44,139.09,113.97,2.33
6062,-112.179211964,41.9618861450001,2020-11-05 01:18:00+00:00,2020-11-11 00:00:00+00:00,5.0,1.0,Human,2020-11-04 21:59:54+00:00,WF,FI,41.96188,-112.1792,{CFFDFB48-CC84-49D0-B343-2E87E98CF2AE},1130,Box Elder,UTNUC,49003,US-UT,2020-UTBRS-001130,11.31,18.4,4.82,0.0,1.52,2.69,2.34,3.73,0.52,0.54,2.23125,4.13125,3.55,5.9325,3.61625,3.265,15.88,0.61,5.96,49.19,63.5,61.98,0.55
6064,-119.637212936,39.0672252640001,2020-07-22 18:59:59+00:00,2020-07-23 20:39:00+00:00,1.6,1.0,Natural,2020-07-21 23:39:59+00:00,WF,FI,38.99669,-119.5408,{E060C702-1A81-4F17-85A3-5558BFD1E1FB},30476,Douglas,NVSFC,32005,US-NV,2020-NVCCD-030476,25.92,35.57,7.2,0.42,1.38,2.56,1.88,3.54,0.13,0.34,1.55,3.5100000000000002,2.25,4.78,6.853333333333334,24.30333333333333,1.2799999999999998,6.12,16.02,31.94,153.59,126.91,2.55
6069,-105.409109609,33.246795424,2020-10-05 20:23:59+00:00,2020-10-05 20:23:59+00:00,1.5,1.0,Unknown,2020-09-29 19:53:00+00:00,WF,FI,33.26058,-105.4323,{486C4254-3D60-4826-92F0-170AA390E1BE},543,Otero,NMADC,35035,US-NM,2020-NMMEA-000543,13.29,23.1,3.42,0.0,1.65,2.87,2.82,4.13,0.25,0.32,2.042857142857143,3.248571428571428,3.505714285714286,4.8428571428571425,3.6885714285714286,16.674285714285713,0.0,-4.16,4.56,31.81,115.61,115.79,1.76
6070,-110.376094074,32.8712652300001,2020-07-01 19:53:00+00:00,2020-07-01 19:53:00+00:00,225.0,2.0,Human,2020-06-25 19:50:59+00:00,WF,FI,32.88457,-110.5123,{693AD9AD-034B-4A5E-8AE0-C1F08012D167},1026,Graham,AZTDC,4009,US-AZ,2020-AZA3S-001026,31.65,40.32,3.23,0.0,2.76,5.88,3.98,7.82,0.12,0.45,3.1314285714285717,5.847142857142857,4.514285714285714,7.807142857142857,4.76,28.615714285714287,0.21000000000000002,-3.66,14.0,10.25,161.8,160.7,3.01
6077,-112.2926111,33.9567351740001,2020-06-19 21:46:00+00:00,2020-06-19 21:46:59+00:00,5.0,0.1,Human,2020-05-31 23:36:59+00:00,WF,FI,33.8746,-112.2898,{0DF4FC4A-0A25-4F25-820A-16AAC245BF43},765,Yavapai,AZPDC,4025,US-AZ,2020-AZPHD-000765,29.39,37.5,4.7,0.01,2.7,5.02,3.9,6.46,0.25,0.38,2.7535,5.1005,3.9539999999999997,6.718999999999999,4.0245,27.976,0.17,1.47,15.43,18.12,159.99,156.64,2.74
6080,-111.260710847,33.2884451370001,2021-01-07 18:00:00+00:00,2021-01-25 15:57:00+00:00,5.25,5.0,Human,2021-01-06 17:57:00+00:00,WF,FI,33.28834,-111.2607,{68511089-6C49-4B6E-A5CC-347C93473F14},31,Pinal,AZPHC,4021,US-AZ,2021-AZTNF-000031,10.37,21.24,1.65,0.0,2.27,5.11,3.59,7.28,0.26,0.44,2.295,4.5625,3.593,6.3235,2.9240000000000004,10.153,28.07,-11.74,-0.69,22.62,67.9,65.2,0.5
6097,-110.299311331,40.1783360920001,2020-08-08 21:46:00+00:00,2020-08-08 22:53:00+00:00,10.01,8.0,Human,2020-08-07 22:04:00+00:00,WF,FI,40.178333,-110.299444,{8233AC8A-894F-4264-9C84-7B1B7666C851},100296,Duchesne,UTUBC,49013,US-UT,2020-UTNES-100296,24.63,32.94,2.26,0.0,2.68,5.21,4.09,6.89,0.12,0.33,2.325,4.63,3.59,6.095,2.5949999999999998,24.685,0.0,-8.86,7.88,10.94,150.49,148.73,2.67
6104,-110.443310689,33.3796651920001,2020-12-25 01:56:00+00:00,2021-01-11 18:30:00+00:00,5.0,0.1,Human,2020-12-24 19:37:00+00:00,WF,FI,33.38605,-110.4309,{AADE61B1-FE2B-47C6-99DD-33F84E66B951},3339,Gila,AZPHC,4007,US-AZ,2020-AZSCA-003339,3.73,14.44,1.22,0.0,2.34,5.01,3.86,7.05,0.36,0.47,1.7373684210526315,3.465263157894737,2.8873684210526314,4.846315789473684,2.2421052631578946,6.356842105263158,0.54,-15.17,-5.71,24.12,66.34,40.2,0.4
6106,-111.725311048,34.6951353040001,2020-05-26 01:57:59+00:00,2020-05-28 00:40:00+00:00,7.76,1.0,Human,2020-05-25 17:19:59+00:00,WF,FI,34.689456,-111.742598,{0C307D0C-3651-4E7E-8E15-D75E0725F753},554,Yavapai,AZFDC,4025,US-AZ,2020-AZCOF-000554,19.74,29.83,3.72,0.0,2.09,4.21,3.29,5.94,0.46,0.54,2.0225,3.6725000000000003,3.3049999999999997,5.1575,4.99,23.7575,0.0,-2.53,8.6,26.06,163.52,164.73,2.62
6114,-113.079911597,37.6711855950001,2020-07-03 20:45:00+00:00,2020-07-10 15:00:00+00:00,1.25,1.0,Human,2020-07-03 18:23:00+00:00,WF,FI,37.65541,-113.0822,{30C41CE2-238A-4C6D-88B5-A5178DF71568},349,Iron,UTCDC,49021,US-UT,2020-UTSWS-000349,20.23,27.97,7.39,0.85,1.64,2.65,3.44,4.94,0.32,0.41,1.5875,2.735,3.36,5.25625,4.06,21.82375,0.85,6.02,13.13,42.06,164.18,161.75,2.92
6126,-111.011510896,34.572075328,2020-08-06 23:00:00+00:00,2020-09-02 22:02:00+00:00,281.0,6.0,Natural,2020-07-30 15:43:48+00:00,WF,FI,34.56743,-111.0346,{AAFA18BD-36E2-454D-A39A-338B72D95844},689,Coconino,AZSDC,4005,US-AZ,2020-AZASF-000689,26.34,36.55,6.04,0.0,0.37,0.54,2.55,3.54,0.42,0.49,0.424,0.762,2.088,3.452857142857143,8.023142857142858,24.085428571428572,28.47,3.26,14.8,26.88,157.1,154.1,3.12
6135,-111.875011063,34.513095272,2020-08-03 02:29:59+00:00,2020-08-08 17:00:00+00:00,8.0,0.1,Natural,2020-08-02 19:47:00+00:00,WF,FI,34.5146,-111.8609,{317D0886-C446-40E5-B239-BE545AAAC1DA},1496,Yavapai,AZPDC,4025,US-AZ,2020-AZPNF-001496,30.15,37.87,9.46,0.52,2.48,4.5,3.77,6.05,0.27,0.48,2.66,5.2457142857142856,3.947142857142857,7.101428571428571,6.078571428571429,29.108571428571427,0.54,10.92,20.54,32.31,154.78,152.95,3.04
6137,-111.183510883,33.9805452370001,2020-09-18 00:00:00+00:00,2020-10-01 00:30:00+00:00,6106.0,2.0,Natural,2020-08-25 23:16:59+00:00,WF,FI,33.9283,-111.1638,{80524999-6260-4C44-9B68-796F5DBB0B8D},2616,Gila,AZPHC,4007,US-AZ,2020-AZTNF-002616,27.31,36.13,10.62,1.25,1.05,2.28,2.66,5.64,0.34,0.48,0.8571052631578947,1.4710526315789474,2.2952631578947367,3.931842105263158,6.5815789473684205,25.366315789473685,16.63,12.58,19.94,44.06,128.68,113.23,1.99
6142,-109.47441047,33.0806651980001,2020-08-20 21:43:59+00:00,2020-08-20 21:49:59+00:00,5.0,5.0,Natural,2020-08-13 13:50:59+00:00,WF,FI,33.00933,-109.5255,{DBA887D7-33B3-4A3B-9CDB-1B6619AFB82C},1677,Greenlee,AZTDC,4011,US-AZ,2020-AZA3S-001677,30.22,36.93,10.31,0.32,1.74,2.88,2.58,3.71,0.23,0.38,1.9425,4.1525,2.86125,5.865,9.40625,29.7475,7.4399999999999995,12.04,21.12,35.0,148.99,134.61,2.69
6143,-107.470710092,33.6951153910001,2020-07-29 18:00:00+00:00,2020-07-29 18:00:00+00:00,5.0,0.1,Natural,2020-07-18 23:21:44+00:00,WF,FI,33.79297,-107.516,{1B055605-2715-4E69-A481-A1A080A4B66B},305,Socorro,NMSFC,35053,US-NM,2020-NMCIF-000305,22.32,27.13,9.89,5.22,2.12,3.45,2.94,4.59,0.34,0.35,2.0866666666666664,3.8800000000000003,2.9025,5.04,10.7125,21.245,52.02,10.19,16.25,47.69,159.55,107.7,2.37
6157,-108.614011193,41.8350064190001,2020-08-27 17:50:00+00:00,2020-08-27 17:55:00+00:00,13.0,0.1,Natural,2020-08-26 01:18:59+00:00,WF,FI,41.8661,-108.5988,{91D9368E-C82D-4E32-9723-DAF77A068A4E},200647,Sweetwater,WYCPC,56037,US-WY,2020-WYSWX-200647,23.27,31.25,6.9,0.11,1.88,3.53,2.76,4.34,0.15,0.37,2.94,5.325,4.175,6.93,5.890000000000001,23.48,0.25,4.62,13.94,34.0,131.44,117.53,2.2
6176,-112.155811075,33.983295185,2021-01-16 20:45:00+00:00,2021-01-19 17:45:00+00:00,1.21,0.1,Human,2021-01-16 19:31:59+00:00,WF,FI,33.98354,-112.1583,{3E79C549-A5F4-4AD5-8368-D951AD01FF39},42,Maricopa,AZPDC,4013,US-AZ,2021-AZPHD-000042,12.39,23.66,2.01,0.0,2.47,4.76,4.15,6.46,0.22,0.42,2.56,4.7275,4.01,6.6475,2.365,11.9075,1.71,-9.24,1.57,22.38,71.89,70.18,0.6
6177,-117.91071214,34.1567248860001,2020-10-01 15:00:00+00:00,2020-10-01 15:00:00+00:00,4237.0,10.0,Human,2020-08-13 21:53:00+00:00,WF,FI,34.15672,-117.9107,{D3F5D9A5-75C8-4650-87CD-9C3E1051802D},3289,Los Angeles,CALACC,6037,US-CA,2020-CAANF-003289,27.33,33.73,8.24,0.0,1.53,3.94,2.12,5.12,0.12,0.34,1.6244,3.4248000000000003,2.2638,4.5236,8.7204,25.648000000000003,0.65,9.51,18.42,36.25,144.34,114.65,2.3
6180,-106.228621041,36.3722278600001,2020-04-18 01:44:59+00:00,2020-04-18 22:15:00+00:00,1.23,0.5,Human,2020-04-17 18:49:59+00:00,WF,FI,36.372222,-106.228611,{91EE2AB0-757D-41FB-A52A-74685FBC3DC0},64,Rio Arriba,NMTDC,35039,US-NM,2020-NMCAF-000064,6.55,14.93,3.3,0.05,2.2,4.19,4.07,6.86,0.4,0.42,2.435,4.495,4.4350000000000005,7.355,3.235,6.585,0.09,-5.56,0.5,48.38,145.06,140.25,2.09
6181,-112.017311038,33.8471651740001,2020-05-22 21:49:59+00:00,2020-05-22 21:49:59+00:00,1492.0,4.0,Human,2020-05-17 20:19:59+00:00,WF,FI,33.84256,-112.0279,{A7A9A5AF-68FA-4E45-9B4C-775E7E949D4D},491,Maricopa,AZPDC,4013,US-AZ,2020-AZA4S-000491,25.19,32.76,5.62,0.0,2.24,4.41,3.21,5.74,0.41,0.48,2.44,4.741666666666667,3.606666666666667,6.3183333333333325,4.2716666666666665,21.61,0.0,3.76,14.48,27.31,159.04,159.07,2.62
6182,-110.894011549,40.8885261290001,2020-09-13 20:45:00+00:00,2020-09-14 00:00:00+00:00,1.5,1.0,Natural,2020-09-12 23:15:00+00:00,WF,FI,40.86545,-111.132,{E992FF28-BE2F-49B8-856A-5A54D98E25BC},200933,Summit,UTNUC,49043,US-UT,2020-UTNES-200933,15.08,24.98,2.44,0.0,0.84,1.28,2.18,3.05,0.24,0.46,0.73,1.1533333333333333,2.376666666666667,3.2166666666666663,2.6033333333333335,15.836666666666666,0.0,-8.8,3.15,19.88,118.43,118.55,1.71
6184,-110.100010679,34.161155321,2020-05-05 23:00:00+00:00,2020-05-08 17:00:00+00:00,3.0,0.1,Human,2020-05-01 18:14:00+00:00,WF,FI,34.18547,-110.0932,{F71A4BB3-6D1B-4172-AD23-165BACD2E415},104,Navajo,AZFDC,4017,US-AZ,2020-AZFTA-000104,18.89,27.14,4.94,0.0,2.2,4.2,4.36,7.46,0.46,0.55,1.90125,3.49375,3.7225,6.1850000000000005,4.49875,18.31375,0.0,0.08,9.48,34.31,152.65,153.0,2.73
6200,-112.137111086,34.1662552110001,2020-11-03 18:00:00+00:00,2020-11-06 00:00:00+00:00,93.0,0.1,Human,2020-11-02 21:19:00+00:00,WF,FI,34.17168,-112.1309,{3DA237F8-C14C-4A5D-97D8-7D1640482BDE},2282,Yavapai,AZPDC,4025,US-AZ,2020-AZPHD-002282,21.85,29.27,3.97,0.0,1.99,3.66,3.34,5.02,0.14,0.42,2.33,4.1579999999999995,3.7700000000000005,5.89,3.822,21.752000000000002,0.23,-0.76,10.55,22.75,81.2,62.83,0.84
6203,-115.000894968,37.7398384700001,2021-03-11 20:00:00+00:00,2021-03-11 20:00:00+00:00,4434.0,4434.0,Human,2021-03-09 00:32:00+00:00,WF,FI,37.739833,-115.000883,{660CFDC7-0442-4A37-9C64-23AE06C1A979},40007,Lincoln,NVECC,32017,US-NV,2021-NVELD-040007,6.01,11.57,2.5,0.0,2.88,6.03,4.01,7.89,0.25,0.34,2.8833333333333333,6.0200000000000005,4.04,7.783333333333334,2.7866666666666666,3.23,3.02,-7.96,-0.98,39.06,104.7,64.3,0.94
6209,-111.243611601,40.738706085,2020-11-08 20:00:00+00:00,2020-11-09 03:59:59+00:00,17.0,1.0,Human,2020-11-07 05:45:00+00:00,WF,FI,40.7387,-111.2436,{9DA640B5-F5ED-4139-BF3A-9A412C2502F1},201136,Summit,UTNUC,49043,US-UT,2020-UTNES-201136,4.89,10.98,4.7,4.03,0.62,0.91,3.78,5.52,0.38,0.47,0.5833333333333334,0.8033333333333333,3.0733333333333337,4.663333333333333,3.296666666666667,-2.18,14.770000000000001,-1.18,1.86,66.94,62.33,25.57,0.3
