X,Y,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,FireCause,FireDiscoveryDateTime,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,IrwinID,LocalIncidentIdentifier,POOCounty,POODispatchCenterID,POOFips,POOState,UniqueFireIdentifier,total_acres,fire_id
-118.8621128,39.0144653180001,2021-06-24 03:00:00+00:00,2021-06-24 18:19:00+00:00,30.0,5.0,Human,2021-06-23 03:14:59+00:00,WF,FI,38.96681,-118.8115,{3829974A-9A9C-47F0-86E5-9745886B715A},030328,Mineral,NVSFC,32021,US-NV,2021-NVCCD-030328,35.0,10553
-106.713110013,34.807045599,2021-06-26 01:30:00+00:00,2021-07-06 17:15:00+00:00,6.7,1.0,Human,2021-06-23 03:14:30+00:00,WF,FI,34.80611,-106.7331,{F66D3AEA-8E6F-4A04-A875-8841B9C2034A},000280,Valencia,NMABC,35061,US-NM,2021-NMN6S-000280,7.7,10555
-106.952810368,38.075076057,2021-06-27 00:59:00+00:00,2021-06-27 16:57:59+00:00,1.1,1.0,Natural,2021-06-23 14:52:09+00:00,WF,FI,38.01,-107.091,{F8D5B9E4-72BC-443F-8156-917E8629BB70},000127,Saguache,COMTC,08109,US-CO,2021-COGMF-000127,2.1,10561
-120.763213475,41.608995383,2021-06-26 21:55:00+00:00,2021-06-26 23:10:00+00:00,20.29,0.1,Natural,2021-06-23 22:03:20+00:00,WF,FI,41.62098,-120.8416,{88744FDA-25E3-4F7C-BBD7-68415212CB5E},000597,Modoc,CAMICC,06049,US-CA,2021-CAMDF-000597,20.39,10570
-112.823712098,41.9908360950001,2021-06-24 02:00:00+00:00,2021-06-26 03:00:00+00:00,3.0,1.0,Human,2021-06-24 01:40:44+00:00,WF,FI,41.99083,-112.8237,{C73F19A3-88F1-4317-8208-B2176DC36E37},000349,Box Elder,UTNUC,49003,US-UT,2021-UTBRS-000349,4.0,10579
-121.02851368,42.6208554350001,2021-06-24 04:59:00+00:00,2021-06-30 22:46:00+00:00,1.5,1.0,Natural,2021-06-23 21:54:00+00:00,WF,FI,42.56444,-121.0258,{BC19A5D0-ACA1-4D4A-869E-BAEE143BCF88},210253,Klamath,ORLFC,41035,US-OR,2021-OR982S-210253,2.5,10580
-106.671710021,35.009765632,2021-06-24 23:00:00+00:00,2021-07-06 17:15:00+00:00,15.5,0.1,Undetermined,2021-06-24 03:00:00+00:00,WF,FI,35.00976,-106.6717,{A18BF73D-E522-46A0-9D80-FF188A49150F},000284,Bernalillo,NMABC,35001,US-NM,2021-NMN6S-000284,15.6,10587
-114.068911465,34.2864051190001,2021-07-02 15:59:59+00:00,2021-07-30 18:55:00+00:00,1260.0,1.0,Natural,2021-06-24 09:53:00+00:00,WF,FI,34.42525,-113.9017,{4CA8B54E-B92A-4A73-9F80-374D53A83F31},000917,La Paz,AZPDC,04012,US-AZ,2021-AZBWR-000917,1261.0,10589
-108.966716523,33.7535145520001,2021-06-25 02:19:59+00:00,2021-07-03 15:55:00+00:00,1.83,1.0,Natural,2021-06-24 21:52:57+00:00,WF,FI,33.77305,-108.9858,{47963C24-1022-416E-B1D8-A29D2B5F1096},000471,Catron,NMSDC,35003,US-NM,2021-NMGNF-000471,2.83,10608
-113.670011637,36.976005473,2021-07-01 18:30:00+00:00,2021-07-03 17:00:00+00:00,1007.0,5.0,Human,2021-06-24 23:31:00+00:00,WF,FI,36.97127,-113.6879,{2D8CF95B-C302-4F8A-B80F-0A14F6B3BF77},000350,Mohave,UTCDC,04015,US-AZ,2021-AZASD-000350,1012.0,10617
-113.939411588,35.958785333,2021-07-04 00:59:59+00:00,2021-07-07 21:45:00+00:00,496.0,1.0,Natural,2021-06-24 23:06:59+00:00,WF,FI,35.95878,-113.9394,{8677D70C-0008-492F-B0E1-B8E52A2E4AE0},000919,Mohave,AZPDC,04015,US-AZ,2021-AZCRD-000919,497.0,10625
-122.328613697,41.459305235,2021-09-02 23:48:00+00:00,2021-10-26 23:45:00+00:00,26329.0,1.0,Natural,2021-06-25 03:35:00+00:00,WF,FI,41.47654,-122.309,{A7F01FAF-7092-49EF-9D1E-154FBCA30808},000949,Siskiyou,CARICC,06093,US-CA,2021-CASHF-000949,26330.0,10629
-119.863597968,38.462656672,2021-07-26 23:00:00+00:00,2021-08-18 19:27:00+00:00,1336.0,0.1,Natural,2021-06-25 20:44:11+00:00,WF,FI,38.46283,-119.8635,{31F08AE4-4DD2-4A8E-BFDD-779C552DF2A2},001280,Alpine,CASTCC,06003,US-CA,2021-CASTF-001280,1336.1,10645
-116.38171183,33.5853449050001,2021-06-28 15:59:59+00:00,2021-06-28 15:59:59+00:00,16.0,1.0,Undetermined,2021-06-25 22:34:00+00:00,WF,FI,33.58275,-116.4362,{36A61385-71FC-4A2F-94E9-D660826C5F1A},009987,Riverside,CARRCC,06065,US-CA,2021-CACDD-009987,17.0,10651
-109.056710845,38.2781659440001,2021-06-28 03:00:00+00:00,2021-07-03 14:00:00+00:00,43.8,3.0,Natural,2021-06-25 21:46:59+00:00,WF,FI,38.27511,-109.0536,{6B5B5947-4FA4-461E-9125-2A468CF148E7},000138,Montrose,COMTC,08085,US-CO,2021-COUPD-000138,46.8,10659
-120.136345954,38.564388181,2021-06-27 01:47:59+00:00,2021-06-30 21:33:59+00:00,1.2,0.1,Natural,2021-06-26 20:00:43+00:00,WF,FI,38.564383,-120.136333,{FE3A254D-C873-4DFF-9229-B003027723DD},018046,Amador,CACICC,06005,US-CA,2021-CAENF-018046,1.3,10679
-121.400113715,42.473965391,2021-06-28 23:08:00+00:00,2021-06-28 23:08:00+00:00,37.5,1.0,Human,2021-06-26 21:06:00+00:00,WF,FI,42.47114,-121.3993,{9EA54BF1-AE62-4D6E-BE7F-DCB9277B70C9},210278,Klamath,ORLFC,41035,US-OR,2021-OR981S-210278,38.5,10683
-108.131610487,36.7049657920001,2021-06-27 00:04:00+00:00,2021-06-29 22:54:00+00:00,2.0,2.0,Human,2021-06-26 20:19:59+00:00,WF,FI,36.70283,-108.1391,{25A5CA49-0DD7-4144-A282-35253BA9EB6F},000272,San Juan,NMTDC,35045,US-NM,2021-NMN1S-000272,4.0,10686
-121.420113732,42.5526653950001,2021-06-30 01:50:00+00:00,2021-06-30 01:50:00+00:00,13.9,1.0,Undetermined,2021-06-27 00:27:00+00:00,WF,FI,42.55122,-121.4178,{5C0B5C2A-6505-4ED0-A269-6BC13B8497E4},210279,Klamath,ORLFC,41035,US-OR,2021-OR981S-210279,14.9,10695
-114.507811651,35.4864452410001,2021-06-28 17:00:00+00:00,2021-06-30 00:58:00+00:00,13.0,1.0,Human,2021-06-27 18:46:00+00:00,WF,FI,35.49083,-114.4738,{A7627799-057F-42F5-A228-5997263584DB},000949,Mohave,AZPDC,04015,US-AZ,2021-AZCRD-000949,14.0,10702
-113.419711676,37.793465586,2021-06-29 18:00:00+00:00,2021-07-01 20:00:00+00:00,178.0,1.0,Human,2021-06-27 18:22:00+00:00,WF,FI,37.70929,-113.6548,{701287EC-1343-482A-B06E-5C8D88147129},000361,Iron,UTCDC,49021,US-UT,2021-UTSWS-000361,179.0,10705
-109.226910933,38.7387759920001,2021-06-28 12:35:00+00:00,2021-06-29 14:16:00+00:00,1.5,0.1,Natural,2021-06-27 20:27:00+00:00,WF,FI,38.86945,-109.2987,{BCB8B844-A478-4E52-B5E2-F5EF8021B227},000202,Grand,UTMFC,49019,US-UT,2021-UTMOD-000202,1.6,10710
-121.425846349,40.0293382030001,2021-07-07 06:59:59+00:00,2021-07-29 06:59:59+00:00,76.0,0.1,Undetermined,2021-06-27 23:49:35+00:00,WF,FI,40.029333,-121.425833,{FCA6F1F5-25CC-4ED8-A09D-5331498FAE5F},003531,Butte,CASIFC,06007,US-CA,2021-CALNF-003531,76.1,10720
-109.613710493,33.0068551800001,2021-07-01 15:46:59+00:00,2021-07-17 04:12:59+00:00,95.0,0.1,Natural,2021-06-27 22:44:00+00:00,WF,FI,33.03503,-109.5223,{E0A009DC-E115-4572-9623-7E06307B742E},000532,Graham,AZTDC,04009,US-AZ,2021-AZGID-000532,95.1,10725
-108.704210795,38.5026259970001,2021-06-29 16:25:00+00:00,2021-07-02 18:20:00+00:00,10.0,1.0,Undetermined,2021-06-27 23:32:00+00:00,WF,FI,38.52624,-108.7462,{7F323258-F35A-4C7A-81D1-B60CEA57D00B},000146,Mesa,COMTC,08077,US-CO,2021-COUPD-000146,11.0,10726
-111.003970804,33.4032813360001,2021-06-29 23:34:00+00:00,2021-07-06 21:14:59+00:00,64.0,0.1,Human,2021-06-28 07:41:00+00:00,WF,FI,33.4005,-110.9861,{186B5DA1-4C68-4DB2-B2CA-16D30CC02998},001661,Gila,AZPHC,04007,US-AZ,2021-AZTNF-001661,64.1,10741
-114.737178848,37.0701724130001,2021-06-30 00:00:00+00:00,2021-06-30 15:00:00+00:00,158.0,30.0,Natural,2021-06-28 19:39:00+00:00,WF,FI,37.070167,-114.737167,{916BDB4C-BC67-4E3D-98CA-5641DA54BBE0},040066,Lincoln,NVECC,32017,US-NV,2021-NVELD-040066,188.0,10750
-109.365310458,33.223335224,2021-08-02 20:58:00+00:00,2021-08-02 20:58:59+00:00,21.0,0.1,Natural,2021-06-28 21:09:27+00:00,WF,FI,33.2244,-109.3665,{70185CD3-61B1-45BC-A7CA-1EA2B304E88A},000727,Greenlee,AZSDC,04011,US-AZ,2021-AZASF-000727,21.1,10757
-109.618210572,34.059905332,2021-06-30 02:40:00+00:00,2021-07-07 18:55:00+00:00,5.0,0.1,Natural,2021-06-28 20:48:59+00:00,WF,FI,34.0345,-109.6337,{7FC99CF0-3F71-4CC6-A0E6-80765352A4F6},000726,Apache,AZSDC,04001,US-AZ,2021-AZFTA-000726,5.1,10758
-122.054267687,41.665196274,2022-01-03 17:22:00+00:00,2022-01-03 17:22:00+00:00,10580.0,0.1,Undetermined,2021-06-28 23:07:00+00:00,WF,FI,41.665191,-122.054254,{5C2D3644-5266-4028-A593-F66AA0791D54},005169,Siskiyou,CAYICC,06093,US-CA,2021-CAKNF-005169,10580.1,10765
-113.359811348,34.483045184,2021-06-29 21:00:00+00:00,2021-07-01 18:30:00+00:00,14.0,1.0,Human,2021-06-29 00:08:00+00:00,WF,FI,34.4316,-113.3265,{5C699475-8984-4603-8A40-9AC16C82D7B2},000980,Mohave,AZPDC,04015,US-AZ,2021-AZCRD-000980,15.0,10771
-110.26601064,33.193805174,2021-07-17 16:47:59+00:00,2021-08-18 15:59:59+00:00,6004.0,0.1,Natural,2021-06-28 23:42:59+00:00,WF,FI,33.22129,-110.2246,{78BD61C0-DDF0-4A1D-A364-8B05333CE00E},001674,Graham,AZPHC,04009,US-AZ,2021-AZSCA-001674,6004.1,10774
-110.323810659,33.2913051850001,2021-07-01 15:00:00+00:00,2021-07-17 16:47:59+00:00,65.0,5.0,Human,2021-06-29 00:24:00+00:00,WF,FI,33.29002,-110.419,{B83E215A-1117-466F-8D55-CF6444395086},001676,Graham,AZPHC,04009,US-AZ,2021-AZSCA-001676,70.0,10776
-121.164213276,39.7911452050001,2021-07-14 00:59:59+00:00,2021-07-14 00:59:59+00:00,45.0,1.0,Undetermined,2021-06-29 16:06:26+00:00,WF,FI,39.76324,-121.1584,{042758FE-012F-41EE-9887-B7D1F3A53EBB},000997,Plumas,CAPNFC,06063,US-CA,2021-CAPNF-000997,46.0,10790
-119.718412901,38.6789752230001,2021-06-30 17:03:59+00:00,2021-06-30 23:00:00+00:00,4.7,1.0,Natural,2021-06-29 21:59:00+00:00,WF,FI,38.68891,-119.7237,{67BE5244-2F9B-4765-808E-2DBE5DE13DA1},030356,Alpine,NVSFC,06003,US-CA,2021-NVHTF-030356,5.7,10807
-111.754410932,33.121285089,2021-07-03 15:59:59+00:00,2021-07-03 15:59:59+00:00,2.0,0.1,Human,2021-06-28 05:10:00+00:00,WF,FI,33.12128,-111.7545,{8EF0A4EF-34E2-432B-88CA-E57017677820},001660,Pinal,AZPHC,04021,US-AZ,2021-AZPMA-001660,2.1,10815
-113.795511766,37.958455579,2021-06-30 23:40:00+00:00,2021-07-01 17:45:00+00:00,8.9,1.0,Natural,2021-06-29 21:33:00+00:00,WF,FI,37.89162,-113.8871,{23BACD54-B5D6-48E3-80BB-665FFFAE0F60},000375,Iron,UTCDC,49021,US-UT,2021-UTCCD-000375,9.9,10819
-109.489810468,33.0026851850001,2021-06-30 15:30:00+00:00,2021-07-17 04:12:59+00:00,21.0,1.0,Natural,2021-06-28 20:57:00+00:00,WF,FI,31.80718,-109.3359,{922CD0B4-3F4A-43FF-B481-83E574AD55AA},000536,Graham,AZTDC,04009,US-AZ,2021-AZGID-000536,22.0,10829
-116.228812112,36.998105305,2021-07-04 21:30:00+00:00,2021-07-04 21:45:00+00:00,250.0,1.0,Natural,2021-06-29 21:41:00+00:00,WF,FI,37.0858,-116.452,{C670BA23-C364-444D-943B-2D752BBE376E},500907,Nye,NVLIC,32023,US-NV,2021-NVNTE-500907,251.0,10831
-112.266411393,37.2459655980001,2021-07-01 02:00:00+00:00,2021-07-03 23:00:00+00:00,5.0,5.0,Natural,2021-06-29 23:00:59+00:00,WF,FI,37.24713,-112.2591,{8BF6C61A-2F0C-4BF2-A9A3-D67875D0BB33},000384,Kane,UTCDC,49025,US-UT,2021-UTCCD-000384,10.0,10832
-117.612362999,41.9694726860001,2021-07-01 03:00:00+00:00,2021-07-02 20:13:00+00:00,48.5,0.1,Human,2021-06-30 01:01:00+00:00,WF,FI,41.97341,-117.6235,{869C3E57-4C46-4B8F-9692-E575C40E8BC6},020109,Humboldt,NVCNC,32013,US-NV,2021-NVWNA-020109,48.6,10838
-111.142810828,33.3508351520001,2021-07-03 17:13:00+00:00,2021-07-09 21:59:59+00:00,147.0,5.0,Natural,2021-06-30 01:18:21+00:00,WF,FI,33.4442,-111.121,{79D8FAB5-2F80-4A6F-ADB3-235E93995266},001709,Pinal,AZPHC,04021,US-AZ,2021-AZTNF-001709,152.0,10842
-111.023210812,33.456595173,2021-07-03 19:43:00+00:00,2021-07-05 23:00:00+00:00,3.4,3.0,Natural,2021-06-30 01:44:27+00:00,WF,FI,33.45659,-111.0232,{821A058D-1BD0-4842-9C2E-D1DF7EBD57C8},001713,Gila,AZPHC,04007,US-AZ,2021-AZTNF-001713,6.4,10846
-111.758211015,34.2099852370001,2021-07-22 20:29:59+00:00,2021-07-22 20:29:59+00:00,2792.0,0.1,Natural,2021-06-29 22:23:00+00:00,WF,FI,34.06829,-111.8415,{3A5211C3-73D0-47C3-A915-54E2F79F193E},001699,Yavapai,AZPHC,04025,US-AZ,2021-AZTNF-001699,2792.1,10849
-116.452612154,37.016255291,2021-07-08 21:30:00+00:00,2021-07-08 21:45:00+00:00,8.0,1.0,Natural,2021-06-30 00:46:00+00:00,WF,FI,36.98423,-116.3964,{7976F3AC-91E0-4DBE-BC94-CDE5CA6EC2FD},500910,Nye,NVLIC,32023,US-NV,2021-NVSND-500910,9.0,10850
-116.288912116,36.930445293,2021-07-04 21:30:00+00:00,2021-07-04 21:59:59+00:00,3.0,1.0,Natural,2021-06-30 00:46:00+00:00,WF,FI,36.93791,-116.2616,{B4454371-C8C2-4F29-9E59-AE4E2BE95B56},500912,Nye,NVLIC,32023,US-NV,2021-NVNTE-500912,4.0,10853
-110.817410819,34.100085274,2021-07-01 02:13:59+00:00,2021-07-20 21:29:00+00:00,4.0,0.1,Natural,2021-06-30 17:06:21+00:00,WF,FI,34.10333,-110.8189,{8685ABDF-93BD-4871-941B-611AA58D87D8},001724,Gila,AZPHC,04007,US-AZ,2021-AZTNF-001724,4.1,10864
-122.355113611,40.86322519,2021-07-22 00:00:00+00:00,2021-10-26 23:55:00+00:00,12660.0,1.0,Human,2021-06-30 20:31:00+00:00,WF,FI,40.84861,-122.3358,{403B847B-B915-478A-87F0-1D8013C54B18},000982,Shasta,CARICC,06089,US-CA,2021-CASHF-000982,12661.0,10868
-110.784610737,33.085165133,2021-08-03 18:00:00+00:00,2021-08-03 18:00:00+00:00,3.0,1.0,Natural,2021-06-30 01:23:00+00:00,WF,FI,33.08139,-110.7563,{0AEFB48C-6853-4166-9538-25EBC1D664BA},000553,Gila,AZTDC,04007,US-AZ,2021-AZGID-000553,4.0,10871
-110.811910797,33.8331152370001,2021-07-07 22:54:00+00:00,2021-07-20 21:29:00+00:00,98.0,0.1,Natural,2021-06-30 20:10:00+00:00,WF,FI,33.84991,-110.8056,{6DCEABD4-EAE5-4979-9BE4-BBD1A74DD847},001729,Gila,AZPHC,04007,US-AZ,2021-AZTNF-001729,98.1,10875
-111.571111774,41.505866145,2021-07-04 01:27:00+00:00,2021-07-09 18:00:00+00:00,20.0,1.0,Natural,2021-06-30 19:41:00+00:00,WF,FI,41.40604,-111.551,{69D0DE7D-2F1E-4D9F-B4BE-229FCF37164D},000400,Cache,UTNUC,49005,US-UT,2021-UTBRS-000400,21.0,10876
-120.390113169,39.9109152780001,2021-07-22 00:00:00+00:00,2021-10-28 00:59:59+00:00,594.0,1.0,Undetermined,2021-06-30 21:38:00+00:00,WF,FI,39.9117,-120.3949,{057F3945-7D3E-4AF0-B9FE-6D55CC8ED16B},001010,Plumas,CAPNFC,06063,US-CA,2021-CAPNF-001010,595.0,10877
-119.965655581,39.614234067,2021-07-02 17:08:00+00:00,2021-07-02 21:43:59+00:00,4.0,2.0,Natural,2021-06-30 21:22:00+00:00,WF,FI,39.64185,-120.0021,{56C5A322-18FC-4B3C-BC49-605A8E69B825},030371,Washoe,NVSFC,32031,US-NV,2021-NVHTF-030371,6.0,10880
-112.2178111,34.1395052030001,2021-07-29 21:30:00+00:00,2021-08-10 18:59:59+00:00,16278.0,1.0,Natural,2021-06-30 20:51:59+00:00,WF,FI,34.21901,-112.197,{8A7C5B35-E09F-43BA-B88F-6E4618E12BCE},001008,Yavapai,AZPDC,04025,US-AZ,2021-AZPNF-001008,16279.0,10882
-119.511925781,38.978261951,2021-07-01 20:42:00+00:00,2021-07-02 00:26:00+00:00,2.3,1.0,Natural,2021-06-30 21:04:59+00:00,WF,FI,38.9757,-119.7002,{6542AE12-DDD6-4D7C-BDB8-AE7BAA96CA66},030370,Douglas,NVSFC,32005,US-NV,2021-NVCCD-030370,3.3,10884
-119.54041291,38.990345264,2021-07-02 16:24:00+00:00,2021-07-02 18:41:00+00:00,1.3,0.1,Natural,2021-06-30 22:47:00+00:00,WF,FI,38.99286,-119.5349,{C0F3B1D9-FF8A-4E08-BB63-3B1ECB7A58B8},030374,Douglas,NVSFC,32005,US-NV,2021-NVCCD-030374,1.4000000000000001,10887
-111.949911071,34.438345257,2021-07-02 19:50:00+00:00,2021-07-03 00:59:59+00:00,143.3,1.0,Undetermined,2021-06-30 23:12:00+00:00,WF,FI,34.39597,-111.9831,{A40957A0-1459-48AA-8E2F-615DCE9B7C04},001015,Yavapai,AZPDC,04025,US-AZ,2021-AZPNF-001015,144.3,10889
-110.28061065,33.2945051880001,2021-07-05 22:14:00+00:00,2021-07-05 22:14:00+00:00,3.5,0.1,Human,2021-06-29 02:03:59+00:00,WF,FI,33.2945,-110.2806,{56DC4EBD-D0F0-4E8C-AAD3-34252584E512},001679,Graham,AZPHC,04009,US-AZ,2021-AZSCA-001679,3.6,10891
-120.298230262,40.6877053490001,2021-07-01 05:15:00+00:00,2021-07-03 00:59:59+00:00,63.0,0.1,Natural,2021-07-01 00:26:41+00:00,WF,FI,40.6877,-120.298217,{F9647BA9-3791-49F9-8AB3-BE47549C35FA},003631,Lassen,CASIFC,06035,US-CA,2021-CANOD-003631,63.1,10892
-111.628710974,34.011835218,2021-07-08 17:57:00+00:00,2021-07-12 18:42:00+00:00,1762.0,0.1,Natural,2021-06-30 20:13:00+00:00,WF,FI,34.02444,-111.595,{72163F63-AF06-42C6-980D-429412EE60A8},001730,Yavapai,AZPHC,04025,US-AZ,2021-AZTNF-001730,1762.1,10899
-111.580910984,34.2596452540001,2021-07-20 21:29:00+00:00,2021-07-20 21:29:00+00:00,6.0,1.0,Natural,2021-06-30 23:29:00+00:00,WF,FI,34.20053,-111.4276,{7A861596-AD78-4D36-9D18-EEAA49923AE8},001738,Gila,AZPHC,04007,US-AZ,2021-AZTNF-001738,7.0,10900
-114.179112396,42.1895660010001,2021-07-05 00:00:00+00:00,2021-07-07 23:29:59+00:00,12.48,2.0,Natural,2021-07-01 00:11:00+00:00,WF,FI,42.23747,-113.9827,{875D19F7-0C99-4B83-822B-290B9B44B01E},000152,Cassia,IDSCC,16031,US-ID,2021-IDSTF-000152,14.48,10905
-112.486411143,34.027835173,2021-07-08 21:59:59+00:00,2021-07-08 21:59:59+00:00,373.77,0.1,Natural,2021-06-30 22:55:00+00:00,WF,FI,34.02783,-112.4864,{3D90641D-398E-4FD0-B06C-CBB8B53158F4},001154,Yavapai,AZPDC,04025,US-AZ,2021-AZA5S-001154,373.87,10909
-111.335709003,33.5823617930001,2021-07-05 23:50:00+00:00,2021-07-17 21:04:59+00:00,936.0,0.1,Natural,2021-07-01 00:20:59+00:00,WF,FI,33.54242,-111.3369,{B5CECC77-E15B-48CA-8AE3-6ECA2219A5D9},001740,Maricopa,AZPHC,04013,US-AZ,2021-AZTNF-001740,936.1,10911
-110.389510645,32.9178851280001,2021-07-02 01:21:59+00:00,2021-08-03 18:00:00+00:00,14.0,0.1,Natural,2021-07-01 00:03:00+00:00,WF,FI,32.91177,-110.3919,{05FAAEBC-324D-4D0B-946E-B1DA740B4EFE},000557,Graham,AZTDC,04009,US-AZ,2021-AZGID-000557,14.1,10913
-109.947310602,33.5623352440001,2021-07-02 18:59:59+00:00,2021-07-05 15:00:00+00:00,1.5,0.1,Natural,2021-06-29 23:19:59+00:00,WF,FI,33.54816,-109.9909,{1BFE3480-56E9-41B5-BAC5-C8D897237730},001703,Graham,AZPHC,04009,US-AZ,2021-AZSCA-001703,1.6,10917
-111.83691102,34.0683952140001,2021-06-30 02:19:59+00:00,2021-07-01 18:14:59+00:00,11.0,0.1,Natural,2021-06-29 22:13:21+00:00,WF,FI,34.05576,-111.8438,{70F98CCD-8EC0-42C7-84C5-1DC2A52ADF51},001698,Yavapai,AZPHC,04025,US-AZ,2021-AZTNF-001698,11.1,10925
-111.72371101,34.225805241,2021-07-05 21:59:59+00:00,2021-07-12 18:45:00+00:00,100.0,0.1,Natural,2021-06-29 22:43:36+00:00,WF,FI,34.2258,-111.7237,{F1514BF5-897C-44DF-8BD9-1DE1459AC0A9},001700,Yavapai,AZPHC,04025,US-AZ,2021-AZTNF-001700,100.1,10926
-108.923510508,35.0580055130001,2021-07-04 15:59:59+00:00,2021-07-05 22:30:00+00:00,19.0,1.0,Undetermined,2021-07-01 22:10:00+00:00,WF,FI,35.058,-108.9235,{BC14E30E-5D4F-4A45-B4A5-43B6F6A166A0},000298,McKinley,NMABC,35031,US-NM,2021-NMZUA-000298,20.0,10933
-112.565011226,34.8532352770001,2021-07-05 00:00:00+00:00,2021-07-05 22:30:00+00:00,218.0,2.0,Natural,2021-06-30 21:55:00+00:00,WF,FI,34.84195,-112.5712,{315966C9-5315-4A57-8618-D6A61A6AE041},001152,Yavapai,AZPDC,04025,US-AZ,2021-AZA5S-001152,220.0,10934
-119.730212912,38.760195229,2021-07-11 00:59:59+00:00,2021-07-14 23:00:00+00:00,1136.0,0.1,Natural,2021-07-01 22:09:00+00:00,WF,FI,38.82882,-119.7357,{A64474A3-8A1A-4830-92A3-03311D65EB1E},030385,Alpine,NVSFC,06003,US-CA,2021-NVHTF-030385,1136.1,10936
-108.942410502,34.940705495,2021-07-04 15:59:59+00:00,2021-07-05 22:30:00+00:00,17.0,1.0,Undetermined,2021-07-01 23:03:00+00:00,WF,FI,34.9407,-108.9424,{74DDCE45-F524-40B6-B7D3-A112831CFA10},000300,Cibola,NMABC,35006,US-NM,2021-NMZUA-000300,18.0,10937
-113.920312312,41.9712160010001,2021-07-02 15:45:00+00:00,2021-07-02 20:15:00+00:00,2.2,1.0,Human,2021-07-01 19:54:00+00:00,WF,FI,41.98133,-113.9244,{404F0766-2090-49CB-9A34-3D3F0D2D65E0},000411,Box Elder,UTNUC,49003,US-UT,2021-UTSLD-000411,3.2,10950
-113.430312295,42.4879860940001,2021-07-03 00:00:00+00:00,2021-07-03 19:44:59+00:00,13.61,4.0,Human,2021-07-02 16:34:59+00:00,WF,FI,42.48794,-113.4279,{76DD1499-6800-4C9B-A4AD-AC94410BD54B},000164,Cassia,IDSCC,16031,US-ID,2021-IDTFD-000164,17.61,10961
-119.711293964,38.8166899220001,2021-07-03 03:27:59+00:00,2021-07-03 21:43:59+00:00,3.53,0.5,Natural,2021-07-02 17:48:59+00:00,WF,FI,38.80783,-119.7157,{F5FDF996-A465-43A9-8FF2-32FA79D9A69B},030394,Douglas,NVSFC,32005,US-NV,2021-NVCCD-030394,4.029999999999999,10962
-119.562912773,37.820705155,2021-08-04 15:59:59+00:00,2021-08-04 17:00:00+00:00,11.2,0.1,Natural,2021-07-02 19:11:00+00:00,WF,FI,37.82167,-119.5642,{94706023-97DA-4CD9-B660-A57BFE5D546B},000057,Mariposa,CAYPCC,06043,US-CA,2021-CAYNP-000057,11.299999999999999,10963
-112.348611575,38.7546157730001,2021-07-08 00:00:00+00:00,2021-07-16 15:49:59+00:00,170.0,0.1,Natural,2021-07-02 19:44:51+00:00,WF,FI,38.76996,-112.3922,{AA4244DB-94E3-452D-9BA1-7F67B5663134},210260,Millard,UTRFC,49027,US-UT,2021-UTFIF-210260,170.1,10972
-108.411372329,39.2696485970001,2021-07-05 01:26:00+00:00,2021-07-18 22:30:00+00:00,51.0,1.0,Natural,2021-07-02 20:22:00+00:00,WF,FI,39.24353,-108.3708,{094ECEF5-C101-468B-B746-D2A1B5ABED1E},210213,Mesa,COGJC,08077,US-CO,2021-COGRD-210213,52.0,10975
-109.072211079,40.2336891900001,2021-07-04 17:32:59+00:00,2021-07-04 20:29:59+00:00,656.0,1.0,Natural,2021-07-02 23:18:00+00:00,WF,FI,40.266667,-109.1,{CAFF1E39-B6CD-4EE3-8838-AF7505DB30A1},100148,Uintah,UTUBC,49047,US-UT,2021-UTNES-100148,657.0,10991
-111.057710897,34.476205312,2021-07-05 18:16:00+00:00,2021-07-13 20:29:00+00:00,5.6,0.1,Natural,2021-07-02 22:35:29+00:00,WF,FI,34.54678,-111.0828,{56D6C7AF-B478-4FE9-8E6A-B99AA3EF7E5D},000754,Coconino,AZSDC,04005,US-AZ,2021-AZASF-000754,5.699999999999999,10992
-120.345413152,39.8393352750001,2021-09-23 00:59:59+00:00,2021-10-28 00:59:59+00:00,105076.0,1.0,Natural,2021-07-02 23:04:15+00:00,WF,FI,39.83203,-120.3415,{33088F36-F802-4500-86A4-82DA6A62425F},001046,Plumas,CAGVCC,06063,US-CA,2021-CAPNF-001046,105077.0,10993
-109.485510491,33.3404152350001,2021-07-05 19:15:00+00:00,2021-07-05 19:15:59+00:00,6.3,0.1,Natural,2021-06-28 06:42:27+00:00,WF,FI,33.29134,-109.4595,{B6ECC9E0-29FA-4592-BB0A-C692C62455E7},000721,Greenlee,AZSDC,04011,US-AZ,2021-AZASF-000721,6.3999999999999995,10995
-119.664212953,39.1684352710001,2021-07-05 19:25:00+00:00,2021-07-05 23:34:00+00:00,37.0,0.1,Natural,2021-07-03 00:01:59+00:00,WF,FI,39.17029,-119.6633,{3D42D798-536A-4B1F-A1ED-789900523D62},030397,Carson City,NVSFC,32510,US-NV,2021-NVCCD-030397,37.1,10996
-118.597013132,41.71907558,2021-07-03 23:29:59+00:00,2021-07-04 19:02:59+00:00,20.71,0.1,Natural,2021-07-02 23:38:00+00:00,WF,FI,41.72524,-118.6322,{48DD5CFD-D894-4BC4-BF96-09FD5AE65B7D},020122,Humboldt,NVCNC,32013,US-NV,2021-NVWID-020122,20.810000000000002,11000
