X,Y,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,FireCause,FireDiscoveryDateTime,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,IrwinID,LocalIncidentIdentifier,POOCounty,POODispatchCenterID,POOFips,POOState,UniqueFireIdentifier,total_acres,fire_id
-115.748812463,40.617505716,2020-08-03 23:00:00+00:00,2020-09-02 15:00:00+00:00,5985.9,5.0,Natural,2020-07-19 23:00:00+00:00,WF,FI,40.602563,-115.719777,{91E0CBAB-A24E-4590-B6C6-2B4A46907E8A},010145,Elko,NVEIC,32007,US-NV,2020-NVECFX-010145,5990.9,1
-113.751211511,35.515265291,2020-10-17 21:59:59+00:00,2020-10-19 15:00:00+00:00,135.0,1.0,Human,2020-10-15 18:17:00+00:00,WF,FI,35.40572,-113.7708,{E57E65A4-51C4-44BB-B2C9-B2219E28BEBE},002177,Mohave,AZPDC,04015,US-AZ,2020-AZCRD-002177,136.0,6
-120.073602221,39.769988862,2020-06-24 19:02:00+00:00,2020-06-25 16:05:59+00:00,132.0,15.0,Natural,2020-06-24 00:17:59+00:00,WF,FI,39.78019,-120.1027,{60241FCA-D61E-4D42-8F5E-E316AAE988FB},030327,Lassen,NVSFC,06035,US-CA,2020-NVCCD-030327,147.0,11
-120.772613157,39.361785201,2021-01-20 03:29:00+00:00,2021-01-21 00:57:00+00:00,1.88,1.0,Human,2021-01-19 19:40:00+00:00,WF,FI,39.37291,-120.7704,{4F82FED8-D0CB-46C9-AE88-54097739EC7E},000111,Nevada,CAGVCC,06057,US-CA,2021-CATNF-000111,2.88,13
-122.974080853,41.8259162040001,2020-07-23 17:00:00+00:00,2020-07-26 15:00:00+00:00,13.0,0.1,Human,2020-07-22 19:09:59+00:00,WF,FI,41.825911,-122.974067,{22CB53CB-CA6E-4CD4-B085-5623B8E1B51C},005480,Siskiyou,CAYICC,06093,US-CA,2020-CAKNF-005480,13.1,16
-107.77421052,37.8068059660001,2020-10-27 14:00:00+00:00,2020-11-19 21:00:00+00:00,597.8,1.0,Unknown,2020-10-19 19:31:59+00:00,WF,FI,37.8068,-107.7742,{C57B0DDA-E455-48D4-80F5-D8B026C97487},001214,San Juan,CODRC,08111,US-CO,2020-COSJF-001214,598.8,20
-108.307915295,34.0240623970001,2020-08-08 19:50:59+00:00,2020-08-22 16:09:59+00:00,14.0,0.3,Natural,2020-08-06 19:08:43+00:00,WF,FI,34.04701,-108.3095,{9F4DFE56-1D07-4E6E-AA1C-1F1A6077B0AA},000530,Catron,NMSDC,35003,US-NM,2020-NMGNF-000530,14.3,21
-110.827210845,34.4023353150001,2020-08-15 20:28:00+00:00,2020-08-18 18:53:59+00:00,2.5,0.1,Natural,2020-08-13 19:24:19+00:00,WF,FI,34.44263,-110.8091,{46BC807F-A321-4BB6-A2C0-E23E5EC37A73},000781,Coconino,AZSDC,04005,US-AZ,2020-AZASF-000781,2.6,23
-112.964611195,33.5030250780001,2020-07-01 00:59:59+00:00,2020-07-03 00:59:59+00:00,90.0,80.0,Human,2020-06-28 23:15:00+00:00,WF,FI,33.49935,-112.9559,{BE009FEE-3240-4299-9C2D-09AD63D238D8},001079,Maricopa,AZPDC,04013,US-AZ,2020-AZA4S-001079,170.0,25
-114.011012286,41.6797459640001,2020-06-07 15:00:00+00:00,2020-06-07 17:00:00+00:00,33.0,0.1,Natural,2020-06-06 03:49:00+00:00,WF,FI,41.6717,-113.9535,{6E3FB006-4FC2-489D-A7DF-8BB53F12D252},000223,Box Elder,UTNUC,49003,US-UT,2020-UTSLD-000223,33.1,34
-120.761513279,40.2785252780001,2020-09-08 00:59:59+00:00,2020-10-09 18:59:59+00:00,29570.0,0.1,Natural,2020-08-17 19:20:00+00:00,WF,FI,40.27852,-120.7615,{FB31F965-B88D-4C84-8B88-3241F38187CC},001299,Plumas,CAPNFC,06063,US-CA,2020-CAPNF-001299,29570.1,37
-112.045911089,34.42344525,2020-09-16 02:29:59+00:00,2020-09-18 17:29:59+00:00,3.9,0.1,Human,2020-09-15 23:51:00+00:00,WF,FI,34.40211,-112.0709,{3BBA14A4-88AC-4A22-8372-0A1958382AD9},001970,Yavapai,AZPDC,04025,US-AZ,2020-AZPNF-001970,4.0,39
-119.670720163,38.716957515,2020-05-31 13:05:00+00:00,2020-06-02 00:10:00+00:00,21.0,5.0,Natural,2020-05-30 22:27:00+00:00,WF,FI,38.72575,-119.6654,{6646844C-32CC-4474-915C-373A96534E0F},030210,Alpine,NVSFC,06003,US-CA,2020-NVHTF-030210,26.0,47
-110.489410697,33.358105186,2020-06-05 18:03:00+00:00,2020-06-08 01:15:00+00:00,3.0,0.1,Human,2020-06-05 10:02:00+00:00,WF,FI,33.35889,-110.4895,{33F0F469-0E69-4DED-AD81-D919036D0667},001392,Gila,AZPHC,04007,US-AZ,2020-AZSCA-001392,3.1,57
-121.259080289,39.778455197,2020-08-20 02:00:00+00:00,2020-09-03 22:57:00+00:00,6.0,1.0,Natural,2020-08-17 22:15:38+00:00,WF,FI,39.77752,-121.249,{D13229A3-CE84-4BE3-9F9D-517BAC96FF64},001311,Plumas,CAPNFC,06063,US-CA,2020-CAPNF-001311,7.0,58
-105.743609678,33.1615753940001,2021-03-19 22:54:00+00:00,2021-03-24 14:53:00+00:00,32.7,10.0,Undetermined,2021-03-10 21:33:00+00:00,WF,FI,33.16628,-105.7391,{FD1F0BAC-91C4-46DF-994E-DFDF8F57A459},000038,Otero,NMADC,35035,US-NM,2021-NMMEA-000038,42.7,64
-110.385411504,41.3346962200001,2020-10-30 00:59:59+00:00,2020-10-30 22:30:00+00:00,28.0,10.0,Human,2020-10-29 21:36:00+00:00,WF,FI,41.33276,-110.3854,{E88DC803-D728-4277-ACD1-BF5073369767},200806,Uinta,WYCPC,56041,US-WY,2020-WYKRD-200806,38.0,66
-120.919913227,39.7161152190001,2020-08-17 17:00:00+00:00,2020-11-13 02:00:00+00:00,39.0,0.1,Human,2020-08-13 23:57:00+00:00,WF,FI,39.70786,-120.8884,{725CB3C8-884B-4891-B4B7-10E50A7D488B},001217,Sierra,CAPNFC,06091,US-CA,2020-CAPNF-001217,39.1,69
-113.050311208,33.451795066,2020-04-29 02:29:59+00:00,2020-04-29 19:24:00+00:00,4.0,0.1,Human,2020-04-28 16:28:00+00:00,WF,FI,33.43251,-113.041,{47652E43-4ECE-4771-82BC-FA3B11434EFD},000323,Maricopa,AZPDC,04013,US-AZ,2020-AZPHD-000323,4.1,78
-110.471910694,33.3643051880001,2020-05-15 17:36:59+00:00,2020-05-20 00:30:00+00:00,157.9,0.1,Human,2020-05-12 14:19:59+00:00,WF,FI,33.36138,-110.426,{AFB84DE3-4FF3-4221-9181-991DCCB9E100},000797,Gila,AZPHC,04007,US-AZ,2020-AZSCA-000797,158.0,82
-112.296911773,40.4290459690001,2020-10-25 00:30:00+00:00,2020-10-28 20:29:59+00:00,32.7,1.0,Human,2020-10-24 18:14:00+00:00,WF,FI,40.4414,-112.3743,{B5DA140B-C553-45B1-B93A-CFAD2127F197},001100,Tooele,UTNUC,49045,US-UT,2020-UTNWS-001100,33.7,92
-111.78131189,42.0091761830001,2020-08-01 03:49:59+00:00,2020-08-02 00:00:00+00:00,381.3,100.0,Human,2020-07-31 22:21:59+00:00,WF,FI,42.01575,-111.7479,{ADDDA9C1-D441-43A6-B769-12B2172CFD14},000110,Franklin,IDEIC,16041,US-ID,2020-ID1FN-000110,481.3,94
-116.419112592,40.662905666,2020-08-14 17:00:59+00:00,2020-08-15 01:25:00+00:00,54.86,15.0,Human,2020-08-13 23:22:00+00:00,WF,FI,40.662,-116.4147,{8D6A6A17-D0BC-4713-9739-BD96CC7694D2},010217,Eureka,NVEIC,32011,US-NV,2020-NVEURX-010217,69.86,97
-113.694211678,37.328105513,2020-10-01 18:59:59+00:00,2020-10-09 20:29:59+00:00,2263.0,1.0,Human,2020-09-27 23:13:59+00:00,WF,FI,37.39961,-113.6406,{6DF7C2F4-2246-4F81-BF7C-C5431EF0B6C0},000870,Washington,UTCDC,49053,US-UT,2020-UTSWS-000870,2264.0,100
-109.910980429,40.5324506630001,2020-08-07 21:30:00+00:00,2020-08-09 21:30:00+00:00,8.99,9.0,Human,2020-08-07 18:36:59+00:00,WF,FI,40.53297,-109.9111,{8297CD85-60FE-4E0C-83E2-A67D577BBB6F},100295,Uintah,UTUBC,49047,US-UT,2020-UTUOA-100295,17.990000000000002,110
-111.908511073,34.5561652750001,2020-08-16 18:00:00+00:00,2020-08-17 16:44:59+00:00,1.7,1.0,Unknown,2020-08-16 16:12:59+00:00,WF,FI,34.55165,-111.9048,{6E6D33F5-A396-456D-BC21-8A7400300074},001626,Yavapai,AZPDC,04025,US-AZ,2020-AZPNF-001626,2.7,125
-106.838210121,35.763345735,2020-06-20 16:54:59+00:00,2020-07-06 18:49:59+00:00,24.75,24.8,Natural,2020-06-15 18:35:00+00:00,WF,FI,35.76334,-106.8382,{29D7F7DD-2877-4CE2-9E9A-870BE7CCD269},000300,Sandoval,NMSFC,35043,US-NM,2020-NMSNF-000300,49.55,130
-112.683611106,33.0265150280001,2020-07-12 19:30:00+00:00,2020-07-12 19:30:00+00:00,27.0,5.0,Human,2020-07-06 21:46:59+00:00,WF,FI,33.04284,-112.6639,{715623A6-3F08-4EE0-A26C-851733B215BC},001222,Maricopa,AZPDC,04013,US-AZ,2020-AZA4S-001222,32.0,139
-121.777313608,41.4274952810001,2020-05-11 23:29:59+00:00,2020-05-12 21:59:59+00:00,10.5,0.1,Human,2020-05-11 20:12:00+00:00,WF,FI,41.42749,-121.7773,{FE860B69-5999-408E-A3AC-4D48908C0C5A},000545,Siskiyou,CARICC,06093,US-CA,2020-CASHF-000545,10.6,143
-112.581612143,42.602446178,2020-08-20 17:00:00+00:00,2020-08-23 18:00:00+00:00,103.2,40.0,Human,2020-08-20 01:14:00+00:00,WF,FI,42.62494,-112.5874,{1FCE6CAB-2F29-4889-9A96-0A67281B1748},000164,Power,IDEIC,16077,US-ID,2020-IDFHA-000164,143.2,145
-110.416610678,33.3002751820001,2020-07-07 02:15:00+00:00,2020-07-08 23:00:00+00:00,1.4,0.1,Human,2020-07-07 01:31:00+00:00,WF,FI,33.3042,-110.4256,{0AA616F6-847B-4039-BD82-BE636BB563C3},001914,Graham,AZPHC,04009,US-AZ,2020-AZSCA-001914,1.5,149
-109.957411304,40.526226159,2020-07-31 00:35:00+00:00,2020-07-31 21:49:59+00:00,4.04,2.0,Natural,2020-07-29 20:07:59+00:00,WF,FI,40.526278,-109.957611,{B9164EEC-ED64-4271-BBFD-9978CF701AA1},100270,Uintah,UTUBC,49047,US-UT,2020-UTUOA-100270,6.04,152
-108.418610879,39.762136179,2020-07-23 13:30:00+00:00,2020-09-10 14:00:00+00:00,3226.0,1.0,Natural,2020-07-13 18:00:00+00:00,WF,FI,39.80434,-108.3616,{82DB77F9-0F86-4887-B759-7AA8A6BA4B22},000166,Rio Blanco,COCRC,08103,US-CO,2020-COWRD-000166,3227.0,154
-112.52641163,38.925975781,2020-06-12 03:59:59+00:00,2020-06-14 18:00:00+00:00,271.0,3.0,Human,2020-06-11 22:21:59+00:00,WF,FI,39.87604,-111.8251,{91CE9DC7-5EA6-4B2B-BE54-AD21703616A1},200157,Millard,UTRFC,49027,US-UT,2020-UTRID-200157,274.0,156
-114.361112248,40.944555861,2020-07-22 00:00:00+00:00,2020-07-23 20:15:00+00:00,3142.33,20.0,Human,2020-07-17 22:25:59+00:00,WF,FI,40.94455,-114.36105,{1146CAB3-3DAF-484D-ADDC-3D891CC7237D},010139,Elko,NVEIC,32007,US-NV,2020-NVECFX-010139,3162.33,168
-113.165911318,34.572945207,2020-05-27 17:29:59+00:00,2020-05-27 17:29:59+00:00,98.0,1.0,Human,2020-05-21 21:59:59+00:00,WF,FI,34.55574,-113.1575,{DD442574-0A7A-4D14-98EB-D079D7DFF482},000524,Yavapai,AZPDC,04025,US-AZ,2020-AZA5S-000524,99.0,169
-114.913612494,41.909065911,2020-08-26 00:43:59+00:00,2020-09-02 15:00:00+00:00,927.0,1.0,Natural,2020-08-19 18:17:00+00:00,WF,FI,41.906833,-114.9125,{87C72E07-11C4-40A0-81AC-1781F3549FBE},010235,Elko,NVEIC,32007,US-NV,2020-NVEKD-010235,928.0,171
-111.080010757,32.5268050380001,2020-08-23 23:00:00+00:00,2020-08-25 00:59:59+00:00,480.0,1.0,Natural,2020-08-17 22:18:00+00:00,WF,FI,32.4999,-111.0868,{C8951F16-C6CC-4472-A3BD-BBBE2527244D},001757,Pinal,AZTDC,04021,US-AZ,2020-AZA3S-001757,481.0,181
-111.750711664,40.4359560120001,2020-11-22 22:43:00+00:00,2020-11-24 17:29:59+00:00,20.0,0.1,Human,2020-11-21 19:47:00+00:00,WF,FI,40.44167,-111.7526,{C3DBE2C8-CCFC-40DE-B8E5-FD4729CD67BE},001158,Utah,UTNUC,49049,US-UT,2020-UTUWF-001158,20.1,193
-110.222810717,34.335605339,2020-05-04 02:45:59+00:00,2020-05-05 21:52:00+00:00,1.5,0.1,Human,2020-05-03 23:06:59+00:00,WF,FI,34.3292,-110.2178,{7E5161E7-4F9A-45C1-B8D6-EEBE60C11F12},000132,Navajo,AZFDC,04017,US-AZ,2020-AZASF-000132,1.6,195
-110.638110727,33.3576051790001,2020-07-15 01:09:59+00:00,2020-07-15 17:06:00+00:00,8.0,8.0,Human,2020-07-13 21:46:00+00:00,WF,FI,33.35329,-110.6601,{00CC42F6-D6C8-4E0D-9284-2E8B83CABADE},002047,Gila,AZPHC,04007,US-AZ,2020-AZSCA-002047,16.0,200
-108.168210506,36.8182158050001,2020-05-25 03:10:00+00:00,2020-05-29 20:19:59+00:00,2.0,2.0,Human,2020-05-24 22:28:59+00:00,WF,FI,36.81821,-108.1682,{48A0B7C1-40F4-4807-BDFC-990BE9A8AEAC},000151,San Juan,NMTDC,35045,US-NM,2020-NMFAD-000151,4.0,201
-119.904328609,39.605739865,2020-06-24 18:48:00+00:00,2020-06-25 00:56:00+00:00,22.0,0.1,Natural,2020-06-24 00:55:00+00:00,WF,FI,39.63751,-119.9478,{C25DD919-3272-4D61-A995-E20825F3A809},030330,Washoe,NVSFC,32031,US-NV,2020-NVHTF-030330,22.1,207
-120.507286798,42.5531436220001,2020-08-23 23:15:00+00:00,2020-08-23 23:19:59+00:00,3.7,1.0,Human,2020-08-17 06:53:59+00:00,WF,FI,42.55349,-120.5062,{F5004C2D-25F6-426A-A90D-AB05C472DB7D},200349,Lake,ORLFC,41037,US-OR,2020-OR982S-200349,4.7,210
-110.45201069,33.362355189,2020-10-08 23:15:00+00:00,2020-10-20 16:09:59+00:00,2.0,0.1,Human,2020-10-08 16:46:00+00:00,WF,FI,33.36241,-110.452,{A21088F4-13CD-498D-90CB-8CB351184C64},002952,Gila,AZPHC,04007,US-AZ,2020-AZSCA-002952,2.1,211
-121.33311287,36.1035548740001,2020-11-15 23:00:00+00:00,2020-12-31 22:15:00+00:00,574.0,1.0,Unknown,2020-10-18 19:24:00+00:00,WF,FI,36.07114,-121.4505,{DB0B9472-74B9-4D89-8E78-A792C26FE4F2},003161,Monterey,CALPCC,06053,US-CA,2020-CALPF-003161,575.0,217
-112.261911382,37.1525555870001,2020-07-24 01:30:00+00:00,2020-07-25 00:59:59+00:00,50.0,0.1,Natural,2020-07-23 04:11:00+00:00,WF,FI,37.2325,-112.2101,{9A1AC6E1-B6E8-4668-A7B6-F3DF6088555A},000502,Kane,UTCDC,49025,US-UT,2020-UTCCD-000502,50.1,218
-113.22051124,33.4486750570001,2020-07-14 23:29:59+00:00,2020-07-14 23:29:59+00:00,2800.0,10.0,Human,2020-07-11 21:35:00+00:00,WF,FI,33.44867,-113.2205,{2F84C634-28EA-4E7A-B521-FAAEFB6D8EE9},001300,Maricopa,AZPDC,04013,US-AZ,2020-AZA4S-001300,2810.0,223
-109.383111064,39.581546087,2020-06-07 03:01:59+00:00,2020-06-08 13:44:59+00:00,93.0,3.0,Natural,2020-06-05 13:56:00+00:00,WF,FI,39.580196,-109.38893,{A84D8C6D-B1B0-4866-B433-1AC62057541F},100116,Uintah,UTUBC,49047,US-UT,2020-UTVLD-100116,96.0,227
-112.291811056,33.3802050960001,2020-05-08 18:20:59+00:00,2020-05-20 18:00:00+00:00,30.0,0.1,Human,2020-05-04 02:35:59+00:00,WF,FI,33.37894,-112.2947,{369C2043-0C38-4692-91C6-67897C8FA2DA},000597,Maricopa,AZPHC,04013,US-AZ,2020-AZPMA-000597,30.1,229
-111.51491093,33.731695185,2020-05-24 05:26:00+00:00,2020-05-29 16:28:00+00:00,2.4,0.1,Human,2020-05-24 01:44:59+00:00,WF,FI,33.73027,-111.5164,{CA457EC4-76E7-4133-ABE1-450A62E2F0F3},001097,Maricopa,AZPHC,04013,US-AZ,2020-AZTNF-001097,2.5,233
-122.543813712,41.3416352080001,2020-08-01 22:44:59+00:00,2020-08-03 18:14:59+00:00,1.5,0.1,Natural,2020-08-01 03:41:08+00:00,WF,FI,41.34374,-122.558,{A73ADD78-4E33-469D-A877-A480C5C6C467},001144,Trinity,CARICC,06105,US-CA,2020-CASHF-001144,1.6,252
-120.600124948,42.596478426,2020-09-03 23:38:00+00:00,2020-09-05 18:11:00+00:00,1.1,0.1,Unknown,2020-09-03 14:12:00+00:00,WF,FI,42.59227,-120.6015,{654E4FD5-73CF-4336-A859-BB97915F9279},200395,Lake,ORLFC,41037,US-OR,2020-ORFWF-200395,1.2000000000000002,267
-111.514411052,35.2340753880001,2020-09-07 23:10:00+00:00,2020-09-09 18:49:59+00:00,1.2,1.2,Human,2020-09-07 15:11:59+00:00,WF,FI,35.23344,-111.5252,{FDBAD7A0-840D-4047-9330-35FFCA7F6BC2},001979,Coconino,AZFDC,04005,US-AZ,2020-AZA1S-001979,2.4,269
-113.757012241,41.706785988,2020-08-21 01:20:00+00:00,2020-08-21 21:52:00+00:00,11.5,1.0,Natural,2020-08-20 02:03:00+00:00,WF,FI,41.69074,-113.7408,{07A8DF87-E8C4-47B2-8CD8-450ED705704E},000772,Box Elder,UTNUC,49003,US-UT,2020-UTSLD-000772,12.5,275
-108.165610645,38.1897759920001,2020-07-30 15:59:59+00:00,2020-07-31 18:58:00+00:00,1.35,0.1,Unknown,2020-07-29 22:19:15+00:00,WF,FI,38.19101,-108.1698,{0913DC4A-BF84-400F-B39A-5207C2132038},000184,Montrose,COMTC,08085,US-CO,2020-COGMF-000184,1.4500000000000002,281
-110.439810709,33.6534052310001,2020-07-29 02:19:59+00:00,2020-07-29 21:27:59+00:00,9.0,0.3,Human,2020-07-28 18:14:59+00:00,WF,FI,33.651,-110.4437,{563D8AC3-1601-42A9-ABDE-A06EE9475F2F},002287,Gila,AZPHC,04007,US-AZ,2020-AZSCA-002287,9.3,292
-111.168910974,35.1241753940001,2020-04-15 19:44:59+00:00,2020-04-16 17:35:59+00:00,5.0,1.5,Human,2020-04-15 16:44:00+00:00,WF,FI,35.12291,-111.1737,{470188B8-83C9-4E26-BF1C-B78F19E4901B},000246,Coconino,AZFDC,04005,US-AZ,2020-AZA1S-000246,6.5,293
-111.911411125,35.168905356,2020-04-30 03:00:00+00:00,2020-05-01 03:00:00+00:00,5.0,5.0,Human,2020-04-29 01:05:00+00:00,WF,FI,35.1689,-111.9114,{9100316C-5DC8-445C-8785-F103458FBB6E},000332,Coconino,AZWDC,04005,US-AZ,2020-AZA1S-000332,10.0,294
-120.241613167,40.072425303,2020-07-24 00:59:59+00:00,2020-07-24 00:59:59+00:00,25.0,0.1,Natural,2020-07-21 23:13:15+00:00,WF,FI,40.06358,-120.2363,{4841CD0B-D1AE-4489-9C20-B49126D14716},000895,Plumas,CAPNFC,06063,US-CA,2020-CAPNF-000895,25.1,296
-106.789210113,35.797195743,2020-06-22 00:04:59+00:00,2020-06-22 22:05:00+00:00,1.4,1.4,Unknown,2020-06-21 19:18:00+00:00,WF,FI,35.86358,-106.7254,{B11B5FF7-9082-4B11-A006-3C211EB0450B},000323,Sandoval,NMSFC,35043,US-NM,2020-NMSNF-000323,2.8,303
-106.669510492,39.7509763030001,2020-09-27 00:59:59+00:00,2020-09-29 00:00:00+00:00,121.0,1.0,Human,2020-09-25 18:23:00+00:00,WF,FI,39.74294,-106.6779,{8F14C00A-8B2A-421C-AB47-34E3B2B1334C},000474,Eagle,COGJC,08037,US-CO,2020-COEAX-000474,122.0,310
-122.651613446,39.361905053,2020-07-11 00:45:00+00:00,2020-07-13 21:43:00+00:00,15.0,1.0,Human,2020-07-07 20:50:00+00:00,WF,FI,39.36175,-122.6517,{CBD25C04-DEC0-49AA-9287-C7C293F265D6},000539,Colusa,CAMNFC,06011,US-CA,2020-CAMNF-000539,16.0,322
-110.449510686,33.3135851820001,2020-05-23 19:41:00+00:00,2020-05-23 19:41:00+00:00,3.8,1.5,Human,2020-05-21 22:02:59+00:00,WF,FI,33.31294,-110.4439,{8208860F-779B-4813-B03D-62D6EF7FE6BB},001013,Gila,AZPHC,04007,US-AZ,2020-AZSCA-001013,5.3,323
-113.780649849,34.9681735080001,2020-08-27 00:00:00+00:00,2020-08-27 23:00:00+00:00,16.0,1.0,Natural,2020-08-26 00:11:59+00:00,WF,FI,35.004,-113.8828,{0BE49624-7769-42E1-A1F2-BFCA79420F0E},001757,Mohave,AZPDC,04015,US-AZ,2020-AZCRD-001757,17.0,326
-113.186211558,37.1135555210001,2020-06-09 15:59:59+00:00,2020-06-13 17:00:00+00:00,49.0,5.0,Human,2020-06-09 01:44:00+00:00,WF,FI,37.07781,-113.1351,{3495325F-D42A-475D-A476-F5E7A33F8689},000224,Washington,UTCDC,49053,US-UT,2020-UTSWS-000224,54.0,331
-109.637310551,33.740775286,2020-06-23 21:56:59+00:00,2020-07-06 18:59:59+00:00,2.0,0.1,Natural,2020-06-18 20:26:00+00:00,WF,FI,33.74077,-109.6373,{785FE7ED-8A2E-4A94-BA90-DA42CACC46C7},000452,Apache,AZFDC,04001,US-AZ,2020-AZFTA-000452,2.1,345
-106.056709959,35.8885557990001,2020-07-16 21:00:00+00:00,2020-07-19 23:50:00+00:00,1.25,1.3,Unknown,2020-07-16 18:40:59+00:00,WF,FI,35.88771,-106.0236,{6F34AE69-5379-4E6F-A122-2728DB795395},000421,Santa Fe,NMSFC,35049,US-NM,2020-NMNPA-000421,2.55,352
-112.125604222,34.3121739480001,2020-07-01 00:59:59+00:00,2020-07-06 00:00:00+00:00,350.0,0.1,Human,2020-06-29 23:26:00+00:00,WF,FI,34.3046,-112.1266,{249CE018-480B-41CE-89B2-DF7F40322CCA},001111,Yavapai,AZPDC,04025,US-AZ,2020-AZPHD-001111,350.1,355
-120.461403277,40.6024743290001,2020-08-19 02:25:00+00:00,2020-08-19 02:42:00+00:00,471.0,0.1,Natural,2020-08-17 19:41:59+00:00,WF,FI,40.602469,-120.46139,{9281756E-072A-4BBB-809B-8F49DBB063B2},004682,Lassen,CASIFC,06035,US-CA,2020-CANOD-004682,471.1,361
-110.716910648,31.9691949750001,2020-05-07 23:00:00+00:00,2020-05-09 19:30:00+00:00,69.2,0.1,Human,2020-05-05 19:59:00+00:00,WF,FI,31.96125,-110.7404,{13FFF85C-720E-43CE-8FCB-55D52D8967EB},000379,Pima,AZTDC,04019,US-AZ,2020-AZA3S-000379,69.3,368
-111.539910981,34.3230752650001,2020-08-20 21:00:00+00:00,2020-09-06 15:00:00+00:00,3.0,0.1,Natural,2020-08-19 20:50:27+00:00,WF,FI,34.16988,-111.34,{3660A18F-BAEC-4295-A525-97495598DC34},002548,Gila,AZPHC,04007,US-AZ,2020-AZTNF-002548,3.1,421
-111.456010915,33.6832451820001,2020-05-03 00:59:59+00:00,2020-05-09 19:24:00+00:00,6.2,0.3,Human,2020-05-02 21:14:59+00:00,WF,FI,33.68004,-111.5023,{ABF56EFD-5F5F-4BB3-A6CD-92F08B5BA2D8},000554,Maricopa,AZPHC,04013,US-AZ,2020-AZTNF-000554,6.5,425
-112.655611099,33.002555026,2020-07-01 00:59:59+00:00,2020-07-02 00:59:59+00:00,1.7,1.0,Human,2020-06-29 23:03:00+00:00,WF,FI,32.98931,-112.6627,{E89C7C78-2C9C-4993-910F-77F4A189B912},001100,Maricopa,AZPDC,04013,US-AZ,2020-AZA4S-001100,2.7,427
-113.939211673,36.828375437,2020-05-08 19:20:00+00:00,2020-05-09 21:30:00+00:00,109.0,20.0,Human,2020-05-06 23:09:00+00:00,WF,FI,36.81216,-113.9314,{017DDAEF-354B-4683-A95C-91A65F318D6D},000089,Mohave,UTCDC,04015,US-AZ,2020-AZASD-000089,129.0,437
-119.637836049,39.92971234,2020-08-21 19:43:00+00:00,2020-08-23 02:00:00+00:00,764.0,0.1,Natural,2020-08-18 23:00:00+00:00,WF,FI,39.94019,-119.6347,{3592BF02-DCE3-403D-ACF6-B2DB1A7B7409},030631,Washoe,NVSFC,32031,US-NV,2020-NVCCD-030631,764.1,439
-110.44791069,33.3740351910001,2020-09-04 08:00:00+00:00,2020-09-05 21:59:59+00:00,3.0,1.0,Human,2020-09-04 04:34:00+00:00,WF,FI,33.35719,-110.4472,{BF23C3FF-0866-4863-A5DF-29D44D5C7CFD},002700,Gila,AZPHC,04007,US-AZ,2020-AZSCA-002700,4.0,447
-111.026010811,33.43834517,2020-06-09 18:17:59+00:00,2020-06-11 19:02:00+00:00,21.2,1.0,Natural,2020-06-06 02:21:00+00:00,WF,FI,33.43834,-111.026,{2BD41287-1C44-4910-B224-2B77426A0C25},001405,Pinal,AZPHC,04021,US-AZ,2020-AZTNF-001405,22.2,455
-117.468636008,34.2536469400001,2020-08-01 13:46:00+00:00,2020-08-07 00:10:00+00:00,185.0,0.1,Human,2020-07-29 22:21:00+00:00,WF,FI,34.26027,-117.4675,{230AFFAE-11AA-4B20-898B-E826A1A379EF},011349,San Bernardino,CASBCC,06071,US-CA,2020-CABDF-011349,185.1,456
-120.259612923,38.1395151340001,2020-11-06 23:23:00+00:00,2020-11-16 18:27:59+00:00,2.0,1.0,Human,2020-11-05 14:55:59+00:00,WF,FI,38.13893,-120.2283,{4E352382-394A-4078-B9A7-F9C6A36A1CEE},002717,Tuolumne,CASTCC,06109,US-CA,2020-CASTF-002717,3.0,462
-113.319712289,42.5898661140001,2020-11-03 20:29:59+00:00,2020-11-04 21:59:59+00:00,423.0,80.0,Human,2020-11-03 00:20:59+00:00,WF,FI,42.59166,-113.3011,{689C482E-6DAA-489A-9D86-C6971A8E7CA8},000403,Cassia,IDSCC,16031,US-ID,2020-IDTFD-000403,503.0,465
-105.672087191,40.9145076940001,2020-07-25 20:03:00+00:00,2020-07-28 19:17:00+00:00,17.0,5.0,Unknown,2020-07-23 18:48:00+00:00,WF,FI,40.91769,-105.6755,{66BF25E4-199D-4998-8A8F-A010FA081671},000485,Larimer,COFTC,08069,US-CO,2020-COARF-000485,22.0,467
-111.012410791,33.2065551380001,2020-08-27 00:59:59+00:00,2020-08-27 00:59:59+00:00,349.0,200.0,Natural,2020-08-19 02:48:00+00:00,WF,FI,33.15347,-110.9025,{09BCC19B-3A4C-4CE2-B313-6C863A5A056B},001790,Pinal,AZTDC,04021,US-AZ,2020-AZA3S-001790,549.0,471
-111.023410745,32.5147650390001,2020-08-30 22:09:59+00:00,2020-08-30 22:09:59+00:00,137.0,1.0,Natural,2020-08-27 22:09:00+00:00,WF,FI,32.51639,-111.0003,{CFA1F3B5-5DE0-4FAC-9B95-8EF9A07274F0},001906,Pinal,AZTDC,04021,US-AZ,2020-AZA3S-001906,138.0,483
