UniqueFireIdentifier,id,sum_rain,sum_snow
2020-AZPHD-000853,6547,210.93,0.0
2020-COGRX-000367,6548,168.73000000000002,5.28
2020-CASHF-001069,6552,395.49999999999994,5.9399999999999995
2020-CASHF-001116,6559,384.96000000000004,4.62
2020-UTCCD-000989,6563,26.36,0.66
2020-AZCOF-001449,6572,174.03000000000003,1.32
2020-COUMA-000771,6577,94.92,0.0
2020-ORFWF-200345,6580,100.19,1.98
2020-CABDF-011178,6588,184.57,0.0
2020-UTCCD-000551,6598,84.37,1.32
2020-CASRF-000198,6606,442.96999999999997,4.62
2020-CABNP-000479,6610,221.48000000000002,2.64
2020-UTASF-100431,6628,68.56,0.66
2020-NMSNF-000405,6630,84.38,2.64
2020-WYRSD-200247,6632,47.459999999999994,2.64
2021-AZSCA-000208,6635,68.53999999999999,0.68
2020-AZSCA-001265,6638,290.03999999999996,0.0
2021-AZA2S-000159,6645,42.18,0.26
2020-AZA1S-002041,6657,89.63999999999999,0.0
2020-CASHF-001029,6659,384.96000000000004,4.62
2020-AZGID-000780,6660,79.1,0.0
2020-UTSWS-000195,6667,126.56,0.0
2020-AZASD-000820,6668,79.1,0.0
2021-CABDF-000924,6669,89.65,0.02
2020-AZSCA-003225,6694,31.63,0.0
2020-AZTCA-000787,6695,94.91,0.0
2020-UTCCD-000599,6704,68.56,1.32
2020-UTSCS-200425,6707,131.82999999999998,5.28
2020-COGRD-000307,6709,89.64,1.32
2021-AZA3S-000164,6714,58.010000000000005,0.19
2020-AZA4S-001213,6715,105.46,0.0
2020-AZSCA-001490,6716,184.57,0.0
2020-AZA3S-001734,6722,110.74000000000001,0.0
2020-UTMOD-000088,6723,79.1,1.32
2020-CASHF-000193,6732,411.34000000000003,5.9399999999999995
2020-AZSCA-002467,6735,137.1,0.0
2020-NVELD-040078,6739,68.56,1.32
2020-COGRD-000099,6740,479.87999999999994,0.0
2020-NMNPA-000213,6745,126.55,2.64
2020-NVHTF-030350,6748,158.21,5.28
2020-AZA3S-001305,6750,142.38,0.0
2020-UTSLD-000690,6751,105.46,0.0
2020-NMGNF-000550,6757,142.37,1.32
2020-AZSCA-002862,6761,84.36999999999999,0.0
2020-AZA3S-000312,6762,237.31,0.0
2020-AZA3S-000586,6771,195.10999999999999,0.0
2020-UTMLF-000290,6772,52.739999999999995,0.66
2021-AZA4S-000207,6779,100.18,1.4300000000000002
2020-AZA3S-001117,6782,116.00999999999999,0.0
2020-AZA3S-000832,6789,116.00999999999999,0.0
2020-CALPF-001245,6799,316.41,0.0
2020-UTNES-100033,6809,58.0,5.28
2020-NVHTF-020248,6823,36.91,0.0
2020-NVEURX-010056,6830,158.2,1.98
2020-NVCCD-030422,6832,31.64,0.66
2020-NMSPA-000031,6836,121.28999999999999,0.0
2020-COGRD-000108,6843,100.17999999999998,1.32
2020-NVECFX-010100,6853,216.21,3.3000000000000003
2020-AZTNF-002099,6861,158.20000000000002,0.0
2020-CASHF-001376,6872,232.02,2.64
2020-UTRID-200515,6878,79.11,1.98
2020-ID2BN-000186,6879,326.96,2.64
2020-COSJF-000435,6893,142.38000000000002,5.28
2020-AZSAP-000755,6895,105.47000000000001,0.0
2020-AZSCA-001403,6899,184.57,0.0
2020-AZPHD-000897,6912,189.84,0.0
2020-AZCRD-001357,6919,79.11,0.0
2021-NMSPA-000046,6933,84.36999999999999,2.62
2020-NMSNF-000705,6938,94.92,1.32
2020-UTCCD-000500,6944,94.91999999999999,0.0
2021-NMGNF-000079,6946,79.1,3.36
2020-IDEIS-000249,6949,126.56,0.0
2020-UTDPYQ-000941,6953,31.64,0.0
2020-AZA3S-002485,6957,36.91,0.0
2020-AZFTA-000817,6963,137.1,0.0
2020-AZFTA-000962,6964,110.72999999999999,0.66
2020-UTSWS-000317,6968,126.56,0.0
2020-NMN2S-000089,6970,79.08999999999999,3.3000000000000003
2020-UTSWS-000334,6978,94.91,4.62
2020-CATNF-001433,6987,268.94,5.93
2020-NVWID-020215,6996,47.459999999999994,1.32
2020-WYRAD-200554,6998,63.27999999999999,3.3
2020-NVECFX-010325,7020,110.74,0.0
2020-AZPMA-001318,7023,200.38,0.0
2020-AZA3S-000307,7035,195.12,0.0
2020-UTMOD-000062,7039,100.19,2.64
2020-UTMLF-000310,7050,89.64999999999999,0.66
2020-AZSCA-002593,7061,137.1,0.0
2020-AZA3S-000505,7070,158.20000000000002,0.0
2020-AZA3S-000747,7071,94.92000000000002,0.0
2020-CASQF-002543,7076,174.01,3.96
2020-AZCOF-000877,7087,137.11,2.64
2020-COGMF-000119,7090,137.10999999999999,2.64
2020-NMSNF-000510,7102,79.1,1.32
2020-AZPHD-002081,7109,126.56,0.0
2020-NVELD-040123,7115,36.91,1.32
2020-UTRID-200217,7118,58.010000000000005,0.66
2020-UTSCS-200185,7120,79.1,2.64
2020-CAENF-029979,7130,121.28999999999999,0.66
2020-NMCIF-000336,7134,79.11,0.66
2020-NVEKD-010047,7137,52.730000000000004,1.32
2020-AZTNF-003163,7138,10.54,0.0
2020-COSJF-001175,7140,100.19,1.32
2020-AZPHD-001371,7146,168.75,0.0
2020-NMN3S-000729,7151,131.83,0.0
2020-AZSCA-002813,7157,84.36999999999999,0.0
2020-NMN5S-000289,7167,121.29,0.66
2020-AZGLP-000327,7171,58.0,0.66
2020-ORFWF-200330,7175,226.74999999999997,1.32
2020-CALPF-002428,7180,89.65,0.0
2020-AZCNF-000009,7186,247.85000000000002,0.0
2020-CAENF-024814,7200,200.39,6.59
2020-ORMED-000243,7201,474.59999999999997,11.870000000000001
2020-CABDF-012365,7202,195.12,0.0
2020-ORBUD-002161,7207,58.010000000000005,0.66
2020-AZCNF-000413,7212,110.74,0.0
2020-CATMU-018994,7217,184.58,5.28
2020-CALNF-003350,7218,500.99,9.899999999999999
2020-AZTNF-002543,7223,163.48000000000002,0.0
2020-NMLNF-000207,7225,94.91,0.66
2021-AZCRA-000136,7228,15.82,0.0
2020-AZSCA-000937,7235,290.03999999999996,0.0
2020-AZPHD-000581,7249,126.55999999999999,0.0
2020-NVELD-040141,7250,36.91,1.32
2020-NMSCD-000355,7253,105.46999999999998,0.0
2020-AZFTA-000827,7256,147.65,0.66
2020-UTSCS-200473,7257,63.28,0.66
2020-UTVLD-100219,7259,63.28,2.64
2020-NVCCD-030333,7260,100.19,1.32
2020-AZKNF-000347,7271,263.66999999999996,0.66
2020-AZA3S-000635,7281,195.10999999999999,0.0
2020-CACDD-013077,7290,110.74,0.0
2020-AZASD-000652,7306,100.18999999999998,0.0
2020-COPSF-001787,7311,152.93,1.32
2020-NMGNF-000043,7340,274.22,1.98
2020-AZA3S-000865,7342,121.28,0.0
2020-AZSCA-002527,7343,121.28999999999999,0.0
2020-NMGNF-000226,7353,110.74,0.66
2020-UTRID-200304,7357,63.28,2.64
2020-COMVP-000532,7366,110.74,0.66
2020-COMFX-000044,7375,147.64000000000001,2.64
2020-COWRD-000186,7380,84.37999999999998,1.98
2021-AZSCA-000273,7384,68.53999999999999,0.68
2021-NMLNF-000018,7387,63.26999999999998,1.33
2020-NVCCD-030546,7389,79.1,1.32
2020-NMLNF-000232,7390,94.91,0.66
2020-AZASD-000739,7404,100.18999999999998,0.0
2020-AZA5S-000893,7410,126.56,0.0
2020-CANOD-004515,7414,131.83,1.98
2020-UTDIF-000580,7416,89.64,1.98
2020-COMFX-000074,7430,158.21,3.3000000000000003
2020-AZCRD-000678,7441,216.21,0.0
2020-COMVP-000757,7451,142.36999999999998,5.94
2020-UTRID-200417,7453,79.11,2.64
2020-AZGID-000779,7465,79.1,0.0
2020-AZSCA-002958,7473,31.63,0.0
2020-UTSWS-000898,7474,47.45,0.66
2020-CABDF-016025,7478,79.1,0.0
2020-UTSES-000210,7481,105.45999999999998,1.32
2020-CAPNF-001529,7483,216.21000000000004,3.96
2020-IDTFD-000178,7485,195.11,1.98
2020-AZA3S-000889,7488,110.74,0.0
2020-NMCIF-000223,7495,73.82000000000001,0.0
2020-AZTNF-001767,7498,221.48,0.0
2020-AZA4S-002486,7500,31.64,0.0
2020-NMSNF-000423,7504,100.19,1.98
2020-UTCCD-000959,7505,10.54,0.66
2020-AZPMA-000956,7517,189.85,0.0
2021-NMSPA-000071,7518,84.36999999999999,2.62
2020-NVEKD-010054,7524,126.57,1.32
2020-CACDD-013335,7526,73.83,0.0
2020-AZPNF-001662,7533,174.03000000000003,0.0
2020-AZASF-000819,7541,142.39000000000001,0.0
2020-UTDIF-000975,7542,10.54,0.66
2020-NVLANX-020242,7544,63.269999999999996,1.32
2020-AZPMA-000980,7556,189.85,0.0
2020-AZA4S-000723,7558,168.75,0.0
2020-UTRID-200268,7561,94.93,2.64
2020-UTMOD-000294,7572,79.11,4.62
2020-CATMU-020092,7583,184.58,5.28
2020-IDIFD-000088,7586,242.58,3.3000000000000003
2020-AZCRD-000049,7589,84.38,0.0
2020-AZCOF-000854,7590,263.66999999999996,0.66
2020-UTSCS-200132,7591,121.30000000000001,3.3000000000000003
2020-CALPF-001105,7598,290.03999999999996,0.0
2020-CABDF-002302,7604,110.74000000000001,0.0
2021-CAMNP-004963,7619,10.55,0.34
2021-NVSVFX-030093,7621,73.83,0.9000000000000001
2021-NMSPA-000078,7629,57.999999999999986,1.9
2021-NMSPA-000079,7631,57.999999999999986,1.9
2021-NMSPA-000081,7638,84.36999999999999,2.62
2021-AZPMA-000397,7639,42.17999999999999,0.0
2021-AZFTA-000057,7647,100.17999999999998,2.48
2021-NMN6S-000088,7653,84.38,1.39
2021-CAKNF-002220,7662,564.26,5.83
2021-UTSLD-000052,7666,100.21,3.09
2021-UTNES-100034,7669,63.269999999999996,2.33
2021-NVSND-500311,7672,21.09,0.32
2021-AZPHD-000198,7673,79.1,0.32
2021-OR981S-210108,7677,427.15,8.32
2021-OR981S-210112,7679,247.85000000000002,7.87
2021-UTUOA-100036,7683,63.269999999999996,2.33
2021-AZCRD-000201,7689,5.27,0.21
2021-CACDD-005802,7706,15.82,0.02
2021-ORFWF-210115,7707,427.15,8.32
2021-NMGNF-000103,7708,79.1,3.36
2021-AZCRD-000210,7710,21.09,0.0
2021-CAMNP-005829,7711,10.55,0.17
2021-AZCRD-000216,7719,21.44,0.0
2021-COAUX-000048,7725,203.45999999999998,8.13
2021-COARF-000080,7730,243.95,10.73
2021-AZCRD-000220,7737,26.599999999999998,0.0
2021-NMN6S-000099,7747,50.29999999999999,1.9
2021-NMN6S-000097,7749,43.459999999999994,1.91
2021-NMN6S-000098,7750,43.459999999999994,1.91
2021-NVECFX-010013,7751,173.29,2.6
2021-UTSLD-000070,7752,166.94,4.07
2021-UTSWS-000100,7759,64.08,7.57
2021-UTNES-100047,7768,62.79,4.84
2021-UTSLD-000076,7769,73.13999999999999,1.5
2021-CALPF-000734,7784,102.06,0.0
2021-NMSPA-000106,7796,50.29999999999999,1.9
2021-UTSWS-000103,7800,64.08,7.57
2021-NMN6S-000107,7803,43.01,2.6399999999999997
2021-NMN6S-000110,7818,68.46000000000001,2.98
2021-NVECFX-010016,7825,188.82999999999998,4.38
2021-AZA4S-000334,7829,22.45,0.0
2021-CAINF-000521,7830,124.64,1.56
2021-AZA3S-000336,7834,53.47999999999999,0.19
2021-AZSCA-000501,7836,69.71000000000001,0.56
2021-COMFX-000027,7843,128.69,4.3100000000000005
2021-NMZUA-000119,7848,60.55999999999999,2.9099999999999997
2021-NMSPA-000122,7851,49.459999999999994,2.48
2021-AZTNF-000520,7861,81.92999999999999,0.32
2021-NMN1S-000078,7865,110.56,4.89
2021-ID2BN-000012,7866,144.73,7.660000000000001
2021-WYUIX-210066,7870,105.74000000000001,12.299999999999999
2021-NMN1S-000079,7871,110.56,4.89
2021-AZGID-000198,7872,44.68999999999999,0.0
2021-CATNF-000549,7875,421.32,5.49
2021-AZSCA-000525,7879,69.71000000000001,0.56
2021-COSTX-210029,7883,214.92000000000002,15.020000000000001
2021-CORBX-000030,7886,263.96,13.569999999999999
2021-NVSND-500366,7891,5.77,0.0
2021-UTBRS-000102,7894,134.84,3.88
2021-NVEKD-010018,7898,54.949999999999996,1.69
2021-NMSPA-000130,7902,50.29999999999999,1.9
2021-NMN5S-000097,7904,66.67999999999999,1.9
2021-NMSPA-000129,7911,50.29999999999999,1.9
2021-CAPNF-000421,7923,320.34,5.56
2021-CASRF-000202,7925,789.94,2.1199999999999997
2021-NMGNF-000149,7932,71.89999999999999,1.98
2021-NMGNF-000150,7934,71.89999999999999,1.98
2021-ID1FN-000016,7941,183.04999999999998,5.49
2021-UTSES-000065,7942,83.14999999999999,2.32
2021-NMN1S-000088,7945,95.27,2.72
2021-AZA4S-000385,7948,45.419999999999995,0.04
2021-AZASF-000108,7952,97.08999999999999,1.24
2021-CALBOR-000694,7957,159.71,0.02
2021-NMN6S-000139,7958,78.44,1.39
2021-UTSWS-000114,7973,56.81,5.1000000000000005
2021-CASHF-000460,7974,466.02,8.14
2021-CAMDF-000255,7975,169.94,5.66
2021-UTSWS-000117,7985,62.46000000000001,2.09
2021-CACDD-006676,7987,16.55,0.04
2021-CABDF-006749,7994,118.00000000000001,0.06
2021-CASRF-000212,7995,732.8000000000001,2.23
2021-AZSCA-000580,7996,92.03,0.77
2021-CAINF-000607,7997,124.64,1.56
2021-OR982S-210132,8002,264.63,8.1
2021-CACDD-006804,8004,15.97,0.0
2021-UTSWS-000119,8013,64.08,7.57
2021-AZFTA-000129,8017,106.27000000000001,2.11
2021-NMSNF-000055,8019,78.64,4.65
2021-AZA4S-000411,8021,44.65,0.0
2021-NVBMD-020053,8025,16.89,0.8300000000000001
2021-AZCRA-000319,8026,8.59,0.15
2021-AZFTA-000137,8038,92.06,1.9600000000000002
2021-AZFTA-000139,8044,108.35,2.0500000000000003
2021-AZFTA-000142,8049,103.32,2.66
2021-NMLCD-000110,8053,52.83,1.41
2021-AZA5S-000437,8058,59.78999999999999,0.09
2021-AZCOF-000239,8084,165.92999999999998,2.7900000000000005
2021-NMN6S-000157,8086,43.459999999999994,1.91
2021-AZKNF-000207,8087,165.92999999999998,2.7900000000000005
2021-AZCRD-000362,8094,34.12,0.6599999999999999
2021-NMLNF-000130,8105,66.67999999999999,1.9
2021-WYCAX-210079,8106,191.75,7.88
2021-AZCRD-000365,8107,21.169999999999998,0.0
2021-AZASF-000158,8108,102.9,3.56
2021-NMSPA-000159,8111,47.400000000000006,2.61
2021-NMCAF-000101,8115,121.85,5.02
2021-AZSRA-000669,8116,44.65,0.0
2021-AZPMA-000677,8124,44.239999999999995,0.0
2021-WYCAX-210085,8136,130.65,5.83
2021-NVSND-500438,8140,10.96,0.64
2021-NVECFX-010045,8142,145.42999999999998,4.93
2021-OR981S-210143,8150,264.63,8.1
2021-AZSCA-000687,8151,106.27000000000001,2.11
2021-NMN2S-000111,8153,167.20999999999998,4.25
2021-AZSCA-000689,8154,53.47999999999999,0.19
2021-COPSF-000427,8164,265.69000000000005,9.879999999999999
2021-CACDD-007393,8166,54.399999999999984,1.28
2021-NMGNF-000212,8168,64.94,1.98
2021-CAMVU-007992,8169,81.33,0.0
2021-AZA5S-000496,8171,128.15,1.23
2021-NVSND-500450,8176,29.830000000000002,0.15
2021-AZTNF-000713,8180,97.77,1.4300000000000002
2021-AZTNF-000711,8181,67.67999999999999,0.3
2021-AZCRD-000411,8188,21.169999999999998,0.0
2021-AZA3S-000525,8212,54.00999999999999,0.19
2021-NMN1S-000122,8237,138.88,4.029999999999999
2021-AZTNF-000742,8238,67.67999999999999,0.3
2021-UTBRS-000141,8251,65.98,2.0100000000000002
2021-NMCAF-000127,8252,145.10000000000002,3.5999999999999996
2021-AZA4S-000546,8256,88.15,0.77
2021-AZSRA-000761,8258,45.42,0.0
2021-COMNX-000150,8259,172.29,5.02
2021-NVNNS-010050,8261,211.23,3.5600000000000005
2021-ORMED-000068,8263,1020.5699999999999,2.9299999999999997
2021-COSJF-000151,8264,232.97,14.139999999999999
2021-CASHF-000552,8272,382.58000000000004,7.3500000000000005
2021-AZTNF-000778,8280,84.30999999999999,0.32
2021-AZPHD-000455,8288,60.60999999999999,0.09
2021-AZGID-000278,8295,44.82999999999999,0.0
2021-COSUA-000155,8304,194.21,4.42
2021-NMSNF-000090,8311,79.47999999999999,1.9200000000000002
2021-ORRSF-000069,8314,1020.5699999999999,2.9299999999999997
2021-AZCOF-000316,8329,116.29,3.0900000000000003
2021-AZSCA-000814,8340,89.57000000000002,1.9600000000000002
2021-CABDF-007800,8341,70.25000000000001,0.13
2021-IDSTF-000065,8342,138.31999999999996,2.95
2021-UTNES-100068,8343,70.94,4.85
2021-AZSCA-000822,8344,88.15,0.77
2021-NMN6S-000179,8347,78.55,0.73
2021-AZA4S-000583,8350,67.67999999999999,0.3
2021-AZA5S-000588,8356,60.60999999999999,0.09
2021-AZSCA-000840,8375,88.15,0.77
2021-NMN6S-000106,8379,86.66,3.99
2021-AZCOF-000331,8385,116.29,3.0900000000000003
2021-CANOD-002448,8390,61.71,4.670000000000001
2021-AZGLP-000178,8391,50.629999999999995,2.5
2021-NMGNF-000247,8392,54.239999999999995,2.3000000000000003
2021-AZA4S-000616,8399,43.17,0.0
2021-CASHF-000611,8421,273.52000000000004,0.8999999999999999
2021-CACND-001011,8425,79.06,0.19
2021-AZA3S-000625,8429,51.12,0.15
2021-CASHF-000619,8442,539.4200000000001,4.449999999999999
2021-NMN6S-000184,8444,51.57,1.24
2021-AZSCA-000883,8448,88.15,0.77
2021-AZSCA-000898,8458,88.15,0.77
2021-AZTNF-000900,8468,67.67999999999999,0.3
2021-AZFTA-000278,8469,89.57000000000002,1.9600000000000002
2021-NMN1S-000148,8473,99.59,2.72
2021-AZTNF-000903,8474,97.77,1.4300000000000002
2021-NMLNF-000171,8478,74.39,1.24
2021-NMLNF-000172,8495,74.39,1.24
2021-NVNTE-500527,8498,25.490000000000002,0.72
2021-CAENF-013467,8508,370.29999999999995,12.889999999999999
2021-NVELD-040023,8520,54.82,2.8000000000000003
2021-NMGNF-000273,8525,74.07000000000001,3.46
2021-NVSND-500539,8528,11.690000000000001,0.64
2021-AZCRD-000539,8530,21.169999999999998,0.0
2021-CARRU-066391,8532,16.0,0.0
2021-NMGNF-000275,8536,36.99,0.24
2021-NMGNF-000276,8544,59.519999999999996,1.1199999999999999
2021-CACDD-008149,8549,16.0,0.0
2021-NVELD-040026,8554,77.36,3.8899999999999997
2021-COSJF-000210,8557,172.29,5.02
2021-NMNPA-000127,8563,124.79999999999998,3.58
2021-UTUWF-000171,8571,113.55,12.379999999999999
2021-CASRF-000311,8572,936.45,3.3000000000000003
2021-AZTNF-000960,8575,67.67999999999999,0.3
2021-UTCCD-000204,8578,63.36,1.74
2021-UTDIF-000203,8580,60.72,4.4799999999999995
2021-UTRID-210111,8581,99.8,3.81
2021-UTSWS-000207,8590,52.64,0.51
2021-CALPF-001128,8591,160.11,0.02
2021-AZGID-000323,8593,60.76999999999999,0.56
2021-AZASF-000317,8619,100.34,2.11
2021-COARF-000150,8620,281.77,9.330000000000002
2021-AZASF-000320,8625,100.34,2.11
2021-NMLNF-000179,8628,70.71000000000001,1.6300000000000001
2021-NMLCD-000293,8629,19.03,0.05
2021-AZFTA-000336,8635,100.34,2.11
2021-AZFTA-000331,8636,100.34,2.11
2021-COSJF-000231,8640,245.48,12.76
2021-NMSPA-000198,8652,51.57,1.24
2021-NMLCD-000309,8688,15.129999999999999,0.21
2021-NVCLRX-500574,8689,11.690000000000001,0.64
2021-AZA3S-000752,8701,44.82999999999999,0.0
2021-UTDIF-000214,8705,77.67,5.0
2021-UTSWS-000215,8710,77.67,5.0
2021-NMGNF-000314,8711,74.07000000000001,3.46
2021-IDIFD-000030,8717,125.23,3.44
2021-AZA5S-000761,8724,64.64,0.5599999999999999
2021-UTSCS-210128,8733,146.48,2.67
2021-COPSF-000541,8757,196.05,6.74
2021-UTDIF-000229,8786,77.67,5.0
2021-AZA4S-000785,8793,22.48,0.0
2021-NMSNF-000150,8797,138.88,4.029999999999999
2021-NMCAF-000175,8799,217.67000000000002,5.659999999999999
2021-CASHF-000711,8812,539.4200000000001,4.449999999999999
2021-AZA3S-000790,8830,54.00999999999999,0.19
2021-CABEU-003247,8836,217.84,0.0
2021-AZTNF-001158,8852,97.77,1.4300000000000002
2021-CAPNF-000716,8865,447.11999999999995,9.709999999999999
2021-OR982S-210182,8887,263.24,8.23
2021-UTNES-200203,8888,216.55999999999997,11.950000000000001
2021-AZTNF-001189,8899,106.39,2.0500000000000003
2021-AZSCA-001191,8901,86.85,0.77
2021-AZASF-000466,8908,88.65,2.11
2021-AZCNF-000385,8912,61.31999999999999,0.56
2021-AZGID-000387,8923,52.19,0.19
2021-COWRD-000119,8929,166.33,4.22
2021-COGRD-210091,8966,129.42,2.75
2021-AZGID-000395,8976,61.31999999999999,0.56
2021-AZTNF-001219,8978,64.63999999999999,0.3
2021-NVLINX-040029,8988,59.47,1.24
2021-NMGNF-000371,8998,72.51,3.46
2021-AZASF-000489,9005,86.12,3.56
2021-AZASF-000495,9012,88.65,2.11
2021-AZPHD-000711,9015,47.77,0.0
2021-AZTNF-001255,9017,64.63999999999999,0.3
2021-AZSRA-001250,9021,47.77,0.0
2021-NMCIF-000228,9022,110.97999999999999,2.1
2021-AZPMA-001253,9023,44.75,0.0
2021-UTMLF-000115,9025,172.34,6.66
2021-AZASF-000503,9039,86.12,3.56
2021-IDIFD-000042,9049,103.61,2.78
2021-NMN3S-000379,9068,63.22,2.48
2021-UTDIF-000270,9089,57.199999999999996,4.3100000000000005
2021-COGRD-210105,9090,199.22000000000003,5.4
2021-NMCAF-000206,9094,178.81,4.42
2021-UTCCD-000271,9095,57.199999999999996,4.3100000000000005
2021-UTSES-000120,9115,149.4,2.01
2021-AZSCA-001264,9135,86.85,0.77
2021-AZSCA-001289,9144,86.85,0.77
2021-AZCOF-000329,9146,170.10999999999999,2.7900000000000005
2021-AZCRD-000738,9159,14.87,0.15
2021-UTSLD-000100,9163,100.66000000000001,3.5399999999999996
2021-WYMRF-210142,9164,293.75,11.899999999999999
2021-NMTAD-000213,9171,178.81,4.42
2021-NMJIA-000203,9172,204.59,6.17
2021-NVELD-040038,9174,121.45,2.85
2021-IDTFD-000099,9177,100.66000000000001,3.5399999999999996
2021-AZCOF-000577,9181,108.48,3.0900000000000003
2021-NMN3S-000388,9184,62.519999999999996,1.1199999999999999
2021-CASHF-000817,9197,410.33000000000004,7.499999999999999
2021-NVLINX-040040,9198,70.15,2.8000000000000003
2021-AZCRD-000754,9205,21.52,0.0
2021-COUPD-000090,9208,159.85,3.68
2021-IDSTF-000104,9210,100.66000000000001,3.5399999999999996
2021-NMSNF-000184,9219,97.82,3.99
2021-UTNWS-000236,9220,196.14,5.22
2021-COWRD-000153,9224,102.51000000000002,3.45
2021-UTGRD-000127,9229,127.36,2.1100000000000003
2021-CACDD-009281,9254,21.52,0.0
2021-UTMLF-000131,9257,125.82999999999998,2.38
2021-UTBRS-000246,9259,124.45000000000002,3.2199999999999998
2021-NVHTF-030269,9262,234.55999999999997,7.299999999999999
2021-NVESMX-020081,9267,36.44,0.66
2021-AZCNF-000427,9275,61.31999999999999,0.56
2021-NVSND-500708,9279,18.240000000000002,0.64
2021-COWRF-210130,9297,237.41999999999996,13.760000000000002
2021-ORFWF-210202,9299,313.53,7.209999999999999
2021-NMSNF-000190,9308,177.43999999999997,3.79
2021-UTSLD-000260,9321,168.4,2.5599999999999996
2021-AZTCA-000501,9332,68.72,1.3399999999999999
2021-NMN6S-000253,9342,90.14,0.73
2021-WYRSD-210182,9344,65.35000000000001,3.61
2021-NMGNF-000417,9354,72.51,3.46
2021-NMRNA-000258,9356,62.80999999999999,2.31
2021-CABDF-009477,9366,49.77,0.02
2021-UTBRS-000268,9377,103.61,2.78
2021-COLSD-000164,9380,270.11,6.67
2021-UTBRS-000271,9382,196.14,5.22
2021-AZORP-000440,9383,39.97,0.0
2021-AZA4S-000932,9385,64.63999999999999,0.3
2021-CAINF-001233,9389,90.97,1.11
2021-AZSCA-001415,9394,52.19,0.19
2021-AZSCA-001416,9395,86.85,0.77
2021-AZASF-000600,9398,140.46999999999997,3.67
2021-WYSWX-210185,9400,65.35000000000001,3.61
2021-NMLNF-000289,9401,162.01,1.24
2021-NVSND-500739,9407,18.240000000000002,0.64
2021-CALUR-000556,9412,142.0,0.0
2021-CALBOR-001447,9418,97.35999999999999,0.0
2021-AZA3S-000954,9429,58.080000000000005,0.23
2021-NMMEA-000292,9436,156.35,1.6300000000000001
2021-UTCCD-000309,9438,78.56,4.34
2021-NMGNF-000433,9442,72.51,3.46
2021-UTSCS-210194,9445,132.56,9.040000000000001
2021-COMFX-000168,9446,127.84,3.88
2021-AZPMA-001446,9453,47.77,0.0
2021-AZCRA-000825,9454,14.87,0.15
2021-AZASF-000613,9457,88.65,2.11
2021-AZASF-000616,9475,86.12,3.56
2021-AZFTA-000618,9478,94.13,2.66
2021-COLPX-000421,9504,205.66000000000003,10.549999999999999
2021-NVTMFX-030300,9505,186.37000000000003,4.539999999999999
2021-NMGNF-000438,9508,58.35000000000001,1.98
2021-AZCRD-000830,9510,22.029999999999998,0.0
2021-COUMA-000423,9512,136.16000000000003,3.8
2021-UTHIAQ-000290,9513,72.37,1.5
2021-AZPNF-000832,9520,145.15999999999997,0.89
2021-AZCOF-000642,9524,129.81,0.5900000000000001
2021-UTCCD-000313,9525,64.31,6.91
2021-AZPHD-000836,9528,62.739999999999995,0.09
2021-AZASF-000638,9529,140.46999999999997,3.67
2021-AZASF-000627,9531,88.65,2.11
2021-AZSCA-001470,9532,88.65,2.11
2021-AZASF-000624,9533,88.65,2.11
2021-AZPNF-000840,9539,129.04,1.23
2021-AZASF-000633,9547,88.65,2.11
2021-AZASF-000631,9548,88.65,2.11
2021-AZASF-000632,9549,88.65,2.11
2021-AZSCA-001457,9551,86.85,0.77
2021-AZCRD-000843,9553,40.449999999999996,0.6599999999999999
2021-AZASF-000648,9557,86.12,3.56
2021-UTUWF-000303,9560,163.11,3.28
2021-CABDU-008199,9561,147.72,3.2600000000000002
2021-CATIA-001624,9562,99.72,2.1999999999999997
2021-NVDSR-500801,9566,29.060000000000002,1.06
2021-CALUR-000583,9569,175.48000000000002,0.0
2021-UTCCD-000315,9574,79.33000000000001,2.11
2021-COUMA-000460,9577,169.23,4.359999999999999
2021-UTSES-000156,9579,97.53,3.61
2021-UTCCD-000317,9580,49.19,2.05
2021-AZPNF-000854,9582,145.15999999999997,0.89
2021-COUMA-000462,9584,136.16000000000003,3.8
2021-NVELD-040050,9585,70.15,2.8000000000000003
2021-UTCCD-000319,9598,79.33000000000001,2.11
2021-AZTNF-001488,9607,64.63999999999999,0.3
2021-UTCCD-000322,9613,54.26,2.63
2021-COGFX-210168,9615,205.51999999999998,3.33
2021-COWRD-000178,9622,102.51000000000002,3.45
2021-AZPNF-000863,9624,161.29,2.7900000000000005
2021-AZPNF-000860,9625,161.29,2.7900000000000005
2021-AZPNF-000846,9626,145.15999999999997,0.89
2021-AZPNF-000850,9627,102.85000000000001,1.17
2021-AZPNF-000845,9628,145.15999999999997,0.89
2021-UTSES-000160,9630,127.36,2.1100000000000003
2021-CAMVU-011189,9633,70.97,0.0
2021-AZASF-000662,9651,91.68,1.24
2021-NMCIF-000274,9653,67.64999999999999,2.98
2021-OR981S-210215,9654,181.59,6.91
2021-COLPX-000508,9661,136.16000000000003,3.8
2021-AZFTA-000668,9664,94.13,2.66
2021-UTRID-210212,9668,126.78000000000002,3.4299999999999997
2021-NMSNF-000208,9669,140.74,3.58
2021-COSUA-000502,9672,136.16000000000003,3.8
2021-AZCRD-000876,9677,40.449999999999996,0.6599999999999999
2021-AZPNF-000877,9690,145.15999999999997,0.89
2021-CACDD-009752,9695,17.22,0.6599999999999999
2021-NMN5S-000304,9698,162.01,1.24
