ID,sum_rain,sum_snow
2966,84.37,0.66
2967,89.64999999999999,1.98
2969,26.37,0.0
2976,178.9,0.0
2987,163.57,0.02
2993,84.37,0.0
2994,31.64,0.0
3002,126.56,2.64
3009,243.40000000000003,0.77
3022,105.46,0.66
3031,42.18,0.0
3044,21.1,0.0
3047,42.18,0.0
3055,116.0,1.32
3059,42.18,0.0
3060,110.74,0.66
3071,63.290000000000006,0.66
3080,41.93,0.0
3088,63.28,1.98
3093,36.91,0.0
3099,0.0,0.0
3102,284.77,0.0
3105,36.91,0.0
3112,21.1,0.0
3115,26.36,0.66
3116,110.73999999999998,1.32
3122,15.82,0.66
3129,26.36,0.66
3140,63.290000000000006,0.66
3142,105.46,0.66
3146,147.65,1.32
3147,137.1,1.98
3151,205.66,4.62
3152,10.54,0.0
3153,100.19999999999999,0.0
3154,26.37,0.0
3171,21.09,0.0
3175,47.459999999999994,0.0
3182,21.09,0.0
3189,79.1,0.0
3201,58.010000000000005,0.0
3202,105.46999999999998,2.64
3219,47.44999999999999,1.98
3220,21.09,0.0
3227,213.11,0.03
3230,84.37,0.0
3245,79.11,1.32
3249,142.38,4.62
3253,10.54,0.0
3258,131.83999999999997,1.32
3260,105.47,0.66
3265,100.18999999999998,3.3
3267,0.0,0.0
3282,0.0,0.0
3283,26.37,0.0
3284,73.82,0.66
3299,42.18,0.0
3308,370.39000000000004,0.06
3317,82.71,0.0
3319,42.17999999999999,0.0
3330,42.18,0.0
3334,116.00999999999999,1.98
3338,21.1,0.0
3341,94.91999999999999,3.96
3348,31.64,0.0
3349,168.75,3.96
3359,68.55,0.66
3362,58.010000000000005,0.0
3364,42.18,0.0
3367,0.0,0.0
3373,31.64,0.0
3376,26.37,0.0
3387,100.19,1.98
3388,26.37,0.0
3390,121.28,3.96
3393,26.37,0.0
3394,195.12,1.98
3402,110.74000000000001,0.66
3406,100.19999999999999,0.0
3418,84.37,0.0
3424,21.08,1.98
3438,105.46,1.32
3451,21.1,0.0
3452,142.37,4.62
3461,94.91,1.32
3463,253.86,0.0
3465,42.18,0.0
3474,89.63999999999999,0.66
3476,31.64,0.0
3479,379.44,0.0
3485,126.56,5.28
3493,94.92,1.32
3495,58.010000000000005,1.98
3501,68.55,0.0
3510,163.48000000000002,2.64
3512,42.18,0.0
3519,31.63,1.32
3520,189.84,5.9399999999999995
3521,47.459999999999994,0.0
3528,26.37,0.66
3534,0.0,0.0
3540,5.27,0.0
3547,42.19,0.0
3550,31.64,0.0
3555,52.730000000000004,1.32
3557,94.91999999999999,0.66
3563,126.56,5.28
3571,21.09,0.66
3583,21.09,0.0
3586,15.82,0.0
3591,94.92,1.32
3601,31.64,0.0
3603,63.269999999999996,0.0
3606,42.18,0.0
3607,195.12,1.98
3609,26.37,0.0
3617,42.19,0.0
3620,131.83,1.32
3623,10.54,1.32
3640,26.37,0.0
3641,26.37,0.0
3644,369.51000000000005,0.05
3656,42.18,0.0
3661,42.18,0.0
3673,47.459999999999994,1.32
3675,152.92999999999998,1.32
3679,116.0,1.32
3684,126.57,5.279999999999999
3689,52.730000000000004,0.66
3691,110.72999999999999,1.98
3694,0.0,0.0
3715,131.83999999999997,1.32
3719,31.64,0.0
3721,205.66,4.62
3723,0.0,0.0
3726,73.81,0.66
3733,26.37,0.0
3738,126.55999999999999,5.28
3753,26.37,0.0
3754,73.83,1.32
3755,52.72,3.3
3758,116.00999999999999,0.66
3759,36.91,0.0
3772,100.19,1.32
3775,94.91999999999999,3.96
3784,36.91,0.0
3789,52.730000000000004,1.32
3791,47.459999999999994,1.32
3802,369.51000000000005,0.05
3807,42.18,0.0
3816,110.73999999999998,2.64
3820,274.21000000000004,3.3
3824,68.55,0.66
3826,26.36,1.32
3832,47.459999999999994,0.0
3853,116.0,2.64
3859,58.0,0.0
3873,79.1,0.0
3875,174.02,0.66
3876,89.63999999999999,0.66
3882,63.28,1.32
3900,58.010000000000005,0.0
3901,68.53999999999999,1.32
3903,198.09,0.16
3906,0.0,0.0
3925,100.19,0.66
3942,84.37,0.66
3943,36.91,0.0
3944,21.09,1.32
3947,31.64,0.0
3948,21.1,0.0
3950,84.37,1.32
3959,105.46000000000001,1.98
3969,31.64,0.66
3972,147.66,0.66
3977,26.37,0.0
3982,94.91999999999999,1.32
3987,42.19,1.32
3990,110.75,1.98
3993,84.36999999999999,1.32
3994,100.2,0.66
4023,94.92,0.0
4025,52.730000000000004,0.66
4026,0.0,0.0
4027,0.0,0.0
4028,37.660000000000004,0.0
4029,79.1,0.66
4030,42.18,0.0
4033,15.809999999999999,0.66
4039,68.55,0.0
4044,94.92,1.32
4045,31.64,0.0
4048,158.2,1.32
4049,147.65,3.96
4070,100.17999999999999,0.66
4073,42.18,0.0
4077,94.91,2.64
4081,26.36,0.66
4082,21.09,0.66
4085,84.36999999999999,0.66
4088,42.18,0.0
4091,152.93,2.64
4097,68.55,0.0
4101,158.2,1.32
4107,42.18,0.0
4112,68.55000000000001,1.98
4119,94.91999999999999,1.32
4125,10.54,0.0
4128,58.010000000000005,1.98
4132,94.91999999999999,1.32
4136,63.269999999999996,0.0
4146,5.27,0.0
4154,58.0,0.0
4157,21.09,0.0
4161,110.75,1.98
4168,52.73,0.0
4169,36.91,0.66
4178,137.10999999999999,1.98
4182,21.09,0.0
4184,79.10000000000001,1.32
4186,119.82000000000001,1.14
4197,26.36,1.32
4203,73.82,0.66
4207,142.38,3.3
4217,42.18,0.0
4220,10.54,0.0
4221,26.37,0.0
4226,26.37,0.0
4228,5.27,0.0
4246,131.82,1.98
4265,21.09,0.0
4271,0.0,0.0
4291,42.18,0.0
4296,10.54,0.0
4301,94.91999999999999,1.32
4313,31.64,0.0
4323,31.63,1.32
4326,58.010000000000005,1.98
4333,42.18,0.0
4345,94.91999999999999,3.96
4346,21.1,0.0
4352,79.10000000000001,1.32
4354,47.459999999999994,0.0
4362,94.91999999999999,1.32
4363,100.19,1.32
4370,126.55999999999999,3.3
4372,36.91,0.0
4379,137.10999999999999,0.0
4384,26.36,0.66
4385,0.0,0.0
4388,47.46,1.32
4391,42.18,0.0
4393,63.28,0.0
4398,42.18,0.0
4400,21.1,0.0
4404,100.19,2.64
4409,21.1,0.0
4414,42.18,0.0
4433,31.64,0.0
4444,36.91,0.0
4449,58.010000000000005,0.0
4454,26.36,1.32
4479,100.2,0.66
4494,137.1,1.98
4501,94.91999999999999,1.32
4511,147.65,3.96
4533,105.47,1.98
4548,10.54,1.32
4549,42.18,0.0
4550,63.269999999999996,0.0
4563,63.27999999999999,0.66
4564,63.28,0.66
4570,31.64,0.0
4582,94.92,1.32
4588,10.54,1.32
4589,195.12,1.98
4590,137.11,0.66
4592,0.0,0.0
4602,42.18,0.0
4609,73.82999999999998,0.0
4617,21.1,0.0
4621,52.73,0.0
4624,147.66,0.66
4630,195.12,1.98
4632,100.19,1.98
4634,369.51000000000005,0.05
4638,94.92,1.32
4639,131.82999999999998,0.0
4648,68.55,0.0
4652,105.47,0.66
4659,459.72,13.969999999999999
4660,147.65,3.3
4667,110.74,0.66
4672,58.010000000000005,0.0
4675,94.91999999999999,1.32
4676,84.37,1.98
4677,110.74,0.66
4686,42.18,0.0
4692,142.38,3.3
4694,42.18,0.0
4695,168.26,0.82
4701,10.54,0.0
4715,47.45,0.66
4722,47.46,0.0
4725,147.65,1.32
4726,15.82,1.32
4727,0.0,0.0
4735,42.18,0.0
4736,110.73999999999998,2.64
4746,0.0,0.0
4760,89.63999999999999,1.32
4763,79.1,0.66
4764,21.09,0.66
4768,52.730000000000004,0.66
4780,63.269999999999996,0.0
4789,195.12,2.64
4793,131.82999999999998,1.98
4800,42.18,0.0
4802,52.730000000000004,1.98
4804,68.53999999999999,1.32
4805,21.09,0.0
4806,147.65,5.94
4808,31.64,0.0
4813,26.37,0.0
4822,131.82999999999998,1.98
4824,89.64999999999999,1.98
4825,42.18,0.0
4833,105.47,1.98
4838,26.37,0.0
4853,110.74,0.66
4857,94.92,1.32
4863,116.0,3.3000000000000003
4886,100.19999999999999,0.0
4897,21.09,0.0
4906,369.51000000000005,0.05
4908,0.0,0.0
4923,73.82,0.66
4930,21.09,0.0
4942,21.09,0.66
4946,94.92,1.32
4950,121.28,1.32
4954,158.2,1.98
4956,52.73,0.0
4957,116.01999999999998,2.64
4958,100.19999999999999,0.0
4960,84.36999999999999,1.32
4964,26.36,0.0
4966,31.64,0.0
4967,10.54,0.0
4974,94.92,1.32
4975,94.92,1.32
4976,31.64,0.0
4980,42.18,0.0
4984,26.36,0.0
4998,100.18999999999998,2.64
5004,42.18,0.0
5013,94.92,1.32
5014,116.01999999999998,2.64
5017,131.84,1.32
5018,58.010000000000005,0.0
5023,42.18,0.0
5026,15.82,0.0
5031,84.38,1.32
5032,52.72,3.3
5048,158.20999999999998,1.98
5050,0.0,0.0
5062,42.18,0.0
5078,110.72999999999999,1.98
5091,47.46,0.66
5104,42.19,0.0
5112,26.37,0.0
5122,42.19,0.0
5127,116.01999999999998,2.64
5131,131.83,1.32
5132,82.71,0.0
5137,179.29000000000002,3.96
5139,31.64,0.0
5142,89.63999999999999,0.66
5148,511.50999999999993,0.0
5155,21.1,0.0
5156,184.56,7.26
5163,26.37,0.0
5165,42.18,0.0
5168,163.48000000000002,2.64
5169,47.46,1.32
5171,21.1,0.0
5175,10.54,0.0
5176,52.730000000000004,0.66
5185,5.27,0.0
5190,26.37,0.0
5191,126.55999999999999,3.3
5192,5.27,0.0
5195,63.279999999999994,2.64
5196,58.010000000000005,1.98
5219,105.46999999999998,2.64
5229,10.55,0.0
5250,195.12,2.64
5255,42.18,0.0
5259,73.81,0.66
5262,10.54,0.0
5264,147.64,3.3000000000000003
5269,63.28,1.98
5280,10.54,0.0
5281,31.64,0.0
5296,183.09,2.5300000000000002
5312,89.63999999999999,0.66
5313,89.65,0.0
5318,42.18,0.0
5322,21.1,0.0
5325,21.1,0.0
5332,137.10999999999999,1.98
5334,100.19,1.98
5337,5.27,0.0
5343,31.64,0.0
5344,15.82,0.0
5351,31.63,1.32
5358,21.09,0.66
5361,42.18,0.0
5364,137.11,0.66
5368,147.65,3.3
5374,42.18,0.0
5394,73.82,0.66
5397,63.269999999999996,0.0
5414,42.19,0.0
5417,195.12,2.64
5421,42.18,0.0
5430,203.33,0.0
5440,36.91,0.66
5441,137.09,3.3000000000000003
5455,137.1,1.98
5460,15.82,0.66
5468,58.0,0.0
5474,79.09,0.66
5475,121.28,1.98
5479,5.27,0.0
5494,73.81,0.66
5495,142.37,4.62
5497,63.28,0.0
5503,94.92,1.32
5505,142.38,3.3
5506,26.36,0.66
5507,100.19999999999999,0.0
5513,58.010000000000005,0.0
5515,94.91,2.64
5516,164.40999999999997,0.0
5517,420.65,2.64
5520,42.18,0.0
5524,100.2,1.98
5527,42.17999999999999,0.0
5530,63.28,0.66
5531,42.18,0.0
5532,31.64,0.0
5534,110.73,0.66
5537,42.19,1.32
5545,26.37,0.0
5552,110.72999999999999,1.98
5555,5.27,0.0
5558,294.40999999999997,4.09
5563,105.47,0.66
5570,26.37,0.0
5573,0.0,0.0
5576,31.64,0.0
5587,274.21000000000004,3.3
5591,142.38,3.3
5597,58.010000000000005,0.0
5598,73.82,0.66
5605,31.64,0.66
5608,5.27,0.0
5610,84.36999999999999,1.32
5612,26.37,0.0
5613,89.64999999999999,1.98
5615,47.459999999999994,0.0
5617,0.0,0.0
5619,58.0,0.66
5625,10.54,1.32
5641,250.33,1.21
5642,105.47,0.0
5677,137.09,3.3000000000000003
5688,26.37,0.0
5701,0.0,0.0
5709,68.55,0.0
5716,21.09,0.0
5720,84.37,0.66
5729,73.82,0.66
5735,158.2,1.32
5736,42.18,0.0
5768,21.08,1.98
5772,126.54999999999998,1.32
5782,110.75,1.98
5795,358.6,0.66
5797,42.18,0.0
5804,131.82999999999998,1.98
5805,42.18,0.0
5826,42.18,0.0
5828,100.19,2.64
5832,152.93,3.3000000000000003
5833,110.73,0.66
5848,84.36999999999999,1.98
5853,21.1,0.0
5874,100.2,0.66
5884,89.63999999999999,1.32
5885,100.19,0.66
5897,89.63999999999999,0.66
5907,52.730000000000004,0.66
5910,100.19999999999999,0.0
5911,195.12,1.98
5912,31.64,0.0
5914,21.09,0.0
5917,110.74,0.66
5923,21.09,0.0
5926,94.91999999999999,1.32
5937,84.36999999999999,0.66
5939,94.92,1.32
5940,21.09,0.0
5942,10.54,0.0
5943,0.0,0.0
5946,84.38,0.66
5948,42.18,0.0
5949,142.38,4.62
5961,0.0,0.0
5967,68.55,2.64
5973,36.91,0.0
5979,131.84,1.32
6003,174.02,3.96
6005,5.27,0.0
6007,10.55,0.0
6022,73.82,0.66
6024,58.010000000000005,1.98
6028,221.45,0.01
6036,152.93,3.3000000000000003
6038,105.46,1.32
6041,21.1,0.0
6042,259.1,0.01
6050,79.1,0.66
6051,31.64,0.0
6053,126.55999999999999,3.3
6059,89.63999999999999,0.66
6062,195.12,1.98
6064,36.91,0.0
6069,100.2,0.66
6070,36.91,0.0
6077,31.64,0.0
6080,321.34000000000003,0.0
6097,52.730000000000004,1.32
6104,42.18,0.0
6106,31.64,0.0
6114,21.08,1.98
6126,58.0,0.66
6135,31.64,0.0
6137,47.459999999999994,0.0
6142,79.1,0.0
6143,110.72999999999999,1.32
6157,63.28,1.98
6176,340.90999999999997,0.0
6177,36.91,0.0
6180,174.02,3.96
6181,31.64,0.0
6182,116.01999999999998,2.64
6184,68.55,0.0
6200,31.64,0.0
6203,113.28,0.33
6209,94.91999999999999,3.96
6213,31.64,0.0
6214,26.36,0.66
6217,131.84,1.32
6225,100.19999999999999,0.0
6228,15.82,0.66
6233,105.47,1.98
6238,31.64,0.0
6241,158.2,3.96
6256,94.91,1.32
6263,68.56,0.0
6265,195.12,1.98
6268,94.92,1.32
6275,302.96,5.680000000000001
6290,63.28,0.66
6298,21.08,1.98
6304,21.08,1.98
6314,100.2,1.98
6315,31.64,0.0
6318,21.09,0.0
6319,137.09,3.3000000000000003
6333,26.37,0.0
6334,116.00999999999999,1.98
6336,73.83,0.66
6340,84.37,1.98
6341,100.19,1.32
6343,94.91999999999999,1.32
6348,84.37,0.0
6353,105.47,1.98
6354,26.36,0.66
6366,31.64,0.0
6386,31.64,0.66
6396,110.74,0.66
6398,42.18,0.0
6399,448.2299999999999,0.0
6404,137.1,1.32
6407,131.82999999999998,1.98
6418,42.18,0.0
6430,21.09,0.66
6434,147.65,2.64
6435,21.09,0.0
6436,42.18,0.0
6437,5.27,0.0
6440,147.65000000000003,2.64
6454,26.37,0.0
6455,10.54,0.0
6459,52.72,3.3
6469,31.64,0.0
6472,15.82,0.0
6484,21.09,0.0
6486,36.91,0.0
6507,89.63999999999999,0.66
6508,448.2299999999999,0.0
6511,5.27,0.0
6525,94.91999999999999,0.66
6532,58.010000000000005,0.0
6533,47.459999999999994,0.0
6536,31.64,0.0
6538,73.82,1.98
6543,94.92,1.32
6546,58.010000000000005,0.0
6547,31.64,0.0
6548,142.37,4.62
6552,195.12,2.64
6559,137.1,1.98
6563,31.63,1.32
6572,58.0,0.66
6577,79.1,0.66
6580,68.55000000000001,1.98
6588,42.19,0.0
6598,26.36,0.66
6606,137.10999999999999,0.0
6610,89.64999999999999,1.98
6628,84.36999999999999,1.32
6630,116.00999999999999,1.98
6632,63.28,1.98
6635,369.51000000000005,0.05
6638,42.18,0.0
6645,228.91,0.02
6657,26.36,0.0
6659,137.1,1.98
6660,26.37,0.0
6667,10.54,0.0
6668,10.54,0.0
6669,186.11000000000004,0.0
6694,42.18,0.0
6695,10.54,0.0
6704,15.82,0.66
6707,100.19,2.64
6709,100.19,1.98
6714,371.88,0.0
6715,26.37,0.0
