DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
0.01,19.98,31.98,42.46,5.13,0.0,2.3,3.53,3.34,5.01,-999.0,-999.0,304
0.1,0.2,26.89,33.58,11.23,4.07,1.87,3.18,2.55,4.0,-999.0,-999.0,183
0.01,0.45,26.89,33.58,11.23,4.07,1.87,3.18,2.55,4.0,-999.0,-999.0,183
0.2,0.4,27.1,38.58,5.31,0.01,1.41,2.65,2.47,3.8,-999.0,-999.0,582
0.25,0.5,15.55,22.08,11.11,12.43,0.27,0.9,1.63,2.27,-999.0,-999.0,145
0.01,0.02,29.03,41.96,5.43,0.0,3.39,4.2,4.76,6.16,-999.0,-999.0,556
0.01,0.21,26.62,34.77,5.49,0.0,1.23,1.59,2.73,3.77,-999.0,-999.0,162
0.1,0.2,33.81,42.21,5.43,0.0,1.54,2.98,2.32,3.84,-999.0,-999.0,556
0.01,11.41,17.66,27.14,8.12,0.39,3.12,4.3,4.52,6.11,-999.0,-999.0,304
0.2,0.4,24.19,37.26,6.16,0.06,3.18,4.32,4.38,5.91,-999.0,-999.0,304
0.01,2.01,26.62,34.77,5.49,0.0,1.23,1.59,2.73,3.77,-999.0,-999.0,162
0.1,0.2,36.29,45.07,10.5,0.0,2.42,3.53,3.2,4.86,-999.0,-999.0,556
0.1,0.2,17.55,22.88,10.44,0.99,0.32,0.89,1.84,2.74,-999.0,-999.0,187
0.01,0.02,22.3,27.9,13.06,37.71,1.27,2.24,1.93,2.91,-999.0,-999.0,187
0.25,0.5,24.53,30.69,13.0,23.82,1.59,3.27,2.26,4.2,-999.0,-999.0,186
0.1,0.2,27.91,38.08,5.31,0.0,1.5,3.0,2.34,4.65,-999.0,-999.0,304
0.01,0.02,20.62,26.58,10.74,1.48,1.16,2.09,2.09,3.12,-999.0,-999.0,158
0.1,0.2,21.45,26.71,11.6,2.5,1.56,3.23,2.46,4.76,-999.0,-999.0,158
0.01,0.02,17.59,23.92,11.96,4.06,1.48,2.55,3.29,4.98,-999.0,-999.0,491
0.01,0.44,29.62,41.52,5.43,0.0,2.52,3.75,3.55,5.31,-999.0,-999.0,557
0.1,0.2,28.44,36.72,7.26,2.92,3.38,5.23,4.7,7.17,-999.0,-999.0,183
0.1,5.1,22.58,32.4,6.71,0.0,1.91,4.25,2.84,5.88,-999.0,-999.0,182
0.1,0.35,22.16,29.26,11.54,23.01,1.81,3.79,2.63,5.0,-999.0,-999.0,489
0.01,2.41,15.29,19.3,11.35,50.61,1.82,2.98,3.21,5.16,-999.0,-999.0,158
0.1,295.1,25.4,31.32,11.41,1.09,1.91,3.97,2.78,5.43,-999.0,-999.0,542
0.1,0.2,21.45,26.71,11.6,2.5,1.56,3.23,2.46,4.76,-999.0,-999.0,187
0.1,0.4,19.1,23.92,11.23,2.34,2.16,4.1,3.18,5.62,-999.0,-999.0,187
0.01,0.12,16.81,24.76,8.12,0.51,1.27,1.7,3.06,4.51,-999.0,-999.0,581
0.1,4.1,23.23,29.88,10.31,1.68,2.55,5.58,3.68,7.84,-999.0,-999.0,183
0.01,0.02,27.15,37.15,5.86,0.0,1.96,2.44,3.28,3.78,-999.0,-999.0,582
0.1,0.2,27.91,38.08,5.31,0.0,1.5,3.0,2.34,4.65,-999.0,-999.0,42
0.01,0.02,16.99,23.89,9.34,0.06,0.33,0.7,1.91,3.03,-999.0,-999.0,162
0.01,0.26,14.63,16.66,9.16,0.71,4.29,4.81,5.23,5.86,-999.0,-999.0,303
0.01,0.02,20.69,24.82,13.49,21.28,1.17,2.36,1.68,3.05,-999.0,-999.0,187
0.01,0.02,22.68,34.63,7.39,0.04,0.03,0.2,1.34,1.91,-999.0,-999.0,581
0.01,0.02,19.1,23.92,11.23,2.34,2.16,4.1,3.18,5.62,-999.0,-999.0,187
0.01,0.02,24.21,32.58,9.34,0.01,1.49,3.67,1.88,4.55,-999.0,-999.0,304
0.01,0.02,22.37,30.14,11.84,19.84,1.22,2.52,2.65,5.2,-999.0,-999.0,187
0.01,0.02,27.69,34.11,10.99,0.74,1.32,2.6,1.85,3.24,-999.0,-999.0,187
0.1,0.2,22.3,27.9,13.06,37.71,1.27,2.24,1.93,2.91,-999.0,-999.0,186
0.1,0.2,27.91,38.08,5.31,0.0,1.5,3.0,2.34,4.65,-999.0,-999.0,42
0.01,0.02,25.4,31.32,11.41,1.09,1.91,3.97,2.78,5.43,-999.0,-999.0,187
0.01,0.02,22.25,32.57,6.9,0.11,1.67,2.67,2.88,4.27,-999.0,-999.0,318
1.0,1.1,22.92,27.73,11.05,2.44,1.66,3.24,2.51,4.44,-999.0,-999.0,187
0.01,2.98,21.32,29.51,5.8,0.0,0.84,1.14,2.89,4.57,-999.0,-999.0,163
0.25,0.5,29.62,41.52,5.43,0.0,2.52,3.75,3.55,5.31,-999.0,-999.0,556
0.1,0.2,24.19,31.88,10.86,0.04,1.46,2.03,2.45,2.84,-999.0,-999.0,158
0.1,2.41,25.09,34.02,5.86,0.01,0.39,1.05,2.07,3.55,-999.0,-999.0,44
0.1,0.2,23.19,29.63,11.23,1.9,1.03,2.03,1.69,3.27,-999.0,-999.0,158
0.1,0.2,29.74,36.27,13.67,1.06,1.64,2.77,2.2,3.42,-999.0,-999.0,470
1.0,2.73,20.08,26.01,7.81,0.04,2.64,4.95,3.33,6.22,-999.0,-999.0,582
0.01,1.51,16.6,24.26,9.03,0.14,0.22,0.69,1.96,3.38,-999.0,-999.0,165
0.01,0.02,25.4,31.32,11.41,1.09,1.91,3.97,2.78,5.43,-999.0,-999.0,557
0.01,0.02,25.37,32.96,11.41,2.18,0.8,1.32,1.15,1.88,-999.0,-999.0,183
0.01,0.02,14.19,17.38,11.47,31.39,0.48,0.78,1.74,2.7,-999.0,-999.0,149
0.1,0.2,22.51,27.94,11.6,2.04,1.59,2.62,2.34,3.42,-999.0,-999.0,158
0.1,0.2,23.76,30.69,11.9,1.2,1.4,2.14,2.23,2.97,-999.0,-999.0,158
0.1,0.2,23.87,30.32,13.06,1.81,1.22,1.91,2.13,2.98,-999.0,-999.0,187
0.1,0.2,23.87,30.32,13.06,1.81,1.22,1.91,2.13,2.98,-999.0,-999.0,187
0.01,0.76,27.15,37.15,5.86,0.0,1.96,2.44,3.28,3.78,-999.0,-999.0,42
1.0,1.25,26.37,34.88,5.25,0.0,1.28,1.99,2.73,4.35,-999.0,-999.0,42
0.1,0.2,30.24,40.77,4.82,0.0,1.34,2.3,2.05,3.07,-999.0,-999.0,304
1.0,1.1,30.59,40.32,8.36,0.0,1.73,2.66,2.55,4.02,-999.0,-999.0,304
0.1,0.2,19.21,22.71,12.82,11.21,1.11,2.23,2.06,3.57,-999.0,-999.0,557
0.01,0.02,15.44,19.6,11.72,38.0,1.09,2.06,2.14,3.82,-999.0,-999.0,317
0.1,0.2,26.94,32.69,10.62,0.45,2.08,4.16,2.88,5.31,-999.0,-999.0,499
0.5,17.5,32.31,43.92,5.8,0.0,2.39,3.88,3.4,5.53,-999.0,-999.0,556
0.1,0.2,22.39,28.4,12.27,3.18,0.77,1.18,1.6,2.48,-999.0,-999.0,183
0.1,0.2,21.31,29.57,6.41,0.02,1.97,3.8,2.66,4.89,-999.0,-999.0,183
0.1,0.2,26.39,34.52,6.59,0.01,0.54,1.05,2.16,3.66,-999.0,-999.0,56
0.1,0.2,25.72,33.94,5.92,0.06,1.98,3.23,2.68,3.95,-999.0,-999.0,489
1.0,2.53,29.29,39.8,6.77,0.0,1.67,2.3,2.94,3.78,-999.0,-999.0,42
1.0,3213.2,27.05,40.07,6.41,0.0,2.93,4.27,4.03,5.93,-999.0,-999.0,304
0.1,0.2,25.23,32.82,6.59,0.06,3.21,5.19,4.71,6.75,-999.0,-999.0,183
0.1,0.2,27.05,40.07,6.41,0.0,2.93,4.27,4.03,5.93,-999.0,-999.0,304
0.5,2.0,33.94,45.17,4.94,0.0,2.05,2.94,3.02,4.65,-999.0,-999.0,556
0.1,0.2,23.12,29.39,11.29,1.02,2.23,4.07,3.35,5.48,-999.0,-999.0,187
0.25,0.5,28.56,36.88,6.29,0.0,1.2,1.89,2.73,4.2,-999.0,-999.0,42
0.1,0.2,27.87,35.02,9.89,0.02,1.23,2.59,1.95,3.59,-999.0,-999.0,187
2.5,5.0,27.44,34.01,11.54,0.82,2.08,3.75,2.83,4.72,-999.0,-999.0,187
0.01,0.02,19.1,23.92,11.23,2.34,2.16,4.1,3.18,5.62,-999.0,-999.0,187
0.1,0.2,29.29,39.8,6.77,0.0,1.67,2.3,2.94,3.78,-999.0,-999.0,42
1.0,1.1,31.37,40.71,8.48,0.0,1.7,3.95,2.48,5.48,-999.0,-999.0,304
0.01,0.02,28.7,36.76,6.9,0.0,1.14,1.62,2.6,3.88,-999.0,-999.0,304
0.1,0.2,27.42,34.07,11.23,0.02,1.66,2.76,2.44,3.45,-999.0,-999.0,491
0.1,0.2,24.98,32.02,9.83,0.01,2.0,3.94,2.55,4.86,-999.0,-999.0,304
0.1,0.2,31.8,44.67,5.49,0.0,3.1,4.12,4.37,6.15,-999.0,-999.0,556
0.01,2.91,30.62,38.38,5.62,0.0,0.95,1.48,2.58,4.19,-999.0,-999.0,39
0.1,0.2,18.23,25.26,10.07,1.4,0.3,0.95,1.83,2.09,-999.0,-999.0,187
0.25,0.5,33.39,40.08,10.13,14.5,2.48,4.44,3.3,5.53,-999.0,-999.0,474
0.01,0.02,24.19,31.88,10.86,0.04,1.46,2.03,2.45,2.84,-999.0,-999.0,158
0.1,0.2,24.52,32.76,11.23,1.17,3.12,5.47,4.48,7.98,-999.0,-999.0,187
0.1,0.2,22.38,30.26,10.86,0.14,1.14,1.65,2.12,2.6,-999.0,-999.0,316
0.01,4.01,33.39,40.08,10.13,14.5,2.48,4.44,3.3,5.53,-999.0,-999.0,358
0.1,0.2,26.29,33.46,10.38,0.5,0.86,1.46,1.34,2.3,-999.0,-999.0,158
1.0,2.0,25.39,33.01,11.11,0.04,1.34,2.3,2.09,3.02,-999.0,-999.0,187
0.1,0.2,32.25,39.08,14.95,0.2,1.45,2.11,2.15,2.88,-999.0,-999.0,474
0.1,0.2,22.94,29.69,10.93,0.94,0.71,1.14,1.4,2.2,-999.0,-999.0,158
0.01,0.02,14.06,21.76,6.35,0.0,1.06,1.64,3.04,4.56,-999.0,-999.0,149
0.01,0.3,23.08,30.69,8.54,0.01,0.86,1.55,1.23,1.95,-999.0,-999.0,187
1.0,2.6,31.39,37.96,10.74,0.01,1.8,3.69,2.55,4.55,-999.0,-999.0,183
0.1,0.2,19.75,26.76,10.8,3.2,1.7,3.11,3.37,5.5,-999.0,-999.0,144
0.1,0.2,26.94,32.69,10.62,0.45,2.08,4.16,2.88,5.31,-999.0,-999.0,489
0.1,0.2,25.36,31.44,12.21,17.35,2.04,3.46,2.93,4.56,-999.0,-999.0,316
0.1,0.2,28.56,36.88,6.29,0.0,1.2,1.89,2.73,4.2,-999.0,-999.0,162
0.1,0.2,23.94,32.32,10.5,0.02,1.12,1.51,2.28,2.59,-999.0,-999.0,484
0.1,0.2,15.55,20.73,11.29,5.38,1.57,3.11,2.44,4.22,-999.0,-999.0,152
0.1,1.1,30.98,40.86,4.64,0.0,1.7,3.19,2.76,4.6,-999.0,-999.0,39
0.1,0.2,28.58,37.69,5.13,0.0,2.32,5.42,3.19,7.22,-999.0,-999.0,484
0.1,0.2,33.39,40.08,10.13,14.5,2.48,4.44,3.3,5.53,-999.0,-999.0,158
0.1,0.2,28.7,36.76,6.9,0.0,1.14,1.62,2.6,3.88,-999.0,-999.0,582
0.1,0.2,39.35,46.38,9.89,0.0,2.44,4.16,3.23,5.41,-999.0,-999.0,557
0.01,0.26,19.54,26.52,8.0,0.2,3.57,4.09,5.39,6.55,-999.0,-999.0,556
0.1,0.2,26.73,33.82,8.42,0.01,2.23,3.62,3.12,4.57,-999.0,-999.0,488
0.1,0.2,27.87,35.02,9.89,0.02,1.23,2.59,1.95,3.59,-999.0,-999.0,489
0.1,0.2,23.42,28.89,11.78,8.34,2.27,4.2,3.38,6.13,-999.0,-999.0,489
0.1,0.2,29.55,39.02,13.43,0.45,0.76,1.29,2.09,3.41,-999.0,-999.0,474
0.1,0.2,21.1,32.13,7.39,0.0,0.54,1.2,2.05,3.22,-999.0,-999.0,44
0.1,0.2,26.83,34.63,10.01,0.03,1.51,2.59,2.29,3.3,-999.0,-999.0,489
0.1,0.2,35.34,43.8,5.37,0.0,1.59,3.23,2.38,4.2,-999.0,-999.0,556
0.1,0.2,25.01,33.76,6.29,0.0,1.83,3.5,3.24,5.91,-999.0,-999.0,489
1.0,23.0,29.27,37.58,13.12,0.63,1.45,2.46,2.26,3.34,-999.0,-999.0,474
0.4,0.8,27.87,35.02,9.89,0.02,1.23,2.59,1.95,3.59,-999.0,-999.0,489
0.1,0.2,29.7,36.58,10.19,0.01,1.77,3.38,2.57,4.27,-999.0,-999.0,158
0.1,0.2,18.83,27.69,8.24,0.33,1.04,1.62,2.62,4.36,-999.0,-999.0,581
0.1,0.2,29.29,39.8,6.77,0.0,1.67,2.3,2.94,3.78,-999.0,-999.0,39
0.01,0.02,22.84,33.55,7.08,0.0,1.48,3.16,2.75,5.26,-999.0,-999.0,487
0.1,0.2,27.78,36.13,8.0,0.0,1.62,2.8,2.52,3.75,-999.0,-999.0,557
0.01,0.11,36.35,43.63,10.19,10.81,2.82,5.39,3.72,7.3,-999.0,-999.0,472
0.1,0.2,28.95,36.19,9.03,0.02,1.55,2.46,2.21,3.03,-999.0,-999.0,488
1.0,2.0,24.51,32.76,10.25,0.01,1.63,2.66,2.55,3.64,-999.0,-999.0,187
0.5,1.0,27.77,37.21,10.19,0.25,0.39,0.85,1.34,2.24,-999.0,-999.0,158
0.01,0.11,26.29,33.46,10.38,0.5,0.86,1.46,1.34,2.3,-999.0,-999.0,315
0.01,0.02,28.7,36.76,6.9,0.0,1.14,1.62,2.6,3.88,-999.0,-999.0,583
0.01,0.0699999999999999,33.39,40.08,10.13,14.5,2.48,4.44,3.3,5.53,-999.0,-999.0,472
0.01,0.02,28.18,37.01,9.64,0.05,1.7,2.91,2.55,4.59,-999.0,-999.0,186
0.1,0.2,26.37,34.32,8.18,0.02,1.62,2.9,2.41,3.75,-999.0,-999.0,557
1.0,7.4,27.76,35.08,10.31,0.6,1.45,2.32,2.02,2.76,-999.0,-999.0,484
0.01,0.02,24.91,34.83,11.96,0.82,0.29,0.69,1.3,2.19,-999.0,-999.0,158
0.1,0.2,29.53,37.38,10.74,0.01,1.16,2.09,1.84,2.59,-999.0,-999.0,545
0.1,0.2,15.55,19.31,8.61,0.05,4.45,4.77,6.48,7.37,-999.0,-999.0,165
0.1,0.2,27.98,35.88,10.74,0.07,1.5,2.48,2.19,3.12,-999.0,-999.0,187
0.01,0.5,31.11,39.5,5.8,0.0,0.95,1.52,2.62,4.35,-999.0,-999.0,163
0.01,0.11,28.85,37.56,4.03,0.0,1.43,2.39,3.72,5.59,-999.0,-999.0,163
0.01,0.64,32.86,39.13,10.31,0.0,1.74,2.91,2.33,3.45,-999.0,-999.0,183
0.01,0.02,32.83,39.08,13.49,0.06,2.85,6.13,4.05,8.22,-999.0,-999.0,474
0.01,0.02,22.48,28.63,11.72,7.82,2.59,5.18,3.77,7.02,-999.0,-999.0,143
0.01,0.4,30.3,38.42,8.73,0.06,2.46,6.85,3.62,10.04,-999.0,-999.0,556
0.01,0.02,25.41,33.44,9.22,0.01,1.63,2.99,2.52,4.09,-999.0,-999.0,187
0.1,0.2,25.16,32.64,10.19,0.07,1.36,2.8,3.26,5.95,-999.0,-999.0,187
0.25,0.5,22.48,28.63,11.72,7.82,2.59,5.18,3.77,7.02,-999.0,-999.0,143
0.01,34.41,19.21,25.69,11.17,0.5,0.51,1.0,1.66,2.3,-999.0,-999.0,316
0.01,1.03,27.3,34.55,9.52,0.71,1.91,3.41,2.64,4.18,-999.0,-999.0,183
0.1,0.2,27.65,36.3,11.11,3.52,1.96,6.64,3.0,9.84,-999.0,-999.0,489
0.01,0.06,17.52,23.08,8.42,0.16,2.77,3.36,4.16,5.24,-999.0,-999.0,318
0.1,0.2,28.88,36.87,5.86,0.0,1.45,2.06,3.38,4.77,-999.0,-999.0,583
0.1,0.2,35.51,45.45,5.0,0.0,2.12,4.12,3.02,6.31,-999.0,-999.0,556
0.1,198.1,33.09,41.75,13.43,12.26,3.11,5.27,4.25,7.04,-999.0,-999.0,474
0.1,0.2,32.86,39.13,10.31,0.0,1.74,2.91,2.33,3.45,-999.0,-999.0,183
0.1,0.2,18.62,26.48,7.75,0.13,1.03,1.54,2.6,4.15,-999.0,-999.0,556
0.1,0.2,31.53,40.95,4.76,0.0,0.94,1.8,2.0,3.89,-999.0,-999.0,304
0.01,0.41,32.22,37.94,13.98,0.31,2.06,3.48,2.9,4.72,-999.0,-999.0,474
0.1,0.2,32.83,40.44,15.08,5.74,1.97,3.44,2.8,4.6,-999.0,-999.0,460
0.1,0.2,23.65,27.64,11.05,2.84,1.91,3.57,2.52,4.62,-999.0,-999.0,304
0.75,1.15,29.64,37.2,13.67,1.7,0.86,1.63,2.2,4.48,-999.0,-999.0,358
5.0,22.0,26.74,35.12,5.74,0.0,0.55,1.09,2.38,4.16,-999.0,-999.0,582
0.1,0.2,25.39,33.01,11.11,0.04,1.34,2.3,2.09,3.02,-999.0,-999.0,489
0.1,0.2,21.92,29.32,11.9,1.9,1.48,2.49,3.02,4.84,-999.0,-999.0,489
0.1,0.7,28.18,37.01,9.64,0.05,1.7,2.91,2.55,4.59,-999.0,-999.0,187
0.01,0.02,26.82,36.31,9.34,8.86,2.02,3.66,3.07,5.17,-999.0,-999.0,556
0.1,0.2,19.43,27.86,8.54,0.08,1.09,1.71,2.53,4.11,-999.0,-999.0,158
0.01,0.02,23.65,27.64,11.05,2.84,1.91,3.57,2.52,4.62,-999.0,-999.0,303
0.1,0.2,21.8,30.45,11.17,17.29,1.51,3.23,2.6,4.84,-999.0,-999.0,158
0.2,0.4,26.82,34.42,6.53,0.0,0.8,1.07,2.62,4.57,-999.0,-999.0,42
0.01,0.02,22.95,31.26,11.78,1.83,1.2,2.47,2.15,3.91,-999.0,-999.0,158
0.1,0.2,27.22,34.8,5.92,0.0,0.66,1.19,2.68,4.57,-999.0,-999.0,163
0.01,0.02,24.83,32.61,6.1,0.03,2.17,4.16,3.03,5.44,-999.0,-999.0,489
0.01,0.02,25.7,34.0,8.48,0.02,1.29,2.79,2.14,3.75,-999.0,-999.0,187
0.01,0.02,21.92,29.32,11.9,1.9,1.48,2.49,3.02,4.84,-999.0,-999.0,158
0.01,0.02,20.33,29.98,9.64,1.31,0.17,0.88,1.96,2.8,-999.0,-999.0,491
0.01,0.02,23.6,32.92,6.47,0.05,0.52,0.94,2.58,3.47,-999.0,-999.0,318
0.1,0.2,28.88,36.87,5.86,0.0,1.45,2.06,3.38,4.77,-999.0,-999.0,162
0.01,0.02,29.94,35.74,12.57,4.14,2.03,5.3,2.88,6.93,-999.0,-999.0,183
0.1,0.2,16.55,21.58,10.74,1.02,1.04,1.8,1.73,2.71,-999.0,-999.0,158
1.0,1.1,30.17,40.14,5.62,0.0,2.19,3.13,3.8,5.2,-999.0,-999.0,304
0.1,0.2,27.69,38.19,8.79,2.05,1.62,3.7,2.52,5.26,-999.0,-999.0,457
1.0,2.0,28.55,35.64,9.4,0.03,3.07,6.88,4.47,9.3,-999.0,-999.0,187
0.01,0.02,23.77,32.06,9.16,0.01,0.81,1.67,1.61,2.84,-999.0,-999.0,152
0.1,0.2,31.56,41.33,5.19,0.0,1.59,3.52,2.59,5.66,-999.0,-999.0,557
0.01,0.15,23.43,32.19,7.93,0.0,1.22,1.66,2.38,2.89,-999.0,-999.0,187
0.01,0.02,24.83,32.61,6.1,0.03,2.17,4.16,3.03,5.44,-999.0,-999.0,183
0.1,0.59,29.64,37.2,13.67,1.7,0.86,1.63,2.2,4.48,-999.0,-999.0,460
0.1,0.2,26.76,37.05,8.42,1.33,2.41,4.48,3.7,6.46,-999.0,-999.0,187
0.25,0.5,29.5,37.44,5.37,0.0,1.32,2.22,2.84,4.96,-999.0,-999.0,42
0.1,0.2,16.39,22.14,10.38,0.27,0.46,0.85,1.68,2.45,-999.0,-999.0,158
1.0,1.1,29.64,37.2,13.67,1.7,0.86,1.63,2.2,4.48,-999.0,-999.0,460
0.1,0.2,19.42,25.55,10.8,0.16,1.56,2.67,2.48,3.76,-999.0,-999.0,158
0.1,0.2,16.18,22.33,10.62,1.2,1.99,3.52,3.04,4.77,-999.0,-999.0,491
0.01,0.02,30.8,39.25,7.57,0.01,2.62,4.96,3.82,7.12,-999.0,-999.0,581
0.1,0.2,26.69,34.06,8.18,1.62,2.07,4.28,2.9,5.51,-999.0,-999.0,183
0.5,1.0,29.98,38.42,9.03,0.58,2.41,5.95,3.38,8.37,-999.0,-999.0,158
0.01,0.02,31.56,41.33,5.19,0.0,1.59,3.52,2.59,5.66,-999.0,-999.0,39
0.01,0.47,23.6,30.5,8.36,0.0,0.86,1.81,1.34,2.64,-999.0,-999.0,185
0.01,52.01,27.76,34.7,9.46,1.39,2.45,5.59,3.38,7.95,-999.0,-999.0,557
0.01,0.02,29.98,38.42,9.03,0.58,2.41,5.95,3.38,8.37,-999.0,-999.0,155
0.1,0.2,24.77,34.42,6.47,0.04,2.0,3.27,3.41,5.24,-999.0,-999.0,162
0.01,0.02,19.19,25.64,12.45,12.03,1.6,2.49,2.59,3.69,-999.0,-999.0,158
8.0,20.5,29.98,38.42,9.03,0.58,2.41,5.95,3.38,8.37,-999.0,-999.0,155
0.01,1.31,30.3,38.42,8.73,0.06,2.46,6.85,3.62,10.04,-999.0,-999.0,489
0.1,0.2,24.56,34.82,13.24,49.85,0.32,0.5,1.85,3.11,-999.0,-999.0,158
5.0,1029.0,26.9,37.12,8.73,5.72,2.23,4.2,3.34,5.91,-999.0,-999.0,489
0.1,0.2,27.28,36.55,11.41,7.32,1.98,6.53,3.0,9.47,-999.0,-999.0,155
1.0,1.1,27.5,40.0,5.74,0.0,3.25,5.2,4.48,7.15,-999.0,-999.0,432
0.01,0.02,25.27,33.65,10.38,11.77,2.42,6.87,3.48,9.27,-999.0,-999.0,183
50.0,2004.0,19.66,26.98,6.77,0.01,1.62,3.05,3.16,6.11,-999.0,-999.0,489
0.1,1.6,27.65,36.3,11.11,3.52,1.96,6.64,3.0,9.84,-999.0,-999.0,187
0.1,5.359999999999999,24.02,33.73,10.5,31.19,2.41,6.12,3.37,8.41,-999.0,-999.0,183
0.01,0.02,32.06,41.92,5.13,0.0,1.85,5.21,2.7,7.04,-999.0,-999.0,304
0.1,0.2,27.65,36.3,11.11,3.52,1.96,6.64,3.0,9.84,-999.0,-999.0,187
0.5,1.0,18.87,26.05,8.42,0.02,0.98,1.12,2.82,4.1,-999.0,-999.0,558
0.25,0.5,21.2,30.62,9.34,2.77,0.45,0.88,2.1,2.95,-999.0,-999.0,557
0.1,0.2,29.62,38.0,14.4,18.35,1.88,3.53,2.58,4.59,-999.0,-999.0,358
0.01,0.02,26.23,34.51,9.83,15.05,1.97,5.22,2.69,7.29,-999.0,-999.0,183
0.1,0.2,27.23,34.3,15.14,25.99,2.28,3.51,3.15,4.59,-999.0,-999.0,498
0.1,0.2,23.2,31.44,6.77,0.01,0.35,0.94,2.84,4.45,-999.0,-999.0,490
0.01,0.02,24.56,34.82,13.24,49.85,0.32,0.5,1.85,3.11,-999.0,-999.0,158
0.1,0.2,25.92,32.91,6.04,0.03,0.6,1.05,2.74,4.59,-999.0,-999.0,162
0.1,0.2,25.49,35.19,9.46,5.28,1.16,1.92,2.57,4.0,-999.0,-999.0,565
0.01,0.02,27.39,37.19,9.46,3.06,2.95,7.28,4.15,9.77,-999.0,-999.0,558
0.1,0.2,33.32,40.48,13.55,1.12,3.08,5.63,4.32,7.39,-999.0,-999.0,48
0.01,0.26,28.29,40.18,5.43,0.0,2.94,4.26,4.05,5.89,-999.0,-999.0,41
0.01,2.01,26.29,33.46,10.38,0.5,0.86,1.46,1.34,2.3,-999.0,-999.0,158
0.01,0.02,31.01,39.25,8.67,0.25,2.73,6.95,3.79,9.66,-999.0,-999.0,187
0.01,0.51,27.58,35.47,5.31,0.0,1.48,2.17,3.45,4.97,-999.0,-999.0,42
0.01,0.02,22.6,31.84,6.9,0.0,2.52,5.09,3.74,7.13,-999.0,-999.0,489
0.01,3.01,25.65,31.38,13.92,12.38,1.95,4.08,3.12,5.83,-999.0,-999.0,461
0.01,0.02,31.41,40.39,12.02,5.94,2.7,6.0,3.98,8.27,-999.0,-999.0,46
0.01,0.02,25.73,31.44,15.14,30.09,2.69,5.39,3.91,7.37,-999.0,-999.0,460
0.01,0.02,30.08,37.19,7.87,0.0,2.7,6.2,3.92,8.85,-999.0,-999.0,490
0.01,0.02,27.57,34.81,8.12,0.03,2.2,4.19,3.06,6.01,-999.0,-999.0,489
0.01,0.02,20.25,28.85,6.9,0.01,0.97,1.63,2.45,4.17,-999.0,-999.0,556
0.01,0.02,24.3,30.19,11.66,7.09,2.09,5.27,3.12,7.39,-999.0,-999.0,187
0.01,0.02,27.76,34.7,9.46,1.39,2.45,5.59,3.38,7.95,-999.0,-999.0,488
0.01,1.01,22.83,31.47,6.84,0.0,3.16,4.4,4.48,5.69,-999.0,-999.0,494
0.01,0.02,25.13,32.56,10.86,10.92,2.1,3.4,3.18,5.05,-999.0,-999.0,315
0.01,0.13,29.59,36.4,10.56,0.2,1.77,3.5,2.51,4.43,-999.0,-999.0,187
0.01,0.52,27.98,35.86,9.34,0.0,1.88,2.8,2.95,4.37,-999.0,-999.0,489
0.1,1.275,33.36,43.34,5.0,0.0,2.44,4.55,3.47,6.7,-999.0,-999.0,583
0.1,0.2,25.92,32.91,6.04,0.03,0.6,1.05,2.74,4.59,-999.0,-999.0,42
0.01,0.02,30.76,37.22,8.85,0.01,3.34,6.13,4.57,7.64,-999.0,-999.0,470
0.1,0.2,33.36,43.34,5.0,0.0,2.44,4.55,3.47,6.7,-999.0,-999.0,556
0.1,0.2,29.76,36.8,5.74,0.0,0.82,1.18,2.23,3.37,-999.0,-999.0,556
0.01,3.81,16.39,22.14,10.38,0.27,0.46,0.85,1.68,2.45,-999.0,-999.0,155
0.01,0.26,34.86,42.65,5.0,0.0,1.22,2.05,1.94,3.59,-999.0,-999.0,556
0.25,0.5800000000000001,27.58,35.47,5.31,0.0,1.48,2.17,3.45,4.97,-999.0,-999.0,42
0.1,0.2,34.61,43.05,5.13,0.0,1.54,2.23,2.3,3.95,-999.0,-999.0,556
0.1,0.2,18.82,26.29,7.32,0.0,0.6,0.89,1.82,2.7,-999.0,-999.0,165
0.01,0.51,33.45,43.8,5.13,0.0,2.3,4.05,3.3,6.05,-999.0,-999.0,556
0.01,0.11,28.26,36.49,6.16,0.0,2.9,6.34,3.95,8.48,-999.0,-999.0,489
0.1,0.2,26.02,32.37,12.39,0.28,2.0,3.45,2.88,5.04,-999.0,-999.0,155
0.1,0.2,24.05,31.51,11.17,0.64,0.88,1.83,1.55,2.56,-999.0,-999.0,158
0.01,1.01,21.33,28.26,11.96,1.68,1.21,2.34,2.27,3.85,-999.0,-999.0,158
0.01,0.34,25.49,31.33,8.85,0.62,0.95,1.94,1.41,2.41,-999.0,-999.0,187
0.01,0.36,25.81,34.51,9.83,0.05,2.34,3.55,3.52,5.14,-999.0,-999.0,316
0.01,0.02,14.36,18.93,8.06,2.2,0.59,1.16,1.23,2.39,-999.0,-999.0,162
0.01,0.02,29.98,38.42,9.03,0.58,2.41,5.95,3.38,8.37,-999.0,-999.0,572
