ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,FireCause,FireDiscoveryDateTime,FireOutDateTime,IncidentTypeKind,InitialLatitude,InitialLongitude,POOState,id
2022/06/14 00:25:01+00,2022/06/14 00:25:06+00,1.57,0.01,Undetermined,2022-06-13 22:58:08+00:00,,FI,34.056498,-117.021025,US-CA,16725
2022/06/20 03:00:00+00,2022/06/27 20:25:00+00,593.0,0.01,Undetermined,2022-06-13 23:16:51+00:00,,FI,40.010413,-122.45067,US-CA,16726
2022/06/14 06:08:00+00,2022/06/17 17:27:00+00,80.7,0.01,Undetermined,2022-06-13 23:06:27+00:00,,FI,39.881619,-122.197419,US-CA,16727
2022/06/14 00:10:00+00,2022/06/14 20:48:00+00,0.1,0.1,Human,2022-06-13 22:30:22+00:00,2022/06/14 20:48:00+00,FI,36.40243,-112.1505,US-AZ,16728
2022/06/13 21:30:00+00,2022/06/13 21:30:00+00,0.1,0.1,Human,2022-06-13 21:00:00+00:00,2022/06/16 00:00:00+00,FI,34.73592,-106.7385,US-NM,16729
2022/06/13 23:44:00+00,2022/06/14 21:40:48+00,0.01,0.01,Undetermined,2022-06-13 22:57:56+00:00,,FI,38.868107,-121.333617,US-CA,16730
2022/06/13 23:00:00+00,2022/06/13 23:00:00+00,0.1,0.1,Human,2022-06-13 22:49:46+00:00,2022/06/18 18:00:00+00,FI,38.88917,-112.398,US-UT,16731
2022/06/14 00:06:56+00,2022/06/14 00:07:02+00,0.01,0.01,Undetermined,2022-06-13 23:40:17+00:00,,FI,39.508933,-121.571083,US-CA,16732
2022/06/16 18:51:00+00,2022/06/18 18:51:00+00,0.36,0.5,Natural,2022-06-13 22:49:00+00:00,2022/06/18 18:51:00+00,FI,33.03049,-105.8417,US-NM,16733
2022/06/14 00:45:00+00,2022/06/14 00:45:00+00,0.01,0.01,Undetermined,2022-06-14 00:38:47+00:00,,FI,38.249233,-120.952317,US-CA,16734
2022/07/01 21:59:59+00,2022/07/01 22:15:00+00,5.04,3.0,Human,2022-06-13 21:15:26+00:00,2022/07/01 22:30:00+00,FI,36.34835,-121.5426,US-CA,16735
2022/06/14 02:09:00+00,2022/06/14 05:22:00+00,6.75,0.01,Undetermined,2022-06-14 01:38:14+00:00,,FI,38.759403,-122.050144,US-CA,16736
2022/06/14 07:34:00+00,2022/06/18 18:42:05+00,0.01,0.01,Undetermined,2022-06-14 01:36:29+00:00,,FI,39.582083,-121.5516,US-CA,16737
2022/06/14 04:38:00+00,2022/06/14 07:24:09+00,0.01,0.01,Undetermined,2022-06-14 04:17:47+00:00,,FI,37.820004,-120.66838,US-CA,16738
2022/06/14 05:34:00+00,2022/06/14 06:19:17+00,0.01,0.01,Undetermined,2022-06-14 05:19:30+00:00,,FI,36.980977,-120.07413,US-CA,16739
2022/06/14 05:09:00+00,2022/06/14 19:44:00+00,0.1,0.1,Human,2022-06-14 04:42:00+00:00,2022/06/14 19:44:00+00,FI,33.34786,-110.4577,US-AZ,16740
2022/06/14 21:58:00+00,2022/07/24 19:40:00+00,9.5,0.1,Human,2022-06-14 04:05:59+00:00,2022/07/24 19:40:00+00,FI,33.3116,-110.4559,US-AZ,16741
2022/06/14 05:47:00+00,2022/06/14 07:24:00+00,0.01,0.01,Undetermined,2022-06-14 05:33:14+00:00,,FI,37.475624,-122.357955,US-CA,16742
2022/06/14 07:46:00+00,2022/06/14 08:51:59+00,0.01,0.01,Undetermined,2022-06-14 07:34:42+00:00,,FI,37.940632,-120.620055,US-CA,16743
2022/06/14 10:28:42+00,2022/06/14 12:29:33+00,0.01,0.01,Undetermined,2022-06-14 10:12:37+00:00,,FI,35.130879,-120.61211,US-CA,16744
2022/06/14 14:52:14+00,2022/06/14 14:54:54+00,0.01,0.01,Undetermined,2022-06-14 13:03:07+00:00,,FI,36.122101,-118.99985,US-CA,16745
2022/06/14 03:30:00+00,2022/06/14 03:30:00+00,0.25,0.25,Human,2022-06-14 00:53:00+00:00,2022/06/17 00:59:59+00,FI,34.7799,-106.677,US-NM,16746
2022/06/14 14:32:00+00,2022/06/14 15:05:32+00,0.01,0.01,Undetermined,2022-06-14 14:21:00+00:00,,FI,38.987278,-121.005035,US-CA,16747
2022/06/13 02:15:00+00,2022/06/13 02:45:00+00,0.75,0.75,Human,2022-06-13 00:59:00+00:00,2022/07/25 17:11:00+00,FI,39.6455,-107.0756,US-CO,16748
2022/06/14 15:14:59+00,2022/06/14 15:14:59+00,0.1,0.1,Human,2022-06-14 14:18:00+00:00,2022/06/15 00:59:59+00,FI,40.70269,-116.1289,US-NV,16749
2022/06/14 20:03:59+00,2022/06/15 19:53:00+00,3.7,0.01,Undetermined,2022-06-14 16:21:51+00:00,,FI,36.455631,-121.373621,US-CA,16750
2022/06/14 16:31:59+00,2022/06/14 17:41:00+00,0.12,0.01,Undetermined,2022-06-14 15:59:56+00:00,,FI,37.045354,-121.940072,US-CA,16751
2022/06/14 16:41:00+00,2022/06/14 18:46:00+00,0.01,0.01,Undetermined,2022-06-14 16:23:36+00:00,,FI,40.7135,-122.23583,US-CA,16752
2022/06/14 16:34:00+00,2022/06/14 16:50:59+00,0.01,0.01,Undetermined,2022-06-14 16:14:43+00:00,,FI,34.4808,-117.594767,US-CA,16753
2022/06/14 16:35:45+00,2022/06/14 16:52:32+00,0.01,0.01,Undetermined,2022-06-14 16:08:38+00:00,,FI,36.499394,-120.389098,US-CA,16754
2022/06/14 18:36:59+00,2022/06/21 00:59:59+00,0.5,0.5,Human,2022-06-14 03:04:00+00:00,2022/06/20 06:59:59+00,FI,33.15394,-111.793,US-AZ,16755
2022/06/14 21:16:00+00,2022/06/14 21:16:00+00,1.0,0.01,Undetermined,2022-06-14 18:39:26+00:00,,FI,39.117689,-122.886943,US-CA,16756
2022/06/14 20:58:59+00,2022/06/15 23:18:00+00,23.0,0.01,Undetermined,2022-06-14 19:08:35+00:00,,FI,38.1775,-121.019167,US-CA,16757
2022/06/14 21:26:00+00,2022/06/14 22:47:59+00,9.05,0.01,Undetermined,2022-06-14 19:19:58+00:00,,FI,40.5261,-122.257483,US-CA,16758
2022/06/14 19:21:05+00,2022/06/14 19:39:25+00,0.5,0.01,Undetermined,2022-06-14 19:05:43+00:00,,FI,36.445559,-119.7982,US-CA,16759
2022/06/14 19:37:00+00,2022/06/14 20:50:00+00,0.09,0.01,Undetermined,2022-06-14 19:20:58+00:00,,FI,38.92485,-122.588633,US-CA,16760
2022/06/14 20:51:59+00,2022/06/15 02:47:00+00,90.0,0.01,Undetermined,2022-06-14 19:33:03+00:00,,FI,36.881283,-121.443217,US-CA,16761
2022/06/14 03:48:00+00,2022/08/24 19:04:00+00,0.1,1.0,Undetermined,2022-06-13 22:36:00+00:00,2022/08/24 19:04:00+00,FI,40.9336,-123.6749,US-CA,16762
2022/06/14 19:53:56+00,2022/06/14 19:54:09+00,2.0,0.01,Undetermined,2022-06-14 18:06:02+00:00,,FI,36.734331,-120.313133,US-CA,16763
2022/06/15 17:09:00+00,2022/06/15 17:09:00+00,0.2,0.1,Undetermined,2022-06-14 18:54:00+00:00,2022/06/15 22:30:00+00,FI,35.19536,-108.5527,US-NM,16764
2022/06/17 02:00:00+00,2022/06/24 23:00:00+00,22.0,0.1,Undetermined,2022-06-14 17:29:00+00:00,2022/06/27 23:00:00+00,FI,34.06104,-106.9332,US-NM,16765
2022/06/15 02:13:00+00,2022/06/15 03:00:00+00,40.0,0.01,Undetermined,2022-06-14 20:19:24+00:00,,FI,36.900119,-121.556319,US-CA,16766
2022/06/14 21:04:00+00,2022/06/14 21:26:00+00,0.01,0.01,Undetermined,2022-06-14 20:58:58+00:00,,FI,38.48915,-122.703183,US-CA,16767
2022/06/17 17:19:59+00,2022/07/05 19:20:00+00,1.0,0.1,Natural,2022-06-14 19:42:05+00:00,2022/07/05 19:25:00+00,FI,33.05729,-109.0746,US-AZ,16768
2022/06/14 21:51:35+00,2022/06/14 22:52:57+00,0.5,0.01,Undetermined,2022-06-14 21:32:00+00:00,,FI,35.035032,-120.52452,US-CA,16769
2022/06/14 23:00:00+00,2022/06/16 21:59:59+00,0.5,0.1,Undetermined,2022-06-14 21:42:00+00:00,2022/06/26 18:59:59+00,FI,39.43344,-122.936,US-CA,16770
2022/06/14 21:40:00+00,2022/06/14 21:53:00+00,0.1,0.1,Human,2022-06-14 21:19:00+00:00,2022/06/14 22:01:00+00,FI,40.31676,-109.96365,US-UT,16771
2022/06/14 22:21:53+00,2022/06/14 22:40:08+00,0.01,0.01,Undetermined,2022-06-14 21:57:30+00:00,,FI,37.205387,-119.473967,US-CA,16772
2022/06/15 00:01:59+00,2022/06/15 00:01:59+00,0.01,0.01,Undetermined,2022-06-14 22:17:03+00:00,,FI,39.21915,-123.763167,US-CA,16773
2022/06/14 22:14:41+00,2022/06/14 22:20:19+00,0.23,0.01,Undetermined,2022-06-14 22:00:28+00:00,,FI,36.62469,-119.3314,US-CA,16774
2022/06/14 22:18:46+00,2022/06/14 22:41:13+00,0.01,0.01,Undetermined,2022-06-14 22:09:07+00:00,,FI,36.471321,-119.825456,US-CA,16775
2022/06/14 17:29:59+00,2022/06/14 17:29:59+00,0.1,0.1,Human,2022-06-14 16:50:59+00:00,2022/06/14 17:29:59+00,FI,37.95517,-111.9644,US-UT,16776
2022/06/15 00:00:00+00,2022/06/15 20:48:00+00,0.1,0.1,Natural,2022-06-14 16:45:34+00:00,2022/06/25 18:59:00+00,FI,39.22704,-111.5383,US-UT,16777
2022/06/14 23:51:06+00,2022/06/14 23:51:08+00,0.25,0.01,Undetermined,2022-06-14 22:47:53+00:00,,FI,40.4993,-124.09115,US-CA,16778
2022/06/15 17:15:00+00,2022/06/15 17:15:00+00,,24.0,Human,2022-06-14 20:16:00+00:00,2022/06/17 22:50:00+00,FI,32.3411,-109.5759,US-AZ,16779
2022/06/14 22:43:00+00,2022/06/15 18:35:00+00,0.2,0.2,Human,2022-06-14 21:30:59+00:00,2022/06/15 18:35:00+00,FI,36.008683,-106.0883,US-NM,16780
2022/06/15 03:00:00+00,2022/06/16 20:29:59+00,0.3,1.0,Human,2022-06-14 21:51:00+00:00,2022/06/16 20:29:59+00,FI,37.6475,-112.6851,US-UT,16781
2022/06/15 01:30:00+00,2022/06/15 15:59:59+00,,0.3,Human,2022-06-14 22:30:27+00:00,2022/06/15 15:59:59+00,FI,34.6698,-113.5875,US-AZ,16782
2022/06/14 23:55:00+00,2022/06/14 23:56:00+00,0.01,0.01,Undetermined,2022-06-14 23:40:20+00:00,,FI,40.851872,-124.163848,US-CA,16783
2022/06/15 00:01:00+00,2022/06/17 20:15:00+00,0.25,0.01,Undetermined,2022-06-14 21:32:14+00:00,,FI,38.692054,-120.609068,US-CA,16784
2022/06/15 01:05:59+00,2022/06/15 02:21:00+00,0.76,0.01,Undetermined,2022-06-15 00:03:33+00:00,,FI,35.221994,-120.647897,US-CA,16785
2022/06/16 00:59:59+00,2022/06/22 18:59:59+00,1.0,1.0,Human,2022-06-15 00:01:00+00:00,2022/06/22 18:59:59+00,FI,34.17242,-116.8486,US-CA,16786
2022/06/15 00:20:51+00,2022/06/15 00:20:57+00,0.01,0.01,Undetermined,2022-06-15 00:18:50+00:00,,FI,39.223617,-123.757883,US-CA,16787
2022/06/15 01:34:00+00,2022/06/16 17:28:00+00,1.6,0.01,Undetermined,2022-06-15 00:03:57+00:00,,FI,39.912917,-122.022106,US-CA,16788
2022/06/15 00:20:00+00,2022/06/15 00:20:59+00,0.2,0.2,Undetermined,2022-06-14 22:34:00+00:00,2022/06/27 18:00:00+00,FI,35.23148,-106.5705,US-NM,16789
2022/06/15 00:30:00+00,2022/06/15 00:30:00+00,0.1,0.1,Human,2022-06-14 23:00:00+00:00,2022/06/15 23:29:59+00,FI,37.68284,-113.1661,US-UT,16790
2022/06/15 01:30:00+00,2022/06/15 01:30:00+00,,0.5,Human,2022-06-14 22:51:04+00:00,2022/06/15 02:00:00+00,FI,35.09754,-112.9278,US-AZ,16791
2022/06/16 18:30:59+00,2022/06/16 21:01:59+00,0.25,0.1,Natural,2022-06-14 23:08:00+00:00,2022/07/27 00:59:59+00,FI,40.35486,-111.0838,US-UT,16792
2022/06/15 04:11:53+00,2022/06/15 05:19:13+00,0.01,0.01,Undetermined,2022-06-15 03:41:29+00:00,,FI,36.969394,-120.875526,US-CA,16793
2022/06/15 04:17:14+00,2022/06/15 05:07:33+00,0.01,0.01,Undetermined,2022-06-15 04:00:04+00:00,,FI,36.982695,-120.026844,US-CA,16794
2022/06/15 07:47:00+00,2022/06/15 08:16:59+00,0.46,5.0,Human,2022-06-15 06:35:00+00:00,2022/06/26 00:59:59+00,FI,40.17645,-118.4809,US-NV,16795
2022/06/15 14:00:00+00,2022/06/15 18:59:59+00,0.1,0.1,Undetermined,2022-06-15 13:52:00+00:00,2022/06/20 22:17:00+00,FI,39.95038,-105.5112,US-CO,16796
2022/06/15 18:20:00+00,2022/06/16 16:21:00+00,,0.3,Human,2022-06-15 06:19:52+00:00,2022/06/16 16:21:00+00,FI,32.83956,-111.7226,US-AZ,16797
2022/06/15 13:47:00+00,2022/06/15 14:51:59+00,0.01,0.01,Undetermined,2022-06-15 13:38:09+00:00,,FI,38.763992,-122.597059,US-CA,16798
2022/06/15 15:48:00+00,2022/06/15 18:00:00+00,,0.3,Human,2022-06-15 12:28:12+00:00,2022/06/16 22:28:59+00,FI,32.55939,-109.7767,US-AZ,16799
2022/06/20 02:00:00+00,2022/07/01 14:29:59+00,198.0,10.0,Human,2022-06-15 16:05:00+00:00,2022/07/01 14:29:59+00,FI,32.71793,-114.5644,US-AZ,16800
2022/06/15 18:02:42+00,2022/06/15 19:25:10+00,2.75,0.01,Undetermined,2022-06-15 17:26:19+00:00,,FI,37.06676,-120.029309,US-CA,16801
2022/06/15 19:30:00+00,2022/06/15 19:30:00+00,0.1,0.1,Human,2022-06-15 17:15:45+00:00,2022/06/25 18:00:00+00,FI,39.34433,-111.5628,US-UT,16802
2022/06/15 20:35:00+00,2022/06/15 22:56:14+00,0.01,0.01,Undetermined,2022-06-15 18:24:12+00:00,,FI,35.510508,-120.629482,US-CA,16803
2022/06/15 21:25:00+00,2022/06/18 23:00:00+00,0.25,0.25,Undetermined,2022-06-15 18:33:00+00:00,2022/06/18 23:00:00+00,FI,36.22132,-106.3694,US-NM,16804
2022/06/15 13:40:00+00,2022/06/15 14:29:59+00,0.1,0.1,Human,2022-06-15 12:52:00+00:00,2022/07/01 17:06:00+00,FI,37.78599,-113.9572,US-UT,16805
2022/06/15 20:08:00+00,2022/06/15 21:14:00+00,0.01,0.01,Undetermined,2022-06-15 19:48:58+00:00,,FI,40.509733,-121.937733,US-CA,16806
2022/06/15 21:24:00+00,2022/06/19 20:43:39+00,0.01,0.01,Undetermined,2022-06-15 20:00:50+00:00,,FI,39.882167,-121.599167,US-CA,16807
2022/06/15 21:45:00+00,2022/06/17 23:51:05+00,0.01,0.01,Undetermined,2022-06-15 20:46:01+00:00,,FI,39.762,-121.555,US-CA,16808
2022/06/15 21:05:42+00,2022/06/15 22:03:13+00,0.01,0.01,Undetermined,2022-06-15 20:46:39+00:00,,FI,37.145614,-120.825164,US-CA,16809
2022/06/15 21:16:14+00,2022/06/15 22:01:44+00,0.01,0.01,Undetermined,2022-06-15 20:48:03+00:00,,FI,36.992208,-119.868438,US-CA,16810
2022/06/15 21:45:00+00,2022/06/15 21:45:00+00,0.3,0.01,Undetermined,2022-06-15 21:25:33+00:00,,FI,37.019445,-119.399295,US-CA,16811
2022/06/15 21:59:59+00,2022/06/15 22:00:30+00,0.1,0.1,Human,2022-06-15 20:50:00+00:00,2022/06/26 00:59:59+00,FI,40.66014,-118.1373,US-NV,16812
2022/06/15 22:03:50+00,2022/06/15 22:03:53+00,0.01,0.01,Undetermined,2022-06-15 21:49:51+00:00,,FI,37.382205,-120.718714,US-CA,16813
2022/06/15 22:38:00+00,2022/06/26 14:00:00+00,6.12,0.01,Undetermined,2022-06-15 21:54:22+00:00,,FI,39.464333,-121.59315,US-CA,16814
2022/06/15 23:22:00+00,2022/06/16 20:00:00+00,0.2,0.1,Human,2022-06-15 22:24:00+00:00,2022/06/18 22:36:00+00,FI,41.14915,-122.3172,US-CA,16815
2022/06/15 22:47:50+00,2022/06/15 23:25:14+00,0.8,0.01,Undetermined,2022-06-15 21:41:36+00:00,,FI,36.438094,-119.648465,US-CA,16816
2022/06/16 00:11:35+00,2022/06/16 00:29:44+00,0.25,0.01,Undetermined,2022-06-15 23:47:01+00:00,,FI,35.65549,-120.697137,US-CA,16817
2022/06/16 00:29:00+00,2022/06/16 00:29:00+00,0.01,0.01,Undetermined,2022-06-16 00:24:34+00:00,,FI,37.263181,-119.694616,US-CA,16818
2022/06/15 23:41:00+00,2022/06/16 00:00:00+00,0.1,0.1,Human,2022-06-15 23:29:00+00:00,2022/06/23 19:15:00+00,FI,40.25804,-110.1777,US-UT,16819
2022/06/16 05:00:00+00,2022/06/23 19:50:00+00,88.0,100.0,Natural,2022-06-16 01:47:59+00:00,2022/06/23 19:50:00+00,FI,33.749117,-105.47275,US-NM,16820
2022/06/16 05:58:59+00,2022/06/16 05:58:59+00,0.25,0.25,Human,2022-06-16 04:05:00+00:00,2022/06/16 20:00:00+00,FI,39.93114,-111.8109,US-UT,16821
2022/06/23 21:59:59+00,2022/06/23 21:59:59+00,1.0,1.0,Natural,2022-06-16 03:58:26+00:00,2022/06/28 00:43:00+00,FI,38.81354,-111.2427,US-UT,16822
2022/06/16 03:58:00+00,2022/06/16 21:49:59+00,0.03,0.01,Undetermined,2022-06-16 03:53:17+00:00,,FI,39.440093,-121.554438,US-CA,16823
2022/06/16 17:56:00+00,2022/06/20 15:14:59+00,,4.0,Human,2022-06-16 05:48:59+00:00,2022/06/20 15:14:59+00,FI,32.064,-110.0706,US-AZ,16824
2022/06/16 16:04:36+00,2022/06/16 16:48:18+00,0.01,0.01,Undetermined,2022-06-16 15:31:02+00:00,,FI,37.012591,-120.082724,US-CA,16825
2022/06/16 16:50:00+00,2022/06/16 16:50:00+00,0.1,0.1,Human,2022-06-16 15:46:59+00:00,2022/06/16 16:50:00+00,FI,37.41496,-107.6642,US-CO,16826
2022/06/16 20:29:59+00,2022/06/17 18:59:59+00,0.1,0.1,Human,2022-06-16 16:54:29+00:00,2022/06/20 17:29:59+00,FI,,,US-AZ,16827
2022/06/16 19:23:00+00,2022/06/16 20:18:00+00,0.01,0.01,Undetermined,2022-06-16 18:35:12+00:00,,FI,38.155783,-120.8336,US-CA,16828
2022/06/16 20:34:03+00,2022/06/16 23:56:31+00,0.01,0.01,Undetermined,2022-06-16 19:40:30+00:00,,FI,37.307034,-119.792085,US-CA,16829
2022/06/16 20:13:00+00,2022/06/20 19:27:00+00,30.0,0.01,Undetermined,2022-06-16 19:49:47+00:00,,FI,39.933678,-122.289636,US-CA,16830
2022/06/17 00:55:00+00,2022/06/17 17:00:00+00,0.5,0.25,Natural,2022-06-16 18:07:20+00:00,2022/06/24 19:15:00+00,FI,33.41259,-108.7871,US-NM,16831
2022/06/16 20:24:00+00,2022/06/16 20:24:00+00,0.01,0.01,Undetermined,2022-06-16 20:07:39+00:00,,FI,37.3242,-122.381967,US-CA,16832
2022/06/16 20:09:00+00,2022/06/16 20:09:00+00,0.1,0.1,Undetermined,2022-06-16 19:49:00+00:00,2022/06/16 20:15:00+00,FI,39.29265,-120.9348,US-CA,16833
2022/06/16 21:08:00+00,2022/06/16 21:19:52+00,0.01,0.01,Undetermined,2022-06-16 21:04:14+00:00,,FI,37.431319,-120.783621,US-CA,16834
2022/06/16 20:50:00+00,2022/06/16 20:50:00+00,0.1,0.1,Human,2022-06-16 20:48:00+00:00,2022/06/16 20:50:00+00,FI,37.39397,-108.0686,US-CO,16835
2022/06/16 21:39:53+00,2022/06/16 21:39:56+00,0.01,0.01,Undetermined,2022-06-16 21:05:44+00:00,,FI,37.363629,-120.64117,US-CA,16836
2022/06/16 22:50:00+00,2022/06/17 21:14:59+00,0.5,0.5,Human,2022-06-16 21:06:01+00:00,2022/06/27 20:29:59+00,FI,38.52461,-111.8821,US-UT,16837
2022/06/16 22:05:59+00,2022/06/17 01:07:00+00,0.25,0.01,Undetermined,2022-06-16 21:45:06+00:00,,FI,33.15589,-116.673713,US-CA,16838
2022/06/17 00:47:23+00,2022/06/19 16:50:51+00,3.0,0.01,Undetermined,2022-06-16 22:06:51+00:00,,FI,39.154023,-121.12282,US-CA,16839
2022/06/16 22:31:00+00,2022/06/16 22:31:00+00,0.01,0.01,Undetermined,2022-06-16 22:26:41+00:00,,FI,37.433239,-122.420099,US-CA,16840
2022/06/16 23:00:59+00,2022/06/17 01:38:00+00,0.05,0.01,Undetermined,2022-06-16 22:32:11+00:00,,FI,38.856672,-122.720527,US-CA,16841
2022/06/16 23:27:00+00,2022/06/17 14:02:02+00,0.5,0.01,Undetermined,2022-06-16 22:07:58+00:00,,FI,39.7133,-121.777333,US-CA,16842
2022/06/19 20:03:59+00,2022/06/19 20:03:59+00,26.0,0.1,Undetermined,2022-06-16 23:11:00+00:00,2022/06/24 04:30:00+00,FI,35.06385,-106.457,US-NM,16843
2022/06/16 22:07:00+00,2022/06/18 08:10:00+00,0.1,0.1,Human,2022-06-16 20:57:00+00:00,2022/06/19 17:03:59+00,FI,38.18482,-120.3285,US-CA,16844
2022/06/17 01:59:00+00,2022/06/17 01:59:00+00,0.1,0.1,Human,2022-06-16 21:36:00+00:00,2022/07/09 03:00:00+00,FI,40.266667,-114.716667,US-NV,16845
2022/06/17 03:03:00+00,2022/06/17 17:45:59+00,0.25,0.25,Undetermined,2022-06-17 00:30:59+00:00,2022/06/17 17:45:59+00,FI,35.52616,-118.6585,US-CA,16846
2022/06/17 01:54:00+00,2022/06/18 23:29:59+00,,1.0,Human,2022-06-16 23:32:27+00:00,2022/06/18 23:29:59+00,FI,32.11811,-110.0157,US-AZ,16847
2022/06/17 02:31:00+00,2022/06/18 18:30:00+00,1.1,0.01,Undetermined,2022-06-17 01:36:24+00:00,,FI,38.698995,-120.995602,US-CA,16848
2022/06/18 00:00:00+00,2022/06/19 18:59:59+00,3.0,0.1,Undetermined,2022-06-17 00:13:00+00:00,2022/06/22 22:10:00+00,FI,37.66228,-108.5157,US-CO,16849
2022/06/17 04:08:00+00,2022/06/17 06:12:41+00,0.5,0.01,Undetermined,2022-06-17 03:41:51+00:00,,FI,35.126688,-120.588121,US-CA,16850
2022/06/15 17:40:00+00,2022/07/24 19:40:00+00,0.5,0.1,Human,2022-06-14 16:27:00+00:00,2022/07/24 19:40:00+00,FI,33.38014,-110.459,US-AZ,16851
2022/06/17 06:11:45+00,2022/06/17 07:46:46+00,2.0,0.01,Undetermined,2022-06-17 05:49:53+00:00,,FI,36.617478,-119.327441,US-CA,16852
2022/06/17 12:15:04+00,2022/06/17 12:51:06+00,0.01,0.01,Undetermined,2022-06-17 12:04:49+00:00,,FI,36.699468,-119.539574,US-CA,16853
2022/06/17 16:05:59+00,2022/06/17 16:24:32+00,0.01,0.01,Undetermined,2022-06-17 16:04:19+00:00,,FI,37.385658,-119.73733,US-CA,16854
2022/06/17 17:10:00+00,2022/06/17 21:55:00+00,1.57,1.0,Human,2022-06-17 16:15:00+00:00,2022/09/28 00:30:00+00,FI,40.59995,-112.4636,US-UT,16855
2022/06/17 16:15:00+00,2022/06/17 16:15:00+00,0.2,0.1,Human,2022-06-17 15:46:59+00:00,2022/06/17 16:20:00+00,FI,40.85163,-115.7468,US-NV,16856
2022/06/17 18:10:00+00,2022/06/17 18:30:00+00,0.1,0.1,Human,2022-06-17 17:19:59+00:00,2022/06/17 18:30:00+00,FI,33.53846,-105.6083,US-NM,16857
2022/06/17 23:29:59+00,2022/06/18 14:40:00+00,0.5,0.5,Human,2022-06-17 17:29:59+00:00,2022/06/21 15:59:59+00,FI,39.52486,-111.5895,US-UT,16858
2022/06/17 20:00:00+00,2022/06/17 20:00:00+00,0.1,0.1,Human,2022-06-17 18:01:59+00:00,2022/06/21 17:15:00+00,FI,39.14376,-111.8113,US-UT,16859
2022/06/17 18:14:59+00,2022/06/17 18:14:59+00,0.1,0.1,Human,2022-06-17 18:11:00+00:00,2022/06/17 18:14:59+00,FI,37.75825,-108.0017,US-CO,16860
2022/06/21 17:45:00+00,2022/06/21 17:45:00+00,4.0,4.0,Human,2022-06-17 18:33:30+00:00,2022/06/21 17:45:00+00,FI,40.90834,-111.916,US-UT,16861
2022/06/17 20:40:45+00,2022/06/18 01:00:42+00,0.01,0.01,Undetermined,2022-06-17 19:25:43+00:00,,FI,34.997654,-120.380044,US-CA,16862
2022/06/18 00:01:59+00,2022/06/18 01:04:00+00,0.2,0.01,Undetermined,2022-06-17 19:44:39+00:00,,FI,40.8727,-120.1525,US-CA,16863
2022/06/18 03:59:59+00,2022/06/18 23:19:59+00,60.0,0.01,Human,2022-06-17 18:05:39+00:00,2022/06/23 02:00:00+00,FI,40.5629,-112.097,US-UT,16864
2022/06/22 18:30:00+00,2022/06/22 18:30:00+00,0.1,0.1,Natural,2022-06-17 13:30:00+00:00,2022/06/22 18:30:00+00,FI,41.90404,-111.2453,US-UT,16865
2022/06/18 21:19:00+00,2022/06/19 00:14:59+00,394.19,0.1,Human,2022-06-17 18:19:00+00:00,2022/06/24 22:15:00+00,FI,40.7095,-112.2488,US-UT,16866
2022/06/17 18:56:00+00,2022/06/27 14:00:00+00,1.46,0.5,Natural,2022-06-17 17:42:00+00:00,2022/06/27 14:00:00+00,FI,33.91746,-105.6067,US-NM,16867
2022/06/18 00:01:59+00,2022/06/18 01:04:00+00,11.3,0.01,Undetermined,2022-06-17 20:23:39+00:00,,FI,40.8727,-120.1525,US-CA,16868
2022/06/17 03:59:59+00,2022/06/17 04:15:00+00,1.0,1.0,Human,2022-06-17 03:16:00+00:00,2022/07/16 23:00:00+00,FI,40.25989,-111.879,US-UT,16869
2022/06/18 02:50:00+00,2022/06/18 03:10:00+00,0.25,0.25,Undetermined,2022-06-17 20:21:00+00:00,2022/06/18 03:23:00+00,FI,36.042933,-119.319617,US-CA,16870
2022/06/17 21:40:00+00,2022/06/20 19:10:00+00,1.1,0.01,Undetermined,2022-06-17 20:49:37+00:00,,FI,38.337014,-121.168421,US-CA,16871
2022/06/17 23:23:00+00,2022/06/21 00:09:00+00,0.01,0.01,Undetermined,2022-06-17 21:01:20+00:00,,FI,38.887988,-122.2377,US-CA,16872
2022/06/18 18:46:59+00,2022/06/29 14:00:00+00,1.1,1.0,Natural,2022-06-17 19:02:59+00:00,2022/06/29 14:00:00+00,FI,33.23547,-105.4999,US-NM,16873
2022/06/17 21:20:59+00,2022/06/17 21:20:59+00,1.0,1.0,Human,2022-06-17 18:56:02+00:00,2022/06/20 19:25:00+00,FI,36.7742,-114.0117,US-AZ,16874
2022/06/17 21:59:59+00,2022/06/26 16:50:59+00,1.0,0.5,Human,2022-06-17 20:23:00+00:00,2022/06/27 18:00:00+00,FI,38.80133,-112.4366,US-UT,16875
2022/06/17 21:17:59+00,2022/06/17 21:17:59+00,0.01,0.01,Undetermined,2022-06-17 20:56:57+00:00,,FI,36.974535,-120.051252,US-CA,16876
2022/06/21 20:02:00+00,2022/06/30 18:59:59+00,324.0,0.1,Natural,2022-06-17 18:27:59+00:00,2022/06/30 18:59:59+00,FI,33.97555,-106.3736,US-NM,16877
2022/06/24 00:17:59+00,2022/07/08 18:59:59+00,3209.0,100.0,Human,2022-06-17 19:59:00+00:00,2022/08/01 21:59:59+00,FI,40.231167,-114.39375,US-NV,16878
2022/06/17 21:59:59+00,2022/06/18 02:00:00+00,2.5,0.25,Human,2022-06-17 18:01:59+00:00,2022/06/18 21:14:59+00,FI,37.10234,-111.8966,US-UT,16879
