ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,FireCause,FireDiscoveryDateTime,FireOutDateTime,IncidentTypeKind,InitialLatitude,InitialLongitude,POOState,id
2020/07/23 05:29:59+00,2020/07/23 05:29:59+00,8.0,2.5,Human,2020-07-22 21:51:00+00:00,2020/07/23 14:00:00+00,FI,33.19581,-111.3487,US-AZ,0
2020/08/03 23:00:00+00,2020/09/02 15:00:00+00,5985.9,5.0,Natural,2020-07-19 23:00:00+00:00,2020/10/01 21:00:00+00,FI,40.602563,-115.719777,US-NV,1
,2020/08/06 17:58:00+00,0.1,0.1,Natural,2020-08-06 02:31:04+00:00,2020/08/09 00:00:00+00,FI,41.6825,-122.102917,US-CA,2
2020/08/30 00:00:00+00,2020/09/10 14:00:00+00,0.1,1.0,Natural,2020-08-29 21:46:00+00:00,2020/09/10 15:59:59+00,FI,39.89171,-108.2665,US-CO,3
2020/10/28 20:15:00+00,2020/10/28 20:15:00+00,0.1,0.1,Human,2020-10-28 19:37:00+00:00,2020/10/28 20:15:00+00,FI,40.2277,-109.703169,US-UT,4
2020/07/10 18:14:59+00,2020/07/10 18:14:59+00,0.1,0.1,Human,2020-07-09 16:34:59+00:00,2020/07/10 18:14:59+00,FI,31.9612,-110.3856,US-AZ,5
2020/10/17 21:59:59+00,2020/10/19 15:00:00+00,135.0,1.0,Human,2020-10-15 18:17:00+00:00,2020/10/26 00:59:59+00,FI,35.40572,-113.7708,US-AZ,6
2020/06/20 18:59:59+00,2020/06/20 18:59:59+00,0.1,0.1,Human,2020-06-20 18:49:59+00:00,2020/06/20 18:59:59+00,FI,35.62556,-108.8392,US-NM,7
2020/06/05 18:30:00+00,2020/06/07 18:59:59+00,0.25,0.3,Human,2020-06-05 13:36:00+00:00,2020/06/07 19:05:00+00,FI,36.34147,-106.158237,US-NM,8
2020/11/16 23:29:59+00,2020/11/17 00:04:59+00,0.1,0.1,Human,2020-11-16 23:19:59+00:00,2020/11/17 18:07:00+00,FI,33.35169,-110.4574,US-AZ,9
2020/06/08 00:40:00+00,2020/06/08 00:40:00+00,0.1,0.1,Human,2020-06-07 18:06:00+00:00,2020/06/08 00:40:00+00,FI,37.39361,-108.0689,US-CO,10
2020/06/24 19:02:00+00,2020/06/25 16:05:59+00,132.0,15.0,Natural,2020-06-24 00:17:59+00:00,2020/07/06 23:39:59+00,FI,39.78019,-120.1027,US-CA,11
2020/07/29 20:00:00+00,2020/07/29 20:00:59+00,0.1,0.1,Natural,2020-07-27 20:12:00+00:00,2020/07/29 20:02:00+00,FI,37.24964,-113.2109,US-UT,12
2021/01/20 03:29:00+00,2021/01/21 00:57:00+00,1.88,1.0,Human,2021-01-19 19:40:00+00:00,2021/01/21 21:14:59+00,FI,39.37291,-120.7704,US-CA,13
2020/08/11 21:39:00+00,2020/08/11 23:06:00+00,3.2,2.0,Human,2020-08-11 17:07:59+00:00,2020/08/13 17:29:59+00,FI,39.52572,-110.4248,US-UT,14
2020/03/02 00:17:00+00,2020/03/02 00:17:59+00,0.1,0.1,Unknown,2020-02-29 21:06:00+00:00,2020/03/03 00:17:59+00,FI,34.0356,-112.1447,US-AZ,15
2020/07/23 17:00:00+00,2020/07/26 15:00:00+00,13.0,0.1,Human,2020-07-22 19:09:59+00:00,2020/08/01 18:00:00+00,FI,41.825911,-122.974067,US-CA,16
2020/09/09 22:17:00+00,2020/09/09 22:17:00+00,0.1,0.1,Human,2020-09-09 20:36:59+00:00,2020/09/09 22:17:00+00,FI,42.4721,-123.672583,US-OR,17
2020/07/05 05:15:00+00,2020/07/05 05:15:00+00,0.1,0.1,Human,2020-07-05 04:27:00+00:00,2020/07/05 05:19:59+00,FI,36.47322,-114.4515,US-NV,18
2021/03/07 18:38:00+00,2021/03/09 00:59:59+00,0.5,0.5,Human,2021-03-07 07:08:00+00:00,2021/03/09 00:59:59+00,FI,34.4559,-114.3719,US-AZ,19
2020/10/27 14:00:00+00,2020/11/19 21:00:00+00,597.8,1.0,Unknown,2020-10-19 19:31:59+00:00,2020/12/14 18:00:00+00,FI,37.8068,-107.7742,US-CO,20
2020/08/08 19:50:59+00,2020/08/22 16:09:59+00,14.0,0.3,Natural,2020-08-06 19:08:43+00:00,2020/08/22 16:15:00+00,FI,34.04701,-108.3095,US-NM,21
2020/07/04 23:00:00+00,2020/07/04 23:00:00+00,0.1,0.1,Natural,2020-07-04 21:04:59+00:00,2020/07/04 23:10:00+00,FI,38.26927,-108.6568,US-CO,22
2020/08/15 20:28:00+00,2020/08/18 18:53:59+00,2.5,0.1,Natural,2020-08-13 19:24:19+00:00,2020/08/18 18:55:00+00,FI,34.44263,-110.8091,US-AZ,23
2020/04/29 21:49:00+00,2020/04/29 22:09:59+00,1.3,0.3,Human,2020-04-29 21:17:59+00:00,2020/05/06 17:29:59+00,FI,36.15775,-105.676733,US-NM,24
2020/07/01 00:59:59+00,2020/07/03 00:59:59+00,90.0,80.0,Human,2020-06-28 23:15:00+00:00,2020/07/05 00:59:59+00,FI,33.49935,-112.9559,US-AZ,25
2020/10/24 20:39:00+00,2020/10/24 20:39:59+00,0.1,0.1,Human,2020-10-24 20:32:59+00:00,2020/10/24 20:41:00+00,FI,34.29436,-110.8571,US-AZ,26
2020/08/20 17:42:00+00,2020/08/20 17:42:00+00,0.1,0.1,Human,2020-08-20 16:47:00+00:00,2020/08/20 17:55:59+00,FI,40.327265,-109.671992,US-UT,27
2020/07/31 22:00:53+00,2020/07/31 22:00:53+00,0.3,0.3,Human,2020-07-31 21:29:16+00:00,2020/09/07 18:59:59+00,FI,,,US-AZ,28
2020/10/28 01:25:00+00,2020/10/28 16:17:00+00,0.25,0.1,Unknown,2020-10-28 00:27:00+00:00,2020/11/03 00:00:00+00,FI,39.80232,-120.4874,US-CA,29
2020/11/05 03:27:00+00,2020/11/07 16:49:00+00,0.1,1.0,Human,2020-11-05 00:59:59+00:00,2020/11/07 16:49:00+00,FI,40.81229,-122.3204,US-CA,30
2020/07/11 17:35:00+00,2020/07/11 17:35:00+00,0.25,0.3,Natural,2020-07-11 01:21:00+00:00,2020/07/11 17:35:59+00,FI,34.46555,-110.3728,US-AZ,31
2020/08/23 05:00:00+00,2020/08/23 05:00:00+00,0.1,1.0,Natural,2020-08-23 03:03:00+00:00,2020/09/01 18:00:00+00,FI,39.03732,-112.346,US-UT,32
2020/03/31 19:38:59+00,2020/04/03 17:55:59+00,0.1,0.1,Human,2020-03-31 18:49:59+00:00,2020/04/13 17:55:59+00,FI,42.34693,-123.4777,US-OR,33
2020/06/07 15:00:00+00,2020/06/07 17:00:00+00,33.0,0.1,Natural,2020-06-06 03:49:00+00:00,2020/06/24 15:59:59+00,FI,41.6717,-113.9535,US-UT,34
2020/10/30 16:44:59+00,2020/10/30 16:44:59+00,0.1,0.1,Human,2020-10-30 16:01:00+00:00,2020/11/30 20:00:00+00,FI,36.99232,-113.6251,US-UT,35
2020/11/04 00:45:00+00,2020/11/04 00:59:59+00,0.1,1.0,Natural,2020-11-02 22:34:00+00:00,2020/11/12 19:30:00+00,FI,36.97691,-112.2851,US-UT,36
2020/09/08 00:59:59+00,2020/10/09 18:59:59+00,29570.0,0.1,Natural,2020-08-17 19:20:00+00:00,2020/12/03 15:59:59+00,FI,40.27852,-120.7615,US-CA,37
2020/11/23 22:44:00+00,2020/11/23 22:44:00+00,0.5,0.3,Human,2020-11-21 22:54:59+00:00,2020/11/24 21:20:00+00,FI,32.73296,-114.6053,US-AZ,38
2020/09/16 02:29:59+00,2020/09/18 17:29:59+00,3.9,0.1,Human,2020-09-15 23:51:00+00:00,2020/09/21 15:00:00+00,FI,34.40211,-112.0709,US-AZ,39
2020/09/16 20:35:59+00,2020/09/16 21:00:00+00,0.1,1.0,Human,2020-09-16 20:23:00+00:00,2020/09/27 00:59:59+00,FI,40.13093,-118.5181,US-NV,40
2020/08/19 18:59:59+00,2020/08/19 19:30:00+00,0.1,0.1,Human,2020-08-19 17:26:00+00:00,2020/08/22 18:00:00+00,FI,39.42876,-111.4716,US-UT,41
2020/04/05 23:29:59+00,2020/04/05 23:29:59+00,0.5,,Human,2020-04-05 20:32:00+00:00,2020/04/06 16:40:00+00,FI,,,US-AZ,42
2020/05/19 03:36:00+00,2020/05/19 15:30:00+00,0.2,0.1,Human,2020-05-19 00:33:59+00:00,2020/05/19 15:30:00+00,FI,39.06696,-105.5821,US-CO,43
2020/09/09 17:47:00+00,2020/09/09 17:47:00+00,0.1,0.1,Human,2020-09-09 17:45:59+00:00,2020/09/09 17:47:00+00,FI,36.31333,-115.1934,US-NV,44
2020/08/16 18:10:00+00,2020/08/16 18:11:59+00,0.1,0.1,Human,2020-08-16 18:07:00+00:00,2020/08/16 18:20:00+00,FI,42.50305,-124.2901,US-OR,45
2020/08/29 22:28:00+00,2020/08/29 22:28:00+00,0.1,0.1,Natural,2020-08-29 21:17:59+00:00,2020/08/29 22:28:00+00,FI,37.09423,-107.7602,US-CO,46
2020/05/31 13:05:00+00,2020/06/02 00:10:00+00,21.0,5.0,Natural,2020-05-30 22:27:00+00:00,2020/06/08 22:15:00+00,FI,38.72575,-119.6654,US-CA,47
2020/11/03 00:30:00+00,2020/11/03 00:59:59+00,0.1,0.1,Natural,2020-11-02 23:23:59+00:00,2020/11/06 20:00:00+00,FI,38.226333,-114.593333,US-NV,48
2020/10/02 02:00:00+00,2020/10/02 02:00:00+00,10.0,0.1,Human,2020-10-01 23:42:00+00:00,2020/10/02 20:00:00+00,FI,33.75637,-111.8574,US-AZ,49
2020/08/16 17:05:00+00,2020/08/16 17:52:59+00,0.1,0.1,Natural,2020-08-16 15:46:00+00:00,2020/08/17 17:52:59+00,FI,38.17125,-119.1693,US-CA,50
2020/05/27 16:54:59+00,2020/05/27 17:00:00+00,0.1,0.1,Human,2020-05-27 16:38:59+00:00,2020/05/27 17:00:00+00,FI,33.46151,-105.4907,US-NM,51
2020/07/25 21:13:00+00,2020/07/25 21:13:00+00,0.1,0.1,Unknown,2020-07-25 20:55:59+00:00,2020/07/25 21:14:00+00,FI,34.93201,-114.5968,US-AZ,52
2020/10/04 19:21:59+00,2020/10/07 15:00:00+00,0.5,0.1,Human,2020-10-04 18:36:59+00:00,2020/10/07 15:00:00+00,FI,38.9791,-112.3597,US-UT,53
2020/05/11 22:05:00+00,2020/05/28 21:00:00+00,1.0,0.1,Unknown,2020-05-11 18:03:00+00:00,2020/06/01 15:42:00+00,FI,40.54837,-111.4684,US-UT,54
2020/08/11 01:33:00+00,2020/08/11 21:35:00+00,0.1,0.1,Unknown,2020-08-11 00:35:00+00:00,2020/08/11 21:35:00+00,FI,40.292222,-109.854694,US-UT,55
2020/05/03 20:18:31+00,2020/05/03 20:18:31+00,0.1,0.1,Human,2020-05-03 19:41:31+00:00,2020/05/07 21:00:00+00,FI,,,US-NM,56
2020/06/05 18:03:00+00,2020/06/08 01:15:00+00,3.0,0.1,Human,2020-06-05 10:02:00+00:00,2020/06/14 23:45:00+00,FI,33.35889,-110.4895,US-AZ,57
2020/08/20 02:00:00+00,2020/09/03 22:57:00+00,6.0,1.0,Natural,2020-08-17 22:15:38+00:00,2020/09/07 19:30:00+00,FI,39.77752,-121.249,US-CA,58
2020/04/04 18:00:00+00,2020/04/04 18:00:00+00,0.1,0.1,Human,2020-04-04 17:35:00+00:00,2020/04/04 18:00:00+00,FI,35.29385,-107.6167,US-NM,59
2020/11/06 21:30:00+00,2020/11/06 21:30:59+00,0.1,0.1,Human,2020-11-06 21:29:00+00:00,2020/11/06 21:32:00+00,FI,34.38928,-110.9816,US-AZ,60
,2021/02/05 18:14:59+00,0.1,1.0,Human,2021-02-05 18:05:05+00:00,2021/02/05 18:30:00+00,FI,33.6501,-117.4091,US-CA,61
2020/09/27 20:00:00+00,2020/09/27 22:30:00+00,0.1,0.1,Human,2020-09-26 23:55:00+00:00,2020/09/30 21:30:00+00,FI,42.60002,-111.2032,US-ID,62
2020/04/05 22:50:40+00,2020/04/05 22:50:40+00,0.1,0.1,Human,2020-04-05 09:57:39+00:00,2020/04/11 04:44:59+00,FI,,,US-NM,63
2021/03/19 22:54:00+00,2021/03/24 14:53:00+00,32.7,10.0,Undetermined,2021-03-10 21:33:00+00:00,2021/03/24 14:53:00+00,FI,33.16628,-105.7391,US-NM,64
2020/05/25 20:42:00+00,2020/05/25 20:42:59+00,0.1,0.1,Human,2020-05-25 20:41:00+00:00,2020/05/25 20:44:00+00,FI,33.9499,-109.435,US-AZ,65
2020/10/30 00:59:59+00,2020/10/30 22:30:00+00,28.0,10.0,Human,2020-10-29 21:36:00+00:00,2020/12/04 23:00:00+00,FI,41.33276,-110.3854,US-WY,66
2020/08/18 14:00:00+00,2020/08/25 14:00:00+00,7760.0,,Unknown,2020-08-03 22:28:59+00:00,2020/08/31 14:00:00+00,FI,,,US-CA,67
2020/05/03 09:01:00+00,2020/05/04 19:36:00+00,0.1,0.1,Human,2020-05-03 05:26:00+00:00,2020/05/26 00:00:00+00,FI,32.90321,-114.4975,US-CA,68
2020/08/17 17:00:00+00,2020/11/13 02:00:00+00,39.0,0.1,Human,2020-08-13 23:57:00+00:00,2020/11/13 21:49:59+00,FI,39.70786,-120.8884,US-CA,69
2020/10/22 19:34:59+00,2020/10/22 19:40:00+00,120.0,0.1,Human,2020-10-22 17:25:49+00:00,2020/10/22 22:34:00+00,FI,41.1143,-112.9485,US-UT,70
2020/08/12 02:00:00+00,2020/08/12 21:14:59+00,0.25,0.1,Human,2020-08-12 00:53:20+00:00,2020/08/28 15:00:00+00,FI,35.19573,-111.3587,US-AZ,71
2020/08/28 22:34:59+00,2020/08/28 22:34:59+00,0.1,0.1,Natural,2020-08-28 20:07:59+00:00,2020/09/02 18:59:59+00,FI,39.966667,-114.3,US-NV,72
2020/05/19 00:10:00+00,2020/05/19 02:06:59+00,1.1,1.1,Human,2020-05-18 23:57:00+00:00,2020/05/19 02:06:59+00,FI,33.30414,-110.4256,US-AZ,73
2020/07/10 19:15:00+00,2020/07/15 21:36:59+00,0.1,0.1,Human,2020-07-10 18:08:59+00:00,2020/07/15 21:36:59+00,FI,33.55011,-110.6808,US-AZ,74
2020/11/23 23:00:00+00,2020/11/23 23:19:00+00,0.1,0.1,Human,2020-11-23 21:59:00+00:00,2020/11/23 23:19:00+00,FI,32.6737,-111.4337,US-AZ,75
2020/10/08 14:29:59+00,2020/10/08 14:29:59+00,0.1,0.1,Unknown,2020-10-08 13:46:00+00:00,2020/12/04 20:00:00+00,FI,41.55686,-109.5119,US-WY,76
2020/08/26 15:59:59+00,2020/08/26 16:40:00+00,1.0,1.0,Human,2020-08-26 15:30:00+00:00,2020/09/09 16:30:00+00,FI,37.19564,-113.3991,US-UT,77
2020/04/29 02:29:59+00,2020/04/29 19:24:00+00,4.0,0.1,Human,2020-04-28 16:28:00+00:00,2020/05/16 18:59:59+00,FI,33.43251,-113.041,US-AZ,78
2020/06/03 03:14:59+00,2020/06/03 15:24:00+00,0.1,0.1,Unknown,2020-06-03 00:42:00+00:00,2020/06/05 21:16:00+00,FI,41.09628,-106.2366,US-WY,79
2020/05/17 14:29:59+00,2020/05/18 20:00:00+00,0.1,1.0,Human,2020-05-17 13:46:27+00:00,2020/05/18 20:00:00+00,FI,34.18491,-117.2739,US-CA,80
2020/06/25 03:06:00+00,2020/06/25 04:27:00+00,0.1,0.1,Natural,2020-06-25 00:10:05+00:00,2020/07/02 17:48:06+00,FI,38.67036,-119.1838,US-NV,81
2020/05/15 17:36:59+00,2020/05/20 00:30:00+00,157.9,0.1,Human,2020-05-12 14:19:59+00:00,2020/05/20 00:30:00+00,FI,33.36138,-110.426,US-AZ,82
2020/10/13 00:11:00+00,2020/10/13 00:11:00+00,1.8,1.0,Unknown,2020-10-12 21:56:00+00:00,2020/10/13 00:16:00+00,FI,34.95752,-118.1896,US-CA,83
2020/08/27 00:14:59+00,2020/08/27 00:20:00+00,0.1,0.1,Human,2020-08-26 01:54:59+00:00,2020/08/27 00:24:59+00,FI,41.044167,-110.590833,US-WY,84
2020/05/25 03:53:59+00,2020/05/25 03:59:59+00,0.1,0.1,Human,2020-05-25 02:59:07+00:00,2020/05/25 04:01:00+00,FI,33.00245,-105.6671,US-NM,85
2020/04/20 00:19:00+00,2020/04/20 00:20:59+00,0.1,0.1,Human,2020-04-19 21:44:21+00:00,2020/04/21 20:13:00+00,FI,39.43744,-120.1238,US-CA,86
2020/06/01 01:30:00+00,2020/06/01 18:00:00+00,0.1,0.1,Natural,2020-05-31 22:56:00+00:00,2020/08/01 17:00:00+00,FI,40.17813,-108.3022,US-CO,87
2021/02/10 22:41:00+00,2021/02/10 22:41:00+00,0.1,0.1,Unknown,2021-01-01 22:25:00+00:00,2021/02/10 22:41:00+00,FI,33.27055,-105.7101,US-NM,88
2020/05/20 15:56:00+00,2020/05/21 22:43:00+00,0.1,0.1,Human,2020-05-20 04:25:00+00:00,2020/05/21 22:43:00+00,FI,33.15512,-105.7954,US-NM,89
2020/06/27 01:30:00+00,2020/06/27 02:00:00+00,0.1,0.1,Human,2020-06-27 01:26:01+00:00,2020/06/29 14:00:00+00,FI,40.7147,-111.2999,US-UT,90
2020/07/19 22:25:00+00,2020/07/19 22:25:00+00,0.1,0.1,Human,2020-07-19 20:38:00+00:00,2020/07/22 18:59:59+00,FI,36.74278,-114.9359,US-NV,91
2020/10/25 00:30:00+00,2020/10/28 20:29:59+00,32.7,1.0,Human,2020-10-24 18:14:00+00:00,2020/11/13 15:59:59+00,FI,40.4414,-112.3743,US-UT,92
2020/09/07 18:30:00+00,2020/09/08 00:30:00+00,0.25,0.1,Human,2020-09-06 17:00:59+00:00,2020/09/21 19:30:00+00,FI,39.41158,-111.3784,US-UT,93
2020/08/01 03:49:59+00,2020/08/02 00:00:00+00,381.3,100.0,Human,2020-07-31 22:21:59+00:00,2020/08/07 15:00:00+00,FI,42.01575,-111.7479,US-ID,94
2020/08/28 00:59:59+00,2020/08/28 01:15:00+00,0.5,0.5,Human,2020-08-27 22:41:00+00:00,2020/08/28 01:30:00+00,FI,36.21713,-116.032407,US-NV,95
2020/01/07 17:29:59+00,2020/01/07 18:00:00+00,0.1,0.1,Human,2020-01-07 17:00:00+00:00,2020/01/07 18:00:00+00,FI,34.2068,-116.7365,US-CA,96
2020/08/14 17:00:59+00,2020/08/15 01:25:00+00,54.86,15.0,Human,2020-08-13 23:22:00+00:00,2020/09/02 15:00:00+00,FI,40.662,-116.4147,US-NV,97
2020/07/23 05:45:59+00,2020/07/23 20:06:00+00,0.1,0.1,Natural,2020-07-23 02:25:41+00:00,2020/08/30 19:30:00+00,FI,41.01365,-120.44331,US-CA,98
2020/05/15 02:00:00+00,2020/05/15 03:00:00+00,1.5,1.5,Human,2020-05-15 00:40:00+00:00,2020/05/15 03:00:00+00,FI,36.76641,-106.55967,US-NM,99
2020/10/01 18:59:59+00,2020/10/09 20:29:59+00,2263.0,1.0,Human,2020-09-27 23:13:59+00:00,2020/10/21 21:55:00+00,FI,37.39961,-113.6406,US-UT,100
2020/07/12 21:30:59+00,2020/07/27 16:30:00+00,0.1,0.1,Natural,2020-07-12 17:10:00+00:00,2020/08/01 17:00:00+00,FI,40.03789,-108.2528,US-CO,101
2020/07/05 05:29:59+00,2020/07/06 18:39:00+00,0.75,5.0,Human,2020-07-05 04:21:59+00:00,2020/07/06 18:39:00+00,FI,38.94601,-111.8587,US-UT,102
,2020/07/10 00:59:59+00,0.1,0.1,Unknown,2020-07-09 22:20:47+00:00,2020/07/10 00:59:59+00,FI,33.551111,-116.718405,US-CA,103
2020/03/16 23:39:00+00,2020/03/16 23:39:00+00,0.15,0.3,Human,2020-03-16 21:51:00+00:00,2020/03/16 23:39:00+00,FI,33.82234,-111.4749,US-AZ,104
2020/09/29 21:00:00+00,2020/09/29 21:04:59+00,0.1,0.1,Human,2020-09-29 20:42:00+00:00,2020/09/29 21:10:00+00,FI,39.98333,-110.9859,US-UT,105
2020/05/02 00:35:00+00,2020/05/02 00:36:00+00,0.1,0.1,Human,2020-05-02 00:29:00+00:00,2020/05/02 00:36:59+00,FI,34.38867,-111.0028,US-AZ,106
2020/05/21 14:29:59+00,2020/05/22 18:59:59+00,2.0,,Human,2020-05-21 14:00:00+00:00,2020/05/26 17:00:00+00,FI,,,US-AZ,107
2020/05/31 01:30:00+00,2020/05/31 03:00:00+00,0.1,0.1,Natural,2020-05-31 00:11:00+00:00,2020/06/01 15:59:59+00,FI,38.375,-113.0731,US-UT,108
2020/07/25 01:11:00+00,2020/07/25 02:06:59+00,3.8,0.1,Human,2020-07-24 23:26:59+00:00,2020/07/30 21:00:00+00,FI,40.7081,-112.684,US-UT,109
2020/08/07 21:30:00+00,2020/08/09 21:30:00+00,8.99,9.0,Human,2020-08-07 18:36:59+00:00,2020/08/11 20:15:00+00,FI,40.53297,-109.9111,US-UT,110
2020/06/27 03:00:00+00,2020/06/30 17:29:59+00,0.1,0.1,Natural,2020-06-26 22:57:00+00:00,2020/08/01 17:00:00+00,FI,39.97921,-108.3697,US-CO,111
2020/07/27 20:00:00+00,2020/07/27 21:14:59+00,0.1,0.1,Human,2020-07-27 19:18:00+00:00,2020/07/28 00:00:00+00,FI,42.39231,-112.21,US-ID,112
2020/07/04 16:30:00+00,2020/07/04 17:00:00+00,0.1,0.1,Human,2020-07-04 15:35:00+00:00,2020/07/08 00:48:00+00,FI,39.77354,-120.4325,US-CA,113
2020/07/16 00:30:00+00,2020/07/16 15:00:00+00,0.3,0.3,Natural,2020-07-15 21:24:59+00:00,2020/07/16 18:00:00+00,FI,38.76091,-105.4311,US-CO,114
2020/06/28 23:02:00+00,2020/06/30 20:16:00+00,1.0,0.1,Natural,2020-06-27 23:10:00+00:00,2020/07/10 15:48:00+00,FI,37.05569,-107.3527,US-CO,115
2020/06/25 01:20:00+00,2020/06/25 02:26:00+00,3.0,1.0,Human,2020-06-25 00:00:00+00:00,2020/07/12 21:59:59+00,FI,35.87955,-115.2224,US-NV,116
2020/06/05 03:58:00+00,2020/06/05 03:58:00+00,0.1,0.1,Human,2020-06-05 03:08:00+00:00,2020/06/05 03:58:00+00,FI,33.35213,-110.4519,US-AZ,117
2020/05/18 20:00:00+00,2020/05/18 21:36:59+00,2.5,2.5,Human,2020-05-18 17:55:00+00:00,2020/05/22 20:00:00+00,FI,40.37565,-109.41026,US-UT,118
2020/03/30 22:55:18+00,2020/03/30 22:55:18+00,0.3,0.3,Human,2020-03-30 21:59:18+00:00,2020/04/02 20:09:00+00,FI,,,US-NM,119
2020/07/25 19:47:59+00,2020/07/26 18:32:00+00,0.1,0.1,Natural,2020-07-25 03:32:41+00:00,2020/08/10 21:59:59+00,FI,38.52911,-119.7778,US-CA,120
2020/07/03 22:30:00+00,2020/07/03 22:30:00+00,0.1,0.1,Natural,2020-07-03 21:06:44+00:00,2020/07/06 22:30:00+00,FI,34.64247,-111.337,US-AZ,121
2020/08/23 23:21:00+00,2020/08/23 23:21:00+00,0.1,0.1,Human,2020-08-23 18:32:00+00:00,2020/08/24 00:00:00+00,FI,37.73306,-119.5102,US-CA,122
2020/08/30 02:00:00+00,2020/09/01 21:45:00+00,0.1,0.1,Natural,2020-08-29 23:06:35+00:00,2020/09/21 20:29:59+00,FI,34.93417,-111.7913,US-AZ,123
2020/09/09 00:00:00+00,2020/09/09 00:59:59+00,0.31,0.5,Human,2020-09-08 22:12:59+00:00,2020/09/11 17:51:59+00,FI,37.29321,-109.7019,US-UT,124
2020/08/16 18:00:00+00,2020/08/17 16:44:59+00,1.7,1.0,Unknown,2020-08-16 16:12:59+00:00,2020/09/21 20:29:59+00,FI,34.55165,-111.9048,US-AZ,125
2020/06/23 16:44:00+00,2020/06/26 00:59:59+00,0.6,0.6,Human,2020-06-23 15:40:59+00:00,2020/06/26 00:59:59+00,FI,31.96634,-110.4699,US-AZ,126
2020/08/05 04:30:00+00,2020/08/05 04:30:00+00,0.4,1.0,Human,2020-08-05 02:32:00+00:00,2020/08/05 23:00:00+00,FI,35.39313,-115.8301,US-CA,127
2020/06/08 15:35:00+00,2020/06/08 15:35:00+00,0.1,0.1,Natural,2020-06-06 20:47:06+00:00,2020/06/11 16:17:00+00,FI,37.35397,-106.9155,US-CO,128
2020/06/05 04:09:00+00,2020/06/05 04:09:00+00,18.0,2.0,Human,2020-06-04 23:21:00+00:00,2020/06/12 03:59:59+00,FI,39.57468,-119.7312,US-NV,129
2020/06/20 16:54:59+00,2020/07/06 18:49:59+00,24.75,24.8,Natural,2020-06-15 18:35:00+00:00,2020/07/21 18:14:59+00,FI,35.76334,-106.8382,US-NM,130
2020/05/15 15:00:00+00,2020/05/15 15:59:59+00,0.1,0.1,Human,2020-05-15 05:00:00+00:00,2020/05/15 17:00:00+00,FI,34.88198,-114.5968,US-AZ,131
2020/03/02 21:30:00+00,2020/03/02 22:30:00+00,9.0,,Human,2020-03-01 21:30:00+00:00,2020/03/16 19:53:00+00,FI,,,US-NM,132
2020/07/14 19:30:00+00,2020/07/14 21:59:00+00,0.1,0.1,Natural,2020-07-14 13:05:00+00:00,2020/07/17 16:40:00+00,FI,38.33861,-109.1489,US-UT,133
2020/08/17 22:25:00+00,2020/08/19 20:29:59+00,0.25,0.3,Natural,2020-08-17 13:40:30+00:00,2020/09/04 20:35:00+00,FI,36.0927,-106.727,US-NM,134
2020/08/19 23:15:00+00,2020/08/19 23:38:00+00,0.1,1.0,Natural,2020-08-19 20:58:59+00:00,2020/08/19 23:39:59+00,FI,40.283488,-114.766861,US-NV,135
2020/06/28 13:44:59+00,2020/06/28 16:57:59+00,39.6,5.0,Natural,2020-06-28 02:00:59+00:00,2020/07/06 22:30:00+00,FI,39.24106,-109.0422,US-CO,136
2020/08/20 01:30:00+00,2020/08/20 01:31:00+00,0.1,0.1,Natural,2020-08-20 00:30:29+00:00,2020/08/21 23:19:00+00,FI,35.16594,-112.4589,US-AZ,137
2020/06/06 18:04:00+00,2020/06/06 18:04:59+00,0.1,0.1,Human,2020-06-06 17:55:00+00:00,2020/06/06 18:06:00+00,FI,35.4025,-108.5215,US-NM,138
2020/07/12 19:30:00+00,2020/07/12 19:30:00+00,27.0,5.0,Human,2020-07-06 21:46:59+00:00,2020/07/12 19:30:00+00,FI,33.04284,-112.6639,US-AZ,139
2020/07/16 01:34:59+00,2020/07/16 01:34:59+00,1.0,0.1,Unknown,2020-07-12 19:05:00+00:00,2020/07/16 01:34:59+00,FI,37.2192,-107.6855,US-CO,140
2020/05/28 15:14:59+00,2020/05/28 15:35:00+00,0.1,0.1,Human,2020-05-28 14:55:00+00:00,2020/05/28 15:40:00+00,FI,35.16838,-106.3734,US-NM,141
2020/07/22 00:40:59+00,2020/07/22 01:44:59+00,0.1,0.1,Natural,2020-07-21 23:48:00+00:00,2020/07/25 23:19:00+00,FI,35.55224,-113.3749,US-AZ,142
2020/05/11 23:29:59+00,2020/05/12 21:59:59+00,10.5,0.1,Human,2020-05-11 20:12:00+00:00,2020/05/21 18:49:59+00,FI,41.42749,-121.7773,US-CA,143
2020/10/10 22:12:00+00,2020/10/10 22:12:59+00,0.1,0.1,Human,2020-10-10 22:11:00+00:00,2020/10/10 22:14:00+00,FI,34.4073,-110.9926,US-AZ,144
2020/08/20 17:00:00+00,2020/08/23 18:00:00+00,103.2,40.0,Human,2020-08-20 01:14:00+00:00,2020/08/26 00:00:00+00,FI,42.62494,-112.5874,US-ID,145
2020/07/07 21:30:00+00,2020/07/07 21:45:00+00,0.1,0.1,Unknown,2020-07-07 19:22:59+00:00,2020/07/07 21:45:00+00,FI,38.3238,-107.9082,US-CO,146
2020/10/13 00:00:00+00,2020/10/14 02:29:59+00,0.1,1.0,Human,2020-10-12 23:00:59+00:00,2020/10/14 02:29:59+00,FI,34.5098,-112.4883,US-AZ,147
