-3.919930156739910854e-01,-1.769104113354204699e+00,-3.061153461297910772e-02,1.629044280199240524e-02,5.864402538387578634e-01,-1.805557478304914698e-01,-4.810127137017753962e-01,7.511635125769034090e-03,-1.882604472276896285e-02,1.686569230303142791e-02
-3.395242394103941685e-01,1.406635754379547132e+00,-6.428483560564089705e-02,-3.749613814706189568e-02,3.630224478035976032e-01,-1.042946036333940035e-01,-3.150916422520598781e-01,-5.177378924096178586e-02,1.031218005863630306e-02,1.874600105117324098e-02
-3.958567582011492947e-01,1.398312896086030044e+00,-1.152009660908729222e-01,-3.378947144436077188e-02,3.416685897582752984e-01,-1.016009011602839046e-01,-6.338497109889278391e-01,-4.352506077853796757e-02,1.024225040150436167e-01,5.363992634213363836e-03
-3.756005532898111232e-01,8.571273720534349216e-01,-1.850992983209321860e-02,-3.359370273803380380e-02,-6.065609688021655899e-01,3.660440252158175256e-01,-1.862447856338313723e-01,-1.588692688370645090e-01,1.115328199807501391e-01,-2.247398255844002338e-02
-2.589876645835613722e-01,1.408532495334118506e+00,-2.783601257772316817e-02,-3.775027432828446938e-02,2.399164567212543342e-01,-3.892817665218430978e-01,-2.294185829389477627e-01,-8.278639203190822637e-02,7.891113731118375163e-02,-5.250144992738582650e-02
-5.330938872846771592e-02,1.434291743621329829e+00,2.543203676998888677e-02,-4.465917659874569373e-02,4.026870511021442556e-01,-1.383361939219794334e-01,3.743756143296388395e-01,-1.698238621595638542e-01,5.809774258820877418e-02,1.518753648345309371e-03
-6.993354608412178930e-01,-2.335162824449351415e+00,-9.920368248506000741e-02,2.648398186157327472e-02,-4.023418060557402698e-01,3.392095876628064555e-01,-9.192435938286022123e-01,-1.630844429132349838e-01,8.632684172437513070e-02,4.152712661212069889e-02
-1.973280301296220507e-01,1.407061865808753254e+00,-5.085207181712773916e-02,-3.879247123700840794e-02,3.586603676664993356e-01,-1.238644149849258691e-01,-2.190257732558341941e-01,2.499176908934416796e-02,-4.404863305533046614e-02,-6.705959850644535765e-04
-2.625501174245317704e-01,8.348591084035588139e-01,3.798050125762489262e-03,-3.732634516483625264e-02,-7.307010365974484500e-01,9.031532414501491912e-02,4.095105297742690498e-02,4.112265608748632006e-01,-1.072572328680449771e-01,-1.373905429533089050e-02
-2.287963716526388303e-01,2.975036499380571131e-01,-3.371286316597017080e-02,-2.229640829683793984e-02,-1.602551145027579782e+00,7.845308242916494423e-01,3.465405738356717308e-02,-3.635665489470888551e-02,-6.054758111259127273e-02,1.683924986547600828e-03
2.331243878072349895e-01,3.088344731602430948e-01,1.126340299319552041e-01,-3.889363682786414061e-02,-1.603129019137359057e+00,6.852223840340333494e-01,6.677234639849782827e-01,2.932211635332965805e-01,-2.075601289394926260e-03,-4.587233892663574591e-03
-2.805589278657147911e-01,-1.749949410335766231e+00,1.976845836472254300e-02,1.139571067332860628e-02,6.253852856846364716e-01,-1.773365430223687034e-01,-1.453240210718319096e-02,-1.365794405032053904e-01,-4.578994112620443646e-02,3.316952220712951482e-02
2.331954977265760648e-02,1.445714429617450447e+00,5.222661435228274918e-02,-4.663732686264541322e-02,4.185329143783456107e-01,-1.467657369202360340e-01,5.898205396229201369e-01,-2.623838099609278607e-01,1.392199386269610817e-01,-2.354907249697141703e-03
-3.426966041424385212e-01,8.388885055033903360e-01,-7.853263029942854356e-02,-3.440464133050351314e-02,-6.470771451619891090e-01,3.045046778171301982e-01,-2.109699091702933460e-01,1.615034130786868749e-01,-1.151546224607601226e-01,3.106149152055315971e-02
-3.370719733680883623e-01,8.403045287882727754e-01,-2.622657600547831369e-02,-3.310436549859776395e-02,-6.313016907618611562e-01,3.249465152528149270e-01,-9.476436537581398034e-02,2.066777421717326257e-01,-1.940682852791691948e-01,-1.382299466223188208e-02
4.992025713788484365e-01,1.460097967393062968e+00,1.242762209845010291e-01,-5.413430859127053157e-02,4.301723425405318268e-01,-2.121302837831556820e-01,1.221705807376285202e+00,-1.087380334754401018e-01,-4.657086916782792602e-02,3.424585714691739252e-02
-4.190659269905334106e-01,1.400153000275975668e+00,-8.740308815431448164e-02,-2.930385725243080802e-02,3.528845340004437836e-01,-9.502514162032806022e-02,-5.005089667540573162e-01,-3.033827847281292400e-02,1.459184363248494480e-02,1.694597615381233241e-02
1.333619229370819892e-01,-2.301402904487573675e+00,5.100991185043834975e-02,1.344107761064326258e-02,-3.703041773664478842e-01,2.329628749444317692e-01,2.099713158674885449e-01,-4.116462156424621766e-02,-5.319077476979638952e-02,-2.395549157612515342e-02
-2.684687359902250270e-01,8.436723761266922139e-01,5.474024528679170831e-03,-3.675509772035819717e-02,-6.195844398466080483e-01,3.395647431558964091e-01,-3.051454116706337968e-02,1.738280859216993213e-01,-2.568749524621677383e-01,3.699971989153380547e-02
-2.679466309242051203e-01,-1.776320674055994475e+00,1.031188190397020199e-01,9.747082967854578395e-03,4.541296231930443961e-01,-5.418121208964673530e-01,7.333872582442578503e-02,4.500374321951516876e-01,-1.258251766270823691e-01,2.561949139714270740e-01
-3.404923060238671528e-01,1.387485335830955568e+00,-1.584958892286259524e-01,-2.754045749370658686e-02,3.135359854510093580e-01,-1.081259351874394453e-01,-9.465533585714177578e-01,4.469703668175874223e-02,1.167004657261315609e-01,-7.913287519600603614e-03
-8.651579004792746275e-02,2.879651075098651480e-01,-1.907058146322041306e-02,-2.977506632568733408e-02,-1.620136259551433699e+00,7.872035070182076266e-01,-1.732574135282054784e-01,1.121167161346337537e-01,-9.937536173915109683e-02,-1.061951847568364839e-02
-7.734451660986642052e-01,-1.184019814188585373e+00,-2.626892748519493379e-02,9.023829566393038945e-03,1.642060817459250810e+00,-5.723794573076740333e-01,-1.544956331319091714e-01,-4.919503579973334983e-01,1.700044324199796175e-01,4.821823373094540066e-02
-1.855817528627975999e-01,1.432566734999895619e+00,2.248240546808182305e-01,-4.440437125378362410e-02,3.032575325171861791e-01,-3.993199164963616710e-01,6.423639879530048669e-01,-1.278467627545407624e-02,9.888366782610343020e-02,-2.355179122254111301e-01
-2.778107089221846793e-01,-2.316611910722213619e+00,-6.102144917723631434e-02,2.191305391869110067e-02,-3.947523697143772159e-01,2.828417725098453794e-01,-4.991785227152110704e-01,-1.837086341283276358e-01,1.737999811894825331e-01,-2.492380563362081233e-02
-3.746513041287338752e-01,8.286519870830487688e-01,-1.347767312021714015e-01,-2.764010541830070472e-02,-6.673427011096654260e-01,3.485640253198824534e-01,-7.921397317370756364e-01,1.009660803461646661e-01,2.685182312160043841e-02,-3.213485942530971279e-02
-4.822523562906169126e-01,1.400032466320508817e+00,-1.323256792284611960e-01,4.898322257246456174e-02,3.414346022789296331e-01,-8.654144231504119766e-02,-7.737119810428545463e-01,-1.314827206514805058e-01,2.092667118639959523e-01,1.837727216987766754e-02
-3.769519875290814337e-01,8.359419345890788389e-01,-7.357819014237283045e-03,-3.732752777331396071e-02,-6.447879555643957206e-01,2.783130298928080948e-01,1.892990538815404744e-02,3.830617218511728206e-01,-1.215761651488372480e-01,-1.786268961322214077e-02
6.756657381369312043e-01,3.361201723455802259e-01,1.667239778055817356e-01,-3.930602096030392373e-02,-1.563785242950420651e+00,7.007807637289458214e-01,1.027249232625718989e+00,1.275209691831909013e-02,-8.869472562883661329e-03,9.201359769806519845e-03
-2.526244840342892206e-01,1.405845080367793765e+00,-8.332171666983090308e-02,-3.248059082526628255e-02,3.493977740951588196e-01,-1.144050634294792868e-01,-4.716955336864243620e-01,-6.077450768227019018e-02,1.270653776122528111e-01,2.239556091261801080e-02
-1.588605191251925564e-01,-1.764976666978644415e+00,5.812789192621380108e-02,1.166150195703693875e-02,5.796286392641776253e-01,-2.433963089013581049e-01,-1.136331642953985338e-01,1.410578684288817386e-01,-2.298308467694311630e-01,4.034812942248951206e-02
