sum_rain,sum_snow,DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
73.82,0.0,10.0,29.0,34.79,42.37,7.81,0.0,2.11,3.8,3.05,4.8,0.08,0.38,472
68.53999999999999,0.68,0.1,3.1,3.53,9.9,1.53,0.0,2.54,6.34,3.84,8.98,0.46,0.48,460
131.82999999999998,0.0,0.1,4.699999999999999,20.22,28.82,3.6,0.0,3.83,7.68,5.67,10.71,0.3,0.4,474
174.03000000000003,0.0,1.0,69.0,31.9,40.3,8.06,0.64,1.76,2.81,2.79,3.88,0.23,0.48,46
84.36999999999999,1.32,0.1,5.1,25.46,32.2,7.81,0.31,1.91,3.23,2.68,3.95,0.3,0.38,484
94.90999999999998,0.66,20.0,26.0,28.98,36.83,6.1,0.67,3.7,6.47,5.52,8.97,0.16,0.45,489
379.68,7.92,2.0,104.0,2.19,9.4,2.87,0.0,0.02,0.03,2.76,3.37,0.77,0.74,490
174.03000000000003,0.0,16.0,114.0,28.85,36.18,10.38,1.77,1.07,2.28,1.78,3.82,0.35,0.48,460
26.37,0.0,0.1,47.1,23.48,31.95,2.99,0.0,1.38,3.51,2.01,4.59,0.11,0.42,474
142.39,7.92,5.0,112.0,13.96,22.24,3.54,0.0,0.54,1.2,2.59,4.05,0.37,0.4,155
26.37,0.0,0.1,1.3,18.33,26.96,4.27,0.09,1.91,3.63,3.16,4.89,0.21,0.47,46
110.74,0.0,0.1,6.8,27.71,33.16,9.52,1.35,2.09,5.38,2.96,7.09,0.26,0.39,461
348.04,4.62,2.0,4.0,23.01,30.24,6.65,0.0,1.75,3.34,2.7,4.88,0.59,0.64,557
263.66,0.66,30.0,328.0,28.59,37.52,4.39,0.0,2.37,5.1,3.62,6.7,0.29,0.39,474
316.4,0.0,0.1,3964.1,28.98,37.31,6.23,0.02,2.46,4.65,3.68,6.08,0.35,0.45,474
63.28,0.0,0.1,168.1,30.32,38.36,8.18,0.0,3.02,5.94,4.33,8.09,0.22,0.42,46
126.56,0.66,2.0,7.5,20.97,29.72,3.48,0.0,2.45,4.57,3.55,6.09,0.31,0.37,581
0.0,0.0,1.5,5.0,11.08,21.13,2.08,0.0,2.48,4.58,4.01,5.91,0.09,0.41,472
42.17999999999999,0.0,1.0,2.3,8.65,18.9,1.53,0.0,2.08,3.38,3.96,5.3,0.2,0.42,158
110.74,0.0,0.1,14476.1,28.65,36.69,4.7,0.0,2.07,4.54,3.11,5.95,0.15,0.42,472
216.2,1.32,1.0,231.0,25.88,33.23,6.29,0.88,0.16,0.44,1.07,1.67,0.16,0.46,162
79.09,0.68,0.1,3.1,9.21,19.76,1.46,0.0,3.64,5.76,5.7,8.04,0.24,0.47,472
94.92,0.0,5.0,20.0,28.36,36.1,10.01,0.09,1.83,3.68,2.68,4.69,0.33,0.34,484
105.47,1.98,1.0,6.0,20.65,29.82,9.95,1.02,1.51,3.33,2.24,4.55,0.32,0.34,316
147.65,0.0,0.7,2.7,31.08,38.9,3.6,0.0,2.35,4.58,3.32,5.78,0.12,0.37,472
105.47,0.0,0.1,363220.1,23.79,30.07,8.91,0.56,2.72,3.58,4.05,5.19,0.27,0.46,165
184.57,2.64,1.0,18.0,9.03,16.96,4.88,0.0,1.32,2.43,3.36,4.43,0.67,0.66,162
79.1,0.0,1.0,47.775,28.6,37.14,3.85,0.0,2.05,4.05,2.95,5.89,0.09,0.38,583
158.19,0.66,0.1,2.1,24.24,31.08,11.47,3.04,0.93,1.39,1.84,2.39,0.52,0.5,48
84.38,0.66,2.0,4.0,30.17,37.79,6.1,0.04,2.5,5.1,3.67,6.98,0.2,0.35,187
184.57,0.0,3.0,54.6,28.83,38.23,6.59,0.0,3.48,6.03,5.07,8.19,0.23,0.47,444
147.64,0.0,2.0,1787.0,25.98,34.26,5.86,0.0,2.45,4.73,3.55,6.05,0.3,0.38,498
168.76000000000002,2.64,0.1,280.1,20.05,27.54,7.63,0.91,2.12,3.97,2.84,4.95,0.4,0.38,491
131.83,0.66,0.1,2.1,20.16,29.05,6.71,0.0,1.17,1.95,2.12,3.18,0.34,0.38,141
216.21000000000004,3.96,0.1,1.4500000000000002,14.53,24.77,5.43,0.0,0.39,1.02,1.29,2.42,0.14,0.45,163
179.3,3.3000000000000003,0.1,6848.900000000001,25.12,33.67,7.75,0.18,4.62,6.5,6.38,8.91,0.44,0.48,458
205.67,1.32,3.0,6.0,27.9,36.7,6.9,0.0,1.34,2.88,2.1,3.91,0.38,0.44,557
158.2,0.0,0.1,3.12,19.66,24.74,9.7,2.93,1.85,3.94,2.79,5.14,0.4,0.45,158
116.01,0.0,0.1,3.1,26.5,34.62,5.0,0.0,3.17,5.93,4.53,7.82,0.12,0.38,472
116.02,1.32,50.0,71500.0,9.95,14.57,2.56,0.0,3.6,7.04,5.39,9.77,0.3,0.37,158
47.46,1.98,0.5,81.5,24.73,33.61,5.49,0.01,1.16,2.06,1.68,2.71,0.21,0.4,490
137.1,0.0,0.1,2.6,31.9,41.8,9.34,1.52,2.04,4.27,2.99,6.23,0.19,0.46,460
58.010000000000005,0.66,2.0,17943.0,25.19,33.12,6.53,0.03,2.91,7.19,3.98,10.01,0.18,0.42,489
116.01,1.98,0.1,6.1,21.99,29.65,6.16,0.51,1.06,1.88,2.21,3.73,0.38,0.51,156
316.4,0.0,20.0,120.0,23.69,31.98,7.14,0.03,2.77,4.9,4.21,6.66,0.43,0.48,474
332.22,0.66,0.8,6.3,23.08,29.87,5.37,0.0,0.89,1.34,2.16,4.12,0.46,0.52,460
268.94,0.0,2.0,72.0,22.98,31.96,6.04,0.0,2.05,4.12,3.09,5.48,0.48,0.51,474
110.74,0.66,0.1,188.1,20.57,29.73,3.23,0.0,1.63,2.38,2.59,3.55,0.16,0.38,582
152.93,0.66,0.1,23142.1,20.39,27.37,5.25,0.02,3.14,5.05,5.39,8.03,0.39,0.52,158
110.74,0.0,2.5,5.0,31.12,40.86,9.89,1.49,2.23,5.52,3.2,7.48,0.09,0.38,470
68.53999999999999,2.64,4.0,10.8,18.14,26.62,2.62,0.0,1.09,1.64,2.33,3.88,0.2,0.34,557
121.28,0.0,3.0,25.0,34.16,42.3,8.3,0.36,1.99,4.17,2.91,5.52,0.18,0.43,474
68.55,0.0,0.1,63.1,27.28,35.55,2.81,0.0,3.75,6.3,5.31,7.94,0.09,0.37,470
52.72999999999999,0.0,2.0,6.0,15.75,25.54,4.21,0.0,2.12,3.59,3.98,5.84,0.22,0.4,158
84.36999999999999,0.0,0.1,2.8000000000000003,25.64,33.82,3.78,0.0,2.19,4.93,3.17,6.62,0.16,0.46,444
105.46,0.0,0.1,2.1346000000000003,19.83,27.83,5.13,0.0,5.07,7.48,7.13,10.13,0.28,0.38,187
147.65,3.96,0.1,43.1,21.2,29.67,5.37,0.01,1.32,3.09,2.2,5.32,0.22,0.38,583
73.82,0.0,0.1,261.1,30.42,38.75,4.03,0.0,2.66,4.89,3.66,5.95,0.08,0.35,489
152.93,5.28,0.1,5.8,17.67,25.13,4.15,0.0,0.96,1.4,3.29,5.84,0.24,0.46,148
147.64,1.98,50.0,6343.0,25.08,32.05,7.45,0.02,3.08,5.24,4.22,6.59,0.34,0.44,484
221.48,2.64,1.0,10.0,22.37,29.75,7.14,0.0,1.5,2.3,2.71,3.88,0.32,0.42,490
189.85,0.0,1.2,2.4,28.38,37.74,4.94,0.0,3.44,6.1,4.96,8.25,0.18,0.38,556
57.99999999999999,1.9,0.1,8.959999999999999,7.81,17.9,2.08,0.05,2.22,4.45,3.2,6.55,0.33,0.35,557
57.99999999999999,2.57,0.1,20.1,4.23,7.91,2.2,0.02,5.94,8.29,8.27,11.16,0.29,0.34,331
79.1,0.0,1.0,43.0,7.87,17.19,2.56,0.0,3.73,6.59,6.3,10.14,0.27,0.3,48
348.05,0.66,2.0,10.16,17.33,26.74,3.48,0.0,1.9,3.3,3.0,4.57,0.48,0.54,460
400.77,7.92,50.0,505.0,12.43,20.27,6.84,0.64,2.69,6.09,4.21,8.34,0.62,0.64,491
137.11,6.15,5.0,10.0,0.82,9.51,2.93,1.03,2.09,3.65,4.37,7.02,0.42,0.42,556
131.82999999999998,0.0,2.0,13.5,20.6,27.9,4.58,0.0,2.76,4.81,3.89,6.74,0.18,0.27,462
290.04,0.0,1.7,3.4,27.62,37.13,5.19,0.0,2.12,4.45,3.16,6.05,0.34,0.48,444
247.84,0.0,1.5,81.5,25.87,35.44,6.04,0.0,1.81,3.32,2.93,4.67,0.38,0.44,583
290.04,0.0,0.1,2.6,21.23,30.76,3.48,0.0,1.73,3.27,2.66,4.59,0.36,0.48,472
116.0,1.32,0.1,10.1,-3.46,1.35,2.62,1.17,1.19,2.4,2.73,4.82,0.35,0.36,557
290.04,0.0,0.1,3.1,27.62,37.13,5.19,0.0,2.12,4.45,3.16,6.05,0.34,0.48,472
116.01,1.98,0.1,12.1,21.99,29.65,6.16,0.51,1.06,1.88,2.21,3.73,0.38,0.51,156
68.56,0.66,0.5,2.5,21.75,32.08,3.66,0.01,1.34,2.4,2.02,3.16,0.19,0.39,490
15.82,0.0,1.0,133.0,11.69,18.77,1.95,0.0,4.23,6.92,6.03,9.11,0.26,0.38,557
52.74,3.3000000000000003,0.1,10.1,11.5,19.83,4.15,0.04,1.37,2.41,2.02,3.31,0.37,0.39,489
105.46999999999998,0.0,20.0,91.0,30.71,38.26,9.64,0.25,2.07,3.83,3.05,5.09,0.3,0.46,460
89.64,0.0,5.0,13.0,30.3,37.74,3.6,0.0,1.55,2.23,2.25,2.79,0.08,0.37,579
453.51,1.32,0.1,142386.1,24.58,33.27,6.9,0.54,0.3,0.87,1.51,3.09,0.39,0.48,162
105.46999999999998,0.0,0.1,2710.1,31.76,39.85,10.5,1.5,2.59,5.95,3.66,8.44,0.3,0.46,460
247.84,0.0,0.1,20.1,23.89,31.77,4.39,0.0,3.48,6.24,5.13,8.41,0.26,0.38,474
89.64,1.32,5.0,309.0,27.71,36.08,8.18,3.05,1.77,2.48,2.75,3.23,0.19,0.34,187
189.84000000000003,1.32,1.0,36.0,27.15,35.98,5.68,0.0,2.92,4.12,4.44,5.5,0.26,0.45,489
68.56,1.32,2.0,839.0,24.01,32.58,4.21,0.0,2.98,4.87,4.46,6.22,0.2,0.34,498
68.55,0.66,1.5,3.0,14.35,20.4,4.64,0.0,4.17,6.43,6.1,8.71,0.19,0.34,497
63.28,1.32,1.0,12.0,22.07,31.93,4.46,0.04,3.61,6.83,5.27,9.38,0.16,0.39,490
131.82999999999998,0.0,0.1,9.7,20.6,27.9,4.58,0.0,2.76,4.81,3.89,6.74,0.18,0.27,462
226.76,1.98,0.1,45.1,30.78,38.98,8.97,0.93,1.35,3.28,3.42,7.11,0.16,0.42,162
247.85,1.98,0.1,4.6,20.56,29.26,2.44,0.0,0.34,0.84,1.62,2.38,0.13,0.45,162
158.2,6.6000000000000005,4.0,438.0,12.03,21.7,4.21,0.05,2.79,4.25,4.16,6.53,0.36,0.4,158
89.65,0.0,2.0,4.0,31.15,39.44,4.76,0.0,1.95,4.62,2.84,6.17,0.19,0.34,575
152.93,0.66,0.1,31.1,20.39,27.37,5.25,0.02,3.14,5.05,5.39,8.03,0.39,0.52,158
137.11,0.0,0.1,22744.1,34.6,42.59,6.1,0.0,1.28,2.91,1.85,3.96,0.12,0.36,302
179.29000000000002,0.0,0.1,3.7,30.76,39.76,5.43,0.0,3.04,5.6,4.43,7.34,0.17,0.44,474
163.48000000000002,0.0,0.1,545.1,31.67,42.23,7.2,0.58,1.0,1.65,2.02,3.0,0.23,0.48,460
268.94,0.0,0.1,842.1,17.16,23.96,5.98,0.08,2.62,5.54,3.79,7.35,0.49,0.52,474
137.1,0.0,0.1,585.1,27.94,37.83,9.64,1.36,1.02,1.94,1.53,2.58,0.32,0.48,48
137.1,0.0,0.1,26.700000000000003,29.06,38.42,3.05,0.0,2.42,5.59,3.61,7.72,0.17,0.41,474
232.03,6.6,0.1,2857.1,24.09,31.7,5.13,0.0,0.66,0.98,2.36,3.8,0.21,0.46,42
58.0,1.98,0.1,2.04,24.88,32.48,4.15,0.0,1.15,2.12,1.6,2.56,0.12,0.33,183
268.94,0.0,10.0,24739.0,31.68,39.57,6.16,0.01,2.41,4.68,3.43,6.1,0.23,0.44,48
26.36,0.04,1.0,2.5,5.94,12.23,2.87,0.0,5.95,7.8,8.23,10.54,0.2,0.36,472
137.11,0.66,0.5,48.5,25.42,32.96,7.45,0.7,2.75,4.03,4.41,5.95,0.31,0.3,48
79.1,0.66,0.5,2.48,25.84,34.9,3.36,0.01,1.7,3.78,2.73,5.33,0.16,0.36,316
184.57,7.92,0.1,2.1,18.33,27.87,6.53,0.32,0.78,1.57,1.9,3.82,0.36,0.39,156
79.1,0.0,1.0,4.0,28.42,37.31,2.44,0.0,1.44,2.45,2.15,3.26,0.11,0.36,472
158.2,0.66,0.1,11.1,25.7,33.79,6.9,0.0,2.34,3.88,3.63,5.12,0.29,0.38,557
137.1,0.0,20.0,21.61,22.48,30.94,8.48,1.48,1.59,3.02,2.45,3.77,0.39,0.45,158
216.2,5.28,1.0,12.0,20.21,28.78,6.71,0.0,1.44,2.41,2.62,3.73,0.38,0.45,493
158.19,0.0,0.1,23.1,18.47,26.76,4.15,0.0,1.81,3.32,2.77,4.05,0.4,0.44,579
84.38,0.0,0.1,52.1,15.8,24.48,2.14,0.0,4.64,7.8,6.7,10.38,0.33,0.39,579
137.1,0.0,5.0,38.0,33.56,42.26,4.7,0.0,2.15,4.58,3.06,5.96,0.12,0.37,472
63.28,0.66,0.1,3.9,27.22,35.76,3.91,0.0,2.89,4.98,4.22,6.55,0.12,0.37,557
31.63,0.0,1.5,3.0,13.43,20.93,5.37,0.0,2.62,5.2,4.27,7.21,0.27,0.47,444
110.74,0.55,1.0,28.85,4.87,10.3,1.95,0.0,2.28,5.43,3.64,7.52,0.3,0.46,358
5.27,0.0,4.0,49.0,6.77,13.12,1.53,0.0,2.45,4.76,3.45,6.04,0.24,0.38,582
274.22,0.0,3.0,6.0,13.59,17.22,7.93,3.14,3.41,5.0,4.48,6.34,0.53,0.54,303
142.38,0.0,0.1,1.3,30.91,38.51,8.42,0.01,2.51,4.98,3.67,6.62,0.19,0.47,460
79.1,1.32,3.0,6.02,23.15,32.65,8.54,0.79,1.65,3.02,2.8,5.25,0.29,0.34,155
89.64999999999999,0.0,15.0,35.0,36.54,44.23,8.42,0.0,1.98,3.29,2.77,4.09,0.09,0.37,556
205.65,9.9,0.1,480.4,22.19,32.26,4.76,0.0,0.23,1.03,2.19,2.97,0.39,0.47,149
158.19000000000003,0.0,5.0,10.0,27.76,33.92,13.0,2.36,1.59,3.13,2.31,4.27,0.26,0.42,460
73.83,1.98,0.1,1.6,18.98,26.44,8.18,1.33,1.17,2.87,2.09,4.54,0.25,0.34,438
89.65,1.32,0.5,918.5,24.19,33.08,6.53,0.16,1.67,2.96,2.59,4.7,0.16,0.37,489
126.56,0.0,0.1,127.1,32.3,41.19,8.06,0.04,2.42,4.59,3.51,6.25,0.14,0.41,556
290.04,0.0,2.0,12.5,24.04,32.17,6.1,0.0,1.98,4.06,2.98,5.55,0.48,0.52,460
0.0,0.0,1.0,161.0,22.64,30.94,2.14,0.0,1.48,3.14,2.09,3.88,0.08,0.37,183
163.47000000000003,0.0,0.1,53.1,32.57,40.13,5.37,0.01,2.15,4.41,3.06,5.7,0.16,0.42,460
116.02,0.0,5.0,12.3,32.69,40.85,6.04,0.0,4.23,6.27,5.88,8.59,0.07,0.37,582
110.73999999999998,1.98,5.0,10.0,22.83,29.15,6.35,0.29,5.18,8.61,7.88,12.58,0.24,0.43,186
116.01,0.0,0.3,11.3,31.48,40.41,4.03,0.0,1.75,3.35,2.62,4.16,0.09,0.38,476
110.74,5.28,2.0,4.0,5.8,14.07,2.2,0.01,4.84,9.02,7.19,12.28,0.35,0.38,148
200.38,0.0,128.0,256.0,26.54,35.17,3.11,0.0,2.47,4.32,3.39,5.67,0.18,0.38,474
295.31,2.64,0.1,2.1,22.33,30.8,5.98,0.0,1.63,2.94,2.59,4.27,0.52,0.59,557
58.0,0.0,0.1,325.1,28.75,37.22,6.47,2.46,4.84,9.09,6.69,12.12,0.22,0.33,194
163.48,0.0,0.1,20.1,27.74,37.58,9.58,1.27,2.48,3.59,4.02,5.88,0.3,0.5,46
131.82999999999998,0.0,0.1,7.5,28.46,35.8,12.27,1.06,1.43,2.8,2.1,3.75,0.35,0.37,46
94.91,4.62,3.0,29.0,19.83,26.34,9.16,0.36,1.31,2.28,2.84,4.34,0.34,0.41,358
105.45999999999998,1.32,0.5,1.6,25.37,33.8,5.92,0.07,1.57,2.59,2.55,4.52,0.18,0.38,187
168.74,0.0,0.1,106.1,34.12,43.62,6.23,0.0,2.03,3.05,2.99,3.88,0.14,0.38,474
226.74,7.26,1.0,14834.0,17.27,27.26,4.09,0.32,0.44,0.99,2.09,2.88,0.33,0.35,315
94.92,2.64,0.1,4.8,18.79,29.14,2.99,0.0,3.23,6.44,4.65,8.75,0.32,0.38,582
68.54999999999998,2.0500000000000003,0.1,1462.1,5.69,15.23,1.28,0.0,5.12,8.21,7.34,10.73,0.3,0.34,331
137.1,0.0,5.0,398.0,30.47,38.15,7.63,0.2,1.62,2.91,2.41,3.69,0.2,0.47,358
163.47,2.64,0.1,171.1,22.8,32.91,7.26,1.95,1.3,2.58,2.55,4.6,0.23,0.45,489
189.84,0.0,10.0,28.0,31.84,39.69,3.36,0.0,2.4,4.62,3.38,5.88,0.11,0.37,474
73.83,0.13,1.0,23.0,11.54,23.45,1.83,0.0,2.4,5.12,3.71,6.83,0.32,0.36,358
263.66,11.22,0.5,16.5,17.68,26.93,6.16,0.34,0.92,2.23,2.68,6.0,0.42,0.45,317
63.28,0.0,1.0,23.07,12.8,21.3,3.05,0.0,1.88,4.13,2.73,5.41,0.33,0.34,557
68.53999999999999,2.64,3.1,6.2,22.76,32.34,4.39,0.0,0.94,1.52,2.88,4.02,0.2,0.34,186
105.45999999999998,3.3000000000000003,2.0,4.0,13.43,23.37,4.09,0.03,1.38,2.36,2.31,3.59,0.34,0.35,189
290.04,0.0,0.5,2.2,24.05,31.71,8.73,0.03,2.17,4.05,3.09,5.38,0.47,0.52,582
89.64999999999999,2.64,5.0,48.5,22.88,32.62,6.65,0.01,2.17,3.59,3.52,5.58,0.24,0.37,158
121.29,6.6,3.0,51.0,8.38,18.77,2.56,0.04,0.79,1.38,2.91,4.83,0.34,0.38,189
158.20000000000002,0.0,0.1,7.88,29.58,37.35,6.71,0.0,1.04,1.56,2.42,3.98,0.26,0.48,460
36.9,0.66,0.1,1885.1,28.33,36.23,4.94,0.0,2.29,3.47,3.3,4.42,0.11,0.4,183
73.83,0.0,0.1,3.1,29.79,37.36,5.8,0.0,1.49,2.9,2.2,3.66,0.11,0.42,470
89.64,0.0,0.1,11.0,30.33,39.76,6.1,0.0,3.3,5.31,4.56,6.52,0.1,0.38,472
26.37,0.0,5.0,188.0,22.89,33.38,3.17,0.0,2.52,5.13,3.93,6.87,0.11,0.42,46
147.65,0.0,239.0,5239.0,33.16,40.91,8.48,0.02,2.08,3.38,3.02,4.19,0.23,0.37,46
79.10000000000001,2.64,1.0,6.0,2.44,9.01,3.36,0.36,3.11,7.0,4.73,9.25,0.38,0.39,270
184.55,1.32,0.1,5444.1,25.33,31.04,8.36,0.0,5.39,8.7,6.69,10.59,0.41,0.49,458
232.02000000000004,8.58,0.1,208913.1,17.9,27.98,3.48,0.0,0.84,1.41,2.8,3.6,0.32,0.36,151
57.99999999999999,1.98,16.0,32.0,26.92,34.94,4.58,0.0,5.05,8.58,7.0,11.52,0.22,0.34,489
121.28,0.0,3.0,13.0,34.16,42.3,8.3,0.36,1.99,4.17,2.91,5.52,0.18,0.43,474
110.74,0.0,0.1,1.6,29.51,39.4,4.46,0.0,2.47,4.81,3.48,6.72,0.12,0.38,162
168.74,0.66,0.1,3.85,22.95,30.77,6.71,0.11,1.82,4.39,2.62,5.9,0.35,0.39,557
174.03000000000003,0.0,0.1,13.1,28.16,37.32,10.99,2.39,1.84,4.66,2.8,6.77,0.35,0.48,461
263.67,0.66,2.0,4.5,19.99,29.03,5.13,0.0,0.71,1.1,2.71,4.48,0.35,0.51,582
184.57,0.0,0.1,5.1,27.28,34.17,8.3,0.26,1.46,3.98,2.09,5.84,0.31,0.48,460
348.04,4.62,0.1,1.6,19.96,26.8,7.02,0.0,2.3,3.7,4.0,5.39,0.62,0.67,557
200.38,0.0,3.0,128.0,32.87,42.03,4.27,0.04,2.62,5.43,3.56,7.15,0.12,0.37,556
163.48000000000002,0.0,0.1,103.1,28.67,38.12,4.7,0.0,3.34,4.16,5.21,6.33,0.16,0.45,304
216.21000000000004,3.96,0.1,8.1,25.46,34.61,8.85,0.74,0.41,0.95,1.8,2.95,0.21,0.45,183
26.36,0.0,1.3,2.55,19.77,29.5,2.14,0.0,1.61,2.75,2.64,3.77,0.14,0.34,470
137.11,0.0,0.1,33424.1,31.29,40.32,6.77,0.0,2.12,4.77,3.23,6.59,0.11,0.35,581
10.55,0.0,1.0,8.5,8.48,18.33,1.53,0.0,1.46,2.55,2.54,3.5,0.22,0.36,302
68.53999999999999,0.68,0.3,1.8,10.87,19.76,3.3,0.0,1.48,3.6,2.36,4.84,0.48,0.49,444
137.1,0.0,0.1,8.1,30.55,37.83,8.42,0.0,2.08,4.58,3.01,6.07,0.24,0.47,474
290.04,0.0,0.1,12.7,24.5,32.3,5.25,0.0,1.94,4.29,2.73,5.73,0.43,0.5,444
47.45,0.66,1.0,262.0,15.26,25.03,2.56,0.0,1.67,2.8,2.73,3.99,0.22,0.37,151
216.22000000000003,3.96,0.1,3.1,19.69,27.69,5.55,0.0,2.03,3.76,3.81,7.03,0.38,0.44,490
110.73,3.3000000000000003,0.3,5.02,20.14,30.51,2.99,0.01,1.51,2.5,3.86,5.67,0.3,0.38,187
68.55,1.32,5.0,78.0,18.72,28.69,7.81,1.21,1.77,3.19,2.6,4.38,0.37,0.39,148
174.01000000000002,0.66,35.0,538.0699999999999,22.98,32.01,5.62,0.07,4.35,8.65,6.3,11.77,0.39,0.44,489
137.11,1.98,2.0,214.0,25.49,33.83,6.77,0.83,2.84,4.72,4.95,7.8,0.28,0.37,187
94.92,0.0,0.1,2758.1,23.98,29.78,5.25,0.0,8.08,12.7,10.91,17.07,0.1,0.37,156
158.2,0.66,1.0,530.4,26.96,34.69,8.79,0.31,2.05,6.02,2.95,8.62,0.3,0.38,183
158.19000000000003,0.0,0.1,83.1,31.74,40.15,8.24,0.01,2.24,4.13,3.38,5.4,0.23,0.43,474
116.02,2.64,8.6,17.2,23.72,31.17,6.71,0.3,2.36,4.59,3.54,6.57,0.17,0.34,316
89.64999999999999,0.0,30.0,124.0,34.66,42.95,4.09,0.0,2.42,4.88,3.41,6.02,0.1,0.42,470
89.64000000000001,2.64,0.5,14.5,23.02,31.5,4.21,0.0,2.48,4.62,3.47,6.14,0.2,0.35,187
15.82,0.0,1.0,501.0,19.62,25.23,5.37,0.29,4.77,8.21,6.89,11.21,0.1,0.38,474
200.39000000000004,8.58,1.0,12.0,18.94,28.33,6.47,0.06,0.12,0.53,2.26,3.46,0.3,0.35,151
137.1,0.0,0.1,819.1,34.42,42.41,4.46,0.0,2.35,3.89,3.34,4.84,0.07,0.37,575
105.47,1.32,0.1,2.2,25.44,32.24,8.18,0.22,2.02,4.85,3.05,6.52,0.33,0.43,457
52.73,3.96,0.1,1.7000000000000002,21.37,29.69,5.68,0.01,3.59,7.12,4.95,9.43,0.25,0.38,489
189.84,1.32,0.1,889.1,26.83,33.96,8.0,0.13,1.48,2.05,2.17,3.55,0.37,0.45,489
68.55,0.66,1.0,12.0,24.6,32.87,7.14,0.0,1.21,2.47,1.94,3.38,0.2,0.34,183
158.20000000000002,2.64,0.1,2658.1,22.02,30.14,5.68,0.0,3.05,5.18,4.49,6.84,0.36,0.4,497
247.84,14.52,1.0,684.0,9.92,17.13,4.27,0.0,0.27,0.39,3.31,4.58,0.58,0.59,316
147.66,0.0,0.1,225.1,24.26,31.56,5.98,0.0,3.13,4.94,4.48,6.48,0.18,0.45,460
58.010000000000005,1.32,0.1,9.4,27.55,35.02,8.79,0.09,2.16,5.38,3.05,7.0,0.2,0.34,490
79.1,3.3000000000000003,0.1,1.39,19.87,28.13,6.96,1.71,2.3,3.62,3.62,5.01,0.3,0.38,158
79.09,0.68,0.1,1.4,10.65,19.0,1.95,0.0,1.45,2.42,2.44,3.14,0.27,0.47,444
184.57,0.0,2.0,16.83,28.23,36.96,3.91,0.01,3.52,6.98,5.14,9.61,0.22,0.47,460
158.20000000000002,1.98,4.0,6.1,23.58,34.73,6.04,0.0,1.23,2.02,3.11,4.51,0.34,0.44,141
406.06,7.26,0.1,4.359999999999999,5.56,14.11,3.11,0.0,0.48,0.68,3.07,4.55,0.51,0.52,141
79.1,1.32,0.1,5.0,23.96,34.62,2.93,0.0,1.88,4.22,3.22,6.66,0.13,0.37,489
47.45,0.66,2.0,264.0,23.8,31.44,4.52,0.0,1.57,3.51,2.45,4.49,0.18,0.34,488
36.91,0.0,20.0,45.6,18.74,28.01,4.39,0.02,0.98,1.36,2.65,3.65,0.24,0.47,474
168.73,4.62,1.5,107.5,22.12,30.41,5.62,0.0,2.74,5.16,4.29,7.14,0.36,0.41,495
52.71999999999999,0.0,1.0,3.0,20.55,31.23,1.65,0.0,1.3,2.06,2.81,4.16,0.2,0.47,48
131.82999999999998,0.66,15.0,32.0,25.24,32.85,4.21,0.0,5.51,7.76,7.51,10.2,0.15,0.33,462
94.92,0.66,15.0,30.0,23.21,30.99,8.91,0.17,1.01,1.88,2.42,4.36,0.27,0.35,187
79.09,0.0,5.0,76.0,16.01,27.15,2.87,0.0,1.63,2.53,3.15,4.27,0.29,0.47,158
52.72999999999999,0.66,0.5,1.86,6.49,16.37,2.32,0.0,0.98,2.05,1.54,2.53,0.24,0.4,484
105.47,0.0,0.1,28.1,31.51,37.4,9.16,1.23,1.98,4.35,2.91,5.66,0.3,0.36,49
263.67,7.92,1.0,41.0,12.82,22.2,5.43,0.0,3.85,7.38,5.25,9.85,0.47,0.49,181
84.36999999999999,2.62,1.0,3.2,7.96,19.0,2.62,0.0,1.51,2.73,2.54,3.7,0.36,0.38,582
126.56,0.0,5.0,23.0,29.34,39.03,5.37,0.0,2.73,4.35,3.7,6.11,0.12,0.42,582
131.82999999999998,0.0,1.0,21.0,20.18,26.09,10.25,1.03,2.41,4.29,3.46,5.97,0.37,0.38,497
147.64,1.98,50.0,580.0,25.08,32.05,7.45,0.02,3.08,5.24,4.22,6.59,0.34,0.44,488
110.75,0.0,10.0,20.0,33.18,40.73,8.48,0.74,3.09,5.97,4.31,7.99,0.11,0.45,474
73.83,1.98,15.0,8283.0,25.75,34.27,5.0,0.18,2.27,4.54,3.12,5.77,0.23,0.34,488
210.93,0.0,10.0,4509.0,28.62,36.98,3.48,0.0,1.88,3.55,2.7,4.52,0.25,0.43,474
247.84,0.0,0.1,49.1,25.98,35.01,5.43,0.0,2.11,4.17,3.23,5.54,0.35,0.41,476
105.47,1.32,15.0,90.57,22.99,31.68,4.76,0.0,1.63,3.36,2.47,4.41,0.23,0.34,489
305.86,10.56,1.0,7.3,19.23,28.55,6.96,1.33,1.25,2.06,2.39,4.1,0.48,0.5,183
58.02,1.98,0.3,1.6,3.71,9.17,3.42,0.16,1.34,2.05,1.91,2.45,0.37,0.38,579
73.82000000000001,0.0,0.1,10.4,23.68,32.02,3.11,0.0,4.55,6.92,6.46,9.15,0.22,0.34,158
