sum_rain,sum_snow,DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
100.2,0.66,1.0,14.9,17.31,25.85,3.42,0.0,2.02,3.41,2.88,4.23,0.23,0.42,457
200.39,0.0,5.0,19.0,30.15,38.79,5.07,0.0,1.88,3.55,2.69,4.49,0.3,0.39,472
242.58,3.3000000000000003,0.1,25.1,24.41,32.21,6.96,0.01,1.65,2.92,2.41,3.88,0.42,0.46,582
316.4,0.0,100.0,1080.0,30.23,37.9,6.1,0.11,2.52,5.24,3.64,7.33,0.35,0.45,583
390.24,2.64,2.0,17.6,7.98,16.4,4.33,0.0,0.88,1.2,2.95,4.78,0.52,0.56,158
137.11,1.32,0.1,80.1,24.61,32.02,4.64,0.0,2.19,3.23,3.35,4.28,0.2,0.38,316
268.94,0.0,0.1,199.0,27.54,35.78,4.52,0.0,1.98,4.26,2.88,5.59,0.41,0.47,582
110.73999999999998,0.0,2.0,11.9,22.81,32.19,4.27,0.0,2.54,4.59,3.78,6.02,0.33,0.45,158
152.92,5.94,1.0,6.4,20.36,29.09,3.85,0.0,0.52,1.08,2.12,3.29,0.23,0.46,149
137.11,0.0,1.0,37.0,25.26,34.18,7.14,0.0,2.01,4.58,3.02,6.3,0.09,0.35,304
10.54,0.0,1.0,2.5,20.7,28.88,3.85,0.0,0.91,1.27,2.25,2.73,0.1,0.45,183
290.04,7.51,0.1,20.1,3.01,7.94,2.26,0.0,0.52,0.79,5.85,7.7,0.58,0.59,163
47.46,0.0,0.1,1.9,5.01,16.45,1.22,0.0,0.76,1.41,3.08,4.36,0.27,0.47,460
10.54,0.0,5.0,9.6,19.19,28.73,3.42,0.2,3.4,5.23,5.07,7.03,0.09,0.36,183
105.47,2.64,5.1,10.2,7.05,14.29,2.32,0.0,0.81,1.2,2.02,2.73,0.48,0.49,162
79.1,1.32,2.5,5.0,23.15,32.65,8.54,0.79,1.65,3.02,2.8,5.25,0.29,0.34,155
258.41,0.0,0.1,16.900000000000002,16.99,26.47,3.6,0.0,3.4,6.3,4.88,8.62,0.33,0.51,304
189.85,4.62,0.1,229.1,6.67,15.36,3.54,0.0,2.66,4.86,4.59,7.23,0.51,0.5,187
158.20000000000002,5.28,1.0,461.0,5.39,13.22,4.21,0.21,1.0,1.67,4.64,5.9,0.28,0.34,158
105.46999999999998,0.0,0.1,5.1,31.76,39.85,10.5,1.5,2.59,5.95,3.66,8.44,0.3,0.46,474
126.56,0.0,0.1,2946.1,32.19,40.56,9.52,1.99,2.3,4.12,3.44,5.61,0.24,0.41,461
121.29,2.64,20.0,51.0,22.58,32.01,6.71,2.23,6.17,11.02,8.8,15.37,0.3,0.36,557
253.12,4.62,0.1,318776.1,26.26,35.36,8.24,0.93,0.16,0.76,2.48,4.38,0.2,0.46,163
63.28,0.0,0.1,3496.1,13.2,21.34,3.85,0.0,2.37,5.05,3.52,6.71,0.27,0.34,583
158.21,0.66,0.1,13.4,27.02,35.28,8.18,0.01,0.95,1.85,1.8,3.19,0.31,0.41,158
137.1,0.0,0.1,2.1,29.19,38.13,10.07,0.82,2.64,4.66,3.79,6.36,0.26,0.47,444
290.04,0.0,0.1,1.9,22.31,30.81,5.0,0.0,1.84,3.9,2.7,5.18,0.49,0.53,582
253.13,0.0,0.1,2034.1,25.33,34.28,2.99,0.0,2.88,4.48,4.2,6.38,0.27,0.38,474
268.94,1.98,1.0,220.0,9.65,17.29,4.46,0.0,1.39,2.72,3.93,6.2,0.46,0.49,491
68.55,1.98,0.5,235.5,25.14,34.22,6.04,0.0,1.19,2.57,1.84,3.21,0.21,0.39,144
126.56,1.32,600.0,1189.9,27.21,35.38,7.87,0.58,2.7,5.06,3.81,7.23,0.21,0.36,489
121.28999999999998,1.98,0.1,3.2,19.51,28.9,6.96,0.17,1.92,3.52,3.0,4.76,0.23,0.37,529
216.22,2.64,800.0,1615.9,25.77,33.68,7.81,0.06,1.12,2.34,1.7,3.5,0.38,0.43,491
52.72,0.0,5.0,12.34,18.08,27.12,3.36,0.0,2.3,4.71,3.9,7.05,0.27,0.38,158
290.04,0.0,0.1,3.6,20.31,28.17,3.97,0.0,2.12,4.62,3.07,6.18,0.37,0.49,460
105.47,3.96,0.1,48.6,22.29,30.65,3.85,0.0,4.03,7.91,5.83,10.69,0.3,0.37,183
126.56,0.0,0.1,7.8,27.37,33.55,9.46,2.57,2.05,4.66,2.96,6.17,0.28,0.34,46
163.47,0.0,1.0,11.0,33.05,40.62,9.16,0.3,1.6,3.39,2.55,5.14,0.23,0.38,358
174.03000000000003,0.0,3.0,498.0,31.87,39.84,8.0,0.25,2.28,4.54,3.46,6.12,0.27,0.48,47
42.18,0.51,1.0,89.0,10.4,20.7,2.2,0.15,3.97,5.53,5.62,7.5,0.28,0.37,498
63.28,3.96,0.1,12.1,19.8,28.92,4.39,0.0,1.38,2.23,2.85,3.98,0.2,0.34,489
110.74,3.96,2.2,4.4,16.48,24.31,6.84,0.2,1.1,1.91,2.24,3.45,0.32,0.35,158
126.56,0.0,10.0,26.5,30.48,38.49,5.98,0.0,2.8,4.91,4.06,6.38,0.16,0.37,472
68.56,0.0,5.0,2822.0,31.19,38.46,5.49,0.06,1.8,3.29,2.62,4.18,0.08,0.37,470
279.49,4.62,0.1,1673.1,20.71,26.2,2.69,0.0,0.83,1.03,6.36,7.33,0.15,0.46,163
110.74,0.0,0.1,1.7000000000000002,27.26,35.37,6.35,0.06,2.09,3.59,2.92,4.76,0.14,0.39,158
232.03,6.6,0.1,3.25,20.06,27.96,5.86,0.0,0.68,0.91,2.34,3.98,0.18,0.46,162
15.82,0.0,20.0,25.1,17.97,28.71,2.38,0.0,2.41,5.18,3.76,7.16,0.12,0.38,151
131.82999999999998,0.66,4.0,12.0,25.15,33.07,8.61,0.01,2.05,3.53,3.12,4.84,0.3,0.31,49
195.12,0.0,0.1,3.3000000000000003,19.46,30.83,5.92,0.08,1.36,3.09,2.02,4.35,0.28,0.38,303
116.01,1.32,2.0,4.0,23.0,32.05,2.93,0.0,1.45,2.29,2.5,3.57,0.2,0.35,489
105.47,3.3000000000000003,6.0,11.0,12.84,20.83,4.46,0.03,2.31,3.94,3.62,5.29,0.4,0.43,557
184.55,1.32,0.1,634.6,19.8,25.71,9.03,11.88,6.94,11.16,8.43,13.65,0.51,0.49,561
5.27,0.0,3500.0,6718.0,23.51,32.51,2.5,0.0,1.8,3.31,2.83,4.22,0.1,0.43,472
89.65,0.02,2.4,4.8,16.59,26.89,4.03,0.0,2.69,5.16,4.72,7.5,0.34,0.38,302
100.18999999999998,0.66,0.1,2.8000000000000003,26.15,34.26,4.46,0.02,2.22,4.73,3.23,6.8,0.2,0.49,183
253.11,5.94,0.1,3.5,20.37,28.48,6.77,0.0,0.55,0.8,3.21,4.7,0.48,0.53,582
226.76,1.98,0.1,5.239999999999999,27.15,35.6,3.78,0.0,1.07,1.55,2.43,3.71,0.16,0.42,162
158.20000000000002,0.0,3.0,6.95,31.19,37.61,7.75,0.19,1.14,1.98,3.05,5.34,0.26,0.48,460
295.31,2.64,0.1,4.1,21.3,29.06,5.74,0.16,1.98,4.11,3.32,6.16,0.53,0.59,489
68.55999999999999,1.98,0.1,9.7,26.26,34.44,7.45,0.87,1.79,4.18,2.59,5.85,0.16,0.45,489
126.57,4.62,7.0,90.0,4.25,12.31,2.99,0.08,2.42,4.5,3.5,5.84,0.45,0.45,158
100.18,3.96,10.0,58.0,24.77,32.73,8.61,7.95,1.07,2.14,2.16,3.89,0.28,0.4,557
300.6,0.0,6.2,12.4,5.12,9.49,4.76,1.25,0.59,0.81,2.84,4.35,0.48,0.48,55
89.65,0.0,1.0,1625.0,24.92,32.19,5.92,0.01,2.82,5.02,4.19,6.41,0.1,0.39,183
137.11,4.62,5.0,266.0,19.58,28.68,5.31,0.03,0.36,1.01,2.48,3.86,0.41,0.45,491
63.28,0.3,0.1,17.0,11.69,23.43,1.53,0.0,2.77,5.41,4.45,7.38,0.21,0.44,474
290.04,0.0,0.1,38.1,23.34,33.44,3.78,0.0,2.09,3.73,3.28,5.15,0.35,0.48,460
94.91,0.66,0.1,2.1,21.92,30.48,6.71,0.05,1.88,2.79,2.81,3.75,0.23,0.33,48
332.22,1.98,50.0,158.5,15.15,23.8,6.04,0.0,0.95,1.84,2.89,4.79,0.45,0.5,556
221.49,6.6,0.1,12.4,13.03,18.47,5.8,0.05,1.27,2.02,2.47,3.55,0.6,0.59,316
126.55,2.64,30.0,80.0,7.51,16.37,2.2,0.0,1.35,2.52,2.66,4.81,0.39,0.41,188
168.74,1.32,3.0,6.0,24.55,33.17,9.89,0.38,0.59,1.0,1.09,2.02,0.52,0.52,158
142.38,0.0,0.1,301.1,31.89,38.31,8.79,0.15,3.12,5.88,4.51,8.19,0.2,0.47,474
173.99999999999997,1.32,1.0,2.2,15.39,23.15,3.42,0.0,3.48,5.66,5.53,8.45,0.3,0.36,461
189.85,0.66,25.0,156.63,8.75,18.8,3.3,0.02,2.16,4.19,3.45,6.24,0.41,0.45,474
116.0,2.64,5.0,23.73,14.67,24.6,2.56,0.0,2.55,4.38,3.71,5.73,0.35,0.39,183
168.74,0.0,100.0,127.0,30.3,40.01,2.56,0.0,2.38,4.04,3.49,5.13,0.11,0.38,472
42.17999999999999,1.32,8.0,26.0,20.3,29.09,3.48,0.0,3.09,5.73,4.36,7.67,0.25,0.34,183
89.63999999999999,0.0,5.0,17.0,24.8,32.7,7.81,0.09,2.17,3.96,3.2,5.48,0.37,0.4,187
210.93,0.0,1.0,29.0,28.4,35.8,5.49,0.01,3.56,6.08,5.07,8.43,0.2,0.43,474
84.37999999999998,1.98,6.0,12.0,27.76,36.1,5.74,0.3,3.54,6.56,5.3,9.34,0.16,0.35,489
79.09,0.68,6.0,30.6,7.5,18.58,1.53,0.0,1.95,3.77,3.24,5.6,0.29,0.47,460
232.03,1.98,0.1,2.1,20.29,27.41,5.25,0.04,0.73,0.96,4.54,5.96,0.35,0.5,158
105.46,1.32,2.0,4.0,23.92,31.83,9.4,1.01,1.11,2.12,1.94,3.53,0.34,0.38,158
163.47000000000003,0.0,1.0,3.0,33.82,42.54,9.89,0.95,1.88,3.2,2.79,4.15,0.16,0.42,474
200.39,0.0,0.1,66.1,23.25,31.83,4.39,0.0,1.93,4.27,2.77,5.55,0.38,0.45,474
290.04,0.0,0.1,14.1,21.23,30.76,3.48,0.0,1.73,3.27,2.66,4.59,0.36,0.48,460
63.27,0.0,50.0,1185.0,28.9,36.9,5.37,1.22,4.38,8.6,6.01,11.33,0.16,0.34,575
353.32000000000005,0.0,0.8,1.83,21.79,25.55,8.3,0.0,1.76,2.57,2.58,3.63,0.41,0.49,303
210.94000000000003,0.0,2.0,6.5,17.21,26.58,4.52,0.0,3.82,6.8,5.61,9.38,0.38,0.43,187
116.02,3.3000000000000003,0.1,26759.1,19.14,27.56,4.09,0.0,1.52,2.81,2.31,3.68,0.21,0.35,183
116.02,0.0,75.0,204.0,28.47,36.03,5.68,0.0,2.2,4.21,3.17,5.52,0.19,0.38,581
189.85,0.0,2.0,4.0,26.95,36.23,5.31,0.0,1.19,2.66,1.75,3.38,0.36,0.41,472
21.09,0.0,30.0,60.0,23.03,31.69,2.32,0.0,1.59,3.11,2.52,3.98,0.11,0.42,474
110.75,3.3,0.1,215.1,27.37,36.43,7.81,0.02,2.38,5.34,3.4,7.59,0.27,0.46,488
79.1,0.0,2.0,4.0,18.72,27.05,3.17,0.0,1.18,3.01,1.93,3.85,0.12,0.36,472
89.65,0.0,2.0,164.0,28.51,36.19,5.68,0.01,2.62,4.84,3.84,6.35,0.19,0.35,470
158.20000000000002,0.0,20.0,134.0,26.16,35.58,4.39,0.0,2.41,4.49,3.59,5.79,0.26,0.39,474
89.63999999999999,0.0,10.0,382.0,20.16,30.08,2.87,0.0,1.7,2.94,2.77,3.85,0.17,0.34,556
89.64999999999999,1.98,0.7,2.0,24.83,33.15,7.26,0.01,1.92,4.36,2.85,5.64,0.34,0.38,158
300.56999999999994,5.28,25.0,1664.0,20.92,29.66,5.8,0.39,3.68,7.27,5.84,10.35,0.49,0.52,489
21.1,0.0,20.0,87.0,17.52,28.16,2.87,0.0,2.17,5.12,3.55,7.32,0.16,0.34,489
79.1,0.0,0.5,2.0,19.16,27.74,3.3,0.0,3.61,6.06,5.85,9.14,0.33,0.47,158
63.28,1.98,2.0,5.0,26.32,35.18,3.36,0.0,3.32,5.03,5.04,7.06,0.13,0.37,582
121.28,0.0,2.0,69.0,29.44,36.02,11.35,0.56,1.94,3.44,2.6,4.79,0.27,0.44,474
105.45999999999998,1.98,5.0,49.0,11.94,22.86,3.42,0.0,1.17,1.82,2.59,3.19,0.34,0.36,189
105.46999999999998,0.0,0.1,123.1,32.71,42.27,9.89,1.29,2.45,7.26,3.52,10.26,0.18,0.45,474
152.91,1.32,0.1,308.1,28.33,33.46,8.12,0.0,2.3,2.77,2.86,3.61,0.34,0.48,457
137.1,0.0,2.0,4.0,30.68,38.8,4.76,0.0,2.45,4.84,3.66,6.39,0.18,0.46,460
5.27,0.0,1.0,3.0,8.4,18.77,1.95,0.0,1.8,3.55,3.28,5.09,0.2,0.37,302
89.63,0.0,40.0,7158.19,27.92,36.98,5.49,0.0,1.78,2.78,2.73,3.51,0.26,0.37,488
63.28999999999999,0.66,0.1,1.4,28.36,37.34,6.47,0.01,2.39,5.16,3.35,6.91,0.22,0.34,158
242.58,0.0,0.1,170.1,19.17,28.71,2.44,0.0,1.81,3.77,2.61,5.04,0.32,0.38,462
168.74,0.0,25.0,50.0,30.75,38.97,3.3,0.0,1.54,2.19,2.22,2.73,0.1,0.37,556
105.46,0.0,1.0,3.4,23.69,31.94,4.46,0.0,2.48,5.44,3.76,7.32,0.1,0.34,183
205.64,1.32,1.9,3.8,7.81,16.79,4.39,0.02,2.96,6.03,4.63,8.86,0.38,0.38,46
84.38,1.98,1.0,13.0,15.15,25.84,2.38,0.0,1.95,4.21,3.06,5.69,0.14,0.34,158
73.83,1.32,0.1,2.8000000000000003,23.98,31.29,7.57,0.5,3.55,6.66,4.88,9.39,0.26,0.34,187
84.38000000000001,3.3,0.1,5.699999999999999,11.19,19.3,3.23,0.0,3.71,5.02,5.02,6.61,0.3,0.35,484
100.2,0.66,0.1,5.699999999999999,8.02,12.05,3.72,1.84,7.59,10.29,10.01,13.42,0.23,0.42,558
237.31,0.0,1.0,5.5,24.33,33.3,5.37,0.0,1.85,4.08,2.76,5.4,0.48,0.51,460
131.82999999999998,0.66,0.1,99.1,7.37,15.29,0.85,0.0,0.55,1.02,5.04,7.73,0.12,0.46,163
158.20000000000002,3.96,5.0,14.0,21.24,29.96,5.49,0.27,1.41,2.34,2.9,4.56,0.29,0.34,187
205.66,9.9,1.0,6.0,16.98,26.01,3.54,0.0,1.33,2.33,2.48,4.32,0.38,0.45,183
184.57,2.64,0.1,4.65,26.17,34.53,6.04,0.0,2.09,3.2,3.2,4.34,0.37,0.42,316
126.55,0.66,0.1,215.0,27.35,34.29,5.49,0.04,2.1,4.5,2.95,5.96,0.29,0.35,489
89.64,1.98,1.0,2886.0,28.23,36.07,4.94,0.01,4.62,8.62,6.8,11.8,0.2,0.35,470
147.65,0.0,0.1,1962.1,25.89,36.65,5.07,0.0,2.16,3.77,3.23,5.22,0.15,0.51,300
137.1,5.28,1.0,20518.0,17.59,27.92,4.21,0.11,0.42,1.24,2.76,3.82,0.32,0.36,149
73.83,0.0,0.1,14.1,37.3,45.83,7.02,0.05,2.67,5.26,3.98,7.17,0.18,0.38,476
105.46,1.32,2.0,5.0,24.21,32.76,5.49,0.0,3.08,5.53,4.77,7.62,0.28,0.38,315
147.65,3.96,0.1,7.1,22.62,31.65,7.14,0.6,1.04,2.72,1.87,4.16,0.22,0.38,489
63.28,0.0,0.5,2.13,27.35,35.72,6.29,0.0,2.07,4.42,2.95,5.82,0.31,0.35,186
158.20000000000002,1.98,0.1,50951.1,11.41,19.8,2.44,0.0,1.96,3.0,4.95,6.65,0.34,0.44,493
89.64999999999999,0.0,400.0,945.0,28.0,36.64,10.07,2.46,1.77,3.03,2.48,3.77,0.23,0.34,489
89.64999999999999,0.0,2.0,6.0,25.92,32.95,8.3,0.09,1.73,3.17,2.49,4.07,0.26,0.35,187
290.04,0.0,3.0,20.0,24.46,34.8,5.25,0.0,2.37,4.34,3.63,5.99,0.48,0.52,460
200.38,0.0,0.1,48.1,27.06,35.84,2.99,0.0,2.59,4.21,3.68,6.08,0.16,0.38,472
168.75000000000003,1.32,2.0,630.0,21.34,27.92,9.46,3.25,0.45,0.84,1.58,2.45,0.41,0.49,358
316.41,0.0,0.1,83.1,20.01,29.08,5.25,0.0,2.16,3.11,3.48,4.73,0.21,0.47,303
73.82,0.66,11464.0,24472.0,28.37,35.78,3.05,0.0,2.11,4.32,2.93,5.4,0.12,0.34,489
158.2,0.66,60.0,3843.8,26.96,34.69,8.79,0.31,2.05,6.02,2.95,8.62,0.3,0.38,489
184.57,4.62,0.1,5.1,25.02,31.21,5.92,0.0,1.21,1.95,2.21,3.93,0.39,0.46,557
0.0,0.0,20.0,36.23,10.84,15.5,4.09,0.3,4.23,6.8,5.86,8.99,0.07,0.37,472
174.03000000000003,0.0,1.0,5.15,28.85,36.18,10.38,1.77,1.07,2.28,1.78,3.82,0.35,0.48,358
332.22,0.66,1.5,3.0,26.5,36.48,5.55,0.0,0.85,1.56,2.21,3.91,0.41,0.51,460
68.55,0.66,0.1,18380.1,20.36,31.22,2.44,0.0,1.7,3.73,2.69,5.23,0.16,0.34,488
73.83,0.0,0.1,92.1,27.48,37.14,1.83,0.0,2.55,5.2,3.66,6.7,0.09,0.35,470
152.93,2.64,0.1,63.1,26.21,35.48,7.57,0.01,1.62,4.3,2.66,6.88,0.29,0.38,490
63.28,0.0,0.1,122.1,31.05,38.98,6.35,0.02,2.5,5.05,3.62,6.7,0.11,0.34,187
110.74,0.55,0.1,1226.1,10.69,22.52,1.59,0.0,2.31,4.39,3.59,6.48,0.27,0.46,358
79.11,1.98,0.1,7.1,26.44,34.55,5.68,0.03,1.62,2.8,2.5,3.55,0.12,0.34,489
163.48000000000002,0.0,0.1,25.1,28.43,37.37,10.5,0.16,0.75,1.56,2.09,4.36,0.35,0.48,460
158.19,4.62,1.0,193813.0,7.34,15.68,3.3,0.06,0.35,0.57,4.41,7.14,0.33,0.35,149
116.02,1.98,3.0,3783.0,23.68,31.99,9.09,0.5,1.89,3.92,2.61,4.88,0.34,0.34,489
137.11,0.0,0.1,63.1,23.7,33.32,4.33,0.0,2.0,4.21,2.94,5.81,0.2,0.37,162
116.02,3.37,0.1,2.1,4.97,14.69,3.36,0.0,3.05,4.77,4.19,6.13,0.45,0.44,489
100.18999999999998,0.0,50.0,465.0,31.54,39.46,8.18,0.1,2.52,5.12,3.79,6.73,0.27,0.37,183
52.73,0.0,1.0,17.0,30.12,37.33,6.47,0.0,2.48,5.59,3.51,7.13,0.07,0.39,472
163.47000000000003,0.0,1.0,81.0,33.82,42.54,9.89,0.95,1.88,3.2,2.79,4.15,0.16,0.42,474
100.18999999999998,1.32,5.0,10.0,25.62,34.47,8.73,1.9,1.4,3.77,2.3,5.86,0.3,0.36,158
58.0,3.3000000000000003,100.0,4619.0,23.4,31.21,5.68,0.1,2.35,4.87,3.33,6.46,0.17,0.34,183
158.20000000000002,0.0,0.1,59.42,26.5,35.22,4.88,0.0,1.67,2.99,2.52,3.76,0.32,0.4,556
189.85,0.0,1.3,2.6,28.38,37.74,4.94,0.0,3.44,6.1,4.96,8.25,0.18,0.38,556
221.48,0.0,2.0,7.75,23.24,29.81,6.04,0.0,1.47,2.38,4.33,6.73,0.27,0.48,47
226.77,4.62,0.1,684.1,22.59,31.94,2.32,0.0,0.41,0.94,1.71,3.35,0.26,0.46,163
94.91,1.98,3.0,44.0,30.01,39.41,5.55,0.06,1.66,4.13,2.52,5.59,0.14,0.34,156
253.12,5.94,0.1,2975.1,22.84,30.73,5.49,0.0,2.59,4.73,4.67,8.18,0.38,0.41,491
189.83,1.98,0.1,2.1,24.64,34.32,5.98,0.11,0.44,1.19,1.95,2.69,0.37,0.47,316
189.84,0.0,25.0,50.0,31.73,40.44,2.99,0.0,2.45,4.64,3.63,5.95,0.11,0.37,472
126.56,1.32,15.0,30.0,3.49,12.52,2.44,0.0,1.41,2.67,2.09,3.47,0.41,0.41,557
216.21,1.32,5.0,14.1,22.77,30.48,7.69,0.45,2.37,4.37,3.45,5.59,0.37,0.41,490
31.63,0.0,2.0,4.0,25.08,33.39,2.87,0.0,1.88,4.55,2.77,6.11,0.13,0.46,460
237.31,7.920000000000001,8.0,15.0,5.86,12.67,3.97,0.36,1.63,2.91,3.18,5.19,0.55,0.52,148
268.92999999999995,8.58,2.0,29.0,17.86,26.26,5.0,0.1,0.34,0.93,2.21,3.38,0.34,0.38,491
94.92,0.0,40.0,12033.0,31.19,38.28,4.52,0.0,3.37,6.13,4.96,8.06,0.12,0.36,470
121.28,0.0,0.1,20.1,29.23,39.21,3.72,0.0,4.05,6.76,5.66,8.73,0.11,0.37,472
189.85,0.0,2.3,4.6,30.32,41.22,3.97,0.0,1.73,3.19,2.77,4.16,0.29,0.38,556
26.36,0.66,30.0,81.0,18.6,28.3,1.89,0.0,1.6,2.76,2.53,3.5,0.08,0.33,489
21.09,0.0,0.1,18.1,5.15,10.16,4.88,5.99,3.84,7.54,5.66,10.23,0.43,0.35,489
105.46999999999998,0.0,0.1,50.1,26.76,31.9,15.62,2.57,1.98,3.62,2.68,4.79,0.4,0.46,460
110.74,0.0,15.7,647.7,26.01,35.37,9.09,0.28,3.34,8.27,4.66,11.72,0.25,0.35,189
174.01000000000002,1.32,0.1,70.1,24.87,32.94,10.44,1.47,1.27,2.59,2.55,4.9,0.38,0.48,460
163.47,0.0,75.0,12327.0,32.69,38.58,8.42,0.08,2.12,4.95,3.17,6.66,0.15,0.38,474
100.18,1.32,3.0,25.0,21.12,25.15,8.85,1.29,1.3,2.05,3.08,4.47,0.24,0.36,582
174.03000000000003,1.32,4.0,8.65,26.09,36.26,9.03,0.51,0.3,0.59,1.55,2.82,0.3,0.48,187
184.55,1.32,20.0,2936.8,17.33,22.18,5.98,0.0,2.57,3.73,3.12,4.59,0.43,0.49,579
68.56,1.32,2.0,18.0,27.71,36.49,3.3,0.0,2.02,4.22,2.98,5.42,0.1,0.34,488
63.28,2.64,2.0,5.6,25.82,34.13,5.07,0.0,2.55,3.6,3.93,5.04,0.23,0.38,489
147.64,0.0,0.1,28051.1,29.71,36.05,9.34,0.09,2.49,4.49,4.09,6.92,0.27,0.48,460
137.1,0.0,0.1,2867.1,27.87,36.51,10.25,0.18,1.66,3.36,2.88,5.14,0.34,0.48,461
147.65,0.66,150.0,1540.7,22.66,31.82,3.48,0.0,2.64,4.41,3.96,5.88,0.21,0.44,490
137.1,0.0,0.1,2.6,31.21,39.87,9.95,1.4,1.96,4.38,2.96,5.91,0.24,0.47,460
147.65,3.96,0.1,29.1,21.8,30.92,5.25,0.6,1.08,2.62,1.93,4.66,0.22,0.38,489
174.03000000000003,0.0,0.1,2.1,28.04,35.4,3.97,0.0,3.0,6.04,4.39,8.27,0.25,0.48,158
200.39,6.59,0.2,3.62,21.28,29.76,2.62,0.0,0.62,1.1,2.19,4.87,0.24,0.45,163
221.48,1.98,1.8,3.6,25.42,31.32,8.06,0.03,2.19,4.82,2.98,6.16,0.4,0.48,582
263.66,11.22,0.1,14.5,15.5,24.41,4.82,0.02,1.21,1.84,3.85,5.47,0.4,0.44,149
137.1,0.0,0.1,4.5,30.68,38.8,4.76,0.0,2.45,4.84,3.66,6.39,0.18,0.46,460
79.1,1.32,5.3,10.6,24.0,33.47,8.06,0.01,1.55,2.67,2.62,4.19,0.25,0.34,158
42.17999999999999,1.32,0.1,2.6,25.48,32.66,4.7,0.0,2.08,4.14,2.89,5.14,0.15,0.34,183
189.85,0.0,1.0,4.0,20.33,29.42,4.46,0.0,3.29,5.95,4.98,8.25,0.38,0.43,472
174.03000000000003,0.0,1.0,278.0,29.69,38.69,10.44,0.48,1.54,3.13,2.41,4.88,0.36,0.48,460
158.19000000000003,0.66,0.3,9.8,26.02,34.14,10.38,2.48,0.98,1.8,1.75,2.77,0.37,0.4,158
110.73,3.3000000000000003,0.3,106.3,22.59,28.75,5.0,0.03,1.98,3.18,4.8,7.2,0.26,0.37,187
163.47,2.64,0.1,187.1,23.99,32.03,6.9,1.43,1.09,2.56,2.17,5.03,0.25,0.45,489
94.90999999999998,0.66,2.0,4.0,22.73,33.09,8.85,0.26,0.9,1.28,2.01,3.37,0.3,0.34,572
221.47,4.62,0.1,78.1,20.68,27.58,5.19,0.0,0.48,1.03,1.93,3.41,0.45,0.5,583
406.06,7.26,0.1,4.9,10.96,16.43,5.31,0.04,1.01,1.37,4.34,5.49,0.48,0.51,163
163.47,2.64,0.1,9564.1,24.55,35.12,4.88,0.0,1.1,2.17,2.45,4.45,0.24,0.45,163
216.21000000000004,3.96,1.0,51.0,25.13,34.73,8.97,0.0,0.41,0.85,2.28,4.42,0.21,0.45,163
284.76,0.0,10.0,18.5,24.02,33.08,4.88,0.0,3.27,5.71,4.75,8.28,0.42,0.47,474
89.64,1.32,7.0,29.0,12.51,19.24,4.46,0.98,2.09,4.01,3.0,5.19,0.39,0.41,542
242.58,0.0,1.0,6.8,25.82,35.17,7.81,0.0,1.59,3.49,2.33,4.8,0.36,0.41,302
184.57,2.64,1.0,106.0,24.75,31.96,5.86,0.0,1.56,2.8,2.26,3.73,0.39,0.44,183
168.75,0.0,0.1,41.1,23.87,32.08,5.86,0.0,2.38,4.17,4.02,6.32,0.22,0.42,358
89.64999999999999,3.3,0.1,1786.1,23.21,31.37,2.75,0.0,3.93,5.37,5.67,7.34,0.25,0.38,491
158.21,6.6000000000000005,0.1,1.35,11.28,16.9,5.43,0.04,3.24,5.53,5.01,8.11,0.38,0.41,163
195.11,0.0,0.1,18.1,25.26,34.03,2.38,0.0,2.34,4.15,3.32,5.5,0.16,0.38,474
268.94,0.0,250.0,528.0,32.34,41.55,5.86,0.02,1.83,3.22,2.67,4.26,0.23,0.44,460
63.28999999999999,0.66,0.1,6.199999999999999,28.12,35.84,5.55,0.0,1.71,4.05,2.3,5.09,0.27,0.34,187
200.38,0.0,0.1,26.1,28.29,37.28,2.81,0.0,2.49,4.44,3.56,6.43,0.16,0.38,472
137.1,0.0,0.1,5.6,31.05,39.06,10.68,0.7,2.17,4.32,3.19,5.67,0.27,0.47,460
142.38,0.0,0.1,8.23,27.31,32.75,11.84,0.77,1.24,2.34,1.73,3.16,0.21,0.47,444
158.2,0.0,0.1,109.1,24.34,30.16,10.38,2.3,1.91,3.47,2.79,4.89,0.36,0.35,187
79.09,0.68,1.6,3.2,6.5,13.4,1.83,0.0,2.14,4.98,3.34,6.84,0.27,0.47,472
47.46,2.64,0.1,1.6,23.78,34.18,4.58,0.0,3.27,5.69,4.66,7.44,0.22,0.38,489
79.1,2.64,0.1,6.699999999999999,23.71,32.09,4.46,0.0,3.65,5.89,5.56,8.09,0.3,0.38,575
168.75,0.0,0.3,3.9,31.65,39.56,7.51,0.03,1.61,2.67,2.67,4.09,0.23,0.42,158
205.66000000000005,0.0,2.0,8.0,26.39,36.65,5.86,0.0,0.51,0.8,2.5,3.53,0.42,0.49,158
105.46,0.0,2.5,5.0,31.07,39.8,4.03,0.0,2.88,5.54,3.96,7.24,0.07,0.37,472
89.64,1.32,0.1,1.4,25.67,34.72,5.62,0.03,1.7,3.05,2.71,4.23,0.17,0.42,187
