-4.850635594966563602e+00,2.046751388131536231e+00,1.790893792737834778e+00,1.921542627904636813e+00,2.966541373427549644e+00,2.390457951023270133e-01,2.275989804551640017e+00,-5.276129348814048020e-02,-1.569027225993400609e+00,-1.068399549083458799e+00,2.352750226914707365e+00,1.235774133390587171e+00,-5.364877736300436295e-01,1.454482340704180254e+00,9.334640700154573922e-01,1.576621230629004500e-01,7.052117340615486618e-02,2.580665324055200771e-01,-2.919550454703431774e-01,3.004281929954776831e-01,3.756794395335179004e-01,-6.647015600357590592e-02,1.424960882449802513e-01,8.049595022746840189e-02,1.392160607317167453e-01,-9.663983040864821089e-05
5.531657491708837915e-01,3.429862099768263839e-01,1.624389811106813131e+00,1.104898752461032752e+00,-2.117105662428017343e+00,-4.044008076977999994e-02,-1.304657914279846675e+00,1.778409290115874897e-01,2.916104844506127725e-01,-3.262488096404469462e-01,2.534153685740694328e-01,-3.309237302405499542e-02,-7.722289057828903847e-01,4.591049882217019817e-01,1.631729800074485093e-01,-5.955041810836034233e-02,6.860378319637974176e-01,-4.808846555733561207e-02,7.647666322075265255e-02,-2.363228653855116157e-01,-9.184077251441873091e-02,-1.209979956145983554e-01,-3.990463549499623924e-02,-6.083753077336979259e-02,-2.263923763563708072e-03,1.228875701736932818e-03
-2.450763797672433242e+00,-1.877240805258713618e-01,2.861257297071138073e-01,-1.460410125347199273e+00,-3.825976830317742161e-01,4.193768557969481531e-02,-4.175371833456902326e-01,-2.831210912851045425e-01,7.103277132956388185e-01,6.754802669355635114e-01,3.836704123941955258e-01,5.204711164658928357e-01,6.473434383354217427e-03,2.404717569237700137e-01,-3.788522841758658610e-01,8.448740426535372716e-01,-5.965320162879198668e-02,-1.439104707131962438e-02,1.242926376167139274e-01,-3.007848162989824534e-02,-4.065894762664435530e-03,-1.367846449431926042e-02,-6.899228942536640707e-02,1.179517817970991561e-01,-1.287446140393317881e-02,5.244221856732753670e-05
-2.829234523139225299e+00,-9.642012409740798873e-01,2.916623535145332902e+00,-1.961300749949224986e+00,5.395239288953561640e-01,7.988857311874795197e-01,2.088497439920168564e+00,6.058538042397371842e-02,2.632418601629867627e+00,3.617305613971934175e+00,1.396192330743939669e+00,-4.974231445170799182e-01,5.028983288334244461e-01,5.184623250777990744e-02,4.009931921082460216e-02,-5.955961102008954233e-01,1.001262965215894418e-01,3.385415488364961172e-05,2.017385539992246415e-02,-2.635101374445056321e-01,-7.308725503483616548e-02,-8.197720529658240884e-02,-1.199471371392487190e-01,5.675700302248232187e-03,4.713256417123895536e-02,-5.004717221979973138e-04
-4.094856254104341176e+00,1.543660713421400210e+00,-2.815169097889743455e+00,1.916557979009776869e+00,2.476873611018582721e+00,-2.632573652685122334e-01,8.941752607396806773e-01,-3.045331720303172673e+00,-1.066215674309970662e+00,2.404789459981416244e-01,2.083194678304264968e+00,-8.950490647334523597e-01,-1.593317623655084725e-01,7.591278109410626307e-01,4.333466043545344260e-01,-3.813730870560517183e-01,1.462716877426167017e-01,1.864594092578270301e-01,3.660516704717635406e-02,2.120540811272447201e-01,-9.787812339286315610e-02,6.832227975776083984e-02,-1.208748580252319571e-01,1.376708226150462344e-01,1.678808431288324882e-02,5.698069828758235483e-04
-1.090344967421939648e+00,-3.363706113990669877e+00,9.778609559170940990e-01,-2.078529929461078840e+00,-3.643142965747842195e-03,-1.317689038688609204e-01,-2.124865551237418992e-01,2.701416576158990890e-01,-5.266844105132174603e-01,-5.663626512260978574e-01,-1.538626851080286129e-01,-1.085832067636416376e+00,3.807585375235923442e-01,5.880309296456604634e-02,-2.620995017427718010e-01,-2.317689018671345580e-01,2.537798697041733775e-01,-1.417521908699560795e-01,1.165890597213258550e-01,-5.325892761551678789e-02,-1.290875308961492163e-01,9.855387679576807503e-02,2.560861743017300504e-02,4.825393205594454699e-02,-3.861197658755331774e-02,1.140559110299543615e-04
-3.378884167075249856e+00,-1.677302074090592177e+00,2.091140179046919734e+00,-1.779319108949939165e+00,-7.285075624047756548e-01,2.680889337835177244e-01,7.124501768367601517e-01,3.263628029378712880e-01,7.488247292987574300e-01,2.391290460147264818e-01,-1.492434052246288390e-01,-7.029833723779665977e-01,1.179241466937924060e-01,-2.355725532601060379e-01,3.711955314621329105e-02,-1.958020590976760830e-02,-5.201819609298709290e-02,1.668131668433527892e-01,-4.345829390259663139e-02,-3.276675245251511187e-02,7.369544206566303046e-02,1.182260235171479212e-01,-7.929975424913121096e-04,3.123220356282900567e-02,4.010208558971448817e-02,3.497559706425057576e-05
-1.251283657998414567e+00,1.825085540144907315e+00,2.348560972947515868e+00,7.104824799784160705e-01,-2.024978860291011262e+00,-8.137383389164365433e-03,6.338085059597692306e-02,3.304589105257422776e-01,-9.883282202881916723e-01,-6.117772305627436902e-01,-9.748923209919156951e-01,5.216965234703269116e-01,-2.392308418526539193e-01,1.565237942073498534e-01,9.456028804684051270e-01,-3.088310584902052569e-01,-6.716706966265774403e-02,-4.129064674405861779e-01,1.377142978647485638e-01,-5.215116133442557200e-02,-4.061479759122970101e-01,8.077310567342119163e-02,1.845742514994660743e-01,1.484974433877074285e-01,6.539068356075711241e-02,-7.733385544649281143e-04
9.343159058899038749e-01,-1.948122177876201011e+00,2.673797021948079999e-01,5.530622976981310890e-01,-1.035293635716386884e+00,-1.671736253971886979e-02,1.074226793089048781e+00,4.275751276425183711e-01,-3.521317746075596777e-01,-6.511345769313122700e-01,-7.184617841903134794e-02,-3.332434856766629538e-01,-3.227827841352770011e-01,-1.409788396111883411e-02,-4.898359164786704190e-01,-1.296107179060435044e-01,1.101492379770987184e-01,2.898364170274906337e-01,-2.398995640979499078e-01,1.111030065681270357e-01,-7.511811018613931412e-02,-3.694014898528487356e-02,-2.755037337203351810e-02,-5.222146050514104437e-02,2.491281558321416581e-02,6.428397956566462299e-04
2.875172034546902289e+00,-8.387713316794132012e-01,1.282741853359110173e+00,8.676471824136051669e-01,-3.163053804349357234e-01,-3.651378890869840660e-02,2.390885027142685137e-01,4.274712276782737241e-01,-1.355440261300118188e-01,-6.799453411773576095e-01,-3.529838319682562786e-02,-1.401864160091000899e-01,-3.679501263469675543e-01,7.173573047232574273e-01,-5.927854397299496814e-01,8.604541998503312250e-02,-1.638983828735626480e-01,-2.794944255823351154e-01,-2.339512168074636966e-01,-2.291995646975078793e-01,-1.329636644388385892e-02,1.021533592037602266e-02,-5.178517780760917566e-02,4.480791770946617597e-02,4.292927695676444777e-02,-2.328594917666597096e-05
3.515102718279087490e+00,4.769136011936715214e+00,3.957127906851112820e-01,-2.610395507225069078e+00,1.707675806723080447e-01,-1.875536713276498291e-01,-1.171576125758966969e+00,-6.709660061703363876e-03,-1.488302084525266189e-01,7.416116929680362235e-02,4.348514354154275341e-01,1.699211878144981369e-01,1.266122923412306769e-02,3.340601508176622714e-01,-2.040586930871211291e-01,-3.089086205827599740e-01,-9.359490394666473978e-02,1.040115454236234388e-01,3.178961406703737502e-01,3.684210014500480072e-03,-9.766745933701427573e-02,-4.019465240171760101e-02,-3.819505176495355953e-02,-5.375930474803725101e-02,1.046744329502972623e-02,6.280639817136134985e-04
