PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID
PRECTOTCORR_SUM,2020,31.64,42.19,42.19,31.64,15.82,15.82,5.27,5.27,21.09,21.09,31.64,36.91,300.59,2020
PRECSNO,2019,2.64,5.27,1.98,1.32,0.66,0.0,0.0,0.0,0.0,0.0,3.3,1.98,1.32,2021
PRECSNO,2020,0.66,0.66,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,2021
PRECTOTCORR_SUM,2019,36.91,63.28,68.55,21.09,68.55,5.27,10.55,0.0,0.0,0.0,73.83,42.19,390.23,2021
PRECTOTCORR_SUM,2020,0.0,15.82,52.73,21.09,0.0,0.0,5.27,5.27,0.0,0.0,5.27,5.27,110.74,2021
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2026
PRECTOTCORR_SUM,2020,47.46,26.37,42.19,15.82,5.27,47.46,0.0,0.0,0.0,10.55,15.82,21.09,232.03,2026
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2027
PRECTOTCORR_SUM,2020,21.09,21.09,36.91,10.55,5.27,31.64,0.0,0.0,5.27,10.55,15.82,31.64,189.84,2027
PRECSNO,2020,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2029
PRECTOTCORR_SUM,2020,0.0,15.82,52.73,21.09,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,100.2,2029
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032
PRECTOTCORR_SUM,2020,15.82,0.0,89.65,52.73,5.27,0.0,0.0,0.0,0.0,0.0,5.27,26.37,195.12,2032
PRECSNO,2020,1.98,2.64,1.98,1.98,0.0,0.66,0.0,0.0,0.66,0.66,1.32,1.32,1.32,2037
PRECTOTCORR_SUM,2020,84.38,68.55,31.64,47.46,21.09,15.82,5.27,5.27,10.55,31.64,26.37,31.64,379.69,2037
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041
PRECTOTCORR_SUM,2020,5.27,47.46,63.28,0.0,0.0,0.0,0.0,10.55,0.0,0.0,0.0,10.55,137.11,2041
PRECSNO,2020,0.66,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043
PRECTOTCORR_SUM,2020,0.0,10.55,52.73,26.37,5.27,0.0,5.27,5.27,0.0,0.0,10.55,0.0,116.02,2043
PRECSNO,2020,0.66,0.0,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,2044
PRECTOTCORR_SUM,2020,21.09,0.0,73.83,31.64,21.09,0.0,0.0,0.0,0.0,0.0,63.28,31.64,242.58,2044
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050
PRECTOTCORR_SUM,2020,10.55,5.27,21.09,0.0,0.0,10.55,15.82,0.0,21.09,5.27,5.27,10.55,105.47,2050
PRECSNO,2020,2.64,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.32,0.66,2051
PRECTOTCORR_SUM,2020,73.83,5.27,58.01,15.82,63.28,15.82,5.27,0.0,0.0,10.55,58.01,21.09,326.95,2051
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054
PRECTOTCORR_SUM,2020,0.0,10.55,63.28,10.55,0.0,0.0,5.27,0.0,0.0,0.0,10.55,0.0,100.2,2054
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2065
PRECTOTCORR_SUM,2020,0.0,10.55,63.28,10.55,0.0,0.0,5.27,0.0,0.0,0.0,10.55,0.0,100.2,2065
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077
PRECTOTCORR_SUM,2019,26.37,126.56,36.91,5.27,10.55,0.0,21.09,15.82,42.19,0.0,105.47,58.01,448.24,2077
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,2077
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078
PRECTOTCORR_SUM,2019,26.37,52.73,10.55,0.0,0.0,0.0,5.27,5.27,36.91,0.0,63.28,31.64,232.03,2078
PRECTOTCORR_SUM,2020,0.0,36.91,68.55,0.0,0.0,0.0,0.0,15.82,0.0,0.0,0.0,10.55,131.84,2078
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,2086
PRECTOTCORR_SUM,2020,5.27,42.19,89.65,10.55,5.27,0.0,15.82,10.55,5.27,5.27,15.82,5.27,210.94,2086
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092
PRECTOTCORR_SUM,2019,126.56,158.2,73.83,5.27,47.46,0.0,0.0,0.0,0.0,0.0,31.64,158.2,601.17,2092
PRECTOTCORR_SUM,2020,26.37,0.0,89.65,42.19,0.0,0.0,0.0,0.0,0.0,0.0,10.55,26.37,195.12,2092
PRECSNO,2020,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,2093
PRECTOTCORR_SUM,2020,0.0,15.82,36.91,21.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83,2093
PRECSNO,2020,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2094
PRECTOTCORR_SUM,2020,26.37,15.82,26.37,15.82,21.09,68.55,10.55,0.0,10.55,5.27,26.37,10.55,237.3,2094
PRECSNO,2020,1.98,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,2097
PRECTOTCORR_SUM,2020,31.64,26.37,47.46,15.82,5.27,58.01,0.0,0.0,0.0,10.55,21.09,15.82,232.03,2097
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106
PRECTOTCORR_SUM,2020,0.0,15.82,52.73,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,2106
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107
PRECTOTCORR_SUM,2020,5.27,36.91,100.2,15.82,0.0,0.0,10.55,10.55,0.0,0.0,5.27,5.27,189.84,2107
PRECSNO,2019,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,2121
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121
PRECTOTCORR_SUM,2019,42.19,147.66,42.19,5.27,15.82,0.0,21.09,5.27,58.01,0.0,110.74,73.83,522.07,2121
PRECTOTCORR_SUM,2020,5.27,52.73,84.38,5.27,0.0,0.0,10.55,10.55,5.27,5.27,5.27,10.55,195.12,2121
PRECSNO,2020,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136
PRECTOTCORR_SUM,2020,5.27,0.0,26.37,21.09,10.55,5.27,0.0,5.27,0.0,0.0,15.82,10.55,100.2,2136
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142
PRECTOTCORR_SUM,2020,0.0,15.82,42.19,15.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83,2142
PRECSNO,2019,0.66,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,2148
PRECSNO,2020,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,2148
PRECTOTCORR_SUM,2019,89.65,163.48,68.55,21.09,42.19,0.0,10.55,0.0,31.64,0.0,5.27,63.28,495.7,2148
PRECTOTCORR_SUM,2020,10.55,0.0,47.46,15.82,10.55,5.27,0.0,0.0,0.0,0.0,36.91,26.37,152.93,2148
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150
PRECTOTCORR_SUM,2020,10.55,5.27,21.09,0.0,0.0,10.55,15.82,0.0,21.09,5.27,5.27,10.55,105.47,2150
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153
PRECSNO,2021,0.55,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,2153
PRECTOTCORR_SUM,2020,5.27,36.91,100.2,15.82,0.0,0.0,10.55,10.55,0.0,0.0,5.27,5.27,189.84,2153
PRECTOTCORR_SUM,2021,79.1,5.27,26.37,4.18,3.89,5.73,135.44,67.8,61.67,22.2,1.37,76.18,489.19,2153
PRECSNO,2020,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,2154
PRECTOTCORR_SUM,2020,15.82,10.55,26.37,10.55,0.0,26.37,5.27,0.0,5.27,0.0,15.82,26.37,142.38,2154
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176
PRECTOTCORR_SUM,2020,5.27,52.73,84.38,5.27,0.0,0.0,10.55,10.55,5.27,5.27,5.27,10.55,195.12,2176
PRECSNO,2020,1.32,2.64,1.32,1.98,0.66,0.66,0.0,0.0,0.66,0.66,1.32,1.32,0.66,2177
PRECTOTCORR_SUM,2020,47.46,79.1,36.91,58.01,21.09,21.09,5.27,5.27,21.09,26.37,26.37,36.91,384.96,2177
PRECSNO,2020,0.0,0.0,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179
PRECTOTCORR_SUM,2020,10.55,0.0,26.37,58.01,10.55,15.82,0.0,5.27,0.0,0.0,15.82,31.64,174.02,2179
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188
PRECTOTCORR_SUM,2020,0.0,0.0,73.83,63.28,0.0,0.0,0.0,0.0,0.0,0.0,10.55,15.82,163.48,2188
PRECSNO,2020,1.98,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,2196
PRECSNO,2021,0.49,1.13,0.43,0.51,0.0,0.0,0.0,0.0,0.0,0.34,0.04,1.85,0.4,2196
PRECTOTCORR_SUM,2020,36.91,15.82,42.19,26.37,26.37,89.65,5.27,0.0,10.55,5.27,31.64,15.82,305.86,2196
PRECTOTCORR_SUM,2021,10.55,26.37,15.82,29.37,22.37,4.15,23.37,59.02,18.07,110.79,25.29,57.56,402.72,2196
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207
PRECTOTCORR_SUM,2020,0.0,21.09,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,105.47,2207
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2214
PRECTOTCORR_SUM,2020,0.0,15.82,52.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.55,2214
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227
PRECTOTCORR_SUM,2020,5.27,52.73,89.65,5.27,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,184.57,2227
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0,2230
PRECTOTCORR_SUM,2020,15.82,10.55,15.82,5.27,5.27,10.55,36.91,0.0,21.09,10.55,5.27,15.82,152.93,2230
PRECSNO,2019,1.32,1.98,1.32,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,2232
PRECSNO,2020,0.0,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2232
PRECTOTCORR_SUM,2019,36.91,36.91,63.28,52.73,84.38,5.27,5.27,0.0,5.27,0.0,26.37,10.55,326.95,2232
PRECTOTCORR_SUM,2020,0.0,0.0,21.09,21.09,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,47.46,2232
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242
PRECTOTCORR_SUM,2019,21.09,73.83,10.55,0.0,5.27,0.0,15.82,31.64,36.91,0.0,63.28,47.46,305.86,2242
PRECTOTCORR_SUM,2020,5.27,15.82,26.37,0.0,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,79.1,2242
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243
PRECTOTCORR_SUM,2019,21.09,68.55,15.82,0.0,0.0,0.0,15.82,15.82,26.37,0.0,73.83,42.19,279.49,2243
PRECTOTCORR_SUM,2020,5.27,26.37,42.19,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,2243
PRECSNO,2019,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,2247
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247
PRECTOTCORR_SUM,2019,42.19,147.66,42.19,5.27,15.82,0.0,21.09,5.27,58.01,0.0,110.74,73.83,522.07,2247
PRECTOTCORR_SUM,2020,5.27,52.73,84.38,5.27,0.0,0.0,10.55,10.55,5.27,5.27,5.27,10.55,195.12,2247
PRECSNO,2020,3.3,0.0,3.96,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2.64,0.66,2251
PRECTOTCORR_SUM,2020,89.65,0.0,100.2,31.64,84.38,10.55,0.0,0.0,0.0,0.0,47.46,68.55,432.42,2251
PRECSNO,2020,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2253
PRECTOTCORR_SUM,2020,0.0,15.82,52.73,21.09,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,100.2,2253
PRECSNO,2019,1.98,3.96,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.98,0.66,2258
PRECSNO,2020,0.66,0.0,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,2258
PRECTOTCORR_SUM,2019,137.11,221.48,84.38,21.09,58.01,0.0,10.55,0.0,31.64,0.0,21.09,105.47,690.82,2258
PRECTOTCORR_SUM,2020,21.09,0.0,73.83,31.64,21.09,0.0,0.0,0.0,0.0,0.0,63.28,31.64,242.58,2258
PRECSNO,2020,2.64,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,2261
PRECTOTCORR_SUM,2020,31.64,21.09,47.46,15.82,21.09,79.1,5.27,0.0,5.27,10.55,21.09,10.55,268.95,2261
PRECSNO,2019,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264
PRECTOTCORR_SUM,2019,47.46,89.65,21.09,0.0,5.27,0.0,21.09,0.0,58.01,0.0,94.92,47.46,384.96,2264
PRECTOTCORR_SUM,2020,0.0,36.91,105.47,0.0,0.0,0.0,0.0,21.09,0.0,0.0,0.0,10.55,174.02,2264
PRECSNO,2019,1.32,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,2265
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.66,0.0,2265
PRECTOTCORR_SUM,2019,31.64,47.46,42.19,26.37,47.46,10.55,26.37,15.82,15.82,5.27,31.64,31.64,332.23,2265
PRECTOTCORR_SUM,2020,10.55,10.55,21.09,0.0,0.0,5.27,36.91,5.27,36.91,15.82,15.82,26.37,184.57,2265
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2266
PRECTOTCORR_SUM,2020,47.46,15.82,26.37,15.82,47.46,58.01,5.27,0.0,0.0,10.55,42.19,15.82,284.77,2266
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,2270
PRECSNO,2019,1.98,3.3,3.96,0.66,1.32,0.66,0.0,0.0,0.0,0.66,0.66,1.98,1.32,2274
PRECSNO,2020,1.32,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.0,0.66,1.32,1.32,0.66,2274
PRECTOTCORR_SUM,2019,63.28,58.01,89.65,58.01,89.65,36.91,10.55,15.82,10.55,31.64,26.37,47.46,537.89,2274
PRECTOTCORR_SUM,2020,31.64,42.19,42.19,31.64,15.82,15.82,5.27,5.27,21.09,21.09,31.64,36.91,300.59,2274
PRECSNO,2020,1.32,2.64,1.32,1.98,0.66,0.66,0.0,0.0,0.66,0.66,1.32,1.32,0.66,2277
PRECTOTCORR_SUM,2020,47.46,79.1,36.91,58.01,21.09,21.09,5.27,5.27,21.09,26.37,26.37,36.91,384.96,2277
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281
PRECTOTCORR_SUM,2020,0.0,21.09,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,105.47,2281
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282
PRECTOTCORR_SUM,2019,21.09,68.55,21.09,0.0,0.0,0.0,36.91,26.37,52.73,0.0,63.28,52.73,342.77,2282
PRECTOTCORR_SUM,2020,15.82,21.09,26.37,5.27,0.0,0.0,15.82,31.64,0.0,0.0,5.27,5.27,126.56,2282
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2289
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2289
PRECTOTCORR_SUM,2019,21.09,68.55,15.82,0.0,0.0,0.0,15.82,15.82,26.37,0.0,73.83,42.19,279.49,2289
PRECTOTCORR_SUM,2020,5.27,26.37,42.19,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,2289
PRECSNO,2020,0.0,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2295
PRECTOTCORR_SUM,2020,0.0,0.0,15.82,21.09,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19,2295
PRECSNO,2020,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296
PRECTOTCORR_SUM,2020,0.0,0.0,15.82,10.55,5.27,0.0,0.0,0.0,0.0,0.0,15.82,5.27,52.73,2296
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2298
PRECTOTCORR_SUM,2020,10.55,42.19,42.19,0.0,0.0,0.0,15.82,5.27,0.0,0.0,5.27,10.55,131.84,2298
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2305
PRECTOTCORR_SUM,2020,15.82,21.09,15.82,10.55,0.0,15.82,42.19,5.27,21.09,10.55,5.27,10.55,174.02,2305
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319
PRECTOTCORR_SUM,2020,10.55,52.73,79.1,5.27,5.27,0.0,26.37,5.27,5.27,5.27,10.55,5.27,210.94,2319
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2337
PRECTOTCORR_SUM,2020,0.0,36.91,105.47,0.0,0.0,0.0,0.0,21.09,0.0,0.0,0.0,10.55,174.02,2337
PRECSNO,2020,0.66,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2338
PRECTOTCORR_SUM,2020,10.55,5.27,31.64,5.27,5.27,5.27,36.91,0.0,21.09,5.27,21.09,26.37,174.02,2338
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,2339
PRECTOTCORR_SUM,2020,5.27,42.19,89.65,10.55,5.27,0.0,15.82,10.55,5.27,5.27,15.82,5.27,210.94,2339
PRECSNO,2019,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,2341
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,2341
PRECTOTCORR_SUM,2019,47.46,52.73,73.83,89.65,94.92,10.55,10.55,10.55,47.46,15.82,31.64,36.91,522.07,2341
PRECTOTCORR_SUM,2020,21.09,21.09,36.91,5.27,10.55,52.73,5.27,0.0,5.27,10.55,10.55,10.55,189.84,2341
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2351
PRECTOTCORR_SUM,2020,0.0,10.55,26.37,31.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.55,2351
PRECSNO,2020,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,2367
PRECTOTCORR_SUM,2020,0.0,15.82,15.82,15.82,0.0,15.82,0.0,0.0,0.0,0.0,5.27,15.82,84.38,2367
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370
PRECTOTCORR_SUM,2020,21.09,36.91,52.73,5.27,0.0,0.0,31.64,10.55,5.27,5.27,15.82,10.55,195.12,2370
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372
PRECTOTCORR_SUM,2020,21.09,36.91,52.73,5.27,0.0,0.0,31.64,10.55,5.27,5.27,15.82,10.55,195.12,2372
PRECSNO,2020,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2374
PRECTOTCORR_SUM,2020,47.46,15.82,31.64,15.82,26.37,52.73,5.27,0.0,5.27,10.55,31.64,10.55,253.12,2374
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,2381
PRECSNO,2020,0.66,0.0,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,2385
PRECTOTCORR_SUM,2020,21.09,0.0,73.83,31.64,21.09,0.0,0.0,0.0,0.0,0.0,63.28,31.64,242.58,2385
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392
PRECTOTCORR_SUM,2020,5.27,36.91,100.2,15.82,0.0,0.0,10.55,10.55,0.0,0.0,5.27,5.27,189.84,2392
PRECSNO,2020,1.98,0.0,4.61,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.98,1.32,2394
PRECTOTCORR_SUM,2020,31.64,0.0,94.92,63.28,31.64,10.55,0.0,0.0,0.0,0.0,52.73,58.01,342.77,2394
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,2398
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,2398
PRECTOTCORR_SUM,2019,42.19,52.73,52.73,84.38,100.2,10.55,5.27,5.27,73.83,10.55,31.64,36.91,506.25,2398
PRECTOTCORR_SUM,2020,26.37,15.82,42.19,10.55,21.09,68.55,5.27,0.0,5.27,10.55,15.82,10.55,232.03,2398
PRECSNO,2019,1.32,1.32,3.3,1.98,2.64,0.66,0.0,0.0,0.0,1.98,1.98,1.32,1.32,2400
PRECSNO,2020,1.32,2.64,1.98,2.64,0.66,0.66,0.0,0.0,1.32,1.32,0.66,1.32,1.32,2400
PRECTOTCORR_SUM,2019,42.19,31.64,84.38,68.55,79.1,73.83,26.37,10.55,26.37,52.73,21.09,36.91,553.71,2400
PRECTOTCORR_SUM,2020,5.27,58.01,36.91,47.46,47.46,31.64,5.27,5.27,26.37,26.37,21.09,10.55,321.68,2400
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,2402
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.66,2408
PRECTOTCORR_SUM,2020,10.55,10.55,10.55,0.0,5.27,5.27,42.19,5.27,26.37,10.55,5.27,21.09,152.93,2408
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,2421
PRECTOTCORR_SUM,2020,5.27,5.27,10.55,15.82,0.0,5.27,0.0,0.0,0.0,0.0,15.82,10.55,68.55,2421
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425
PRECTOTCORR_SUM,2019,21.09,68.55,15.82,0.0,0.0,0.0,15.82,15.82,26.37,0.0,73.83,42.19,279.49,2425
PRECTOTCORR_SUM,2020,5.27,26.37,42.19,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,2425
